,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,wID,x,y
28,2.0,447.0,Оксид титана(IV),41.0,0.9802908897399902,Q193521,STEM.STEM*,153.0,0.0,95.0,8.0,155.0,11.919192,447.0,-2012.9697,-3158.2908
29,2.0,447.0,Оксид титана(IV),41.0,0.9659096002578735,Q193521,STEM.Chemistry,153.0,0.0,95.0,8.0,155.0,11.919192,447.0,-2012.9697,-3158.2908
30,2.0,447.0,Оксид титана(IV),41.0,0.29422497749328613,Q193521,Culture.Food_and_drink,153.0,0.0,95.0,8.0,155.0,11.919192,447.0,-2012.9697,-3158.2908
31,5.0,578.0,"Хонеккер, Эрих",30.0,0.9814634323120117,Q2607,Culture.Biography.Biography*,208.0,42500.52067797921,65.0,10.0,227.0,17.676767,578.0,-1061.3914,200.45667
32,5.0,578.0,"Хонеккер, Эрих",30.0,0.546748161315918,Q2607,History_and_Society.Politics_and_government,208.0,42500.52067797921,65.0,10.0,227.0,17.676767,578.0,-1061.3914,200.45667
33,5.0,578.0,"Хонеккер, Эрих",30.0,0.3702353835105896,Q2607,History_and_Society.Military_and_warfare,208.0,42500.52067797921,65.0,10.0,227.0,17.676767,578.0,-1061.3914,200.45667
34,5.0,578.0,"Хонеккер, Эрих",30.0,0.30218379402160644,Q2607,Geography.Regions.Europe.Europe*,208.0,42500.52067797921,65.0,10.0,227.0,17.676767,578.0,-1061.3914,200.45667
35,5.0,578.0,"Хонеккер, Эрих",30.0,0.16886694729328156,Q2607,History_and_Society.History,208.0,42500.52067797921,65.0,10.0,227.0,17.676767,578.0,-1061.3914,200.45667
36,5.0,578.0,"Хонеккер, Эрих",30.0,0.11280541121959686,Q2607,History_and_Society.Society,208.0,42500.52067797921,65.0,10.0,227.0,17.676767,578.0,-1061.3914,200.45667
37,5.0,578.0,"Хонеккер, Эрих",30.0,0.03021936321258545,Q2607,Geography.Regions.Europe.Western_Europe,208.0,42500.52067797921,65.0,10.0,227.0,17.676767,578.0,-1061.3914,200.45667
38,5.0,578.0,"Хонеккер, Эрих",30.0,0.0,Q2607,Geography.Regions.Europe.Eastern_Europe,208.0,42500.52067797921,65.0,10.0,227.0,17.676767,578.0,-1061.3914,200.45667
39,2.0,580.0,"Бернстайн, Леонард",9.0,0.9974591135978699,Q152505,Culture.Biography.Biography*,0.0,3099.0,127.0,13.0,150.0,11.919192,580.0,2507.4246,626.60876
40,2.0,580.0,"Бернстайн, Леонард",9.0,0.9433575868606567,Q152505,Culture.Media.Music,0.0,3099.0,127.0,13.0,150.0,11.919192,580.0,2507.4246,626.60876
41,2.0,580.0,"Бернстайн, Леонард",9.0,0.91965252161026,Q152505,Culture.Media.Media*,0.0,3099.0,127.0,13.0,150.0,11.919192,580.0,2507.4246,626.60876
42,2.0,580.0,"Бернстайн, Леонард",9.0,0.4378334879875183,Q152505,Culture.Performing_arts,0.0,3099.0,127.0,13.0,150.0,11.919192,580.0,2507.4246,626.60876
43,2.0,580.0,"Бернстайн, Леонард",9.0,0.0,Q152505,Geography.Regions.Europe.Europe*,0.0,3099.0,127.0,13.0,150.0,11.919192,580.0,2507.4246,626.60876
44,2.0,580.0,"Бернстайн, Леонард",9.0,0.0,Q152505,Geography.Regions.Americas.North_America,0.0,3099.0,127.0,13.0,150.0,11.919192,580.0,2507.4246,626.60876
45,2.0,604.0,День России,21.0,0.9324633479118347,Q1432329,History_and_Society.Society,132.0,0.0,136.0,12.0,0.0,11.919192,604.0,-3413.3333,-645.0188
46,2.0,604.0,День России,21.0,0.6654205918312073,Q1432329,Culture.Philosophy_and_religion,132.0,0.0,136.0,12.0,0.0,11.919192,604.0,-3413.3333,-645.0188
47,2.0,604.0,День России,21.0,0.2509227991104126,Q1432329,History_and_Society.Military_and_warfare,132.0,0.0,136.0,12.0,0.0,11.919192,604.0,-3413.3333,-645.0188
48,2.0,604.0,День России,21.0,0.24809722805023193,Q1432329,Geography.Regions.Europe.Eastern_Europe,132.0,0.0,136.0,12.0,0.0,11.919192,604.0,-3413.3333,-645.0188
49,2.0,604.0,День России,21.0,0.0,Q1432329,Geography.Regions.Europe.Europe*,132.0,0.0,136.0,12.0,0.0,11.919192,604.0,-3413.3333,-645.0188
50,2.0,604.0,День России,21.0,0.0,Q1432329,Geography.Regions.Asia.Asia*,132.0,0.0,136.0,12.0,0.0,11.919192,604.0,-3413.3333,-645.0188
51,2.0,604.0,День России,21.0,0.0,Q1432329,Geography.Regions.Asia.North_Asia,132.0,0.0,136.0,12.0,0.0,11.919192,604.0,-3413.3333,-645.0188
52,4.0,758.0,Кардинал,12.0,0.9659096002578735,Q45722,Culture.Philosophy_and_religion,192.0,10535.814696786085,192.0,34.0,192.0,15.757576,758.0,1090.547,866.6161
53,4.0,758.0,Кардинал,12.0,0.21734751760959625,Q45722,History_and_Society.Politics_and_government,192.0,10535.814696786085,192.0,34.0,192.0,15.757576,758.0,1090.547,866.6161
54,4.0,758.0,Кардинал,12.0,0.19194278120994568,Q45722,History_and_Society.History,192.0,10535.814696786085,192.0,34.0,192.0,15.757576,758.0,1090.547,866.6161
55,4.0,758.0,Кардинал,12.0,0.0,Q45722,Geography.Regions.Europe.Europe*,192.0,10535.814696786085,192.0,34.0,192.0,15.757576,758.0,1090.547,866.6161
56,4.0,758.0,Кардинал,12.0,0.0,Q45722,Geography.Regions.Europe.Southern_Europe,192.0,10535.814696786085,192.0,34.0,192.0,15.757576,758.0,1090.547,866.6161
57,1.0,911.0,Вычислительная сеть,14.0,0.8634016513824463,Q1301371,STEM.STEM*,82.0,0.0,134.0,7.0,0.0,10.0,911.0,-2239.245,-98.58005
58,1.0,911.0,Вычислительная сеть,14.0,0.21734751760959625,Q1301371,STEM.Technology,82.0,0.0,134.0,7.0,0.0,10.0,911.0,-2239.245,-98.58005
59,7.0,1179.0,"Филозов, Альберт Леонидович",16.0,0.9983615279197693,Q3391400,Culture.Biography.Biography*,18.0,131414.5149270299,125.0,10.0,98.0,21.515152,1179.0,1966.0159,-1545.8068
60,7.0,1179.0,"Филозов, Альберт Леонидович",16.0,0.3276783227920532,Q3391400,History_and_Society.Society,18.0,131414.5149270299,125.0,10.0,98.0,21.515152,1179.0,1966.0159,-1545.8068
61,7.0,1179.0,"Филозов, Альберт Леонидович",16.0,0.10375863313674927,Q3391400,History_and_Society.Military_and_warfare,18.0,131414.5149270299,125.0,10.0,98.0,21.515152,1179.0,1966.0159,-1545.8068
62,7.0,1179.0,"Филозов, Альберт Леонидович",16.0,0.0,Q3391400,Geography.Regions.Asia.North_Asia,18.0,131414.5149270299,125.0,10.0,98.0,21.515152,1179.0,1966.0159,-1545.8068
63,7.0,1179.0,"Филозов, Альберт Леонидович",16.0,0.0,Q3391400,Geography.Regions.Europe.Europe*,18.0,131414.5149270299,125.0,10.0,98.0,21.515152,1179.0,1966.0159,-1545.8068
64,7.0,1179.0,"Филозов, Альберт Леонидович",16.0,0.0,Q3391400,Geography.Regions.Europe.Eastern_Europe,18.0,131414.5149270299,125.0,10.0,98.0,21.515152,1179.0,1966.0159,-1545.8068
65,7.0,1179.0,"Филозов, Альберт Леонидович",16.0,0.0,Q3391400,Geography.Regions.Asia.Asia*,18.0,131414.5149270299,125.0,10.0,98.0,21.515152,1179.0,1966.0159,-1545.8068
66,2.0,1420.0,Путч,14.0,0.8031837940216064,Q3449092,History_and_Society.Military_and_warfare,82.0,9291.0,134.0,7.0,0.0,11.919192,1420.0,-2158.3938,-174.96922
67,2.0,1420.0,Путч,14.0,0.14034625887870789,Q3449092,History_and_Society.Politics_and_government,82.0,9291.0,134.0,7.0,0.0,11.919192,1420.0,-2158.3938,-174.96922
68,2.0,1420.0,Путч,14.0,0.11409788036346435,Q3449092,Geography.Regions.Asia.Asia*,82.0,9291.0,134.0,7.0,0.0,11.919192,1420.0,-2158.3938,-174.96922
69,2.0,1420.0,Путч,14.0,0.0,Q3449092,Geography.Regions.Asia.Southeast_Asia,82.0,9291.0,134.0,7.0,0.0,11.919192,1420.0,-2158.3938,-174.96922
70,2.0,1420.0,Путч,14.0,0.0,Q3449092,Geography.Regions.Americas.South_America,82.0,9291.0,134.0,7.0,0.0,11.919192,1420.0,-2158.3938,-174.96922
71,2.0,1420.0,Путч,14.0,0.0,Q3449092,Geography.Regions.Europe.Europe*,82.0,9291.0,134.0,7.0,0.0,11.919192,1420.0,-2158.3938,-174.96922
72,2.0,1420.0,Путч,14.0,0.0,Q3449092,Geography.Regions.Asia.West_Asia,82.0,9291.0,134.0,7.0,0.0,11.919192,1420.0,-2158.3938,-174.96922
73,2.0,1420.0,Путч,14.0,0.0,Q3449092,Geography.Regions.Africa.Africa*,82.0,9291.0,134.0,7.0,0.0,11.919192,1420.0,-2158.3938,-174.96922
74,1.0,1671.0,"Гамзатов, Расул Гамзатович",18.0,0.9883227348327637,Q36878,Culture.Biography.Biography*,233.0,0.0,111.0,10.0,132.0,10.0,1671.0,-1150.4856,3264.8357
75,1.0,1671.0,"Гамзатов, Расул Гамзатович",18.0,0.6992644667625427,Q36878,History_and_Society.Society,233.0,0.0,111.0,10.0,132.0,10.0,1671.0,-1150.4856,3264.8357
76,1.0,1671.0,"Гамзатов, Расул Гамзатович",18.0,0.4532718360424042,Q36878,History_and_Society.Military_and_warfare,233.0,0.0,111.0,10.0,132.0,10.0,1671.0,-1150.4856,3264.8357
77,1.0,1671.0,"Гамзатов, Расул Гамзатович",18.0,0.14034625887870789,Q36878,Culture.Literature,233.0,0.0,111.0,10.0,132.0,10.0,1671.0,-1150.4856,3264.8357
78,1.0,1671.0,"Гамзатов, Расул Гамзатович",18.0,0.014629947185516357,Q36878,Geography.Regions.Asia.Asia*,233.0,0.0,111.0,10.0,132.0,10.0,1671.0,-1150.4856,3264.8357
79,1.0,1671.0,"Гамзатов, Расул Гамзатович",18.0,0.0,Q36878,Geography.Regions.Europe.Europe*,233.0,0.0,111.0,10.0,132.0,10.0,1671.0,-1150.4856,3264.8357
80,1.0,1671.0,"Гамзатов, Расул Гамзатович",18.0,0.0,Q36878,Geography.Regions.Europe.Eastern_Europe,233.0,0.0,111.0,10.0,132.0,10.0,1671.0,-1150.4856,3264.8357
81,1.0,1671.0,"Гамзатов, Расул Гамзатович",18.0,0.0,Q36878,Geography.Regions.Asia.North_Asia,233.0,0.0,111.0,10.0,132.0,10.0,1671.0,-1150.4856,3264.8357
82,3.0,2490.0,Термодинамика,5.0,0.9715740084648132,Q11473,STEM.STEM*,192.0,126045.81756938098,192.0,17.0,192.0,13.838384,2490.0,3391.974,-1254.4481
83,3.0,2490.0,Термодинамика,5.0,0.9284188151359558,Q11473,STEM.Physics,192.0,126045.81756938098,192.0,17.0,192.0,13.838384,2490.0,3391.974,-1254.4481
84,7.0,2747.0,"Полтавченко, Георгий Сергеевич",18.0,0.9966334104537964,Q983514,Culture.Biography.Biography*,233.0,33365.952333869594,111.0,10.0,132.0,21.515152,2747.0,976.37854,2986.5440000000003
85,7.0,2747.0,"Полтавченко, Георгий Сергеевич",18.0,0.8872146010398865,Q983514,History_and_Society.Society,233.0,33365.952333869594,111.0,10.0,132.0,21.515152,2747.0,976.37854,2986.5440000000003
86,7.0,2747.0,"Полтавченко, Георгий Сергеевич",18.0,0.0,Q983514,Geography.Regions.Asia.Asia*,233.0,33365.952333869594,111.0,10.0,132.0,21.515152,2747.0,976.37854,2986.5440000000003
87,2.0,2768.0,Коморы,26.0,0.9481645226478577,Q970,Geography.Geographical,0.0,9291.0,65.0,2.0,253.0,11.919192,2768.0,-1604.0149,-570.27124
88,2.0,2768.0,Коморы,26.0,0.44553956389427185,Q970,Geography.Regions.Africa.Africa*,0.0,9291.0,65.0,2.0,253.0,11.919192,2768.0,-1604.0149,-570.27124
89,2.0,2768.0,Коморы,26.0,0.12253321707248688,Q970,History_and_Society.Society,0.0,9291.0,65.0,2.0,253.0,11.919192,2768.0,-1604.0149,-570.27124
90,2.0,2768.0,Коморы,26.0,0.1097157895565033,Q970,Geography.Regions.Europe.Europe*,0.0,9291.0,65.0,2.0,253.0,11.919192,2768.0,-1604.0149,-570.27124
91,4.0,2854.0,Ниуэ,6.0,0.9814634323120117,Q34020,Geography.Geographical,192.0,431.16666666666674,192.0,23.0,192.0,15.757576,2854.0,-1446.3511,1916.7488
92,4.0,2854.0,Ниуэ,6.0,0.6370407938957214,Q34020,Geography.Regions.Oceania,192.0,431.16666666666674,192.0,23.0,192.0,15.757576,2854.0,-1446.3511,1916.7488
93,4.0,2854.0,Ниуэ,6.0,0.26285186409950256,Q34020,Geography.Regions.Europe.Europe*,192.0,431.16666666666674,192.0,23.0,192.0,15.757576,2854.0,-1446.3511,1916.7488
94,4.0,2854.0,Ниуэ,6.0,0.21207880973815918,Q34020,Geography.Regions.Asia.Asia*,192.0,431.16666666666674,192.0,23.0,192.0,15.757576,2854.0,-1446.3511,1916.7488
95,4.0,2854.0,Ниуэ,6.0,0.14805719256401062,Q34020,Geography.Regions.Europe.Northern_Europe,192.0,431.16666666666674,192.0,23.0,192.0,15.757576,2854.0,-1446.3511,1916.7488
96,4.0,2854.0,Ниуэ,6.0,0.12253321707248688,Q34020,Geography.Regions.Asia.East_Asia,192.0,431.16666666666674,192.0,23.0,192.0,15.757576,2854.0,-1446.3511,1916.7488
97,1.0,3490.0,"Бирон, Эрнст Иоганн",10.0,0.9859463572502136,Q57768,Culture.Biography.Biography*,71.0,0.0,78.0,9.0,195.0,10.0,3490.0,101.96458,-1792.6553
98,1.0,3490.0,"Бирон, Эрнст Иоганн",10.0,0.2653036584854126,Q57768,Geography.Regions.Europe.Europe*,71.0,0.0,78.0,9.0,195.0,10.0,3490.0,101.96458,-1792.6553
99,1.0,3490.0,"Бирон, Эрнст Иоганн",10.0,0.2568419873714447,Q57768,History_and_Society.Society,71.0,0.0,78.0,9.0,195.0,10.0,3490.0,101.96458,-1792.6553
100,1.0,3490.0,"Бирон, Эрнст Иоганн",10.0,0.16886694729328156,Q57768,History_and_Society.Military_and_warfare,71.0,0.0,78.0,9.0,195.0,10.0,3490.0,101.96458,-1792.6553
101,1.0,3490.0,"Бирон, Эрнст Иоганн",10.0,0.0,Q57768,Geography.Regions.Europe.Northern_Europe,71.0,0.0,78.0,9.0,195.0,10.0,3490.0,101.96458,-1792.6553
102,1.0,3490.0,"Бирон, Эрнст Иоганн",10.0,0.0,Q57768,Geography.Regions.Europe.Western_Europe,71.0,0.0,78.0,9.0,195.0,10.0,3490.0,101.96458,-1792.6553
103,1.0,3490.0,"Бирон, Эрнст Иоганн",10.0,0.0,Q57768,Geography.Regions.Europe.Eastern_Europe,71.0,0.0,78.0,9.0,195.0,10.0,3490.0,101.96458,-1792.6553
104,4.0,3693.0,Государственные символы России,11.0,0.21734751760959625,Q3920566,STEM.STEM*,192.0,47800.204466852556,192.0,5.0,192.0,15.757576,3693.0,1451.5343,-1084.6196
105,4.0,3693.0,Государственные символы России,11.0,0.1259327530860901,Q3920566,History_and_Society.History,192.0,47800.204466852556,192.0,5.0,192.0,15.757576,3693.0,1451.5343,-1084.6196
106,4.0,3693.0,Государственные символы России,11.0,0.12253321707248688,Q3920566,History_and_Society.Politics_and_government,192.0,47800.204466852556,192.0,5.0,192.0,15.757576,3693.0,1451.5343,-1084.6196
107,4.0,3693.0,Государственные символы России,11.0,0.11280541121959686,Q3920566,History_and_Society.Transportation,192.0,47800.204466852556,192.0,5.0,192.0,15.757576,3693.0,1451.5343,-1084.6196
108,4.0,3693.0,Государственные символы России,11.0,0.1097157895565033,Q3920566,History_and_Society.Society,192.0,47800.204466852556,192.0,5.0,192.0,15.757576,3693.0,1451.5343,-1084.6196
109,4.0,3693.0,Государственные символы России,11.0,0.0,Q3920566,Geography.Regions.Europe.Europe*,192.0,47800.204466852556,192.0,5.0,192.0,15.757576,3693.0,1451.5343,-1084.6196
110,4.0,3693.0,Государственные символы России,11.0,0.0,Q3920566,Geography.Regions.Asia.Asia*,192.0,47800.204466852556,192.0,5.0,192.0,15.757576,3693.0,1451.5343,-1084.6196
111,4.0,3693.0,Государственные символы России,11.0,0.0,Q3920566,Geography.Regions.Americas.North_America,192.0,47800.204466852556,192.0,5.0,192.0,15.757576,3693.0,1451.5343,-1084.6196
112,4.0,3693.0,Государственные символы России,11.0,0.0,Q3920566,Geography.Regions.Europe.Northern_Europe,192.0,47800.204466852556,192.0,5.0,192.0,15.757576,3693.0,1451.5343,-1084.6196
113,1.0,3812.0,Ле Корбюзье,18.0,0.9963027834892273,Q4724,Culture.Biography.Biography*,233.0,0.0,111.0,10.0,132.0,10.0,3812.0,11.308062,2398.349
114,1.0,3812.0,Ле Корбюзье,18.0,0.6992644667625427,Q4724,Culture.Visual_arts.Visual_arts*,233.0,0.0,111.0,10.0,132.0,10.0,3812.0,11.308062,2398.349
115,1.0,3812.0,Ле Корбюзье,18.0,0.3862146010398865,Q4724,Geography.Regions.Europe.Western_Europe,233.0,0.0,111.0,10.0,132.0,10.0,3812.0,11.308062,2398.349
116,1.0,3812.0,Ле Корбюзье,18.0,0.38304929637908935,Q4724,Geography.Regions.Europe.Europe*,233.0,0.0,111.0,10.0,132.0,10.0,3812.0,11.308062,2398.349
117,1.0,3812.0,Ле Корбюзье,18.0,0.11597072333097458,Q4724,Culture.Visual_arts.Architecture,233.0,0.0,111.0,10.0,132.0,10.0,3812.0,11.308062,2398.349
118,1.0,3812.0,Ле Корбюзье,18.0,0.0,Q4724,Geography.Regions.Europe.Northern_Europe,233.0,0.0,111.0,10.0,132.0,10.0,3812.0,11.308062,2398.349
119,1.0,3812.0,Ле Корбюзье,18.0,0.0,Q4724,Geography.Regions.Americas.North_America,233.0,0.0,111.0,10.0,132.0,10.0,3812.0,11.308062,2398.349
120,5.0,4557.0,Роберт Лэнгдон,4.0,0.9450047016143799,Q210548,Culture.Literature,192.0,3099.0,192.0,14.0,192.0,17.676767,4557.0,-2423.7110000000002,-917.933
121,5.0,4557.0,Роберт Лэнгдон,4.0,0.7248802781105042,Q210548,Culture.Media.Media*,192.0,3099.0,192.0,14.0,192.0,17.676767,4557.0,-2423.7110000000002,-917.933
122,5.0,4557.0,Роберт Лэнгдон,4.0,0.16452647745609283,Q210548,Culture.Media.Books,192.0,3099.0,192.0,14.0,192.0,17.676767,4557.0,-2423.7110000000002,-917.933
123,5.0,4557.0,Роберт Лэнгдон,4.0,0.14034625887870789,Q210548,Culture.Media.Films,192.0,3099.0,192.0,14.0,192.0,17.676767,4557.0,-2423.7110000000002,-917.933
124,5.0,4557.0,Роберт Лэнгдон,4.0,0.0,Q210548,Geography.Regions.Americas.North_America,192.0,3099.0,192.0,14.0,192.0,17.676767,4557.0,-2423.7110000000002,-917.933
125,2.0,4605.0,Академгородок (Новосибирск),16.0,0.6584275364875793,Q83627,History_and_Society.Society,18.0,3099.0,125.0,0.0,98.0,11.919192,4605.0,1898.862,-1902.0256
126,2.0,4605.0,Академгородок (Новосибирск),16.0,0.23371636867523193,Q83627,History_and_Society.Military_and_warfare,18.0,3099.0,125.0,0.0,98.0,11.919192,4605.0,1898.862,-1902.0256
127,2.0,4605.0,Академгородок (Новосибирск),16.0,0.20182321965694427,Q83627,Geography.Regions.Asia.Asia*,18.0,3099.0,125.0,0.0,98.0,11.919192,4605.0,1898.862,-1902.0256
128,2.0,4605.0,Академгородок (Новосибирск),16.0,0.14415885508060455,Q83627,Geography.Geographical,18.0,3099.0,125.0,0.0,98.0,11.919192,4605.0,1898.862,-1902.0256
129,1.0,4675.0,Квантовая теория поля,19.0,0.7826725244522095,Q54505,STEM.STEM*,192.0,0.0,192.0,17.0,192.0,10.0,4675.0,2185.7874,-499.59152
130,1.0,4675.0,Квантовая теория поля,19.0,0.6791887283325195,Q54505,STEM.Physics,192.0,0.0,192.0,17.0,192.0,10.0,4675.0,2185.7874,-499.59152
131,1.0,4675.0,Квантовая теория поля,19.0,0.3557848632335663,Q54505,Culture.Philosophy_and_religion,192.0,0.0,192.0,17.0,192.0,10.0,4675.0,2185.7874,-499.59152
132,1.0,4675.0,Квантовая теория поля,19.0,0.11280541121959686,Q54505,STEM.Medicine_&_Health,192.0,0.0,192.0,17.0,192.0,10.0,4675.0,2185.7874,-499.59152
133,2.0,4734.0,Стандартная модель,19.0,0.8439050912857056,Q18338,STEM.STEM*,192.0,3099.0,192.0,17.0,192.0,11.919192,4734.0,2317.013,-743.952
134,2.0,4734.0,Стандартная модель,19.0,0.607673168182373,Q18338,STEM.Physics,192.0,3099.0,192.0,17.0,192.0,11.919192,4734.0,2317.013,-743.952
135,2.0,4734.0,Стандартная модель,19.0,0.1968362182378769,Q18338,STEM.Technology,192.0,3099.0,192.0,17.0,192.0,11.919192,4734.0,2317.013,-743.952
136,2.0,4734.0,Стандартная модель,19.0,0.1732981950044632,Q18338,History_and_Society.Business_and_economics,192.0,3099.0,192.0,17.0,192.0,11.919192,4734.0,2317.013,-743.952
137,2.0,4734.0,Стандартная модель,19.0,0.16452647745609283,Q18338,STEM.Space,192.0,3099.0,192.0,17.0,192.0,11.919192,4734.0,2317.013,-743.952
138,2.0,4734.0,Стандартная модель,19.0,0.14034625887870789,Q18338,STEM.Earth_and_environment,192.0,3099.0,192.0,17.0,192.0,11.919192,4734.0,2317.013,-743.952
139,2.0,4734.0,Стандартная модель,19.0,0.1294127255678177,Q18338,History_and_Society.Politics_and_government,192.0,3099.0,192.0,17.0,192.0,11.919192,4734.0,2317.013,-743.952
140,2.0,4734.0,Стандартная модель,19.0,0.12253321707248688,Q18338,History_and_Society.Society,192.0,3099.0,192.0,17.0,192.0,11.919192,4734.0,2317.013,-743.952
141,12.0,4840.0,Греческий язык,19.0,0.8354935646057129,Q9129,Culture.Linguistics,192.0,118174.02144475127,192.0,17.0,192.0,31.111109999999996,4840.0,2388.07,-627.08875
142,12.0,4840.0,Греческий язык,19.0,0.2689514458179474,Q9129,Geography.Regions.Europe.Europe*,192.0,118174.02144475127,192.0,17.0,192.0,31.111109999999996,4840.0,2388.07,-627.08875
143,9.0,5192.0,Новый год,16.0,0.40734341740608215,Q34812,Culture.Philosophy_and_religion,18.0,118787.92356323454,125.0,10.0,98.0,25.353535,5192.0,1782.749,-1942.1752
144,9.0,5192.0,Новый год,16.0,0.3140605390071869,Q34812,History_and_Society.Society,18.0,118787.92356323454,125.0,10.0,98.0,25.353535,5192.0,1782.749,-1942.1752
