,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views
36,4.0,611.0,Аввакум Петров,0.14415885508060455,Q318473,Culture.Literature,21953.515162218548,2.0,3289.0
37,4.0,611.0,Аввакум Петров,0.0,Q318473,Geography.Regions.Europe.Europe*,21953.515162218548,2.0,3289.0
38,4.0,611.0,Аввакум Петров,0.0,Q318473,Geography.Regions.Europe.Eastern_Europe,21953.515162218548,2.0,3289.0
39,4.0,611.0,Аввакум Петров,0.0,Q318473,Geography.Regions.Europe.Northern_Europe,21953.515162218548,2.0,3289.0
40,1.0,690.0,Хронологическая таблица,1.0000100135803225,Q27305,History_and_Society.History,0.0,5.0,3451.0
41,1.0,690.0,Хронологическая таблица,1.0,Q27305,Compilation.List_Disambig,0.0,5.0,3451.0
42,1.0,690.0,Хронологическая таблица,0.91965252161026,Q27305,STEM.STEM*,0.0,5.0,3451.0
43,3.0,849.0,Белорусский алфавит,0.7931159734725952,Q792216,Culture.Linguistics,4244.786987067017,10.0,2895.0
44,3.0,849.0,Белорусский алфавит,0.2942249774932861,Q792216,History_and_Society.Society,4244.786987067017,10.0,2895.0
45,3.0,849.0,Белорусский алфавит,0.0,Q792216,Geography.Regions.Europe.Europe*,4244.786987067017,10.0,2895.0
46,3.0,849.0,Белорусский алфавит,0.0,Q792216,Geography.Regions.Asia.Asia*,4244.786987067017,10.0,2895.0
47,9.0,893.0,Классическая механика,0.9871888160705566,Q11397,STEM.STEM*,9490.003553000482,5.0,3180.0
48,9.0,893.0,Классическая механика,0.9416641592979432,Q11397,STEM.Physics,9490.003553000482,5.0,3180.0
49,9.0,893.0,Классическая механика,0.6442351341247559,Q11397,STEM.Technology,9490.003553000482,5.0,3180.0
50,9.0,893.0,Классическая механика,0.5698626637458801,Q11397,STEM.Space,9490.003553000482,5.0,3180.0
51,9.0,893.0,Классическая механика,0.5698626637458801,Q11397,STEM.Earth_and_environment,9490.003553000482,5.0,3180.0
52,9.0,893.0,Классическая механика,0.4843900501728058,Q11397,STEM.Engineering,9490.003553000482,5.0,3180.0
53,9.0,893.0,Классическая механика,0.2568419873714447,Q11397,STEM.Biology,9490.003553000482,5.0,3180.0
54,9.0,893.0,Классическая механика,0.2069040536880493,Q11397,History_and_Society.Society,9490.003553000482,5.0,3180.0
55,9.0,893.0,Классическая механика,0.18714269995689392,Q11397,STEM.Medicine_&_Health,9490.003553000482,5.0,3180.0
56,9.0,893.0,Классическая механика,0.1778208613395691,Q11397,STEM.Mathematics,9490.003553000482,5.0,3180.0
57,9.0,893.0,Классическая механика,0.16452647745609286,Q11397,History_and_Society.Military_and_warfare,9490.003553000482,5.0,3180.0
58,9.0,893.0,Классическая механика,0.16027602553367615,Q11397,STEM.Chemistry,9490.003553000482,5.0,3180.0
59,9.0,893.0,Классическая механика,0.15611489117145538,Q11397,Culture.Philosophy_and_religion,9490.003553000482,5.0,3180.0
60,9.0,893.0,Классическая механика,0.1294127255678177,Q11397,History_and_Society.Politics_and_government,9490.003553000482,5.0,3180.0
61,9.0,893.0,Классическая механика,0.0,Q11397,Geography.Regions.Africa.Africa*,9490.003553000482,5.0,3180.0
62,9.0,893.0,Классическая механика,0.0,Q11397,Geography.Regions.Asia.Asia*,9490.003553000482,5.0,3180.0
63,9.0,893.0,Классическая механика,0.0,Q11397,Geography.Regions.Asia.East_Asia,9490.003553000482,5.0,3180.0
64,8.0,909.0,Модем,0.9219318628311156,Q5607,STEM.STEM*,46224.26499532942,7.0,3392.0
65,8.0,909.0,Модем,0.7186043858528137,Q5607,STEM.Technology,46224.26499532942,7.0,3392.0
66,11.0,1052.0,Картография,0.5078218579292297,Q42515,STEM.STEM*,16086.182091285054,6.0,3319.0
67,11.0,1052.0,Картография,0.15611489117145538,Q42515,STEM.Earth_and_environment,16086.182091285054,6.0,3319.0
68,11.0,1052.0,Картография,0.1520422399044037,Q42515,History_and_Society.Society,16086.182091285054,6.0,3319.0
69,11.0,1052.0,Картография,0.0,Q42515,Geography.Geographical,16086.182091285054,6.0,3319.0
70,3.0,1090.0,Тегеран-43,0.9637899398803712,Q1125687,Culture.Media.Films,2602.0,2.0,3966.0
71,3.0,1090.0,Тегеран-43,0.946606695652008,Q1125687,Culture.Media.Media*,2602.0,2.0,3966.0
72,3.0,1090.0,Тегеран-43,0.2942249774932861,Q1125687,History_and_Society.Military_and_warfare,2602.0,2.0,3966.0
73,3.0,1090.0,Тегеран-43,0.014629947185516357,Q1125687,Geography.Regions.Europe.Europe*,2602.0,2.0,3966.0
74,1.0,1182.0,"Стриженов, Глеб Александрович",0.9939124584197998,Q4443978,Culture.Biography.Biography*,0.0,2.0,2517.0
75,1.0,1182.0,"Стриженов, Глеб Александрович",0.3140605390071869,Q4443978,History_and_Society.Military_and_warfare,0.0,2.0,2517.0
76,1.0,1182.0,"Стриженов, Глеб Александрович",0.1824355274438858,Q4443978,History_and_Society.Society,0.0,2.0,2517.0
77,1.0,1182.0,"Стриженов, Глеб Александрович",0.16452647745609286,Q4443978,History_and_Society.History,0.0,2.0,2517.0
78,1.0,1182.0,"Стриженов, Глеб Александрович",0.07650540971755981,Q4443978,Geography.Regions.Asia.North_Asia,0.0,2.0,2517.0
79,1.0,1182.0,"Стриженов, Глеб Александрович",0.0,Q4443978,Geography.Regions.Europe.Eastern_Europe,0.0,2.0,2517.0
80,1.0,1182.0,"Стриженов, Глеб Александрович",0.0,Q4443978,Geography.Regions.Europe.Europe*,0.0,2.0,2517.0
81,1.0,1182.0,"Стриженов, Глеб Александрович",0.0,Q4443978,Geography.Regions.Asia.Asia*,0.0,2.0,2517.0
82,16.0,1204.0,Философ,0.6791887283325195,Q4964182,History_and_Society.Business_and_economics,81651.33438320115,5.0,5853.0
83,16.0,1204.0,Философ,0.6513648629188538,Q4964182,Culture.Philosophy_and_religion,81651.33438320115,5.0,5853.0
84,16.0,1204.0,Философ,0.1968362182378769,Q4964182,Culture.Biography.Women,81651.33438320115,5.0,5853.0
85,16.0,1204.0,Философ,0.14034625887870789,Q4964182,Culture.Biography.Biography*,81651.33438320115,5.0,5853.0
86,16.0,1204.0,Философ,0.13297423720359802,Q4964182,History_and_Society.History,81651.33438320115,5.0,5853.0
87,11.0,1219.0,Анаксимандр,0.9886782765388488,Q42458,Culture.Biography.Biography*,32292.676137781007,5.0,3195.0
88,11.0,1219.0,Анаксимандр,0.9706977605819702,Q42458,Culture.Philosophy_and_religion,32292.676137781007,5.0,3195.0
89,11.0,1219.0,Анаксимандр,0.7773098945617676,Q42458,History_and_Society.History,32292.676137781007,5.0,3195.0
90,11.0,1219.0,Анаксимандр,0.3548611869812012,Q42458,Geography.Regions.Europe.Europe*,32292.676137781007,5.0,3195.0
91,11.0,1219.0,Анаксимандр,0.32119916582107544,Q42458,Geography.Regions.Europe.Southern_Europe,32292.676137781007,5.0,3195.0
92,11.0,1219.0,Анаксимандр,0.2120788097381592,Q42458,STEM.STEM*,32292.676137781007,5.0,3195.0
93,4.0,1227.0,Парменид,0.993317186832428,Q125551,Culture.Philosophy_and_religion,0.0,5.0,2823.0
94,4.0,1227.0,Парменид,0.9899964332580566,Q125551,Culture.Biography.Biography*,0.0,5.0,2823.0
95,4.0,1227.0,Парменид,0.7879412174224854,Q125551,History_and_Society.History,0.0,5.0,2823.0
96,4.0,1227.0,Парменид,0.3696072568893433,Q125551,Geography.Regions.Europe.Europe*,0.0,5.0,2823.0
97,4.0,1227.0,Парменид,0.23616819286346435,Q125551,Geography.Regions.Europe.Southern_Europe,0.0,5.0,2823.0
98,4.0,1227.0,Парменид,0.1520422399044037,Q125551,Culture.Literature,0.0,5.0,2823.0
99,4.0,1227.0,Парменид,0.13297423720359802,Q125551,Culture.Linguistics,0.0,5.0,2823.0
100,4.0,1227.0,Парменид,0.1294127255678177,Q125551,History_and_Society.Society,0.0,5.0,2823.0
101,4.0,1227.0,Парменид,0.1259327530860901,Q125551,History_and_Society.Politics_and_government,0.0,5.0,2823.0
102,8.0,1402.0,Музей,0.6442351341247559,Q33506,Culture.Visual_arts.Architecture,66172.12999622272,4.0,3206.0
103,8.0,1402.0,Музей,0.585111141204834,Q33506,Culture.Visual_arts.Visual_arts*,66172.12999622272,4.0,3206.0
104,8.0,1402.0,Музей,0.23371636867523196,Q33506,STEM.STEM*,66172.12999622272,4.0,3206.0
105,3.0,1454.0,Астролябия,0.5698626637458801,Q164992,STEM.STEM*,5171.168623318857,5.0,3478.0
106,3.0,1454.0,Астролябия,0.10088862478733064,Q164992,STEM.Technology,5171.168623318857,5.0,3478.0
107,3.0,1644.0,"Чирков, Борис Петрович",0.9969346523284912,Q584450,Culture.Biography.Biography*,31712.763204662653,10.0,3172.0
108,3.0,1644.0,"Чирков, Борис Петрович",0.6224693655967712,Q584450,History_and_Society.Military_and_warfare,31712.763204662653,10.0,3172.0
109,3.0,1644.0,"Чирков, Борис Петрович",0.287777841091156,Q584450,History_and_Society.Society,31712.763204662653,10.0,3172.0
110,3.0,1644.0,"Чирков, Борис Петрович",0.2120788097381592,Q584450,History_and_Society.History,31712.763204662653,10.0,3172.0
111,3.0,1644.0,"Чирков, Борис Петрович",0.2047950496673584,Q584450,Geography.Regions.Asia.Asia*,31712.763204662653,10.0,3172.0
112,3.0,1644.0,"Чирков, Борис Петрович",0.19165198707580566,Q584450,Geography.Regions.Asia.North_Asia,31712.763204662653,10.0,3172.0
113,3.0,1644.0,"Чирков, Борис Петрович",0.16442059183120727,Q584450,Geography.Regions.Europe.Eastern_Europe,31712.763204662653,10.0,3172.0
114,3.0,1644.0,"Чирков, Борис Петрович",0.13604079389572146,Q584450,Geography.Regions.Europe.Europe*,31712.763204662653,10.0,3172.0
115,4.0,1754.0,Мокошь,0.812877357006073,Q817358,Culture.Philosophy_and_religion,14386.994554110965,10.0,3351.0
116,4.0,1754.0,Мокошь,0.6297846436500549,Q817358,Culture.Literature,14386.994554110965,10.0,3351.0
117,4.0,1754.0,Мокошь,0.3702353835105896,Q817358,Culture.Biography.Biography*,14386.994554110965,10.0,3351.0
118,4.0,1754.0,Мокошь,0.3702353835105896,Q817358,Culture.Biography.Women,14386.994554110965,10.0,3351.0
119,4.0,1754.0,Мокошь,0.3629792034626007,Q817358,History_and_Society.Society,14386.994554110965,10.0,3351.0
120,4.0,1754.0,Мокошь,0.33459946513175964,Q817358,History_and_Society.History,14386.994554110965,10.0,3351.0
121,4.0,1754.0,Мокошь,0.275139719247818,Q817358,STEM.STEM*,14386.994554110965,10.0,3351.0
122,4.0,1754.0,Мокошь,0.0,Q817358,Geography.Regions.Europe.Europe*,14386.994554110965,10.0,3351.0
123,4.0,1754.0,Мокошь,0.0,Q817358,Geography.Regions.Europe.Southern_Europe,14386.994554110965,10.0,3351.0
124,7.0,2583.0,Линейная алгебра,0.9241518378257751,Q82571,STEM.STEM*,4338.995916379135,6.0,3555.0
125,7.0,2583.0,Линейная алгебра,0.23371636867523196,Q82571,Culture.Philosophy_and_religion,4338.995916379135,6.0,3555.0
126,7.0,2583.0,Линейная алгебра,0.21734751760959625,Q82571,STEM.Physics,4338.995916379135,6.0,3555.0
127,7.0,2583.0,Линейная алгебра,0.16886694729328156,Q82571,STEM.Mathematics,4338.995916379135,6.0,3555.0
128,7.0,2583.0,Линейная алгебра,0.15611489117145538,Q82571,STEM.Computing,4338.995916379135,6.0,3555.0
129,3.0,2768.0,Коморы,0.9481645226478576,Q970,Geography.Geographical,10399.0,2.0,2339.0
130,3.0,2768.0,Коморы,0.4455395638942719,Q970,Geography.Regions.Africa.Africa*,10399.0,2.0,2339.0
131,3.0,2768.0,Коморы,0.12253321707248688,Q970,History_and_Society.Society,10399.0,2.0,2339.0
132,3.0,2768.0,Коморы,0.1097157895565033,Q970,Geography.Regions.Europe.Europe*,10399.0,2.0,2339.0
133,12.0,2879.0,Древнегреческая философия,0.7431780099868774,Q999259,Culture.Philosophy_and_religion,48173.074615222606,5.0,3534.0
134,12.0,2879.0,Древнегреческая философия,0.4301573634147644,Q999259,History_and_Society.History,48173.074615222606,5.0,3534.0
135,12.0,2879.0,Древнегреческая философия,0.16886694729328156,Q999259,STEM.STEM*,48173.074615222606,5.0,3534.0
136,12.0,2879.0,Древнегреческая философия,0.1097157895565033,Q999259,Culture.Linguistics,48173.074615222606,5.0,3534.0
137,12.0,2879.0,Древнегреческая философия,0.10088862478733064,Q999259,History_and_Society.Society,48173.074615222606,5.0,3534.0
138,12.0,2879.0,Древнегреческая философия,0.0,Q999259,Geography.Regions.Europe.Europe*,48173.074615222606,5.0,3534.0
139,12.0,2879.0,Древнегреческая философия,0.0,Q999259,Geography.Regions.Europe.Southern_Europe,48173.074615222606,5.0,3534.0
140,13.0,2968.0,Натурфилософия,0.6584275364875793,Q269323,Culture.Philosophy_and_religion,24963.82622042729,5.0,3096.0
141,13.0,2968.0,Натурфилософия,0.6297846436500549,Q269323,STEM.STEM*,24963.82622042729,5.0,3096.0
142,13.0,2968.0,Натурфилософия,0.19194278120994568,Q269323,History_and_Society.Society,24963.82622042729,5.0,3096.0
143,13.0,2968.0,Натурфилософия,0.18714269995689392,Q269323,STEM.Medicine_&_Health,24963.82622042729,5.0,3096.0
144,13.0,2968.0,Натурфилософия,0.14415885508060455,Q269323,History_and_Society.Politics_and_government,24963.82622042729,5.0,3096.0
145,13.0,2968.0,Натурфилософия,0.10375863313674928,Q269323,History_and_Society.History,24963.82622042729,5.0,3096.0
146,13.0,2968.0,Натурфилософия,0.0,Q269323,Geography.Regions.Europe.Europe*,24963.82622042729,5.0,3096.0
147,10.0,3042.0,Плутарх,0.9980222582817078,Q41523,Culture.Biography.Biography*,41348.26420310623,5.0,3372.0
148,10.0,3042.0,Плутарх,0.9241518378257751,Q41523,Culture.Philosophy_and_religion,41348.26420310623,5.0,3372.0
149,10.0,3042.0,Плутарх,0.6791887283325195,Q41523,History_and_Society.History,41348.26420310623,5.0,3372.0
150,10.0,3042.0,Плутарх,0.3862146010398865,Q41523,Geography.Regions.Europe.Europe*,41348.26420310623,5.0,3372.0
151,10.0,3042.0,Плутарх,0.311877357006073,Q41523,Geography.Regions.Europe.Southern_Europe,41348.26420310623,5.0,3372.0
152,10.0,3042.0,Плутарх,0.2689514458179474,Q41523,Culture.Literature,41348.26420310623,5.0,3372.0
153,10.0,3042.0,Плутарх,0.11921291798353195,Q41523,History_and_Society.Society,41348.26420310623,5.0,3372.0
154,6.0,3074.0,Теофраст,0.997758150100708,Q160362,Culture.Biography.Biography*,15193.495263393586,5.0,3808.0
155,6.0,3074.0,Теофраст,0.9046605229377748,Q160362,Culture.Philosophy_and_religion,15193.495263393586,5.0,3808.0
156,6.0,3074.0,Теофраст,0.7773098945617676,Q160362,History_and_Society.History,15193.495263393586,5.0,3808.0
157,6.0,3074.0,Теофраст,0.3981314172744751,Q160362,Geography.Regions.Europe.Europe*,15193.495263393586,5.0,3808.0
158,6.0,3074.0,Теофраст,0.3469777574539185,Q160362,Geography.Regions.Europe.Southern_Europe,15193.495263393586,5.0,3808.0
159,6.0,3074.0,Теофраст,0.320831298828125,Q160362,STEM.STEM*,15193.495263393586,5.0,3808.0
160,6.0,3074.0,Теофраст,0.11921291798353195,Q160362,History_and_Society.Society,15193.495263393586,5.0,3808.0
161,6.0,3074.0,Теофраст,0.1097157895565033,Q160362,STEM.Biology,15193.495263393586,5.0,3808.0
162,2.0,3078.0,Хрисипп,0.9919480085372924,Q211411,Culture.Philosophy_and_religion,30.38244077729855,5.0,1781.0
163,2.0,3078.0,Хрисипп,0.9886782765388488,Q211411,Culture.Biography.Biography*,30.38244077729855,5.0,1781.0
164,2.0,3078.0,Хрисипп,0.8706072568893433,Q211411,History_and_Society.History,30.38244077729855,5.0,1781.0
165,2.0,3078.0,Хрисипп,0.2921159734725952,Q211411,Geography.Regions.Europe.Europe*,30.38244077729855,5.0,1781.0
166,2.0,3078.0,Хрисипп,0.24809722805023196,Q211411,Geography.Regions.Europe.Southern_Europe,30.38244077729855,5.0,1781.0
167,3.0,3132.0,Гипатия,0.996185541152954,Q11903,Culture.Biography.Biography*,5203.0,6.0,2746.0
168,3.0,3132.0,Гипатия,0.9724247455596924,Q11903,Culture.Philosophy_and_religion,5203.0,6.0,2746.0
169,3.0,3132.0,Гипатия,0.9381340146064758,Q11903,History_and_Society.History,5203.0,6.0,2746.0
170,3.0,3132.0,Гипатия,0.6926519870758057,Q11903,Culture.Biography.Women,5203.0,6.0,2746.0
171,3.0,3132.0,Гипатия,0.3629792034626007,Q11903,STEM.STEM*,5203.0,6.0,2746.0
172,3.0,3132.0,Гипатия,0.23006861114501956,Q11903,Geography.Regions.Europe.Europe*,5203.0,6.0,2746.0
173,3.0,3132.0,Гипатия,0.22816647589206696,Q11903,History_and_Society.Society,5203.0,6.0,2746.0
174,3.0,3132.0,Гипатия,0.1067005917429924,Q11903,Culture.Literature,5203.0,6.0,2746.0
175,3.0,3132.0,Гипатия,0.06118653917312623,Q11903,Geography.Regions.Europe.Southern_Europe,5203.0,6.0,2746.0
176,3.0,3132.0,Гипатия,0.0,Q11903,Geography.Regions.Africa.Northern_Africa,5203.0,6.0,2746.0
177,3.0,3132.0,Гипатия,0.0,Q11903,Geography.Regions.Europe.Western_Europe,5203.0,6.0,2746.0
178,9.0,3149.0,Освоение космоса,0.5234303474426271,Q180046,STEM.Space,28322.417100671933,9.0,3123.0
179,9.0,3149.0,Освоение космоса,0.5078218579292297,Q180046,STEM.STEM*,28322.417100671933,9.0,3123.0
180,9.0,3149.0,Освоение космоса,0.2568419873714447,Q180046,History_and_Society.Society,28322.417100671933,9.0,3123.0
181,9.0,3149.0,Освоение космоса,0.24509501457214355,Q180046,History_and_Society.History,28322.417100671933,9.0,3123.0
182,9.0,3149.0,Освоение космоса,0.23371636867523196,Q180046,STEM.Technology,28322.417100671933,9.0,3123.0
183,9.0,3149.0,Освоение космоса,0.11597072333097458,Q180046,History_and_Society.Transportation,28322.417100671933,9.0,3123.0
184,9.0,3149.0,Освоение космоса,0.1067005917429924,Q180046,History_and_Society.Politics_and_government,28322.417100671933,9.0,3123.0
185,9.0,3149.0,Освоение космоса,0.0,Q180046,Geography.Geographical,28322.417100671933,9.0,3123.0
186,8.0,3341.0,Вселенские соборы,0.9850529432296752,Q51645,Culture.Philosophy_and_religion,10149.661020230897,2.0,4106.0
187,8.0,3341.0,Вселенские соборы,0.348655104637146,Q51645,History_and_Society.History,10149.661020230897,2.0,4106.0
188,8.0,3341.0,Вселенские соборы,0.0,Q51645,Geography.Regions.Europe.Europe*,10149.661020230897,2.0,4106.0
189,8.0,3341.0,Вселенские соборы,0.0,Q51645,Geography.Regions.Europe.Southern_Europe,10149.661020230897,2.0,4106.0
190,7.0,3373.0,География США,0.23616819286346435,Q272160,Geography.Regions.Americas.North_America,21192.489304399598,6.0,2830.0
191,7.0,3373.0,География США,0.0,Q272160,Geography.Geographical,21192.489304399598,6.0,2830.0
192,5.0,3689.0,Суперкомпьютер,0.9770326614379884,Q121117,STEM.STEM*,13605.366324798908,7.0,4616.0
193,5.0,3689.0,Суперкомпьютер,0.538993239402771,Q121117,STEM.Computing,13605.366324798908,7.0,4616.0
194,5.0,3689.0,Суперкомпьютер,0.33459946513175964,Q121117,STEM.Technology,13605.366324798908,7.0,4616.0
195,9.0,3741.0,Речь,0.546748161315918,Q52946,STEM.STEM*,32971.423975865684,13.0,7631.0
196,9.0,3741.0,Речь,0.13297423720359802,Q52946,STEM.Technology,32971.423975865684,13.0,7631.0
197,11.0,3883.0,Компьютерная память,0.9637899398803712,Q66221,STEM.STEM*,11334.292697994544,7.0,3127.0
198,11.0,3883.0,Компьютерная память,0.8354935646057129,Q66221,STEM.Computing,11334.292697994544,7.0,3127.0
199,11.0,3883.0,Компьютерная память,0.4921981394290924,Q66221,STEM.Technology,11334.292697994544,7.0,3127.0
200,3.0,4036.0,Западно-Сибирская равнина,0.7879412174224854,Q191566,History_and_Society.Society,1362.880342378411,6.0,5009.0
201,3.0,4036.0,Западно-Сибирская равнина,0.4378334879875183,Q191566,Geography.Regions.Europe.Europe*,1362.880342378411,6.0,5009.0
202,3.0,4036.0,Западно-Сибирская равнина,0.348655104637146,Q191566,Geography.Geographical,1362.880342378411,6.0,5009.0
203,3.0,4036.0,Западно-Сибирская равнина,0.320831298828125,Q191566,STEM.STEM*,1362.880342378411,6.0,5009.0
204,3.0,4036.0,Западно-Сибирская равнина,0.2509227991104126,Q191566,Geography.Regions.Europe.Eastern_Europe,1362.880342378411,6.0,5009.0
205,3.0,4036.0,Западно-Сибирская равнина,0.15611489117145538,Q191566,Geography.Regions.Asia.Asia*,1362.880342378411,6.0,5009.0
206,5.0,4425.0,Море Лаптевых,0.7718535065650941,Q7988,History_and_Society.Society,4129.981459357357,18.0,3541.0
207,5.0,4425.0,Море Лаптевых,0.6926519870758057,Q7988,Geography.Geographical,4129.981459357357,18.0,3541.0
208,5.0,4425.0,Море Лаптевых,0.3140605390071869,Q7988,Geography.Regions.Europe.Europe*,4129.981459357357,18.0,3541.0
209,5.0,4425.0,Море Лаптевых,0.1259327530860901,Q7988,STEM.STEM*,4129.981459357357,18.0,3541.0
210,5.0,4425.0,Море Лаптевых,0.11921291798353195,Q7988,Geography.Regions.Asia.Asia*,4129.981459357357,18.0,3541.0
211,5.0,4428.0,Чукотское море,0.9019306898117064,Q159252,Geography.Geographical,3583.197554938255,18.0,2292.0
212,5.0,4428.0,Чукотское море,0.8991314172744751,Q159252,History_and_Society.Society,3583.197554938255,18.0,2292.0
213,5.0,4428.0,Чукотское море,0.22816647589206696,Q159252,Geography.Regions.Europe.Europe*,3583.197554938255,18.0,2292.0
214,5.0,4428.0,Чукотское море,0.1097157895565033,Q159252,Geography.Regions.Europe.Northern_Europe,3583.197554938255,18.0,2292.0
215,5.0,4438.0,Берингово море,0.839743971824646,Q44725,Geography.Geographical,9605.08758099932,18.0,3651.0
216,5.0,4438.0,Берингово море,0.8311530351638794,Q44725,History_and_Society.Society,9605.08758099932,18.0,3651.0
217,5.0,4438.0,Берингово море,0.3415925204753876,Q44725,Geography.Regions.Europe.Europe*,9605.08758099932,18.0,3651.0
218,5.0,4438.0,Берингово море,0.2393593490123749,Q44725,Geography.Regions.Europe.Eastern_Europe,9605.08758099932,18.0,3651.0
219,5.0,4438.0,Берингово море,0.2227101624011993,Q44725,Geography.Regions.Asia.Asia*,9605.08758099932,18.0,3651.0
220,5.0,4438.0,Берингово море,0.2227101624011993,Q44725,Geography.Regions.Americas.North_America,9605.08758099932,18.0,3651.0
221,5.0,4438.0,Берингово море,0.1097157895565033,Q44725,Geography.Regions.Asia.East_Asia,9605.08758099932,18.0,3651.0
222,9.0,4456.0,Японское море,0.9219318628311156,Q27092,Geography.Geographical,32067.411677819626,10.0,3537.0
223,9.0,4456.0,Японское море,0.4455395638942719,Q27092,Geography.Regions.Asia.Asia*,32067.411677819626,10.0,3537.0
224,9.0,4456.0,Японское море,0.4225146472454071,Q27092,History_and_Society.Society,32067.411677819626,10.0,3537.0
225,9.0,4456.0,Японское море,0.3775506913661957,Q27092,Geography.Regions.Asia.East_Asia,32067.411677819626,10.0,3537.0
226,9.0,4456.0,Японское море,0.11597072333097458,Q27092,Geography.Regions.Europe.Europe*,32067.411677819626,10.0,3537.0
227,5.0,4496.0,Бейсик,0.9637899398803712,Q42979,STEM.STEM*,7977.100053061726,6.0,3257.0
