,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
56368,Andrew Inglis Clark,56368,2,14,5102.867110284535,Q2846641
57331,Microwave auditory effect,57331,1,11,0.0,Q627199
57573,Olomouc,57573,3,5,425866.88240379107,Q81137
57979,Disarmament,57979,2,12,1224.5724561188044,Q331662
58732,James I of Scotland,58732,38,3,13347.273300915615,Q235234
59687,Hillsborough disaster,59687,3,16,68541.0,Q234132
59827,Searchlight,59827,3,18,6241.0,Q946042
59995,Battle of Dunbar (1296),59995,30,3,653.9725606427523,Q1509663
60541,Hannelore Kohl,60541,1,12,0.0,Q68743
60688,Jane Urquhart,60688,2,14,6241.0,Q446687
61070,I Am a Fugitive from a Chain Gang,61070,4,34,18720.0,Q944624
62095,Four Daughters,62095,3,14,1547.8859672206042,Q1536746
62133,Pierre Berton,62133,2,12,7222.130702001746,Q606553
62808,Soul music,62808,6,5,95736.78479472097,Q131272
63995,Professional wrestling match types,63995,12,15,9412.461525640492,Q679633
65880,Cassette tape,65880,15,19,135294.97051991394,Q149757
66083,Philippe Pétain,66083,12,12,151716.3949670298,Q5721
66185,Vinland map,66185,1,28,0.0,Q609377
67055,Iron Man,67055,94,6,486839.4399128565,Q180704
67675,Flora Robson,67675,2,5,6241.000000000001,Q264004
68056,DIVX,68056,1,15,0.0,Q570516
68131,Martin Sheen,68131,7,18,134278.81846110208,Q184572
68241,Paul Éluard,68241,2,5,12480.000000000002,Q152176
69733,HMS Hampshire (1903),69733,2,12,216.34950336921506,Q1060785
70181,Battle of Worcester,70181,6,3,280.29668108831527,Q1116626
70646,Ferdinand III of Castile,70646,16,23,203405.57165412972,Q243122
72010,"Broward County, Florida",72010,11,15,93981.17103647561,Q494624
72379,"Holmes County, Florida",72379,6,0,6.606497562292686,Q488879
73612,"Leon County, Florida",73612,11,0,10821.23536610024,Q488576
73841,Justin II,73841,1,14,0.0,Q183813
74993,Fourth World (comics),74993,42,6,807.6238617631676,Q3927290
75122,"Washington County, Florida",75122,7,0,13.42496356860974,Q263418
75255,The Naked Spur,75255,2,14,6240.999999999999,Q1275343
75343,Jim Shooter,75343,45,6,40909.9502725483,Q1476318
77643,The Talk of the Town (1942 film),77643,1,29,0.0,Q196933
77709,Gardner Fox,77709,26,6,10739.09698352666,Q1333848
77985,"Robert Devereux, 3rd Earl of Essex",77985,5,3,63436.19746474138,Q2701696
78427,Vehicle audio,78427,3,19,71879.76303312261,Q1815128
79461,Campobasso,79461,1,5,0.0,Q3497
79500,Alphonse Daudet,79500,3,14,1194.6457184446624,Q228546
79593,Stephin Merritt,79593,1,14,0.0,Q2395308
79759,"Butte County, California",79759,21,18,56622.840963080576,Q156181
81829,Somme (department),81829,12,12,91653.58566459635,Q12770
82050,Royal Norwegian Navy,82050,12,28,42378.46749060885,Q2083573
82086,List of Italian painters,82086,1,14,0.0,Q1097826
82130,"Ventura County, California",82130,31,18,623945.6553340213,Q108127
82154,List of counties in Montana,82154,6,0,2983.4921805053837,Q949517
82824,Hywel Dda,82824,1,3,0.0,Q422205
86899,Excelsior,86899,1,6,0.0,Q298321
87927,"Apache County, Arizona",87927,5,2,11440.67958224349,Q58771
87939,"La Paz County, Arizona",87939,6,2,1836.733217441914,Q58759
87946,"Mohave County, Arizona",87946,5,2,473.35763845889835,Q58696
87985,Neil Young,87985,5,5,60010.78582718489,Q633
89272,Dodge City (film),89272,3,34,6241.0,Q577872
90921,"Waukesha County, Wisconsin",90921,8,0,2869.0422262869656,Q370654
90930,"Taylor County, Wisconsin",90930,4,0,0.0,Q505638
90935,"Sawyer County, Wisconsin",90935,6,0,13819.20738492439,Q500784
90936,"Sauk County, Wisconsin",90936,2,11,0.0,Q500933
90953,"Menominee County, Wisconsin",90953,3,0,0.0,Q500947
90991,"Brown County, Wisconsin",90991,4,0,0.0,Q494893
91348,"Chesterfield County, Virginia",91348,5,27,12480.84269595359,Q340608
91533,"Kenedy County, Texas",91533,1,0,0.0,Q27031
91582,"Galveston County, Texas",91582,5,0,52278.8401032517,Q26587
91696,"Rutherford County, Tennessee",91696,4,0,10448.489429850577,Q502348
92387,Lucifer (Marvel Comics),92387,56,6,201.53151792941622,Q3265792
92710,The Guns of Navarone,92710,2,14,0.0,Q1175356
93979,Dulwich,93979,4,21,31191.999999999996,Q146766
94334,Tulse Hill,94334,1,9,0.0,Q146843
94412,"Park County, Montana",94412,3,0,0.0,Q496644
94645,"Greene County, Missouri",94645,3,0,2043.2161659716849,Q490357
95439,"Gallatin County, Montana",95439,5,0,2979.376214517494,Q387978
95454,"Beaverhead County, Montana",95454,5,0,684.8582932012513,Q110212
95529,"Rowan County, Kentucky",95529,6,0,638.7230608467299,Q505510
95609,"Fayette County, Kentucky",95609,5,0,1.1786398242280594,Q491931
96059,"Vigo County, Indiana",96059,6,0,0.4107142857142857,Q507414
96080,"Porter County, Indiana",96080,9,0,1020.884373162924,Q506752
96097,"Marion County, Indiana",96097,12,0,2505.2961246575824,Q506230
96102,"Lake County, Indiana",96102,8,0,8.23241971614842,Q512951
96149,Slipknot (band),96149,7,5,8314.666666667486,Q254138
96788,"Dougherty County, Georgia",96788,2,0,38.01012194504229,Q176480
98025,Rathlin Island,98025,4,3,14.531737529221251,Q1136111
99504,Archie Andrews,99504,7,6,79.35449425008647,Q2860154
100582,"Orlando, Florida",100582,33,15,605582.2609707115,Q49233
100649,Heidelberg University,100649,3,14,23135.126500291957,Q151510
101330,Khan Yunis,101330,2,14,4247.915479518988,Q309348
101733,Pay-per-view,101733,13,15,133351.8404067951,Q851440
102445,Graphic novel,102445,4,8,122115.37486493592,Q725377
103164,Jedwabne pogrom,103164,1,12,0.0,Q707547
103948,Sword Beach,103948,13,12,79508.96380525651,Q1138519
104786,"Hoover, Alabama",104786,5,11,1559.5,Q79950
105065,Mowgli,105065,2,12,22862.222957144815,Q1381592
105254,Census tract,105254,4,15,74388.91917635417,Q462040
105392,Squeeze play (baseball),105392,1,14,0.0,Q1052968
105851,Arie Luyendyk,105851,2,7,34.56852449438716,Q262437
105876,Scottish Natural Heritage,105876,2,3,0.0,Q1537425
105897,Theodore Olson,105897,4,14,12480.999999999998,Q154743
106554,"Fort Defiance, Arizona",106554,1,2,0.0,Q1026027
107357,"Concow, California",107357,11,18,2411.2655464427207,Q2514220
107360,"Magalia, California",107360,10,18,135.9018657933706,Q1883728
107364,"Paradise, California",107364,19,18,62063.94397151051,Q387183
107647,"Ladera Heights, California",107647,4,18,2676.830264109701,Q2584592
107655,"Malibu, California",107655,35,18,656949.031956895,Q387047
107659,"Maywood, California",107659,4,2,12481.0,Q774998
107731,"Ross, California",107731,2,0,6240.999999999998,Q2747056
108013,"Rialto, California",108013,2,18,983.12651576464,Q289661
108334,"Oak Park, California",108334,11,18,3774.6368449553747,Q1978751
108340,"Ventura, California",108340,21,18,213259.5975016905,Q490434
108342,"Thousand Oaks, California",108342,25,18,97037.51875405364,Q208447
108714,"Farmington, Connecticut",108714,2,5,6241.000000000001,Q743287
109088,"Wilton Manors, Florida",109088,4,15,24.539834278514892,Q940061
110145,"Norcross, Georgia",110145,2,0,0.0,Q2581974
110147,"Snellville, Georgia",110147,4,0,102847.77789655297,Q1639930
110705,"Riggins, Idaho",110705,1,11,0.0,Q1515213
112231,"Jasper, Indiana",112231,3,0,0.0,Q941441
114153,"Ankeny, Iowa",114153,3,0,59.18360006793853,Q556989
116312,"Fort Meade, Maryland",116312,1,6,0.0,Q755026
116590,"Easton, Maryland",116590,3,30,37421.00000000002,Q754306
116630,"Berlin, Maryland",116630,2,0,0.0,Q614184
116813,"Cummington, Massachusetts",116813,1,0,0.0,Q919097
116934,"Fitchburg, Massachusetts",116934,2,6,12480.0,Q54182
117105,"Bay City, Michigan",117105,4,5,136840.00000000003,Q746820
118398,Arkhangelsk,118398,3,12,2052.958893262327,Q1851
118400,Robert Bork,118400,18,0,61772.674850170726,Q1365780
119916,"Sunfish Lake, Minnesota",119916,1,7,0.0,Q2227172
123361,"Big Sandy, Montana",123361,2,0,0.0,Q958894
125137,"Piers Gaveston, 1st Earl of Cornwall",125137,16,3,2872.3674327740655,Q710482
125332,NuBus,125332,2,25,0.0,Q1928621
126388,"Tivoli, New York",126388,1,0,0.0,Q2305704
126724,"Hewlett Harbor, New York",126724,4,6,141533.92906968517,Q3451824
126811,"Woodmere, New York",126811,4,6,21.66666666666667,Q2668941
128294,"Balliol College, Oxford",128294,5,9,14874.794889492403,Q805285
128344,"Hertford College, Oxford",128344,6,9,66779.25150567856,Q81090
128384,"Trinity College, Oxford",128384,3,9,6241.000000000001,Q73079
129312,Hope and Glory (film),129312,4,5,23114.23754821655,Q1624413
131082,"Braddock, Pennsylvania",131082,3,0,62320.0,Q1132991
134395,"Blackville, South Carolina",134395,1,0,0.0,Q2464650
134503,"Simpsonville, South Carolina",134503,2,11,6241.0,Q2155447
134948,"Eureka, South Dakota",134948,1,0,0.0,Q666688
136532,"Heath, Texas",136532,1,2,0.0,Q981699
136842,"Mineola, Texas",136842,2,19,0.0,Q982367
137759,"Gate City, Virginia",137759,2,27,0.0,Q1373690
142062,Madonna (art),142062,3,14,0.1111111111111111,Q926743
143096,Jean Sylvain Bailly,143096,3,14,11182.800565097597,Q1685301
143442,Province of Granada,143442,7,23,28606.009492475976,Q82142
143444,Province of Jaén (Spain),143444,8,23,87490.46473462443,Q95025
144770,Richard Dix,144770,2,29,12479.999999999998,Q931926
146190,Merlin Santana,146190,2,18,0.0,Q445375
147234,Comics Code Authority,147234,20,6,826.5764775512827,Q1114564
147367,Aretha Franklin,147367,5,25,26132.74651053113,Q125121
147920,Edmund Blackadder,147920,2,12,16892.18637696235,Q942939
147958,Robert II of Scotland,147958,51,3,7409.077357278112,Q312592
147959,Robert III of Scotland,147959,30,3,4789.910122708522,Q294671
147969,David II of Scotland,147969,47,3,8588.208059596323,Q239486
147976,David I of Scotland,147976,36,3,9401.777126490924,Q216787
148025,James III of Scotland,148025,27,3,1645.9417056259579,Q222616
148026,James II of Scotland,148026,28,3,5699.400901375179,Q272864
148034,"Edgar, King of Scotland",148034,21,3,447.8995156801898,Q332140
148035,Donald III of Scotland,148035,22,3,12760.582976294507,Q356602
148037,Malcolm II of Scotland,148037,18,3,61.983873951030304,Q332136
148946,United States Capitol subway system,148946,2,0,4966.763346004925,Q1126034
149611,Encyclopedia Americana,149611,5,14,36888.58189902462,Q753754
149626,Wilhelm Wien,149626,2,14,1194.6457184446624,Q57068
150076,Doctor Strange,150076,73,6,1614.774604699515,Q907767
150722,"Cape Girardeau, Missouri",150722,7,0,28090.191708320584,Q866294
150980,"Milwaukie, Oregon",150980,3,6,1.883574646074646,Q968392
151154,Mister Fantastic,151154,69,6,8894.598437853534,Q865017
151328,Charles the Bold,151328,12,14,97183.18017721742,Q151120
151555,Rory Bremner,151555,1,14,0.0,Q3400702
154699,Sands of Iwo Jima,154699,2,29,4363.787430591925,Q1143339
154771,Comte de Lautréamont,154771,4,14,0.0,Q294181
156463,Tahj Mowry,156463,5,18,2144.901326810542,Q768073
158454,Dale Earnhardt Jr.,158454,10,7,98170.14385718839,Q355388
158743,West Lothian question,158743,5,9,11733.744097066545,Q130936
158907,Equity (British trade union),158907,23,16,84358.69765896871,Q5384659
159138,Council on American–Islamic Relations,159138,9,2,6525.388847082993,Q1137030
159952,Joshua Barnes,159952,3,14,100423.96609984791,Q3186021
160661,Military history of the Philippines,160661,3,12,12481.0,Q6857661
160734,"Michael Beaumont, 22nd Seigneur of Sark",160734,2,3,0.0,Q1637222
160736,Sibyl Hathaway,160736,3,3,12480.0,Q274264
161312,Pentland Firth,161312,3,3,12481.0,Q1860233
161459,James Milner,161459,3,4,36610.33513468877,Q191136
161628,Paddy Ashdown,161628,2,9,1946.0265898425714,Q333066
161863,Katie Hnida,161863,2,11,6241.0,Q6377461
161890,Oskar Werner,161890,2,14,6240.999999999999,Q84489
162250,"Albert I, Prince of Monaco",162250,1,10,0.0,Q159646
162393,Rin Tin Tin,162393,2,18,6241.0,Q1502051
162535,Joshua Slocum,162535,5,14,157694.25768213044,Q505923
163027,Šabac,163027,6,4,10021.940070464389,Q204472
163238,Air Jamaica,163238,2,23,136840.0,Q407402
163391,Battle of Las Navas de Tolosa,163391,10,23,6762.211026529125,Q219697
163684,John Redwood,163684,17,9,91976.59967072804,Q333846
163824,Romani genocide,163824,5,14,112103.74655744203,Q117571
166342,Blind Harry,166342,9,3,557.7224047479272,Q1984048
167446,German auxiliary cruiser Atlantis,167446,3,12,31189.0,Q701529
167940,HMS Devonshire (39),167940,3,12,37416.0,Q2555195
168325,Edward Carson,168325,1,0,0.0,Q177235
168752,Palate,168752,1,8,0.0,Q172605
171128,Distinguished Flying Cross (United Kingdom),171128,15,12,137257.960106606,Q1229534
171975,John McPhee,171975,2,14,6919.29220906972,Q1701049
172299,Dumbo,172299,4,6,2648.9379102985054,Q40895
172415,1942 in film,172415,10,29,189532.37999801198,Q264731
172990,Use–mention distinction,172990,1,14,0.0,Q2577553
173147,Hilary Rosen,173147,4,1,6506.86733948395,Q5761056
173445,Cedric Hardwicke,173445,5,14,24928.941730399867,Q527735
173598,Bill Mauldin,173598,5,12,23959.976784518538,Q862297
174038,Secretary of State for Northern Ireland,174038,22,9,38103.23528939683,Q1369302
174395,Clinton–Lewinsky scandal,174395,5,14,12461.3994004895,Q154234
175469,George Butterworth,175469,2,12,243.73984011135934,Q774863
176958,AVUS,176958,5,16,24957.0,Q155810
177552,Beatrice Webb,177552,3,12,53151.39583113723,Q242666
177756,Ann Harding,177756,3,14,10679.546170759315,Q270390
178282,Geostationary transfer orbit,178282,2,18,12450.833333333332,Q1138649
178967,Rio Ferdinand,178967,3,4,12413.018701490842,Q483417
179643,Cilla Black,179643,2,5,6985.833756059445,Q286525
179874,Neil Hannon,179874,2,14,6241.0,Q2916110
181229,The Great Escape (film),181229,10,5,62657.0599383187,Q110354
182298,List of winners of the Boston Marathon,182298,10,13,5356.60158730216,Q1091092
182532,Alec Baldwin,182532,4,14,43660.0,Q170572
183769,Possessed (1947 film),183769,2,14,12480.0,Q1604885
184181,Dark Horse Comics,184181,28,6,77975.74868842651,Q373933
185007,Stripperella,185007,45,6,43645.0,Q2005579
186359,National Science and Media Museum,186359,22,16,2757.9756806011837,Q3054692
187271,Nicholas Negroponte,187271,2,25,0.0,Q92601
187359,Campfire,187359,3,18,18717.0,Q329981
189695,The Battle of the River Plate (film),189695,1,5,0.0,Q492861
189908,Edward Bruce,189908,35,3,22892.038066733854,Q385362
190391,Dido (singer),190391,11,20,179096.81913333843,Q202550
190878,Timeline of nuclear fusion,190878,3,9,12480.0,Q7806129
191055,Dieppe,191055,3,12,7891.02228407762,Q183557
191965,The Phantom,191965,21,6,44850.979040057886,Q947755
191981,North Country Trail,191981,2,0,0.0,Q14716246
192223,"Billy Wright (footballer, born 1924)",192223,3,4,28568.695554889124,Q223234
192296,Resignation from the British House of Commons,192296,2,9,982.0200981878571,Q1128896
192503,Hans Memling,192503,13,14,77331.63747301465,Q106851
192693,James Braid (surgeon),192693,2,14,3986.5672811032896,Q675789
192719,Al Hirt,192719,2,5,6241.000000000001,Q658636
194791,Battle of Rossbach,194791,2,14,0.0,Q573972
197789,Leader of the House of Commons,197789,20,9,18049.44600270369,Q2636053
197943,Debut (Björk album),197943,1,19,0.0,Q753601
198078,List of human spaceflight programs,198078,5,18,43635.833333333336,Q927132
198447,Arrow (Israeli missile),198447,8,14,231891.68894157367,Q671836
198562,Appropriation bill,198562,24,0,293.7043891978852,Q1591172
201912,List of spaceflight-related accidents and incidents,201912,5,18,24957.833333333332,Q603630
202147,Fanny Hill,202147,1,23,0.0,Q1395765
203082,Temperate coniferous forest,203082,2,8,0.0,Q144019
203109,Temperate broadleaf and mixed forests,203109,3,8,6240.999999999998,Q622896
204492,Helge Ingstad,204492,5,28,95349.95710513524,Q119687
204542,Frederick Muhlenberg,204542,7,2,10774.092290306724,Q724629
204984,A. P. Hill,204984,2,14,270.7455689441548,Q358391
206940,Ice storm,206940,7,18,68556.66666666667,Q304958
208559,Backbencher,208559,9,9,25961.545437167963,Q731591
208594,John Warnock,208594,2,14,6241.0,Q1344392
211039,Ramsey Clark,211039,11,0,8761.159846646116,Q708795
211634,Joan of Acre,211634,7,3,2221.0787682142495,Q257968
213396,Ellen Terry,213396,2,10,89218.19612285905,Q241966
214880,Ian Paisley Jr,214880,3,9,1.9621248849190027,Q575881
215366,Kathryn Hulme,215366,2,14,450.42754507875196,Q6377059
215851,Country Music Association,215851,10,19,13293.795386032147,Q1137230
216405,Club for Growth,216405,12,0,7405.303748920595,Q160731
217160,Haley Barbour,217160,7,0,24943.34829926001,Q361450
217831,Julian Lloyd Webber,217831,2,14,0.0,Q319434
218675,Death in the Clouds,218675,3,8,0.0,Q604922
219198,Hirokazu Tanaka,219198,2,6,0.0,Q2521353
220232,British Satellite Broadcasting,220232,3,4,144533.3775300696,Q920046
221182,Ben Bradshaw,221182,4,9,412.20158006684005,Q264618
221812,Tim Duncan,221812,5,7,721899.142568387,Q193020
221931,Oxpecker,221931,1,8,0.0,Q644442
222034,Social software,222034,4,14,12481.0,Q615985
223239,European Atomic Energy Community,223239,4,9,25185.484719446602,Q8919
224095,Yorkshire Wolds,224095,1,14,0.0,Q2600864
226116,Marquess of Queensberry,226116,4,12,19973.914733379588,Q1902474
227282,Romer,227282,1,12,0.0,Q3690040
230366,Pommel horse,230366,4,13,12482.000000000002,Q840330
231478,Trumpton,231478,2,6,0.0,Q7847835
233211,Ernst Chladni,233211,2,14,1194.6457184446624,Q213579
233845,Governor of Oklahoma,233845,27,0,14854.134202374607,Q2550683
233867,Thomas Gottschalk,233867,3,18,110.78561873897026,Q203806
234219,"Alexander Leslie, 1st Earl of Leven",234219,3,3,842.0751071362819,Q1376604
235546,Scarab,235546,1,8,0.0,Q1209168
235641,Chris Bryant,235641,6,9,6595.471645383733,Q266146
237011,Vimy,237011,2,12,87.15231562329427,Q318759
238699,Northwest Angle,238699,3,2,0.0,Q2001250
240000,Battle of Halidon Hill,240000,22,3,3374.830057450372,Q1887057
240082,Spencer Abraham,240082,11,0,15417.673221465722,Q1285613
240317,Memphis Mad Dogs,240317,3,11,5013.392396921489,Q6815845
240323,Shreveport Pirates,240323,2,11,0.0,Q17061152
243605,Donald Regan,243605,2,14,1340.5141585240835,Q1240286
244621,"Pall Mall, Tennessee",244621,1,18,0.0,Q7127683
244733,Bobby Bonds,244733,1,7,0.0,Q127566
244878,Winter storm,244878,5,18,6242.666666666667,Q75079023
245807,Cheyney University of Pennsylvania,245807,3,14,10011.256128192961,Q3445541
245992,Charity (virtue),245992,2,10,6241.0,Q456673
246308,Bannockburn,246308,8,3,2874.8894340764227,Q806906
246770,Josiah Henson,246770,1,14,0.0,Q9013442
247449,Testament of Youth,247449,3,14,117.70202003237355,Q2406418
247991,Given name,247991,33,10,765880.9839352184,Q202444
248398,Spider-Man (1994 TV series),248398,23,6,5293.552132786132,Q569934
248995,List of Formula One circuits,248995,3,16,34276.66666666667,Q172770
249594,Portland stone,249594,6,12,72637.91712161504,Q82337
249756,Paul M. Fleiss,249756,1,0,0.0,Q7152114
250278,Heidi Fleiss,250278,3,0,6241.000000000001,Q271732
250478,Lord Edgware Dies,250478,4,8,6241.000000000002,Q752432
251224,The Watchtower,251224,1,19,0.0,Q164706
251339,"Somers Town, London",251339,1,4,0.0,Q149573
252060,Zola Budd,252060,2,13,0.0,Q218486
253068,Governor of Hawaii,253068,24,0,1271.518066765575,Q5589655
253072,Governor of Iowa,253072,29,0,1803.7269523469322,Q20801664
253074,Governor of Kentucky,253074,31,0,41172.70849095388,Q4151335
253081,Governor of New Hampshire,253081,21,0,301.2456452745942,Q5589687
253082,Governor of New Mexico,253082,26,0,5859.938175619552,Q17089908
253083,Governor of North Carolina,253083,22,0,6433.0296472633945,Q16202700
253089,Governor of South Carolina,253089,23,0,13054.422539612138,Q3773752
253090,Governor of South Dakota,253090,25,0,11744.990804994077,Q2626318
253092,Governor of Vermont,253092,26,0,9025.372614220481,Q3773745
253096,Governor of Wisconsin,253096,35,0,17252.19836630711,Q3112727
253326,"List of mayors of Washington, D.C.",253326,22,0,6397.07789738327,Q886797
254150,J. C. R. Licklider,254150,3,25,0.5,Q92778
255165,Battle of Morgarten,255165,2,14,6241.0,Q326989
255198,Notorious (1946 film),255198,2,14,0.0,Q587419
255382,BAPS Shri Swaminarayan Mandir London,255382,2,12,0.0,Q1402606
256089,Michael Eavis,256089,2,9,6241.0,Q2267003
256639,Galați,256639,4,12,12481.0,Q170996
260037,"Schoharie, New York",260037,1,26,0.0,Q7432010
260661,"Baraboo, Wisconsin",260661,4,11,24955.0,Q1023544
261104,Charles Upham,261104,3,12,4.140068791337087,Q1972477
262300,United States congressional delegations from Minnesota,262300,190,2,8417.035191442668,Q7892381
262828,James Ryan (Irish politician),262828,1,24,0.0,Q202245
263476,"Livingston, West Lothian",263476,6,3,28114.84191117544,Q848287
264302,Alexa,264302,1,18,0.0,Q352888
264920,List of Wimbledon Open Era champions,264920,1,13,0.0,Q2058656
265059,Partition of India,265059,10,23,240749.37022634113,Q129053
265831,Carl Albert,265831,16,2,16586.63543352532,Q288402
266910,Harrods,266910,3,12,24954.999999999993,Q332474
268462,Vehicle Assembly Building,268462,1,15,0.0,Q901058
269816,Pikachu,269816,13,6,6254.667165840694,Q9351
271812,National unity government,271812,4,9,80547.62517977976,Q327922
271949,Jon Culshaw,271949,2,10,0.0,Q6270552
