modularity_class,Count,Ratio,Subtopic
11,1,0.4,Transportation
11,1,0.4,Southern_Africa
11,1,0.4,Africa*
11,1,0.4,Performing_arts
11,1,0.4,North_America
11,1,0.4,Military_and_warfare
11,1,0.4,History
11,1,0.4,Geographical
11,1,0.4,Films
11,1,0.4,Europe*
11,1,0.4,Comics_and_Anime
11,1,0.4,Visual_arts*
12,2,25.0,Politics_and_government
12,2,25.0,Transportation
12,1,12.5,Linguistics
12,1,12.5,North_America
12,1,12.5,Physics
12,1,12.5,Sports
13,39,57.4,Sports
13,9,13.2,Transportation
13,4,5.9,Media*
13,4,5.9,Medicine_&_Health
13,3,4.4,Business_and_economics
13,2,2.9,Engineering
13,2,2.9,Society
13,1,1.5,Biology
13,1,1.5,Films
13,1,1.5,Military_and_warfare
13,1,1.5,Philosophy_and_religion
13,1,1.5,Video_games
14,268,84.3,Sports
14,10,3.1,Business_and_economics
14,7,2.2,Europe*
14,5,1.6,Transportation
14,4,1.3,Media*
14,3,0.9,History
14,3,0.9,Northern_Europe
14,2,0.6,Literature
14,2,0.6,Politics_and_government
14,2,0.6,Architecture
14,2,0.6,List_Disambig
14,2,0.6,Food_and_drink
14,1,0.3,Medicine_&_Health
14,1,0.3,Linguistics
14,1,0.3,Philosophy_and_religion
14,1,0.3,STEM*
14,1,0.3,Society
14,1,0.3,Engineering
14,1,0.3,Chemistry
14,1,0.3,Visual_arts*
15,25,96.2,Sports
15,1,3.8,Video_games
16,647,91.4,Sports
16,12,1.7,Society
16,8,1.1,Military_and_warfare
16,8,1.1,Politics_and_government
16,6,0.8,Europe*
16,5,0.7,Business_and_economics
16,5,0.7,Southern_Europe
16,4,0.6,Western_Europe
16,3,0.4,Music
16,2,0.3,History
16,2,0.3,Media*
16,2,0.3,Northern_Europe
16,1,0.1,Geographical
16,1,0.1,Southeast_Asia
16,1,0.1,Transportation
16,1,0.1,Visual_arts*
17,110,47.2,Politics_and_government
17,29,12.4,Oceania
17,20,8.6,Media*
17,11,4.7,Business_and_economics
17,9,3.9,Sports
17,7,3.0,Military_and_warfare
17,7,3.0,Education
17,6,2.6,Philosophy_and_religion
17,5,2.1,Visual_arts*
17,4,1.7,Literature
17,4,1.7,History
17,4,1.7,STEM*
17,3,1.3,Architecture
17,2,0.9,Medicine_&_Health
17,2,0.9,Linguistics
17,2,0.9,Society
17,1,0.4,List_Disambig
17,1,0.4,Northern_Europe
17,1,0.4,Films
17,1,0.4,Engineering
17,1,0.4,Radio
17,1,0.4,Earth_and_environment
17,1,0.4,Television
17,1,0.4,Transportation
18,93,42.1,Politics_and_government
18,26,11.8,Military_and_warfare
18,18,8.1,Media*
18,10,4.5,South_Asia
18,8,3.6,Education
18,8,3.6,STEM*
18,7,3.2,Transportation
18,7,3.2,Business_and_economics
18,7,3.2,History
18,5,2.3,Philosophy_and_religion
18,4,1.8,Society
18,4,1.8,Asia*
18,3,1.4,Sports
18,3,1.4,Visual_arts*
18,3,1.4,Linguistics
18,3,1.4,Engineering
18,3,1.4,Earth_and_environment
18,2,0.9,Medicine_&_Health
18,2,0.9,Architecture
18,1,0.5,North_America
18,1,0.5,Physics
18,1,0.5,Literature
18,1,0.5,Southeast_Asia
18,1,0.5,Biology
19,158,37.4,Politics_and_government
19,43,10.2,Military_and_warfare
19,28,6.6,North_America
19,27,6.4,Society
19,26,6.2,Earth_and_environment
19,26,6.2,History
19,17,4.0,STEM*
19,16,3.8,Business_and_economics
19,12,2.8,Media*
19,10,2.4,Philosophy_and_religion
19,9,2.1,Medicine_&_Health
19,8,1.9,Education
19,7,1.7,Sports
19,3,0.7,Physics
19,3,0.7,Technology
19,3,0.7,Biology
19,3,0.7,Literature
19,2,0.5,Transportation
19,2,0.5,Architecture
19,2,0.5,Linguistics
19,2,0.5,Geographical
19,2,0.5,Films
19,2,0.5,Engineering
19,2,0.5,Computing
19,2,0.5,Visual_arts*
19,1,0.2,List_Disambig
19,1,0.2,Music
19,1,0.2,Libraries_&_Information
19,1,0.2,Fashion
19,1,0.2,Europe*
19,1,0.2,Space
19,1,0.2,Central_America
20,119,86.2,Sports
20,5,3.6,Education
20,5,3.6,Politics_and_government
20,3,2.2,North_America
20,2,1.4,Media*
20,1,0.7,Business_and_economics
20,1,0.7,History
20,1,0.7,Society
20,1,0.7,Visual_arts*
21,8,20.5,Military_and_warfare
21,4,10.3,Films
21,4,10.3,History
21,4,10.3,Literature
21,4,10.3,Media*
21,4,10.3,Television
21,4,10.3,Transportation
21,2,5.1,Business_and_economics
21,2,5.1,Philosophy_and_religion
21,1,2.6,Engineering
21,1,2.6,Europe*
21,1,2.6,Visual_arts*
22,116,47.5,Politics_and_government
22,31,12.7,Media*
22,17,7.0,Business_and_economics
22,11,4.5,Society
22,10,4.1,Literature
22,9,3.7,STEM*
22,8,3.3,Sports
22,7,2.9,North_America
22,5,2.0,Military_and_warfare
22,5,2.0,Education
22,4,1.6,Visual_arts*
22,4,1.6,History
22,3,1.2,Linguistics
22,3,1.2,Philosophy_and_religion
22,3,1.2,Entertainment
22,2,0.8,Internet_culture
22,2,0.8,Medicine_&_Health
22,1,0.4,Earth_and_environment
22,1,0.4,Music
22,1,0.4,Films
22,1,0.4,Transportation
23,72,63.2,Sports
23,8,7.0,Medicine_&_Health
23,6,5.3,Politics_and_government
23,4,3.5,Architecture
23,4,3.5,Media*
23,3,2.6,Europe*
23,2,1.8,Southern_Europe
23,2,1.8,Society
23,2,1.8,Music
23,1,0.9,Military_and_warfare
23,1,0.9,Business_and_economics
23,1,0.9,Northern_Europe
23,1,0.9,Performing_arts
23,1,0.9,Philosophy_and_religion
23,1,0.9,Literature
23,1,0.9,Linguistics
23,1,0.9,History
23,1,0.9,Films
23,1,0.9,Television
23,1,0.9,Transportation
24,25,46.3,North_America
24,5,9.3,Media*
24,5,9.3,Military_and_warfare
24,3,5.6,Geographical
24,3,5.6,Politics_and_government
24,2,3.7,Philosophy_and_religion
24,2,3.7,STEM*
24,2,3.7,Sports
24,2,3.7,Visual_arts*
24,1,1.9,Earth_and_environment
24,1,1.9,Education
24,1,1.9,Engineering
24,1,1.9,Radio
24,1,1.9,Transportation
25,143,47.4,Music
25,93,30.8,Media*
25,11,3.6,Society
25,11,3.6,Politics_and_government
25,5,1.7,Television
25,5,1.7,North_America
25,5,1.7,Visual_arts*
25,3,1.0,Literature
25,3,1.0,Linguistics
25,3,1.0,Medicine_&_Health
25,3,1.0,Films
25,3,1.0,Architecture
25,2,0.7,Philosophy_and_religion
25,2,0.7,STEM*
25,2,0.7,Education
25,2,0.7,Transportation
25,1,0.3,Military_and_warfare
25,1,0.3,Business_and_economics
25,1,0.3,History
25,1,0.3,Entertainment
25,1,0.3,Sports
25,1,0.3,Video_games
26,334,92.3,Sports
26,5,1.4,Politics_and_government
26,4,1.1,Media*
26,4,1.1,Northern_Europe
26,3,0.8,Southern_Europe
26,2,0.6,Europe*
26,2,0.6,Military_and_warfare
26,2,0.6,North_America
26,2,0.6,Society
26,1,0.3,Biology
26,1,0.3,Business_and_economics
26,1,0.3,Transportation
26,1,0.3,Visual_arts*
27,325,95.3,Sports
27,6,1.8,Transportation
27,3,0.9,North_America
27,2,0.6,Media*
27,1,0.3,Business_and_economics
27,1,0.3,Medicine_&_Health
27,1,0.3,Physics
27,1,0.3,Politics_and_government
27,1,0.3,Society
28,409,84.0,Sports
28,22,4.5,Media*
28,18,3.7,Politics_and_government
28,14,2.9,Education
28,6,1.2,Business_and_economics
28,6,1.2,North_America
28,4,0.8,Television
28,2,0.4,Architecture
28,2,0.4,Society
28,1,0.2,Literature
28,1,0.2,Military_and_warfare
28,1,0.2,STEM*
28,1,0.2,Visual_arts*
29,268,96.1,Sports
29,4,1.4,Southern_Europe
29,2,0.7,Linguistics
29,2,0.7,Northern_Europe
29,1,0.4,Media*
29,1,0.4,Politics_and_government
29,1,0.4,South_America
30,156,72.2,Sports
30,14,6.5,Transportation
30,10,4.6,Engineering
30,9,4.2,Business_and_economics
30,4,1.9,Media*
30,4,1.9,Politics_and_government
30,3,1.4,Society
30,3,1.4,Visual_arts*
30,3,1.4,Western_Europe
30,2,0.9,Military_and_warfare
30,2,0.9,STEM*
30,2,0.9,Television
30,1,0.5,Computing
30,1,0.5,Entertainment
30,1,0.5,Europe*
30,1,0.5,Internet_culture
31,110,99.1,Sports
31,1,0.9,South_Asia
32,41,13.8,Politics_and_government
32,27,9.1,Society
32,24,8.1,History
32,23,7.7,Business_and_economics
32,22,7.4,Earth_and_environment
32,19,6.4,Military_and_warfare
32,17,5.7,Biology
32,13,4.4,Philosophy_and_religion
32,13,4.4,Medicine_&_Health
32,12,4.0,Linguistics
32,12,4.0,Chemistry
32,9,3.0,Media*
32,7,2.3,Transportation
32,7,2.3,Visual_arts*
32,6,2.0,STEM*
32,5,1.7,Geographical
32,5,1.7,Southeast_Asia
32,5,1.7,Literature
32,5,1.7,Education
32,5,1.7,Asia*
32,3,1.0,Europe*
32,2,0.7,Southern_Europe
32,2,0.7,Architecture
32,2,0.7,Northern_Europe
32,2,0.7,Computing
32,1,0.3,North_America
32,1,0.3,Mathematics
32,1,0.3,South_America
32,1,0.3,List_Disambig
32,1,0.3,Libraries_&_Information
32,1,0.3,Sports
32,1,0.3,Technology
32,1,0.3,Television
32,1,0.3,Eastern_Europe
32,1,0.3,Western_Europe
33,7,50.0,Sports
33,6,42.9,Oceania
33,1,7.1,Media*
34,25,67.6,Music
34,9,24.3,Media*
34,1,2.7,Entertainment
34,1,2.7,Europe*
34,1,2.7,Politics_and_government
35,12,31.6,Politics_and_government
35,6,15.8,Business_and_economics
35,4,10.5,History
35,2,5.3,Media*
35,2,5.3,Military_and_warfare
35,2,5.3,South_America
35,2,5.3,Technology
35,1,2.6,Earth_and_environment
35,1,2.6,Literature
35,1,2.6,Medicine_&_Health
35,1,2.6,Philosophy_and_religion
35,1,2.6,STEM*
35,1,2.6,Society
35,1,2.6,Transportation
35,1,2.6,West_Asia
36,29,26.4,Politics_and_government
36,15,13.6,Military_and_warfare
36,12,10.9,Medicine_&_Health
36,12,10.9,Philosophy_and_religion
36,8,7.3,Society
36,6,5.5,Earth_and_environment
36,4,3.6,Technology
36,4,3.6,History
36,4,3.6,Media*
36,4,3.6,STEM*
36,3,2.7,Business_and_economics
36,2,1.8,Sports
36,2,1.8,Transportation
36,1,0.9,Books
36,1,0.9,Food_and_drink
36,1,0.9,Europe*
36,1,0.9,Education
36,1,0.9,Architecture
37,24,28.9,Military_and_warfare
37,20,24.1,History
37,10,12.0,Politics_and_government
37,5,6.0,Media*
37,4,4.8,Literature
37,3,3.6,Society
37,3,3.6,Education
37,2,2.4,Biology
37,2,2.4,Architecture
37,1,1.2,Films
37,1,1.2,Europe*
37,1,1.2,Northern_Europe
37,1,1.2,Oceania
37,1,1.2,Physics
37,1,1.2,Earth_and_environment
37,1,1.2,STEM*
37,1,1.2,Computing
37,1,1.2,Sports
37,1,1.2,Visual_arts*
38,33,39.3,Media*
38,14,16.7,Literature
38,6,7.1,Television
38,5,6.0,Entertainment
38,4,4.8,Transportation
38,3,3.6,Books
38,3,3.6,Business_and_economics
38,3,3.6,Music
38,3,3.6,Politics_and_government
38,3,3.6,Society
38,2,2.4,Linguistics
38,1,1.2,Comics_and_Anime
38,1,1.2,Films
38,1,1.2,Internet_culture
38,1,1.2,Performing_arts
38,1,1.2,Sports
39,11,21.2,Media*
39,7,13.5,History
39,5,9.6,Television
39,4,7.7,Sports
39,4,7.7,Northern_Europe
39,3,5.8,Medicine_&_Health
39,3,5.8,Literature
39,3,5.8,Military_and_warfare
39,2,3.8,Politics_and_government
39,2,3.8,Business_and_economics
39,2,3.8,Music
39,1,1.9,Philosophy_and_religion
39,1,1.9,Biology
39,1,1.9,Linguistics
39,1,1.9,Fashion
39,1,1.9,Europe*
39,1,1.9,Visual_arts*
40,52,33.1,Entertainment
40,40,25.5,Television
40,27,17.2,Media*
40,14,8.9,Sports
40,8,5.1,Films
40,6,3.8,Politics_and_government
40,2,1.3,STEM*
40,2,1.3,Transportation
40,1,0.6,Asia*
40,1,0.6,East_Asia
40,1,0.6,Education
40,1,0.6,Engineering
40,1,0.6,North_America
40,1,0.6,Visual_arts*
41,31,15.0,Sports
41,30,14.5,Politics_and_government
41,23,11.1,North_America
41,20,9.7,Space
41,15,7.2,Transportation
41,13,6.3,Military_and_warfare
41,8,3.9,Technology
41,8,3.9,Europe*
41,8,3.9,Media*
41,7,3.4,History
41,5,2.4,STEM*
41,4,1.9,Visual_arts*
41,4,1.9,Society
41,4,1.9,Business_and_economics
41,4,1.9,Oceania
41,3,1.4,Southern_Europe
41,3,1.4,Western_Europe
41,3,1.4,Computing
41,2,1.0,Literature
41,2,1.0,List_Disambig
41,2,1.0,Geographical
41,2,1.0,Earth_and_environment
41,2,1.0,Biology
41,1,0.5,Northern_Europe
41,1,0.5,Education
41,1,0.5,East_Asia
41,1,0.5,Television
42,140,76.1,Sports
42,15,8.2,Media*
42,9,4.9,Politics_and_government
42,6,3.3,Television
42,3,1.6,North_America
42,2,1.1,Education
42,2,1.1,Literature
42,2,1.1,Radio
42,2,1.1,Transportation
42,1,0.5,Business_and_economics
42,1,0.5,STEM*
42,1,0.5,Visual_arts*
43,77,86.5,Sports
43,8,9.0,Oceania
43,1,1.1,Films
43,1,1.1,Linguistics
43,1,1.1,Media*
43,1,1.1,Society
44,68,70.8,Music
44,23,24.0,Media*
44,2,2.1,Sports
44,2,2.1,Visual_arts*
44,1,1.0,Technology
45,21,18.1,Philosophy_and_religion
45,16,13.8,Politics_and_government
45,15,12.9,Military_and_warfare
45,14,12.1,History
45,9,7.8,Literature
45,6,5.2,Medicine_&_Health
45,5,4.3,Media*
45,5,4.3,Society
45,3,2.6,Business_and_economics
45,2,1.7,Biology
45,2,1.7,Sports
45,2,1.7,Visual_arts*
45,2,1.7,Mathematics
45,2,1.7,Linguistics
45,2,1.7,Books
45,1,0.9,Internet_culture
45,1,0.9,Performing_arts
45,1,0.9,Food_and_drink
45,1,0.9,Physics
45,1,0.9,Entertainment
45,1,0.9,STEM*
45,1,0.9,Chemistry
45,1,0.9,Southern_Europe
45,1,0.9,Technology
45,1,0.9,Architecture
46,37,66.1,Sports
46,11,19.6,Music
46,7,12.5,Media*
46,1,1.8,STEM*
47,40,22.6,Media*
47,33,18.6,Music
47,15,8.5,Films
47,13,7.3,History
47,12,6.8,Television
47,9,5.1,Politics_and_government
47,9,5.1,Internet_culture
47,9,5.1,Sports
47,6,3.4,North_America
47,5,2.8,Education
47,5,2.8,Literature
47,5,2.8,Performing_arts
47,3,1.7,Transportation
47,3,1.7,Architecture
47,2,1.1,Philosophy_and_religion
47,2,1.1,Geographical
47,2,1.1,Video_games
47,1,0.6,STEM*
47,1,0.6,Technology
47,1,0.6,Business_and_economics
47,1,0.6,Visual_arts*
48,17,68.0,Biology
48,2,8.0,Asia*
48,1,4.0,Linguistics
48,1,4.0,Media*
48,1,4.0,Medicine_&_Health
48,1,4.0,Politics_and_government
48,1,4.0,Society
48,1,4.0,South_America
49,39,27.7,Media*
49,38,27.0,Films
49,34,24.1,Performing_arts
49,11,7.8,History
49,4,2.8,Military_and_warfare
49,3,2.1,Literature
49,2,1.4,Europe*
49,2,1.4,Music
49,2,1.4,Television
49,2,1.4,Transportation
49,1,0.7,List_Disambig
49,1,0.7,North_America
49,1,0.7,Politics_and_government
49,1,0.7,Society
50,32,25.6,Politics_and_government
50,17,13.6,Media*
50,17,13.6,Military_and_warfare
50,15,12.0,Transportation
50,8,6.4,Business_and_economics
50,4,3.2,Sports
50,4,3.2,Literature
50,3,2.4,Internet_culture
50,2,1.6,Medicine_&_Health
50,2,1.6,Television
50,2,1.6,Society
50,2,1.6,Food_and_drink
50,2,1.6,Films
50,2,1.6,Engineering
50,2,1.6,Education
50,2,1.6,Chemistry
50,2,1.6,STEM*
50,1,0.8,Space
50,1,0.8,Biology
50,1,0.8,Philosophy_and_religion
50,1,0.8,Books
50,1,0.8,History
50,1,0.8,Europe*
50,1,0.8,Western_Europe
51,11,40.7,Politics_and_government
51,4,14.8,Business_and_economics
51,4,14.8,Media*
51,2,7.4,Computing
51,2,7.4,Society
51,1,3.7,Military_and_warfare
51,1,3.7,North_America
51,1,3.7,STEM*
51,1,3.7,Television
52,85,63.9,Sports
52,13,9.8,Media*
52,7,5.3,Oceania
52,5,3.8,Literature
52,4,3.0,Politics_and_government
52,3,2.3,Music
52,2,1.5,STEM*
52,2,1.5,Films
52,2,1.5,Linguistics
52,2,1.5,Business_and_economics
52,2,1.5,Performing_arts
52,1,0.8,Transportation
52,1,0.8,Biology
52,1,0.8,Radio
52,1,0.8,Europe*
52,1,0.8,Entertainment
52,1,0.8,Visual_arts*
53,42,53.2,Sports
53,12,15.2,Media*
53,5,6.3,Films
53,5,6.3,Music
53,4,5.1,History
53,3,3.8,Politics_and_government
53,2,2.5,North_America
53,2,2.5,STEM*
53,2,2.5,Visual_arts*
53,1,1.3,Literature
53,1,1.3,Society
54,93,41.7,Philosophy_and_religion
54,23,10.3,Politics_and_government
54,22,9.9,History
54,18,8.1,Military_and_warfare
54,12,5.4,STEM*
54,10,4.5,Media*
54,7,3.1,Visual_arts*
54,5,2.2,Society
54,4,1.8,Northern_Europe
54,3,1.3,Literature
54,3,1.3,Architecture
54,3,1.3,Linguistics
54,2,0.9,Films
54,2,0.9,Music
54,2,0.9,Europe*
54,2,0.9,Sports
54,2,0.9,Transportation
54,2,0.9,Medicine_&_Health
54,1,0.4,List_Disambig
54,1,0.4,Biology
54,1,0.4,North_America
54,1,0.4,Entertainment
54,1,0.4,Education
54,1,0.4,Computing
54,1,0.4,Business_and_economics
54,1,0.4,Southern_Europe
55,21,24.4,Politics_and_government
55,18,20.9,Films
55,11,12.8,Media*
55,6,7.0,Military_and_warfare
55,4,4.7,Asia*
55,3,3.5,South_Asia
55,3,3.5,History
55,3,3.5,Society
55,3,3.5,Business_and_economics
55,2,2.3,Transportation
55,2,2.3,STEM*
55,2,2.3,Philosophy_and_religion
55,1,1.2,Literature
55,1,1.2,Linguistics
55,1,1.2,Engineering
55,1,1.2,Sports
55,1,1.2,Technology
55,1,1.2,Education
55,1,1.2,Visual_arts*
55,1,1.2,West_Asia
56,60,98.4,Sports
56,1,1.6,Politics_and_government
57,109,90.1,Sports
57,3,2.5,Media*
57,2,1.7,Literature
57,2,1.7,Politics_and_government
57,1,0.8,Entertainment
57,1,0.8,Geographical
57,1,0.8,History
57,1,0.8,Military_and_warfare
57,1,0.8,STEM*
58,9,60.0,Fashion
58,2,13.3,Medicine_&_Health
58,1,6.7,History
58,1,6.7,Internet_culture
58,1,6.7,Military_and_warfare
58,1,6.7,Visual_arts*
59,29,28.2,Sports
59,27,26.2,Politics_and_government
59,10,9.7,Media*
59,8,7.8,Television
59,5,4.9,Performing_arts
59,5,4.9,Business_and_economics
59,3,2.9,Literature
59,3,2.9,Medicine_&_Health
59,3,2.9,STEM*
59,2,1.9,Biology
59,1,1.0,Society
59,1,1.0,Music
59,1,1.0,Northern_Europe
59,1,1.0,Military_and_warfare
59,1,1.0,Linguistics
59,1,1.0,Europe*
59,1,1.0,Education
59,1,1.0,Transportation
60,18,90.0,Music
60,2,10.0,Media*
61,8,42.1,Military_and_warfare
61,7,36.8,Transportation
61,2,10.5,Politics_and_government
61,1,5.3,Computing
61,1,5.3,History
62,22,62.9,Education
62,3,8.6,Medicine_&_Health
62,3,8.6,Politics_and_government
62,2,5.7,Business_and_economics
62,1,2.9,History
62,1,2.9,Literature
62,1,2.9,Media*
62,1,2.9,STEM*
62,1,2.9,Society
63,16,33.3,Earth_and_environment
63,8,16.7,Politics_and_government
63,3,6.2,History
63,3,6.2,South_America
63,2,4.2,Architecture
63,2,4.2,Media*
63,2,4.2,Military_and_warfare
63,2,4.2,Physics
63,2,4.2,STEM*
63,2,4.2,Society
63,1,2.1,Education
63,1,2.1,Philosophy_and_religion
63,1,2.1,Space
63,1,2.1,Technology
63,1,2.1,Transportation
63,1,2.1,Visual_arts*
64,7,36.8,Military_and_warfare
64,5,26.3,Transportation
64,4,21.1,Politics_and_government
64,1,5.3,Business_and_economics
64,1,5.3,Computing
64,1,5.3,Society
65,10,66.7,Media*
65,4,26.7,Music
65,1,6.7,Films
66,32,80.0,Music
66,8,20.0,Media*
67,7,46.7,Media*
67,5,33.3,Television
67,2,13.3,Visual_arts*
67,1,6.7,Literature
68,5,71.4,History
68,1,14.3,Linguistics
68,1,14.3,Transportation
