,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
115762,Быстрый и мёртвый,115762,2,5,3200.0,Q756416
116526,Конго (фильм),116526,1,3,0.0,Q598860
116657,"Няньки (фильм, 1994)",116657,2,7,1601.0,Q3790546
118130,"Мазуркевич, Ирина Степановна",118130,4,13,7011.333986481352,Q4274621
118341,"Лесток, Иоганн Германн",118341,2,7,97.49600201942312,Q2624488
118505,Иван Васильевич меняет профессию,118505,23,7,30335.009811680717,Q777739
120996,Головка самонаведения,120996,1,0,0.0,Q9284287
123510,Земля Санникова (фильм),123510,2,7,0.0,Q261240
123710,"Гурзо, Наталья Сергеевна",123710,3,13,10858.15291905144,Q4152342
124071,Кубок Шпенглера,124071,5,6,1502.1686475931745,Q382934
124768,Кибела,124768,1,22,0.0,Q188236
125128,"Савёловская (станция метро, Серпуховско-Тимирязевская линия)",125128,5,0,0.6666666666666666,Q1316293
125332,"Попов, Олег Константинович",125332,2,0,1444.5567094498817,Q173834
125595,"Миронов, Сергей Михайлович",125595,3,4,9581.0,Q368947
126523,Куранты,126523,3,0,543.8223693170478,Q1480017
127243,Бриллиантовая рука,127243,23,7,26925.89452285192,Q1999930
127727,"Локтев, Алексей Васильевич",127727,3,13,31663.44261994261,Q4265993
127912,Патриотическая песня,127912,5,0,7618.411708716117,Q2058180
128529,"Азер, Ирина Абдуррезаевна",128529,2,12,1601.0,Q4058236
128923,"Женитьба Бальзаминова (фильм, 1964)",128923,3,13,522.2382317564287,Q1963018
128941,Девушка без адреса,128941,2,12,1601.0,Q3178033
128962,Мистер Икс,128962,2,7,1601.0,Q4296484
131994,Феофан Затворник,131994,2,4,202.98950748248382,Q980914
132590,Выдубицкий монастырь,132590,1,4,0.0,Q680752
133297,"Дассен, Джо",133297,4,7,2932.3563481497463,Q272943
136127,"Шандыбин, Василий Иванович",136127,1,14,0.0,Q2134515
136327,Ин-Грид,136327,4,7,1394.8932799810339,Q161122
136437,Бергамо,136437,1,9,0.0,Q628
136465,Бари,136465,6,1,9470.60869717379,Q3519
137995,Аркенстон,137995,30,15,4.175646277208023,Q3296261
139596,Фродо Бэггинс,139596,37,15,286.98705974976303,Q177329
140332,"Кондрусевич, Тадеуш Игнатьевич",140332,3,4,1.0,Q984156
141459,Гельзенкирхен,141459,3,2,83592.0,Q2765
141481,"Дежа вю (фильм, 2006)",141481,1,3,0.0,Q252409
141865,"Леоне, Серджо",141865,4,21,7986.5,Q164562
142175,Обновленчество,142175,7,4,30174.487268402107,Q2592406
143531,Балдуин I Иерусалимский,143531,3,22,3200.0,Q51717
144415,"Аэлита, не приставай к мужчинам",144415,2,24,3200.0000000000005,Q4073634
144432,"Варвара-краса, длинная коса",144432,6,14,9976.39854514186,Q1145985
144515,За прекрасных дам!,144515,4,24,9585.000000000002,Q4182260
144525,"Золотой телёнок (фильм, 1968)",144525,7,7,59336.578575427244,Q3547387
145130,Алые паруса (фильм),145130,2,13,473.1120317590909,Q1171515
145466,"Трубникова, Наталья Евгеньевна",145466,2,13,3892.284073696192,Q4464241
146562,"Бестемьянова, Наталья Филимоновна",146562,12,10,1689.9155370326,Q271535
146565,"Иванова, Кира Валентиновна",146565,6,10,14.518431178431111,Q469876
146571,"Дмитриев, Артур Валерьевич",146571,9,10,1.7928188231448732,Q714964
146797,"Гинзбург, Евгения Соломоновна",146797,4,13,802.5000000000001,Q242834
146976,"Якушев, Александр Сергеевич",146976,9,6,27793.909350401373,Q1385616
147645,Первый канал (Россия),147645,73,7,498695.10166361893,Q330067
148952,"Орсер, Брайан",148952,6,10,1601.7833333333333,Q538342
148954,"Витт, Катарина",148954,11,10,61.51334338707153,Q58028
148957,"Букин, Андрей Анатольевич",148957,8,10,4797.308845208845,Q501729
148965,"Билялетдинов, Зинэтула Хайдярович",148965,6,6,7941.765629738029,Q982222
149557,Рябчик,149557,1,0,0.0,Q182761
150087,"Дроздовская, Микаэла Михайловна",150087,2,12,11165.0,Q4168495
150855,"Габриадзе, Резо Леванович",150855,3,14,14337.0,Q1963983
151616,"Драчёв, Владимир Петрович",151616,2,2,0.0,Q729257
151827,"Чудов, Максим Александрович",151827,5,2,753.9769841269505,Q381466
151875,"Кутуньо, Тото",151875,11,7,11164.944846203764,Q487473
152512,"Домнина, Оксана Александровна",152512,3,0,3435.5280491127423,Q240676
152773,"Марков, Андрей Викторович",152773,1,6,0.0,Q502674
152781,"Петров, Андрей Павлович",152781,5,13,11750.087355820813,Q502390
152894,Девчата (фильм),152894,15,7,18553.21376747909,Q2373306
153206,"Хаддавэй, Нестор Александр",153206,1,7,0.0,Q156783
153823,Женское одиночное фигурное катание,153823,37,10,1917.808792229089,Q4179462
154393,"Тома, Светлана Андреевна",154393,1,12,0.0,Q463809
156038,"Жулин, Александр Вячеславович",156038,2,0,1601.0,Q727580
156776,"Ах, водевиль, водевиль…",156776,5,12,44488.731117779964,Q4072889
156805,Бедная Саша,156805,4,7,2072.5124722280116,Q4080609
156859,Благочестивая Марта (фильм),156859,3,12,1601.0,Q4087922
156900,Будьте моим мужем,156900,4,13,8443.708154834343,Q4098243
157300,Деловые люди,157300,9,7,1873.3831103338161,Q4157228
157308,"Кавказская пленница, или Новые приключения Шурика",157308,21,7,106768.23162163307,Q1953944
157311,"Огонь, вода и… медные трубы",157311,9,14,16731.920656900187,Q932464
157314,Пёс Барбос и необычный кросс,157314,9,7,18760.755881393932,Q2370785
157316,Родня,157316,6,13,4453.705727717533,Q4395981
157318,Самогонщики,157318,8,7,26.98014187493528,Q1963916
157321,Сказка о царе Салтане (фильм),157321,1,7,0.0,Q1169922
157322,"Снежная королева (фильм, 1966)",157322,3,13,3943.9861710848877,Q935893
157325,Старик Хоттабыч (фильм),157325,5,13,8143.631130698436,Q4439873
157655,"Смирнова, Лидия Николаевна",157655,3,13,3675.8899875632524,Q521753
158140,Тулуп (прыжок),158140,12,10,1134.7801548375694,Q1895063
158141,Лутц (прыжок),158141,8,10,15.26572555072548,Q1545606
158792,"Виват, гардемарины!",158792,4,7,3419.522664290415,Q4110507
158817,Возвращение резидента,158817,4,12,3240.668540623912,Q4114685
158822,Вокзал для двоих,158822,12,12,20003.66866545377,Q1965523
158824,"Волшебная лампа Аладдина (фильм, 1966)",158824,6,12,6134.337469126828,Q247713
158850,"Всё будет хорошо! (фильм, 1995)",158850,4,13,2400.5,Q4127742
159477,Пусан,159477,6,8,11182.000000000002,Q16520
159966,Ворон (стихотворение),159966,1,27,0.0,Q22726
160644,Где находится нофелет?,160644,1,12,0.0,Q4134604
160691,Гусарская баллада,160691,12,12,12503.888565699086,Q2369847
160752,Двенадцать месяцев (фильм),160752,2,13,1601.0,Q4155678
160777,"Мориц, Юнна Петровна",160777,1,13,0.0,Q521687
161352,Дуэнья (фильм),161352,1,14,0.0,Q4171457
161795,Фанар,161795,2,4,0.0,Q28733113
161957,"Арбенина, Диана Сергеевна",161957,10,7,9764.458747136281,Q1965416
161973,Жених из Майами,161973,2,24,11165.000000000002,Q4179362
161974,Женатый холостяк,161974,3,14,6013.039213034606,Q7273673
161975,"Женитьба (фильм, 1977)",161975,2,13,74.64746280726791,Q4179351
163723,Ермак (фильм),163723,4,12,6338.77784636136,Q4176430
163727,Опасно для жизни!,163727,9,7,6094.530088487717,Q1965544
163729,Фантазии Фарятьева (фильм),163729,1,13,0.0,Q4481105
163747,Загадочный наследник,163747,1,0,0.0,Q4183377
163770,"Здравствуйте, я ваша тётя!",163770,6,13,12363.962186363011,Q4190055
163776,Зигзаг удачи,163776,12,12,9298.175888550115,Q4191769
163922,Карнавальная ночь,163922,20,12,32843.91694554592,Q2368678
164571,Берегите женщин,164571,4,12,4434.601894370488,Q4084224
164718,"Юрский, Сергей Юрьевич",164718,12,7,71759.37044883873,Q2622252
164744,"Тихонов, Сергей Михайлович",164744,1,7,0.0,Q4458691
164958,Конец операции «Резидент»,164958,3,12,40.66854062391149,Q4230752
164972,Королева бензоколонки,164972,2,12,1601.0,Q1965438
164976,"Корона Российской империи, или Снова неуловимые",164976,12,12,23139.749350412247,Q4233949
165049,"Летучая мышь (фильм, 1979)",165049,5,12,6718.091449726267,Q4260282
165748,"Маленькая принцесса (фильм, 1997)",165748,1,7,0.0,Q4277663
167318,Финист — Ясный сокол,167318,1,7,0.0,Q1359471
167932,Классик (фильм),167932,1,12,0.0,Q4223009
168153,Назгулы,168153,34,15,270.28610406654593,Q308661
168300,Бильбо Бэггинс,168300,37,15,2724.939702048971,Q185737
168594,Мужики!..,168594,1,12,0.0,Q4305815
168615,Мушкетёры двадцать лет спустя,168615,7,12,30143.149434311217,Q4309114
168648,Рысь возвращается,168648,4,14,7038.839945311219,Q4402071
170241,Комиссар Мегрэ,170241,2,13,1601.0,Q830561
171583,Шофёр на один рейс,171583,2,0,1601.0,Q4526312
172427,Ростовский кремль,172427,1,7,0.0,Q4398506
175028,"Банионис, Донатас Юозович",175028,2,21,242.3437473474239,Q908633
175210,"Соловей, Елена Яковлевна",175210,2,7,1601.0,Q1964487
175862,"Шанина, Елена Юрьевна",175862,2,7,296.0174621843585,Q4520064
177008,Орки (Средиземье),177008,39,15,883.3234971048174,Q937840
177011,Гномы (Средиземье),177011,38,15,1092.3217579436991,Q338688
177689,"Толубеев, Андрей Юрьевич",177689,4,25,6397.0,Q944215
181836,Алеппо,181836,5,1,6394.999999999999,Q41183
182537,"Пуччини, Джакомо",182537,6,10,13897.233520293767,Q7311
183039,"Чулюкин, Юрий Степанович",183039,7,7,9047.622665433822,Q4517961
184219,"Кубацкий, Анатолий Львович",184219,3,14,1601.0,Q4243575
185891,"Стругачёв, Семён Михайлович",185891,2,7,193.15242363339055,Q4444277
186347,Галисия,186347,1,9,0.0,Q3908
187157,Правда (газета),187157,2,4,4797.0,Q183644
187696,Молитва русских,187696,2,0,0.0,Q1943527
188289,"Жаров, Михаил Иванович",188289,2,13,0.0,Q764546
188743,Полосатый рейс,188743,3,7,4700.0718968123365,Q1888943
189312,"Васильев, Василий Фёдорович",189312,2,12,0.0,Q4104551
189454,"Теличкина, Валентина Ивановна",189454,5,12,13310.510676909891,Q4454223
189742,"Прыгунов, Лев Георгиевич",189742,2,5,1601.0,Q4382654
190629,"Шаповалов, Иван Николаевич",190629,1,7,0.0,Q662871
191909,Православный календарь,191909,5,18,19121.0,Q1142865
193339,"Видич, Неманья",193339,1,9,0.0,Q163564
193553,"Юнгвальд-Хилькевич, Георгий Эмильевич",193553,5,12,18433.562833135093,Q4534523
193962,"Сова, Андрей Корнеевич",193962,1,12,0.0,Q4426149
196523,Алексий I,196523,7,4,27993.005631877273,Q547702
197262,Боромир,197262,35,15,514.8711440493848,Q219504
197308,Фарамир,197308,33,15,269.2631930982059,Q223468
197869,Эовин,197869,33,15,270.0629369111208,Q716565
197874,Русская православная церковь заграницей,197874,18,4,158611.42744728355,Q912932
198258,"Шпигель, Григорий Ойзерович",198258,5,13,6894.940847160681,Q4526429
198448,Военно-медицинская академия имени С. М. Кирова,198448,1,25,0.0,Q1459393
198599,Лориэн (лес),198599,34,15,595.9097268409316,Q308659
198946,"Бредун, Эдуард Александрович",198946,1,7,0.0,Q4096221
199275,Сильвестр I,199275,1,20,0.0,Q47149
199631,"Акопян, Амаяк Арутюнович",199631,2,7,1373.2726737331736,Q4059737
199730,Гимли,199730,38,15,50032.19495698442,Q206818
201211,Саруман,201211,36,15,25539.766803973955,Q216489
201501,"Хуциев, Марлен Мартынович",201501,2,4,35213.80890619906,Q537631
201722,Мория,201722,34,15,14.176948892873465,Q46854
201724,Орки,201724,5,15,0.3717887967002837,Q194061
202048,"Нагибин, Юрий Маркович",202048,2,21,1710.9773528623684,Q1155439
202127,Гасконь,202127,2,12,1.5,Q191085
202189,Особый отдел,202189,4,12,10152.604153328397,Q3739427
203143,"Уральский, Виктор Владимирович",203143,4,7,2.555555555555556,Q4476737
203530,"Иванов, Сергей Петрович (актёр)",203530,3,13,2731.901508114583,Q4196336
204352,"Виктюк, Роман Григорьевич",204352,2,13,4487.42585289438,Q3920003
205569,Creative Commons,205569,1,4,0.0,Q43449
206229,Маскат,206229,1,8,0.0,Q3826
206383,Остров Рождества (Кирибати),206383,2,20,4797.0,Q193331
206517,"Булгакова, Майя Григорьевна",206517,2,13,1077.3301298777033,Q4098868
206987,Клинцы,206987,2,1,0.0,Q153715
207004,"Антонеску, Йон",207004,1,4,0.0,Q152030
208006,"Лебедев, Евгений Алексеевич",208006,5,7,13135.985084203,Q1967736
209282,Имдинская война,209282,3,8,800.0000000000002,Q576338
209815,Несчастный случай (группа),209815,9,7,357615.61780584126,Q3204092
211925,"Никитина, Татьяна Хашимовна",211925,3,13,5484.458350357634,Q1029719
214447,"Леонтьева, Валентина Михайловна",214447,2,12,1601.0,Q533469
214833,Пирамида (посёлок),214833,3,11,0.0,Q845396
215639,"Коберидзе, Отар Леонтьевич",215639,2,12,1789.8170922913857,Q1967346
220069,"Башмет, Юрий Абрамович",220069,1,7,0.0,Q156546
223024,"Тутышкин, Андрей Петрович",223024,1,12,0.0,Q3560924
224078,"Миронова, Мария Владимировна",224078,4,7,7787.06210202423,Q4296110
228752,Взрывы жилых домов в России в сентябре 1999 года,228752,3,19,4799.0,Q967844
231377,"Бронзит, Константин Эдуардович",231377,3,17,0.0,Q1966924
231821,Подкидыш (фильм),231821,1,7,0.0,Q4367638
232853,Танжер,232853,2,9,3200.0,Q126148
233749,"Вильерс, Джордж, 1-й герцог Бекингем",233749,5,12,44537.5678726107,Q313817
234768,Ликия,234768,2,1,0.0,Q18927
237180,Король-чародей Ангмара,237180,35,15,3098.111985968378,Q559524
237743,Euronews,237743,2,9,1601.0,Q8478
238325,Флаг СССР,238325,1,12,0.0,Q165230
239882,"Папа (фильм, 2004)",239882,1,13,0.0,Q3362714
240943,"Сурикова, Алла Ильинична",240943,5,13,40602.51394943137,Q4446515
241717,Мира (город),241717,6,1,7499.652621834712,Q652024
242045,"Коул, Эшли",242045,5,9,2.3194444444444446,Q133556
243675,"Башаров, Марат Алимжанович",243675,5,5,18331.7404360095,Q2974837
243694,"Владимиров, Игорь Петрович",243694,8,7,6115.251108674758,Q4113106
244478,Истари,244478,32,15,252.13246466739216,Q1059791
246132,Демре,246132,5,1,13667.106827705558,Q188950
248362,"Щекочихин, Юрий Петрович",248362,1,17,0.0,Q521209
249361,"Гарсия Санс, Луис Хавьер",249361,2,9,0.0,Q295416
249956,"Павлиашвили, Сосо",249956,7,7,3105.6807176467037,Q4341382
250023,"Лемешев, Сергей Яковлевич",250023,1,7,0.0,Q972380
255140,Межконтинентальный кубок по футболу,255140,13,9,27688.40338290349,Q182473
256750,Большая императорская корона,256750,2,12,0.0,Q147883
257002,"Кособуцкая, Валентина Григорьевна",257002,1,12,0.0,Q4235101
258105,"Менжинский, Вячеслав Рудольфович",258105,3,12,6.5,Q241969
258675,Сельта,258675,3,9,1615.8086080586086,Q8749
259242,"Моуринью, Жозе",259242,17,9,41249.12825970116,Q79983
260646,"Водорезова, Елена Германовна",260646,15,10,1839.684417726809,Q273999
260794,"Гришин, Виктор Васильевич",260794,2,0,0.0,Q178529
262402,Антарес,262402,1,18,0.0,Q12166
266138,Послезавтра,266138,2,15,1600.9999999999998,Q14320
266852,Ли Сунсин,266852,2,8,0.0,Q50184
269233,Старики-разбойники,269233,11,12,4584.938663667746,Q378969
269728,Каролина Харрикейнз,269728,4,6,6397.0,Q201857
269945,"Рис-Дэвис, Джон",269945,2,10,27334.231583176417,Q16455
271568,Украинская православная церковь,271568,2,4,28.79984494705325,Q399514
271668,Селтик,271668,7,9,10320.758858634597,Q19593
274811,"Шмейхель, Петер",274811,9,9,7072.206078435919,Q182314
276083,Исилдур,276083,12,15,0.26637426900584793,Q206324
276250,"Лобачёва, Ирина Викторовна",276250,10,10,163.137914175127,Q434143
277255,Дайте жалобную книгу,277255,11,12,26025.954997510566,Q400218
277432,Амвросий Медиоланский,277432,1,22,0.0,Q43689
277657,Коламбус Блю Джекетс,277657,1,6,0.0,Q207507
282359,Красноярское время,282359,5,0,1602.692123495444,Q2351310
286102,Екатеринбургское время,286102,7,0,3506.086998229061,Q2332010
286376,Якутское время,286376,4,0,0.0,Q2351250
286395,Самарское время,286395,4,0,0.0,Q2350893
286493,Магаданское время,286493,4,0,0.0,Q385504
287454,Астерикс,287454,2,3,0.0,Q7620503
287746,"Лазаренко, Павел Иванович",287746,1,1,0.0,Q559607
288731,"Ульфсак, Лембит Юханович",288731,1,13,0.0,Q1969281
289182,Рейды Палмера,289182,2,21,0.0,Q1759544
289592,"Кио, Игорь Эмильевич",289592,3,5,5189.642806310782,Q1657687
291235,"Гольдман, Эмма",291235,3,21,3200.0,Q79969
291747,Народный комиссариат просвещения РСФСР,291747,5,13,17464.178757796966,Q2300372
294690,Белорусская православная церковь,294690,2,4,1784.8927329394014,Q598783
294712,Экзархат,294712,1,0,0.0,Q2998465
296086,"Панкратов, Александр Андреевич",296086,1,13,0.0,Q4344112
296249,"Глушенко, Евгения Константиновна",296249,1,3,0.0,Q4140364
297377,Брайтон,297377,1,9,0.0,Q131491
297572,"Петкер, Борис Яковлевич",297572,1,12,0.0,Q4360311
300116,"Паулс, Раймонд Вольдемарович",300116,9,7,6737.314248760537,Q178708
300771,"Файт, Андрей Андреевич",300771,2,12,1376.5006038354495,Q2382918
302919,Орёл и решка (фильм),302919,3,14,9584.0,Q4337334
302921,Настя (фильм),302921,2,14,1601.0,Q4314072
303110,Добрыня Никитич и Змей Горыныч,303110,6,17,809.1699855699856,Q2378287
304410,"Кеосаян, Эдмонд Гарегинович",304410,6,12,1607.214845938375,Q1971498
304510,Кемская волость,304510,3,7,125.94017844068192,Q14552888
305414,Хартфорд Уэйлерс,305414,1,6,0.0,Q830968
308406,"Лычёва, Екатерина Александровна",308406,1,21,0.0,Q2895545
308977,"Якунин, Владимир Иванович",308977,5,4,1601.0,Q699696
309069,Офицеры (телесериал),309069,2,5,3200.0,Q4340307
309102,Аталанта (футбольный клуб),309102,8,9,7702.254339209029,Q1886
312860,Шрек Третий,312860,3,3,3200.0,Q486588
313904,"Ободзинский, Валерий Владимирович",313904,2,7,1601.0,Q4329463
321197,"Брагинский, Эмиль Вениаминович",321197,6,12,32182.517699210384,Q1970735
323706,"Речной вокзал (станция метро, Москва)",323706,2,0,11165.0,Q1366330
326661,"Малафеев, Вячеслав Александрович",326661,2,9,1601.0,Q206780
332352,"Карлайл, Белинда",332352,1,7,0.0,Q233959
332670,"Сёмин, Александр Валерьевич",332670,2,6,1601.0,Q537341
342074,"Гвоздикова, Наталья Фёдоровна",342074,1,7,0.0,Q4134556
342085,Саутгемптон,342085,1,9,0.0,Q79848
343211,Алиса в Зазеркалье,343211,2,27,0.0,Q220331
343212,Комитет освобождения народов России,343212,11,16,171342.13821910237,Q2630006
345737,Грекокатолические церкви,345737,9,4,25274.238869572033,Q1546359
346885,Полёты во сне и наяву,346885,6,13,5534.38506139255,Q4371635
347858,"Линекер, Гари",347858,3,9,14.035776942355891,Q47778
348319,"Артемьев, Эдуард Николаевич",348319,13,13,25610.823697012085,Q706995
348525,"Ивашутин, Пётр Иванович",348525,3,12,3200.0,Q2379613
349130,Лига чемпионов УЕФА 2004/2005,349130,3,9,96.67347930790207,Q308996
350381,Аншлаг (телепередача),350381,10,7,6341.013687145492,Q4067846
350552,Балрог,350552,37,15,289.56784077733124,Q716204
351902,"Пахомова, Людмила Алексеевна",351902,2,0,475.6528471528472,Q437239
353402,Битва за Грозный (1999—2000),353402,2,19,6392.0,Q1972096
354585,"Хайт, Аркадий Иосифович",354585,3,14,15920.0,Q4494858
354704,"Адоскин, Анатолий Михайлович",354704,1,7,0.0,Q4057952
358064,Катехон,358064,1,4,0.0,Q460047
358494,Технология (группа),358494,4,7,3240.8508280249366,Q4456889
361697,Крик 3,361697,2,3,0.0,Q391784
367961,"Жилинский, Дмитрий Дмитриевич",367961,2,13,1601.0,Q1972155
368702,Ошибка резидента,368702,6,12,8419.1704243404,Q4340787
368711,Судьба резидента,368711,5,12,1432.7758780455192,Q4445545
371314,Бенгальский огонь,371314,1,20,0.0,Q1149078
372146,"Консовский, Алексей Анатольевич",372146,2,21,319.3211002097946,Q4231259
372627,"Амин, Хафизулла",372627,3,4,3201.0,Q63831
372769,Аль-Джазира,372769,3,4,4799.0,Q13477
373009,"Роза, Луис Фернандо",373009,2,9,6392.0,Q459356
373401,Народный артист Украины,373401,8,7,11089.993574454025,Q1359841
