,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
12,3.0,13984.0,Drapeau du Japon,13.0,0.9879562258720398,Q43175,History_and_Society.History,107.0,6592.999999999997,0.0,17.0,253.0,12.307692999999999,-17.333494,24.950773,3.0,36.0,0.08333333333333333,History,History_and_Society,8.891606032848356,39.8451514095068,0.223154027988632
13,4.0,15213.0,Étienne (martyr),6.0,0.7122421860694885,Q161775,Culture.Philosophy_and_religion,0.0,5495.5,129.0,16.0,152.0,13.461538000000001,1.7976436999999998,14.057723000000001,19.0,315.0,0.060317460317460325,Philosophy_and_religion,Culture,54.130406141281135,2369.149369902909,0.0228480343320436
14,2.0,15404.0,Richard III,12.0,0.7931159734725952,Q133028,History_and_Society.History,74.0,1136.0858726793222,134.0,3.0,0.0,11.153846000000001,-14.850497,-5.713776599999999,6.0,335.0,0.01791044776119403,History,History_and_Society,9.517391681671144,9818.957924485208,0.0009692873474829687
15,7.0,15836.0,Bratislava,19.0,0.19194278120994568,Q1780,History_and_Society.History,170.0,7726.6331464354835,44.0,11.0,235.0,16.923077,-4.7696586,-16.06467,41.0,360.0,0.11388888888888887,History,History_and_Society,55.08757820725441,8950.980442449449,0.006154362481455674
16,4.0,20955.0,Jan Ullrich,8.0,0.9981998205184937,Q57959,Culture.Sports,172.0,0.0,126.0,10.0,0.0,13.461538000000001,-8.956904,4.176023000000002,32.0,143.0,0.22377622377622375,Sports,Culture,127.7695770263672,4377.962742954493,0.029184710909655017
17,4.0,22453.0,Expédition du Mexique,0.0,0.7931159734725952,Q952881,History_and_Society.Military_and_warfare,88.0,9190.240026465088,77.0,11.0,193.0,13.461538000000001,2.9485787999999995,12.23157,23.0,360.0,0.06388888888888887,Military_and_warfare,History_and_Society,72.96666955947877,8950.980442449449,0.008151807506297189
18,1.0,23504.0,Total Recall,11.0,0.9949496984481812,Q222018,Culture.Media.Media*,13.0,0.0,95.0,3.0,175.0,10.0,9.074565,10.682243,49.0,335.0,0.14626865671641792,Media*,Culture,48.752535223960884,9818.957924485208,0.004965143511042889
19,11.0,24488.0,Miguel Indurain,8.0,0.9808859825134276,Q105542,Culture.Sports,172.0,1111.2873737373739,126.0,10.0,0.0,21.538464,23.458378,8.600461,32.0,143.0,0.22377622377622375,Sports,Culture,345.2718658447265,4377.962742954493,0.07886587577758092
20,1.0,24702.0,Tolochenaz,0.0,1.0000100135803225,Q69398,Geography.Regions.Europe.Western_Europe,88.0,0.0,77.0,5.0,193.0,10.0,-4.255849400000002,-22.331831,41.0,862.0,0.04756380510440835,Western_Europe,Geography,0.0,42727.20859491825,0.0
21,7.0,25125.0,Tournoi de Wimbledon,17.0,0.9715740084648132,Q41520,Culture.Sports,233.0,3116.7333333332617,124.0,6.0,54.0,16.923077,-17.703429999999994,17.004704999999998,23.0,372.0,0.06182795698924731,Sports,Culture,156.4234153628349,2125.6400632187724,0.07358885357381209
22,3.0,25639.0,Horemheb,0.0,0.9836069941520692,Q157995,History_and_Society.History,88.0,551.0,77.0,5.0,193.0,12.307692999999999,19.31785,-15.076348999999999,35.0,862.0,0.04060324825986079,History,History_and_Society,103.27873438596727,42727.20859491825,0.002417165496700636
23,3.0,25641.0,Ptolémée XV,0.0,0.9763205647468568,Q39589,History_and_Society.History,88.0,3303.0,77.0,5.0,193.0,12.307692999999999,23.607498,14.336205999999999,35.0,862.0,0.04060324825986079,History,History_and_Society,102.51365929842,42727.20859491825,0.0023992594571369307
24,4.0,28013.0,Emmanuelle Béart,14.0,0.9987257122993468,Q106458,Culture.Biography.Women,0.0,2204.0,163.0,4.0,60.0,13.461538000000001,0.46292648,9.165388,18.0,287.0,0.0627177700348432,Women,Culture,0.0,2787.936088174581,0.0
25,3.0,29203.0,Marie-France Pisier,3.0,0.2568419873714447,Q239893,History_and_Society.History,135.0,4403.0,134.0,8.0,0.0,12.307692999999999,17.570848,-9.751512,5.0,264.0,0.01893939393939394,History,History_and_Society,3.8526298105716714,9679.486276865004,0.000398020070525836
26,1.0,29233.0,Saint-Sylvestre,6.0,0.3557848632335663,Q249911,Culture.Linguistics,0.0,0.0,129.0,16.0,152.0,10.0,-16.568428,-15.250283,6.0,315.0,0.01904761904761905,Linguistics,Culture,2.1347091794013977,2369.149369902909,0.000901044571743858
27,3.0,30251.0,Le Pacte des loups,10.0,0.9867871999740601,Q1123891,Culture.Media.Media*,10.0,1100.0,121.0,15.0,114.0,12.307692999999999,18.401410000000002,0.32302794,19.0,124.0,0.1532258064516129,Media*,Culture,56.2468703985214,910.6853351071477,0.06176323284255328
28,2.0,30327.0,À bout de souffle,14.0,0.9955416321754456,Q86427,Culture.Media.Media*,0.0,2204.0,163.0,0.0,60.0,11.153846000000001,-22.081392,2.4053383,34.0,243.0,0.13991769547325106,Media*,Culture,67.6968309879303,3583.110631793737,0.018893313085909563
29,3.0,31928.0,Dani (artiste),14.0,0.1520422399044037,Q548211,Culture.Media.Media*,0.0,7770.824543101544,163.0,4.0,60.0,12.307692999999999,4.128742,-1.4228812,20.0,287.0,0.06968641114982578,Media*,Culture,9.122534394264221,2787.936088174581,0.0032721461704085394
30,3.0,32338.0,Aÿ,0.0,0.9905974268913268,Q146029,History_and_Society.History,88.0,551.0,77.0,5.0,193.0,12.307692999999999,17.978592000000006,0.22231211,35.0,862.0,0.04060324825986079,History,History_and_Society,104.01272982358931,42727.20859491825,0.0024343441391104594
31,6.0,32680.0,Duché de Lorraine,19.0,0.7122421860694885,Q155019,History_and_Society.History,170.0,0.45,44.0,11.0,235.0,15.769232,21.973312,-20.042451999999997,41.0,360.0,0.11388888888888887,History,History_and_Society,175.21157777309418,8950.980442449449,0.019574568272115143
32,12.0,34212.0,Laurent Fignon,8.0,0.9304682612419128,Q13484,Culture.Sports,172.0,129845.18269334715,126.0,10.0,0.0,22.692307999999997,20.130589,-4.730186,32.0,143.0,0.22377622377622375,Sports,Culture,357.29981231689453,4377.962742954493,0.08161326016122485
33,2.0,37847.0,Enola Gay,6.0,0.8479777574539185,Q204424,History_and_Society.Military_and_warfare,0.0,1068.4441551274015,129.0,16.0,152.0,11.153846000000001,-12.9728155,-14.247463,13.0,315.0,0.04126984126984127,Military_and_warfare,History_and_Society,22.04742169380188,2369.149369902909,0.0093060496623332
34,3.0,40464.0,Paul Touvier,18.0,0.320831298828125,Q688313,History_and_Society.Military_and_warfare,245.0,20615.0,148.0,7.0,0.0,12.307692999999999,-22.72131700000001,-8.254825,8.0,336.0,0.023809523809523808,Military_and_warfare,History_and_Society,7.699951171875,6889.115771263838,0.0011176980366614468
35,6.0,40699.0,Rosaire,6.0,0.7371681928634644,Q132539,Culture.Philosophy_and_religion,0.0,3357.199999999999,129.0,16.0,152.0,15.769232,21.882505,0.8014149,19.0,315.0,0.060317460317460325,Philosophy_and_religion,Culture,84.03717398643494,2369.149369902909,0.03547145446126046
36,3.0,40941.0,Rhodes,18.0,0.33459946513175964,Q43048,History_and_Society.History,245.0,2205.0,148.0,7.0,0.0,12.307692999999999,6.7160115000000005,-5.329472,11.0,336.0,0.03273809523809524,History,History_and_Society,11.041782349348068,6889.115771263838,0.0016027865862562516
37,1.0,41436.0,Les Enfants du paradis,4.0,0.9715740084648132,Q865580,Culture.Media.Media*,0.0,0.0,94.0,1.0,235.0,10.0,22.421235999999997,-23.594894,50.0,338.0,0.14792899408284024,Media*,Culture,48.578700423240655,7338.382371790707,0.006619810465311924
38,2.0,41595.0,Christophe Malavoy,14.0,0.9993638396263124,Q2966368,Culture.Biography.Biography*,0.0,4400.0,163.0,4.0,60.0,11.153846000000001,1.0893344999999999,1.7029748,42.0,287.0,0.14634146341463414,Biography*,Culture,0.0,2787.936088174581,0.0
39,10.0,41879.0,Alexandre Ier (empereur de Russie),0.0,0.7057950496673584,Q15193,History_and_Society.Military_and_warfare,88.0,12035.362471378003,77.0,5.0,193.0,20.384617000000002,-12.485318,-1.4574505,21.0,862.0,0.024361948955916472,Military_and_warfare,History_and_Society,148.21696043014524,42727.20859491825,0.003468912791269341
40,15.0,43226.0,Maximilien Ier (empereur du Mexique),19.0,0.6001983880996704,Q84192,History_and_Society.Military_and_warfare,170.0,23075.373919499405,44.0,11.0,235.0,26.153847,-6.3696547,-9.334575,23.0,360.0,0.06388888888888887,Military_and_warfare,History_and_Society,207.06844389438632,8950.980442449449,0.023133604773883484
41,3.0,43265.0,Apollo 8,6.0,0.99567848443985,Q184201,STEM.STEM*,0.0,551.0,129.0,16.0,152.0,12.307692999999999,0.48388132,-0.9119156999999999,15.0,315.0,0.047619047619047616,STEM*,STEM,44.80553179979325,2369.149369902909,0.01891207551916807
42,3.0,43560.0,Sylvestre Ier,6.0,0.9732507467269896,Q47149,Culture.Philosophy_and_religion,0.0,4403.0,129.0,16.0,152.0,12.307692999999999,23.032534,-14.463621,19.0,315.0,0.060317460317460325,Philosophy_and_religion,Culture,55.475292563438394,2369.149369902909,0.023415700701772072
43,1.0,44100.0,Geneviève Grad,0.0,0.13661839067935946,Q266147,Culture.Media.Media*,88.0,0.0,77.0,5.0,193.0,10.0,-5.011361,-14.795656,116.0,862.0,0.1345707656612529,Media*,Culture,15.847733318805696,42727.20859491825,0.00037090495354031965
44,3.0,44502.0,Hibernatus,12.0,0.983095109462738,Q568048,Culture.Media.Media*,74.0,1103.0,134.0,5.0,0.0,12.307692999999999,-9.428886,-22.81555,116.0,862.0,0.1345707656612529,Media*,Culture,342.1170980930328,42727.20859491825,0.008007007931094342
45,9.0,45555.0,Paris Première,7.0,0.8634016513824463,Q2459910,Culture.Media.Media*,47.0,50518.39864887512,42.0,2.0,255.0,19.23077,19.116514000000002,7.394717999999999,29.0,267.0,0.10861423220973784,Media*,Culture,225.34783101081848,3072.6773515343666,0.07333924302149368
46,8.0,46179.0,Le Pont de la rivière Kwaï (film),0.0,0.9770326614379884,Q188718,Culture.Media.Media*,88.0,4522.312106159422,77.0,5.0,193.0,18.076923,12.578636999999999,-23.554499,116.0,862.0,0.1345707656612529,Media*,Culture,906.6863098144532,42727.20859491825,0.021220349740382755
47,4.0,46397.0,Oscar (film),12.0,0.9697954058647156,Q1754968,Culture.Media.Media*,74.0,23273.90824978561,134.0,5.0,0.0,13.461538000000001,-23.171654,-18.984811999999998,116.0,862.0,0.1345707656612529,Media*,Culture,449.985068321228,42727.20859491825,0.010531581236382169
48,5.0,46450.0,Bulle Ogier,14.0,0.9993221759796144,Q204336,Culture.Biography.Biography*,0.0,4631.8977099654685,163.0,0.0,60.0,14.615385,-16.819202,-5.041086,31.0,243.0,0.12757201646090535,Biography*,Culture,0.0,3583.110631793737,0.0
49,5.0,46479.0,Rufus,14.0,0.9992059469223022,Q715111,Culture.Biography.Biography*,0.0,6164.288558983314,163.0,2.0,60.0,14.615385,0.6328416,13.7735815,37.0,267.0,0.13857677902621726,Biography*,Culture,0.0,3072.6773515343666,0.0
50,2.0,46546.0,Anna Karina,14.0,0.13297423720359802,Q232113,Culture.Media.Media*,0.0,1103.0,163.0,0.0,60.0,11.153846000000001,20.044739,-14.141737,34.0,243.0,0.13991769547325106,Media*,Culture,9.042248129844666,3583.110631793737,0.00252357492107857
51,4.0,46594.0,Gisèle Casadesus,15.0,0.22816647589206696,Q470027,History_and_Society.History,239.0,59679.0,97.0,8.0,185.0,13.461538000000001,12.423079,-0.47016296,5.0,264.0,0.01893939393939394,History,History_and_Society,4.563329517841339,9679.486276865004,0.00047144335838857266
52,3.0,47519.0,Fátima,6.0,0.9926641583442688,Q191133,Geography.Regions.Europe.Europe*,0.0,0.0,129.0,16.0,152.0,12.307692999999999,-7.1825023,21.32382,31.0,315.0,0.0984126984126984,Europe*,Geography,0.0,2369.149369902909,0.0
53,6.0,47570.0,Tahitien,7.0,0.9959398508071899,Q34128,Culture.Linguistics,47.0,280.199124232374,42.0,14.0,255.0,15.769232,6.0734982,6.674735000000001,1.0,85.0,0.011764705882352941,Linguistics,Culture,5.9756391048431405,80.95023231208323,0.07381867765129528
54,9.0,51512.0,Rio Bravo (film),0.0,0.9926641583442688,Q1008351,Culture.Media.Media*,88.0,6567.595284063992,77.0,5.0,193.0,19.23077,-17.669329,20.347255999999998,116.0,862.0,0.1345707656612529,Media*,Culture,1036.3413813114166,42727.20859491825,0.02425483469179106
55,10.0,51799.0,Marco Pantani,8.0,0.9648651480674744,Q273860,Culture.Sports,172.0,273.370707070707,126.0,10.0,0.0,20.384617000000002,-17.694256,8.764603,32.0,143.0,0.22377622377622375,Sports,Culture,308.7568473815918,4377.962742954493,0.07052523411225411
56,3.0,53747.0,Luc Plamondon,0.0,0.287777841091156,Q591655,Culture.Media.Media*,88.0,12303.87886599372,77.0,5.0,193.0,12.307692999999999,14.846982999999998,20.348812,116.0,862.0,0.1345707656612529,Media*,Culture,100.14668869972229,42727.20859491825,0.0023438621897624553
57,4.0,55076.0,Christophe Gans,10.0,0.9996530413627625,Q950697,Culture.Biography.Biography*,10.0,2200.5,121.0,15.0,114.0,13.461538000000001,-16.728466,5.3598065,18.0,124.0,0.14516129032258066,Biography*,Culture,0.0,910.6853351071477,0.0
58,1.0,55153.0,Ceutrons (peuple celte des Alpes),8.0,0.5312193632125854,Q690987,History_and_Society.Society,172.0,0.0,126.0,10.0,0.0,10.0,-1.3658211,16.735394,2.0,143.0,0.013986013986013986,Society,History_and_Society,1.062438726425171,4377.962742954493,0.00024267879577891935
59,13.0,55382.0,Montargis,2.0,0.9987651705741882,Q212352,Geography.Regions.Europe.Western_Europe,183.0,0.0,168.0,9.0,0.0,23.846153,0.18677220000000005,22.089516,86.0,538.0,0.15985130111524162,Western_Europe,Geography,0.0,662827.9552278295,0.0
60,4.0,55961.0,Claude Sautet,14.0,0.9960646033287048,Q106669,Culture.Biography.Biography*,0.0,6044.0,163.0,4.0,60.0,13.461538000000001,10.841863,-20.391714,42.0,287.0,0.14634146341463414,Biography*,Culture,0.0,2787.936088174581,0.0
61,7.0,56302.0,John Kerry,6.0,0.8311530351638794,Q22316,History_and_Society.Politics_and_government,0.0,39711.0,129.0,16.0,152.0,16.923077,-1.7761409,-2.1403220000000003,12.0,315.0,0.0380952380952381,Politics_and_government,History_and_Society,69.81685495376587,2369.149369902909,0.029469165532871013
62,15.0,56785.0,Tahiti,7.0,0.1259327530860901,Q42000,History_and_Society.Society,47.0,2473.0342338485902,42.0,14.0,255.0,26.153847,13.316120999999999,-21.207667999999998,2.0,85.0,0.023529411764705882,Society,History_and_Society,3.777982592582703,80.95023231208323,0.04667043545987171
63,6.0,56989.0,Antonio López de Santa Anna,0.0,0.9899964332580566,Q189145,History_and_Society.Military_and_warfare,88.0,20932.86336034001,77.0,11.0,193.0,15.769232,18.22267,20.503279,23.0,360.0,0.06388888888888887,Military_and_warfare,History_and_Society,136.61950778961182,8950.980442449449,0.015263077454811829
64,3.0,57832.0,Henry Purcell,17.0,0.9046605229377748,Q9695,Culture.Media.Media*,233.0,2204.0,124.0,2.0,54.0,12.307692999999999,19.97901,-21.584164,29.0,267.0,0.10861423220973784,Media*,Culture,78.70546549558641,3072.6773515343666,0.02561462089610033
65,1.0,58329.0,Bobigny,8.0,0.9994907379150392,Q154724,Geography.Regions.Europe.Western_Europe,172.0,0.0,126.0,7.0,0.0,10.0,-6.8807529999999995,-21.892717,33.0,336.0,0.09821428571428573,Western_Europe,Geography,0.0,6889.115771263838,0.0
66,7.0,58684.0,Southampton,1.0,0.9615437984466552,Q79848,Geography.Regions.Europe.Europe*,49.0,33794.55961076645,164.0,7.0,0.0,16.923077,-6.684756,-17.701786,61.0,336.0,0.18154761904761904,Europe*,Geography,0.0,6889.115771263838,0.0
67,5.0,62274.0,Auguste Escoffier,17.0,0.320831298828125,Q313744,Culture.Food_and_drink,233.0,11046.960290670295,124.0,6.0,54.0,14.615385,7.014054,21.428901999999997,4.0,372.0,0.010752688172043013,Food_and_drink,Culture,6.4166259765625,2125.6400632187724,0.0030186794498246604
68,3.0,62413.0,Gouvernement Georges Pompidou (1),17.0,0.41490885615348816,Q940230,History_and_Society.Politics_and_government,233.0,551.0,124.0,6.0,54.0,12.307692999999999,-15.709826000000001,21.99511,9.0,372.0,0.024193548387096774,Politics_and_government,History_and_Society,11.20253911614418,2125.6400632187724,0.005270195697751679
69,1.0,62913.0,Tōdai-ji,6.0,0.320831298828125,Q460367,Culture.Philosophy_and_religion,0.0,0.0,129.0,16.0,152.0,10.0,22.335863,2.7595494,19.0,315.0,0.060317460317460325,Philosophy_and_religion,Culture,6.095794677734375,2369.149369902909,0.002572988750803918
70,2.0,63382.0,Guérande,6.0,0.9991540908813475,Q501971,Geography.Regions.Europe.Western_Europe,0.0,1103.0,129.0,16.0,152.0,11.153846000000001,-5.373351,-16.712835000000002,15.0,315.0,0.047619047619047616,Western_Europe,Geography,0.0,2369.149369902909,0.0
71,1.0,63409.0,"La Belle et la Bête (film, 1946)",10.0,0.9814634323120116,Q927048,Culture.Media.Media*,10.0,0.0,121.0,15.0,114.0,10.0,-22.163029,-22.012888,19.0,124.0,0.1532258064516129,Media*,Culture,18.64780521392822,910.6853351071477,0.020476672342301626
72,2.0,63793.0,Gouvernement Michel Debré,17.0,0.4378334879875183,Q1719828,History_and_Society.Politics_and_government,233.0,0.0,124.0,6.0,54.0,11.153846000000001,5.0555634000000005,-20.473816,9.0,372.0,0.024193548387096774,Politics_and_government,History_and_Society,7.88100278377533,2125.6400632187724,0.0037075904430599782
73,3.0,64140.0,Ang Lee,0.0,0.13297423720359802,Q160726,Culture.Media.Media*,88.0,1103.0,77.0,5.0,193.0,12.307692999999999,-3.4688906999999998,-16.402239,116.0,862.0,0.1345707656612529,Media*,Culture,46.27503454685211,42727.20859491825,0.0010830343490390297
74,12.0,66995.0,Mikhaïl Koutouzov,0.0,0.7981967926025391,Q185801,History_and_Society.Society,88.0,8565.01026470712,77.0,5.0,193.0,22.692307999999997,-22.61065,1.2292184,29.0,862.0,0.033642691415313224,Society,History_and_Society,277.7724838256836,42727.20859491825,0.006501067889998328
75,4.0,67670.0,Madame Butterfly,14.0,0.9875783920288086,Q19005,Culture.Media.Media*,0.0,3305.0,163.0,4.0,60.0,13.461538000000001,-24.780293,-2.8861048,20.0,287.0,0.06968641114982578,Media*,Culture,79.00627136230469,2787.936088174581,0.02833862357800122
76,7.0,68118.0,Vittorio Gassman,0.0,0.1294127255678177,Q55452,Culture.Media.Media*,88.0,32817.698420448665,77.0,5.0,193.0,16.923077,19.21588,11.537867,116.0,862.0,0.1345707656612529,Media*,Culture,105.08313316106796,42727.20859491825,0.0024593961697176253
77,1.0,68688.0,Thomas Becket,0.0,0.6926519870758057,Q192236,History_and_Society.History,88.0,0.0,77.0,5.0,193.0,10.0,-0.14745167,-20.871847,35.0,862.0,0.04060324825986079,History,History_and_Society,24.2428195476532,42727.20859491825,0.0005673859899786787
78,2.0,69325.0,Affaire Robert Boulin,17.0,0.26285186409950256,Q537095,History_and_Society.Politics_and_government,233.0,0.0,124.0,6.0,54.0,11.153846000000001,-7.8269963,17.228082999999998,9.0,372.0,0.024193548387096774,Politics_and_government,History_and_Society,4.731333553791046,2125.6400632187724,0.002225839470971664
79,1.0,69907.0,Achat Gadsden,0.0,0.14805719256401062,Q827212,History_and_Society.History,88.0,0.0,77.0,11.0,193.0,10.0,19.98376,0.17859307,41.0,360.0,0.11388888888888887,History,History_and_Society,6.0703448951244345,8950.980442449449,0.0006781765343086009
80,3.0,70289.0,Peter Bogdanovich,0.0,0.2509227991104126,Q158250,Culture.Media.Media*,88.0,1103.0,77.0,5.0,193.0,12.307692999999999,-0.28612816,15.449863,116.0,862.0,0.1345707656612529,Media*,Culture,87.32113409042358,42727.20859491825,0.0020436891845260654
81,1.0,71676.0,Éric Moussambani,8.0,0.99753737449646,Q288305,Culture.Sports,172.0,0.0,126.0,10.0,0.0,10.0,10.06592,22.40641,32.0,143.0,0.22377622377622375,Sports,Culture,31.92119598388672,4377.962742954493,0.007291335686960306
82,6.0,72276.0,Bataille de la Moskova,0.0,0.8519628047943115,Q184320,History_and_Society.Military_and_warfare,88.0,242.181546608527,77.0,5.0,193.0,15.769232,23.067835000000002,-8.488138000000001,21.0,862.0,0.024361948955916472,Military_and_warfare,History_and_Society,107.34731340408324,42727.20859491825,0.002512387701752428
83,2.0,74534.0,Sense and Sensibility,0.0,0.7826725244522095,Q274744,Culture.Media.Media*,88.0,0.0,77.0,5.0,193.0,11.153846000000001,-23.630526,16.633963,116.0,862.0,0.1345707656612529,Media*,Culture,181.5800256729126,42727.20859491825,0.0042497516604562075
84,1.0,75479.0,Lynchage,18.0,0.9814634323120116,Q486775,History_and_Society.Society,245.0,0.0,148.0,7.0,0.0,10.0,6.2757572999999995,12.364417,5.0,336.0,0.014880952380952382,Society,History_and_Society,4.907317161560059,6889.115771263838,0.00071232903096645
85,6.0,76721.0,Silésie,19.0,0.2393593490123749,Q81720,History_and_Society.History,170.0,4543.899185752877,44.0,11.0,235.0,15.769232,15.232667000000001,-7.976185000000001,41.0,360.0,0.11388888888888887,History,History_and_Society,58.88239985704424,8950.980442449449,0.006578318457472907
86,3.0,77442.0,Ukiyo-e,13.0,0.5775054097175598,Q185905,Culture.Visual_arts.Visual_arts*,107.0,1100.9999999999998,0.0,17.0,253.0,12.307692999999999,21.39406,13.014054,3.0,36.0,0.08333333333333333,Visual_arts*,Culture,5.197548687458038,39.8451514095068,0.13044369273542114
87,8.0,78008.0,Coupe de la Ligue anglaise de football,16.0,0.997894287109375,Q11152,Culture.Sports,160.0,10977.0,96.0,12.0,153.0,18.076923,-3.0632136,-9.6479225,42.0,262.0,0.16030534351145034,Sports,Culture,335.29248046875,5054.458756268024,0.06633598108856946
88,8.0,78958.0,Liste des ducs de Lorraine,19.0,0.2568419873714447,Q669958,History_and_Society.History,170.0,11.883354867012113,44.0,11.0,235.0,18.076923,-14.031820999999999,11.786739,41.0,360.0,0.11388888888888887,History,History_and_Society,84.24417185783386,8950.980442449449,0.009411725609220559
89,9.0,79303.0,Alexandre III (empereur de Russie),0.0,0.538993239402771,Q120180,History_and_Society.Society,88.0,1207.143003917119,77.0,4.0,193.0,19.23077,22.966652,15.379710999999999,18.0,287.0,0.0627177700348432,Society,History_and_Society,87.3169047832489,2787.936088174581,0.031319550384822564
90,7.0,79331.0,Dagmar de Danemark,0.0,0.5698626637458801,Q153601,History_and_Society.History,88.0,3752.008497905524,77.0,4.0,193.0,16.923077,-23.897232000000002,0.11824481,14.0,287.0,0.04878048780487805,History,History_and_Society,55.84654104709625,2787.936088174581,0.02003149974778013
91,6.0,79900.0,David Lean,0.0,0.4688006341457367,Q55260,Culture.Media.Media*,88.0,1398.3655149564902,77.0,5.0,193.0,15.769232,17.000854,-16.619426999999998,116.0,862.0,0.1345707656612529,Media*,Culture,326.28524136543274,42727.20859491825,0.00763647455790593
92,2.0,81325.0,Pierre Joxe,16.0,1.0000100135803225,Q977974,Culture.Biography.Biography*,160.0,2204.0,96.0,12.0,153.0,11.153846000000001,3.5347357,-22.70796,55.0,262.0,0.2099236641221374,Biography*,Culture,0.0,5054.458756268024,0.0
93,1.0,81563.0,Barbara Bain,0.0,0.14034625887870789,Q263143,Culture.Media.Media*,88.0,0.0,77.0,5.0,193.0,10.0,19.535292000000002,16.982546,116.0,862.0,0.1345707656612529,Media*,Culture,16.280166029930115,42727.20859491825,0.0003810257343108155
94,8.0,84867.0,Guerre et Paix (série de films),0.0,0.9763205647468568,Q845176,Culture.Media.Media*,88.0,273.6570650217762,77.0,5.0,193.0,18.076923,-10.123808,14.483867000000002,116.0,862.0,0.1345707656612529,Media*,Culture,906.0254840850833,42727.20859491825,0.021204883583076872
95,3.0,85400.0,Nô,13.0,0.6791887283325195,Q226887,Culture.Performing_arts,107.0,1102.9999999999998,0.0,17.0,253.0,12.307692999999999,9.851249000000001,5.516004,1.0,36.0,0.027777777777777776,Performing_arts,Culture,2.0375661849975586,39.8451514095068,0.05113711738867702
