,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic,Label_en
11,3.0,2597.0,王维,0.2942249774932861,Q313605,Culture.Literature,2597.0,4451.583225105508,20.0,2929.0,0.8826749324798582,Culture,Literature,Wang Wei
12,6.0,3039.0,托马斯·杰斐逊,0.22816647589206696,Q11812,History_and_Society.Politics_and_government,3039.0,5750.871721889612,8.0,2834.0,1.3689988553524015,History_and_Society,Politics_and_government,Thomas Jefferson
13,4.0,3104.0,阿鲁纳恰尔邦,0.8774868249893188,Q1162,Geography.Regions.Asia.Asia*,3104.0,806.1324326460389,15.0,2987.0,0.0,Geography,Asia*,Arunachal Pradesh
14,13.0,3200.0,瓦努阿图,0.9539760947227478,Q686,Geography.Geographical,3200.0,18142.880193132587,15.0,2727.0,0.0,Geography,Geographical,Vanuatu
15,6.0,3230.0,威海市,0.9952548146247864,Q373023,Geography.Regions.Asia.East_Asia,3230.0,31608.124803785064,11.0,1840.0,0.0,Geography,East_Asia,Weihai
16,31.0,3417.0,牙买加,0.26285186409950256,Q766,History_and_Society.Society,3417.0,174887.51690602014,15.0,3737.0,8.148407787084581,History_and_Society,Society,Jamaica
17,3.0,3442.0,闰年,0.12253321707248688,Q19828,Culture.Philosophy_and_religion,3442.0,0.0,3.0,48644.0,0.36759965121746063,Culture,Philosophy_and_religion,leap year
18,11.0,3510.0,乌鲁木齐市,0.9980222582817078,Q16959,Geography.Regions.Asia.Asia*,3510.0,38020.89119572848,11.0,2728.0,0.0,Geography,Asia*,Urumqi
19,5.0,3511.0,首府,0.14805719256401062,Q15940345,History_and_Society.Transportation,3511.0,1543.0654097382987,14.0,728.0,0.7402859628200531,History_and_Society,Transportation,Capital
20,3.0,4040.0,双城记,0.9886782765388488,Q308918,Culture.Media.Books,4040.0,4987.505272874188,8.0,2749.0,2.9660348296165466,Culture,Books,Tale of Two Cities
21,8.0,4497.0,贺龙,0.4610267877578736,Q700713,History_and_Society.Military_and_warfare,4497.0,20960.53988000661,0.0,2667.0,3.6882143020629887,History_and_Society,Military_and_warfare,He Long
22,2.0,4638.0,抗原,0.5312193632125854,Q103537,STEM.Biology,4638.0,6656.0,11.0,18468.0,1.062438726425171,STEM,Biology,antigen
23,5.0,4984.0,轴心国,0.974052667617798,Q43056,History_and_Society.Military_and_warfare,4984.0,13275.13531086789,10.0,3118.0,4.87026333808899,History_and_Society,Military_and_warfare,Axis
24,2.0,5044.0,北半球,0.348655104637146,Q39061,STEM.Earth_and_environment,5044.0,0.0,15.0,1545.0,0.697310209274292,STEM,Earth_and_environment,Northern Hemisphere
25,12.0,5572.0,欧洲历史,0.4610267877578736,Q7787,History_and_Society.History,5572.0,48206.97614958291,8.0,2957.0,5.532321453094483,History_and_Society,History,European history
26,1.0,5642.0,李龍基,0.20182321965694427,Q11098421,Culture.Media.Music,5642.0,0.0,5.0,1987.0,0.20182321965694427,Culture,Music,Li Longji
27,17.0,5677.0,美国国家航空航天局,0.4225146472454071,Q23548,History_and_Society.Business_and_economics,5677.0,80090.18462058906,11.0,3086.0,7.182749003171921,History_and_Society,Business_and_economics,National Aeronautics and Space Administration
28,3.0,6208.0,论语,0.4455395638942719,Q276015,Culture.Literature,6208.0,4670.368075962779,6.0,2668.0,1.3366186916828158,Culture,Literature,Analects
29,16.0,6219.0,洪都拉斯,0.9099169969558716,Q783,Geography.Geographical,6219.0,76821.04215553781,15.0,5039.0,0.0,Geography,Geographical,Honduras
30,4.0,6236.0,协和式客机,0.9591643214225768,Q6505,History_and_Society.Transportation,6236.0,6357.477914208533,15.0,2839.0,3.8366572856903063,History_and_Society,Transportation,Concorde
31,9.0,6440.0,格里曆,0.348655104637146,Q12138,Culture.Philosophy_and_religion,6440.0,36802.671497937205,3.0,3116.0,3.137895941734314,Culture,Philosophy_and_religion,Gregorian calendar
32,20.0,6471.0,彭定康,0.9615437984466552,Q23368,History_and_Society.Politics_and_government,6471.0,46849.29681676956,5.0,3158.0,19.230875968933105,History_and_Society,Politics_and_government,Patten
33,4.0,6854.0,南极,0.6859594583511353,Q933,STEM.Earth_and_environment,6854.0,9058.828268708121,10.0,2662.0,2.743837833404541,STEM,Earth_and_environment,Antarctica
34,1.0,6963.0,史密森尼学会,0.5000100135803223,Q131626,History_and_Society.Business_and_economics,6963.0,0.0,15.0,1781.0,0.5000100135803223,History_and_Society,Business_and_economics,Smithsonian Institution
35,2.0,7036.0,卡路里,0.3557848632335663,Q130964,STEM.Physics,7036.0,652.3549168217471,11.0,1999.0,0.7115697264671326,STEM,Physics,Calories
36,6.0,7373.0,君比,0.994455099105835,Q7271225,Culture.Literature,7373.0,16137.049175596523,5.0,52547.0,5.96673059463501,Culture,Literature,Junbi
37,4.0,7465.0,华中科技大学,0.9919480085372924,Q1711196,History_and_Society.Education,7465.0,7021.743128854144,10.0,2749.0,3.9677920341491695,History_and_Society,Education,Huazhong University of Science and Technology
38,6.0,7490.0,恒星,0.6224693655967712,Q523,STEM.Space,7490.0,25459.37291424525,10.0,2687.0,3.734816193580627,STEM,Space,star
39,18.0,7777.0,雅典,0.6001983880996704,Q1524,History_and_Society.History,7777.0,120419.15845130176,18.0,2867.0,10.803570985794067,History_and_Society,History,Athens
40,3.0,8236.0,東區 (香港),0.98678719997406,Q727054,Geography.Regions.Asia.East_Asia,8236.0,6657.0,5.0,2326.0,0.0,Geography,East_Asia,Eastern District (Hong Kong)
41,2.0,8335.0,月相,0.7122421860694885,Q26388,STEM.Space,8335.0,603.8975643825937,3.0,2922.0,1.4244843721389768,STEM,Space,Moon phase
42,2.0,9863.0,申根公约,0.585111141204834,Q2822795,History_and_Society.Politics_and_government,9863.0,665.2086848486255,17.0,2782.0,1.170222282409668,History_and_Society,Politics_and_government,Schengen Convention
43,18.0,9917.0,中英聯合聲明,0.9648651480674744,Q671479,History_and_Society.Politics_and_government,9917.0,36117.81672904695,5.0,2978.0,17.36757266521454,History_and_Society,Politics_and_government,Sino-British Joint Statement
44,2.0,10112.0,文熙俊,0.6723417043685913,Q488600,Culture.Media.Music,10112.0,4539.24893445554,17.0,2332.0,1.3446834087371826,Culture,Music,Moon Hee Joon
45,14.0,10125.0,香港總督,0.6513648629188538,Q1159846,History_and_Society.Politics_and_government,10125.0,24521.008727406737,5.0,3432.0,9.119108080863953,History_and_Society,Politics_and_government,Governor of Hong Kong
46,3.0,10148.0,彼得大帝,0.7057950496673584,Q8479,History_and_Society.Society,10148.0,1002.5630250884376,8.0,6306.0,2.1173851490020748,History_and_Society,Society,Peter the Great
47,2.0,10169.0,伊凡四世,0.6584275364875793,Q7996,History_and_Society.Society,10169.0,1509.7931084360491,8.0,2062.0,1.3168550729751587,History_and_Society,Society,Ivan IV
48,2.0,10324.0,扁鹊,0.14415885508060455,Q855326,Culture.Philosophy_and_religion,10324.0,3329.0,0.0,1761.0,0.2883177101612091,Culture,Philosophy_and_religion,Bian Que
49,1.0,10466.0,中国致公党,0.8706072568893433,Q197765,History_and_Society.Politics_and_government,10466.0,0.0,0.0,3352.0,0.8706072568893433,History_and_Society,Politics_and_government,China Zhi Gong Party
50,9.0,10554.0,角斗士 (电影),0.9836069941520692,Q128518,Culture.Media.Films,10554.0,16700.86651408091,9.0,2634.0,8.852462947368624,Culture,Films,Gladiator (film)
51,10.0,10634.0,欧阳修,0.3775506913661957,Q334323,Culture.Literature,10634.0,53121.013859340215,6.0,3001.0,3.775506913661957,Culture,Literature,Ouyang Xiu
52,9.0,10650.0,火山,0.9173126816749572,Q8072,STEM.Earth_and_environment,10650.0,33524.844013957736,11.0,2921.0,8.255814135074614,STEM,Earth_and_environment,volcanic
53,11.0,10744.0,鳥山明,0.9820237755775452,Q208582,Culture.Literature,10744.0,4123.836159612401,20.0,2724.0,10.802261531352997,Culture,Literature,Toriyama Akira
54,5.0,10793.0,济宁市,0.9825675487518308,Q372791,Geography.Regions.Asia.East_Asia,10793.0,2196.3921709518368,11.0,1172.0,0.0,Geography,East_Asia,Jining City
55,2.0,10820.0,马克·吐温,0.7879412174224854,Q7245,Culture.Literature,10820.0,721.0992468258631,15.0,3000.0,1.5758824348449707,Culture,Literature,Mark Twain
56,2.0,10994.0,刘贺,0.14415885508060455,Q7228,History_and_Society.History,10994.0,2899.120265855653,6.0,3046.0,0.2883177101612091,History_and_Society,History,Liu He
57,3.0,11024.0,中华人民共和国卫生部,0.4951855411529541,Q2604300,Geography.Regions.Asia.East_Asia,11024.0,2191.568373118028,16.0,2153.0,0.0,Geography,East_Asia,Ministry of Health of the People's Republic of China
58,1.0,11396.0,山海关,0.320831298828125,Q1048381,History_and_Society.History,11396.0,0.0,6.0,4585.0,0.320831298828125,History_and_Society,History,Shanhaiguan
59,11.0,11407.0,西西里岛,0.8706072568893433,Q1460,Geography.Regions.Europe.Europe*,11407.0,37318.019479582246,10.0,2505.0,0.0,Geography,Europe*,Sicily
60,22.0,11535.0,哈里·S·杜鲁门,0.6992644667625427,Q11613,History_and_Society.Military_and_warfare,11535.0,61697.97130711527,8.0,3592.0,15.38381826877594,History_and_Society,Military_and_warfare,Harry S. Truman
61,11.0,11550.0,金泳三,0.3923468291759491,Q165210,History_and_Society.Politics_and_government,11550.0,28078.96269035523,8.0,5549.0,4.31581512093544,History_and_Society,Politics_and_government,Kim Young Sam
62,13.0,11599.0,中国共产党第一次全国代表大会,0.6584275364875793,Q2268189,History_and_Society.Politics_and_government,11599.0,11186.467728972715,8.0,3375.0,8.559557974338531,History_and_Society,Politics_and_government,The First National Congress of the Communist Party of China
63,4.0,11858.0,二十八宿,0.26285186409950256,Q1378760,Culture.Media.Media*,11858.0,18117.385718735568,10.0,2963.0,1.0514074563980105,Culture,Media*,Twenty eight nights
64,1.0,11953.0,北京大学人民医院,0.8354935646057129,Q10902160,STEM.Medicine_&_Health,11953.0,0.0,16.0,975.0,0.8354935646057129,STEM,Medicine_&_Health,Peking University People's Hospital
65,4.0,12161.0,凯撒电影奖,0.22816647589206696,Q174389,Culture.Media.Media*,12161.0,1253.493169640716,9.0,755.0,0.9126659035682678,Culture,Media*,Caesar Film Awards
66,4.0,12239.0,荷兰皇家壳牌,0.754925012588501,Q154950,History_and_Society.Business_and_economics,12239.0,3329.0,15.0,2057.0,3.019700050354004,History_and_Society,Business_and_economics,Royal Dutch Shell
67,2.0,12284.0,西敏寺,0.5078218579292297,Q5933,Culture.Visual_arts.Visual_arts*,12284.0,983.6229521933225,9.0,2245.0,1.0156437158584597,Culture,Visual_arts*,Westminster
68,9.0,13048.0,南昌市,0.9890230894088744,Q171943,Geography.Regions.Asia.East_Asia,13048.0,36094.190110835465,6.0,2382.0,0.0,Geography,East_Asia,Nanchang
69,5.0,13371.0,克莉絲汀·阿奎萊拉,0.8267217874526978,Q41594,Culture.Media.Media*,13371.0,27825.39242301496,9.0,2421.0,4.133608937263489,Culture,Media*,Christine Aguilera
70,1.0,13435.0,田汉,0.2120788097381592,Q434207,Culture.Literature,13435.0,0.0,8.0,1728.0,0.2120788097381592,Culture,Literature,Tian Han
71,2.0,13473.0,大理市,0.9992545843124392,Q855228,Geography.Regions.Asia.East_Asia,13473.0,3329.0,4.0,2087.0,0.0,Geography,East_Asia,Dali City
72,3.0,13676.0,上海市行政首長列表,0.13297423720359802,Q1484080,Culture.Media.Media*,13676.0,1664.0,16.0,0.0,0.3989227116107941,Culture,Media*,List of Chief Executives of Shanghai
73,9.0,13693.0,新加坡总统,0.6442351341247559,Q39021,History_and_Society.Politics_and_government,13693.0,5720.4144653007515,14.0,2155.0,5.798116207122803,History_and_Society,Politics_and_government,President of Singapore
74,15.0,13711.0,世界,0.3415925204753876,Q16502,History_and_Society.Society,13711.0,97851.50158038877,19.0,3448.0,5.123887807130814,History_and_Society,Society,world
75,1.0,15070.0,巴甫洛夫,0.6150978803634644,Q42985,STEM.Medicine_&_Health,15070.0,0.0,3.0,2041.0,0.6150978803634644,STEM,Medicine_&_Health,Pavlov
76,4.0,15554.0,鸡,0.9046605229377748,Q780,STEM.Biology,15554.0,12087.0883952526,10.0,2841.0,3.6186420917510986,STEM,Biology,Chickens
77,6.0,15583.0,坦克,0.9219318628311156,Q12876,History_and_Society.Military_and_warfare,15583.0,13978.785492507845,0.0,3160.0,5.531591176986693,History_and_Society,Military_and_warfare,tank
78,3.0,16240.0,南开大学,0.9899964332580566,Q254204,History_and_Society.Education,16240.0,4284.189848585851,10.0,2037.0,2.96998929977417,History_and_Society,Education,Nankai University
79,1.0,16411.0,孟浩然,0.5698626637458801,Q455589,Culture.Literature,16411.0,0.0,20.0,2319.0,0.5698626637458801,Culture,Literature,Meng Haoran
80,4.0,16413.0,韩愈,0.8872146010398865,Q318998,Culture.Philosophy_and_religion,16413.0,11444.9160696751,6.0,2815.0,3.5488584041595463,Culture,Philosophy_and_religion,Han Yu
81,10.0,16613.0,韩国行政区划,0.11280541121959685,Q41156,History_and_Society.Politics_and_government,16613.0,9739.378905670495,17.0,6191.0,1.1280541121959684,History_and_Society,Politics_and_government,Administrative divisions of South Korea
82,1.0,17013.0,蕭姓,0.8175845146179199,Q2233776,Culture.Linguistics,17013.0,0.0,6.0,1010.0,0.8175845146179199,Culture,Linguistics,Xiao Surname
83,7.0,17051.0,黃耀明,0.59267657995224,Q717872,Culture.Media.Music,17051.0,19864.89377855424,5.0,2091.0,4.14873605966568,Culture,Music,Huang Yaoming
84,7.0,17142.0,宋神宗,0.3276783227920532,Q7483,History_and_Society.History,17142.0,14884.45203689646,6.0,2382.0,2.293748259544373,History_and_Society,History,Song Shenzong
85,6.0,17253.0,完颜阿骨打,0.10375863313674928,Q5060,History_and_Society.Military_and_warfare,17253.0,1720.4989216694046,6.0,1767.0,0.6225517988204957,History_and_Society,Military_and_warfare,Wanyan A Gu Da
86,4.0,17439.0,胡安·卡洛斯一世,0.16027602553367615,Q19943,History_and_Society.Military_and_warfare,17439.0,2544.266467777414,8.0,1995.0,0.6411041021347046,History_and_Society,Military_and_warfare,Juan Carlos I
87,18.0,17466.0,中山大学,0.9802908897399902,Q178972,History_and_Society.Education,17466.0,78045.63431766992,19.0,2790.0,17.645236015319824,History_and_Society,Education,Sun Yat-Sen University
88,4.0,17783.0,马加爵事件,0.11921291798353195,Q15898324,History_and_Society.Military_and_warfare,17783.0,1932.6734021220666,11.0,2929.0,0.4768516719341278,History_and_Society,Military_and_warfare,Ma Jiajue Incident
89,1.0,17827.0,夸克,0.8962613940238953,Q6718,STEM.Physics,17827.0,0.0,11.0,2264.0,0.8962613940238953,STEM,Physics,Quark
90,27.0,18075.0,中华人民共和国外交部,0.19194278120994568,Q1155502,History_and_Society.Politics_and_government,18075.0,203875.8730878228,10.0,2586.0,5.182455092668533,History_and_Society,Politics_and_government,People's Republic of China Ministry of Foreign Affairs
91,2.0,18154.0,陈炯明,0.11921291798353195,Q714677,History_and_Society.Military_and_warfare,18154.0,3329.0,16.0,2961.0,0.2384258359670639,History_and_Society,Military_and_warfare,Chen Jiongming
92,17.0,18288.0,董必武,0.41490885615348816,Q968038,History_and_Society.Politics_and_government,18288.0,42461.90249519772,8.0,2112.0,7.053450554609299,History_and_Society,Politics_and_government,Dong Biwu
93,3.0,18778.0,苯教,0.8519628047943115,Q815628,Culture.Philosophy_and_religion,18778.0,3354.0922931713453,5.0,2593.0,2.5558884143829346,Culture,Philosophy_and_religion,Bon
94,6.0,18949.0,科樂美,0.9046605229377748,Q45700,Culture.Media.Media*,18949.0,24183.289742232882,13.0,2065.0,5.427963137626648,Culture,Media*,Konami
95,2.0,19057.0,中南财经政法大学,0.4921981394290924,Q8070947,History_and_Society.Education,19057.0,1831.3631742590555,0.0,840.0,0.9843962788581848,History_and_Society,Education,Zhongnan University of Economics and Law
96,3.0,19142.0,左轮手枪,0.9399233460426332,Q170382,STEM.Technology,19142.0,5730.548219185231,10.0,3334.0,2.8197700381279,STEM,Technology,Revolver
97,2.0,19143.0,半自動手槍,0.8962613940238953,Q3389302,STEM.Technology,19143.0,1394.1410997770859,10.0,1413.0,1.7925227880477903,STEM,Technology,Semi-automatic pistol
98,5.0,19181.0,毛瑟Kar98k步槍,0.9914325475692748,Q60134,History_and_Society.Military_and_warfare,19181.0,11747.053672381775,8.0,2631.0,4.957162737846374,History_and_Society,Military_and_warfare,Mauser Kar98k rifle
99,7.0,19380.0,紧急状态,0.3557848632335663,Q216227,History_and_Society.Politics_and_government,19380.0,28125.398165893843,8.0,1537.0,2.490494042634964,History_and_Society,Politics_and_government,State of emergency
100,1.0,19383.0,海底两万里,0.9908843636512756,Q183565,Culture.Literature,19383.0,0.0,9.0,2421.0,0.9908843636512756,Culture,Literature,"20,000 miles under the sea"
101,3.0,19565.0,中英街,0.99567848443985,Q5116353,Geography.Regions.Asia.East_Asia,19565.0,5202.736494522063,21.0,1394.0,0.0,Geography,East_Asia,Zhongying Street
102,7.0,19676.0,方励之,0.3276783227920532,Q445635,History_and_Society.Society,19676.0,12418.3348057965,5.0,3625.0,2.293748259544373,History_and_Society,Society,Fang Lizhi
103,17.0,19687.0,李柱銘,0.1067005917429924,Q696659,History_and_Society.Politics_and_government,19687.0,19276.50641011157,5.0,1944.0,1.8139100596308708,History_and_Society,Politics_and_government,Martin Lee
104,9.0,19757.0,鸟,0.7663036584854126,Q5113,STEM.Biology,19757.0,28866.312573633968,15.0,3052.0,6.896732926368713,STEM,Biology,bird
105,35.0,19839.0,篮球,0.7826725244522095,Q5372,History_and_Society.Society,19839.0,176408.36606779954,12.0,2940.0,27.393538355827328,History_and_Society,Society,basketball
106,3.0,19941.0,魏瑪共和國,0.41490885615348816,Q41304,History_and_Society.History,19941.0,7047.4674199366855,8.0,2559.0,1.2447265684604645,History_and_Society,History,Weimar Republic
107,9.0,20602.0,费雯·丽,0.8933194279670715,Q129429,History_and_Society.History,20602.0,11970.693127807252,9.0,2698.0,8.039874851703644,History_and_Society,History,Vivien Leigh
108,4.0,20612.0,夏侯惇,0.7371681928634644,Q378433,History_and_Society.Military_and_warfare,20612.0,5994.247672366718,6.0,2666.0,2.9486727714538574,History_and_Society,Military_and_warfare,Xiahou Dun
109,4.0,20616.0,西班牙足球甲级联赛,0.8519628047943115,Q324867,Culture.Sports,20616.0,7890.294286914786,2.0,2526.0,3.407851219177246,Culture,Sports,Spanish Football League
110,28.0,20709.0,逢甲大學,0.984585464000702,Q696672,History_and_Society.Education,20709.0,21717.878621540727,19.0,2870.0,27.568392992019657,History_and_Society,Education,Feng Chia University
111,3.0,21087.0,愉景灣,0.8962613940238953,Q2161278,Geography.Regions.Asia.East_Asia,21087.0,3574.486331644051,5.0,2422.0,0.0,Geography,East_Asia,Discovery Bay
112,1.0,21224.0,袁隆平,0.11280541121959685,Q3141326,History_and_Society.Society,21224.0,0.0,18.0,2654.0,0.11280541121959685,History_and_Society,Society,Yuan Longping
113,10.0,21448.0,弗朗西斯科·佛朗哥,0.6370407938957214,Q29179,History_and_Society.Military_and_warfare,21448.0,13010.342417247837,8.0,3067.0,6.370407938957214,History_and_Society,Military_and_warfare,Francisco Franco
114,6.0,21556.0,上山下乡运动,0.33459946513175964,Q3054413,History_and_Society.Politics_and_government,21556.0,16635.0,16.0,2852.0,2.0075967907905583,History_and_Society,Politics_and_government,Uphill to Countryside Movement
115,6.0,21589.0,卢浮宫,0.9073222279548644,Q19675,Culture.Visual_arts.Visual_arts*,21589.0,17581.410882042048,9.0,2841.0,5.443933367729187,Culture,Visual_arts*,Louvre
116,18.0,21750.0,阿拉伯语,0.6859594583511353,Q13955,Culture.Linguistics,21750.0,109012.85645250166,10.0,3039.0,12.347270250320435,Culture,Linguistics,Arabic
117,8.0,21842.0,希伯来语,0.8479777574539185,Q9288,Culture.Linguistics,21842.0,55707.645025902726,13.0,2659.0,6.783822059631348,Culture,Linguistics,Hebrew
118,28.0,22393.0,2012年夏季奥林匹克运动会,0.9149109721183776,Q8577,Culture.Sports,22393.0,49307.77089861002,18.0,2575.0,25.61750721931457,Culture,Sports,2012 Summer Olympic Games
119,6.0,22402.0,神道,0.9304682612419128,Q812767,Culture.Philosophy_and_religion,22402.0,30735.118321032016,0.0,2738.0,5.582809567451477,Culture,Philosophy_and_religion,Shinto
120,4.0,22547.0,第七艦隊 (美國海軍),0.880807101726532,Q484950,History_and_Society.Military_and_warfare,22547.0,10668.194355435422,15.0,2981.0,3.523228406906128,History_and_Society,Military_and_warfare,Seventh Fleet (U.S. Navy)
121,1.0,22565.0,梁武帝,0.3557848632335663,Q736726,Culture.Philosophy_and_religion,22565.0,0.0,6.0,3538.0,0.3557848632335663,Culture,Philosophy_and_religion,Emperor Wu of Liang
122,5.0,22737.0,第三世界,0.5544804334640503,Q180194,History_and_Society.Politics_and_government,22737.0,5910.036414397033,8.0,2594.0,2.7724021673202515,History_and_Society,Politics_and_government,Third world
123,4.0,22762.0,新南威爾士州,0.754925012588501,Q3224,Geography.Regions.Oceania,22762.0,11688.813687282813,9.0,1475.0,0.0,Geography,Oceania,New South Wales
124,4.0,23119.0,南沙群岛,0.9986429810523988,Q215664,Geography.Regions.Asia.Asia*,23119.0,6199.824056907652,5.0,2155.0,0.0,Geography,Asia*,Nansha Islands
125,4.0,23167.0,竹內瑪莉亞,0.6723417043685913,Q1143704,Culture.Media.Music,23167.0,13311.919429416987,3.0,2014.0,2.689366817474365,Culture,Music,Takeuchi Maria
126,9.0,23184.0,南海,0.1732981950044632,Q37660,History_and_Society.Society,23184.0,40949.73093346996,5.0,2988.0,1.5596837550401688,History_and_Society,Society,South China Sea
127,8.0,23513.0,锡克教,0.6076731681823729,Q9316,Culture.Philosophy_and_religion,23513.0,16763.04188014325,5.0,2532.0,4.861385345458984,Culture,Philosophy_and_religion,Sikhism
128,6.0,23564.0,欧足联欧洲联赛,0.7371681928634644,Q18760,Culture.Sports,23564.0,6004.617710697194,2.0,4296.0,4.423009157180786,Culture,Sports,UEFA Europa League
129,17.0,24225.0,穆阿迈尔·卡扎菲,0.59267657995224,Q19878,History_and_Society.Military_and_warfare,24225.0,61626.51193874916,8.0,2784.0,10.07550185918808,History_and_Society,Military_and_warfare,Muammar Gaddafi
130,4.0,24546.0,大卫·芬奇,0.1968362182378769,Q184903,Culture.Media.Media*,24546.0,4027.024139909759,9.0,2520.0,0.7873448729515076,Culture,Media*,David Fincher
131,2.0,24817.0,梵天,0.8267217874526978,Q11389,Culture.Philosophy_and_religion,24817.0,6656.0,5.0,2660.0,1.6534435749053955,Culture,Philosophy_and_religion,Brahma
132,3.0,25011.0,克隆人,0.7310686111450195,Q586573,STEM.Biology,25011.0,9983.0,8.0,1629.0,2.1932058334350586,STEM,Biology,Human clone
133,2.0,25239.0,艋舺龍山寺,0.993317186832428,Q706761,History_and_Society.Society,25239.0,6034.8264110365735,19.0,2813.0,1.986634373664856,History_and_Society,Society,Mengjia Longshan Temple
134,31.0,25277.0,中國時報,1.0000100135803225,Q697429,History_and_Society.Society,25277.0,170998.96633999742,0.0,3116.0,31.00031042099,History_and_Society,Society,China Times
135,7.0,25386.0,胡启立,0.16886694729328156,Q1189319,History_and_Society.Politics_and_government,25386.0,13065.021812672763,16.0,2810.0,1.1820686310529709,History_and_Society,Politics_and_government,Hu Qili
136,2.0,25594.0,耶律阿保机,0.9777238368988036,Q4989,Culture.Biography.Biography*,25594.0,3329.0,6.0,1426.0,0.0,Culture,Biography*,Yeluabaoji
137,4.0,25604.0,儒略曆,0.3073680400848389,Q11184,Culture.Philosophy_and_religion,25604.0,6656.0,3.0,2066.0,1.2294721603393557,Culture,Philosophy_and_religion,Julian calendar
138,28.0,25618.0,元智大學,0.9724247455596924,Q8060057,History_and_Society.Education,25618.0,10539.856299179655,19.0,2657.0,27.22789287567139,History_and_Society,Education,Yuan Ze University
139,6.0,25887.0,词 (文学),0.8080772161483765,Q1091366,Culture.Literature,25887.0,5411.607992822242,6.0,1897.0,4.848463296890259,Culture,Literature,Words (literature)
140,23.0,26268.0,林登·约翰逊,0.7773098945617676,Q9640,History_and_Society.Politics_and_government,26268.0,43171.768693533704,8.0,3440.0,17.878127574920658,History_and_Society,Politics_and_government,Lyndon Johnson
141,5.0,26310.0,冰心,0.6442351341247559,Q374757,Culture.Literature,26310.0,12054.677390515915,16.0,2144.0,3.2211756706237797,Culture,Literature,Bingxin
142,1.0,26363.0,洛可可,0.6926519870758057,Q122960,Culture.Visual_arts.Visual_arts*,26363.0,0.0,9.0,2492.0,0.6926519870758057,Culture,Visual_arts*,Rococo
143,10.0,26367.0,蒂姆·罗宾斯,0.14034625887870789,Q95048,Culture.Media.Media*,26367.0,9160.99035373348,9.0,3900.0,1.4034625887870789,Culture,Media*,Tim Robbins
144,10.0,26643.0,康奈尔大学,0.94500470161438,Q49115,History_and_Society.Education,26643.0,25396.39562332585,19.0,2916.0,9.4500470161438,History_and_Society,Education,Cornell University
145,11.0,29900.0,爵士乐,0.9399233460426332,Q8341,History_and_Society.Society,29900.0,52524.42464071213,3.0,2837.0,10.339156806468962,History_and_Society,Society,jazz
146,8.0,30828.0,古兰经,0.5000100135803223,Q428,Culture.Philosophy_and_religion,30828.0,16994.782992120046,10.0,2878.0,4.000080108642578,Culture,Philosophy_and_religion,Quran
147,1.0,30893.0,布農族,0.275139719247818,Q701704,History_and_Society.Society,30893.0,0.0,4.0,2209.0,0.275139719247818,History_and_Society,Society,Bunun
148,4.0,30896.0,排灣族,0.348655104637146,Q715238,History_and_Society.Society,30896.0,6159.9561717918,4.0,3130.0,1.394620418548584,History_and_Society,Society,Paiwan
149,2.0,30975.0,博德之门系列,0.9972090721130372,Q2640148,Culture.Internet_culture,30975.0,0.0,8.0,1145.0,1.9944181442260744,Culture,Internet_culture,Baldur's Gate Series
