,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
10,1.0,647.0,Liste des communes de la Charente-Maritime,1.0,Q327345,Compilation.List_Disambig,192.0,0.0,192.0,18.0,192.0,10.0,6.847831200000001,2.5269895,10.0,190.0,0.05263157894736842,List_Disambig,Compilation,0.0,446.0849453806877,0.0
11,1.0,707.0,Confucianisme,0.8706072568893433,Q9581,Culture.Philosophy_and_religion,107.0,0.0,0.0,6.0,253.0,10.0,-18.433094,20.069817999999998,28.0,814.0,0.0343980343980344,Philosophy_and_religion,Culture,24.37700319290161,35399.01335705072,0.0006886351025387051
12,5.0,725.0,Cyberpunk,0.9935217499732972,Q174526,Culture.Media.Media*,47.0,24146.0,42.0,12.0,255.0,15.373135000000001,21.809832,-17.174393,112.0,1016.0,0.11023622047244094,Media*,Culture,556.3721799850465,53179.53765498847,0.010462147745522123
13,1.0,844.0,Dagobert Ier,0.9626831412315368,Q109860,History_and_Society.History,0.0,0.0,129.0,11.0,152.0,10.0,6.0640554,-3.4198873,42.0,1240.0,0.03387096774193549,History,History_and_Society,40.43269193172454,32432.7577329427,0.001246662163749835
14,2.0,856.0,Dragon Quest,0.9951046109199524,Q615908,Culture.Media.Media*,192.0,0.0,192.0,36.0,192.0,11.343283999999999,8.545247999999999,-20.290909,19.0,93.0,0.2043010752688172,Media*,Culture,37.813975214958184,4592.783979825676,0.00823334504323747
15,22.0,1080.0,Extrême droite,0.8840492963790894,Q204481,History_and_Society.Politics_and_government,88.0,246358.5421375268,77.0,8.0,193.0,38.208954,16.69771,17.719089999999994,244.0,3674.0,0.06641262928688077,Politics_and_government,History_and_Society,4745.576622962953,456588.6269776225,0.010393549778881229
16,7.0,1153.0,Jeu de tir à la première personne,0.9626831412315368,Q185029,Culture.Media.Media*,192.0,11523.044556473671,192.0,36.0,192.0,18.059701999999998,6.388925599999999,-22.597359,19.0,93.0,0.2043010752688172,Media*,Culture,128.03685778379437,4592.783979825676,0.02787783147350513
17,1.0,1178.0,Fanzine,0.5775054097175598,Q181298,Culture.Media.Media*,0.0,0.0,94.0,11.0,235.0,10.0,9.05043,-1.3829907,95.0,1240.0,0.07661290322580645,Media*,Culture,54.86301392316818,32432.7577329427,0.0016915926291227019
18,4.0,1198.0,Ariane (fusée),0.6442351341247559,Q131535,STEM.Technology,192.0,4832.0,192.0,9.0,192.0,14.029851,-20.37687,12.522260000000001,15.0,524.0,0.02862595419847328,Technology,STEM,38.65410804748535,4804.098115496337,0.008046069650992502
19,23.0,1211.0,Élection présidentielle française de 2002,1.0000100135803225,Q1129306,History_and_Society.Politics_and_government,88.0,39963.72114714225,77.0,8.0,193.0,39.55224000000001,3.5596652,-19.542157999999997,244.0,3674.0,0.06641262928688077,Politics_and_government,History_and_Society,5612.0561962127695,456588.6269776225,0.01229127460611895
20,1.0,1331.0,Gérard Manset,0.996837317943573,Q3124164,Culture.Biography.Biography*,170.0,0.0,44.0,8.0,235.0,10.0,-0.84545964,-21.640625,371.0,3674.0,0.1009798584648884,Biography*,Culture,0.0,456588.6269776225,0.0
21,21.0,1339.0,Greenpeace,0.6001983880996704,Q81307,History_and_Society.Society,88.0,62543.85554871412,77.0,8.0,193.0,36.86567,-3.2470613,-1.7041392,142.0,3674.0,0.038649972781709306,Society,History_and_Society,1789.7915933132172,456588.6269776225,0.003919921538915018
22,13.0,1362.0,Histoire du Japon,0.6076731681823729,Q130436,History_and_Society.History,220.0,72685.71790509629,160.0,30.0,0.0,26.119404,5.729046,2.954205,12.0,242.0,0.04958677685950413,History,History_and_Society,94.79701423645015,1299.0534068271518,0.07297391603628163
23,10.0,1384.0,Hewlett-Packard,0.9149109721183776,Q80978,History_and_Society.Business_and_economics,192.0,203756.2322292022,192.0,7.0,192.0,22.089554,-7.382937400000001,0.86177754,2.0,410.0,0.004878048780487805,Business_and_economics,History_and_Society,18.29821944236755,88018.85775660722,0.0002078897625889036
24,2.0,1391.0,Howard Carter,0.839743971824646,Q133682,History_and_Society.History,135.0,104.10262046450012,134.0,13.0,0.0,11.343283999999999,9.309097,14.923966,43.0,303.0,0.1419141914191419,History,History_and_Society,72.21798157691957,13524.163945958018,0.005339922073223861
25,2.0,1445.0,Hongrois,0.9935217499732972,Q9067,Culture.Linguistics,220.0,28962.0,160.0,23.0,0.0,11.343283999999999,-4.4658976,-10.841707000000001,2.0,257.0,0.007782101167315175,Linguistics,Culture,3.974086999893189,1996.4999613538384,0.0019905269605907413
26,4.0,1480.0,Homo habilis,0.7718535065650941,Q101373,History_and_Society.Society,192.0,0.0,192.0,20.0,192.0,14.029851,-20.799757,8.609903,26.0,586.0,0.044368600682593864,Society,History_and_Society,80.27276468276979,5287.609232388437,0.015181296717441091
27,6.0,1481.0,Homo erectus,0.9814634323120116,Q101362,STEM.Biology,192.0,4696.913285401238,192.0,20.0,192.0,16.716417,24.485647,-15.918214,15.0,586.0,0.025597269624573375,Biology,STEM,88.33170890808105,5287.609232388437,0.016705415439366954
28,11.0,1483.0,Homme de Néandertal,0.6001983880996704,Q40171,History_and_Society.Society,192.0,76728.14813536008,192.0,20.0,192.0,23.432835,-8.634295,-19.155142,26.0,586.0,0.044368600682593864,Society,History_and_Society,171.65673899650577,5287.609232388437,0.032463960828468336
29,3.0,1638.0,Jeu de rôle sur table,0.6723417043685913,Q1643932,Culture.Visual_arts.Visual_arts*,192.0,8597.911379279085,192.0,30.0,192.0,12.686567,-5.463466,21.259123000000002,13.0,242.0,0.05371900826446281,Visual_arts*,Culture,26.221326470375057,1299.0534068271518,0.020184948773136927
30,3.0,1644.0,John Woo,0.9996300339698792,Q55432,Culture.Biography.Biography*,0.0,15039.852944090493,94.0,17.0,235.0,12.686567,-17.018541,20.057748999999998,111.0,1158.0,0.09585492227979274,Biography*,Culture,0.0,71152.1575806737,0.0
31,4.0,1681.0,Kamikaze,0.2568419873714447,Q133194,History_and_Society.Military_and_warfare,88.0,78721.63677188207,77.0,20.0,193.0,14.029851,-5.1609263,16.658989000000002,19.0,586.0,0.03242320819112628,Military_and_warfare,History_and_Society,19.5199910402298,5287.609232388437,0.003691647809498307
32,26.0,1773.0,Les Verts (France),0.7879412174224854,Q743390,History_and_Society.Politics_and_government,88.0,10053.963089492425,77.0,8.0,193.0,43.58209,-21.324368,23.246006,244.0,3674.0,0.06641262928688077,Politics_and_government,History_and_Society,4998.699083328247,456588.6269776225,0.010947927276281532
33,1.0,1804.0,Ludwig Wittgenstein,0.839743971824646,Q9391,Culture.Philosophy_and_religion,192.0,0.0,192.0,16.0,192.0,10.0,20.235674,-17.281101,16.0,592.0,0.027027027027027032,Philosophy_and_religion,Culture,13.435903549194336,17782.848705500364,0.0007555540606403807
34,11.0,1889.0,Louis Malle,0.9942797422409058,Q55392,Culture.Biography.Biography*,47.0,324030.7356921432,42.0,12.0,255.0,23.432835,-22.395285,-0.029276662000000002,111.0,1016.0,0.109251968503937,Biography*,Culture,0.0,53179.53765498847,0.0
35,9.0,1956.0,Militaire,0.5234303474426271,Q4991371,History_and_Society.Military_and_warfare,160.0,94593.95883673886,96.0,17.0,153.0,20.746270000000006,9.303854,-4.392311,65.0,1158.0,0.05613126079447323,Military_and_warfare,History_and_Society,306.2067532539368,71152.1575806737,0.004303548390739292
36,5.0,2029.0,Marché commun du Sud,0.5698626637458801,Q4264,History_and_Society.Politics_and_government,88.0,11807.717138308877,77.0,8.0,193.0,15.373135000000001,-13.653307,-21.302814,244.0,3674.0,0.06641262928688077,Politics_and_government,History_and_Society,695.2324497699738,456588.6269776225,0.001522667032624199
37,6.0,2113.0,Marcel Aymé,0.13661839067935946,Q318026,Culture.Media.Media*,74.0,158027.685296014,134.0,1.0,0.0,16.716417,-17.345573,-4.931915,109.0,1113.0,0.09793351302785264,Media*,Culture,89.34842750430109,38789.75428207964,0.0023034027711172924
38,12.0,2212.0,Entier naturel,0.1067005917429924,Q21199,STEM.Mathematics,192.0,40980.364342345485,192.0,30.0,192.0,24.776120000000002,12.112442,22.14219,8.0,242.0,0.033057851239669415,Mathematics,STEM,10.243256807327269,1299.0534068271518,0.00788516988870051
39,36.0,2258.0,Organisation des Nations unies,0.7826725244522095,Q1065,History_and_Society.Politics_and_government,107.0,262318.06156557286,0.0,6.0,253.0,57.014922999999996,-0.28196746,7.524224,65.0,814.0,0.07985257985257985,Politics_and_government,History_and_Society,1831.4537072181704,35399.01335705072,0.051737422417548376
40,13.0,2414.0,Proton,0.2689514458179474,Q2294,STEM.Physics,10.0,16940.35598184568,121.0,16.0,114.0,26.119404,-19.975673999999998,5.103142299999999,50.0,592.0,0.08445945945945946,Physics,STEM,174.8184397816658,17782.848705500364,0.009830733122505462
41,5.0,2428.0,Photographie argentique,0.287777841091156,Q355516,Culture.Visual_arts.Visual_arts*,10.0,55537.761404922,121.0,16.0,114.0,15.373135000000001,9.737967999999999,4.323064,7.0,592.0,0.011824324324324323,Visual_arts*,Culture,10.072224438190462,17782.848705500364,0.0005664010645873093
42,1.0,2469.0,Pierre Boulle,0.14415885508060455,Q219910,Culture.Media.Media*,88.0,0.0,77.0,8.0,193.0,10.0,11.409417,20.064123000000002,169.0,3674.0,0.04599891126837235,Media*,Culture,24.36284650862217,456588.6269776225,5.3358417334858837e-05
43,1.0,2566.0,Radiographie,0.8354935646057129,Q245341,STEM.Medicine_&_Health,192.0,0.0,192.0,16.0,192.0,10.0,7.9366,4.1459823,36.0,592.0,0.060810810810810814,Medicine_&_Health,STEM,30.077768325805664,17782.848705500364,0.001691392016201678
44,14.0,2580.0,Rassemblement pour la République,0.6992644667625427,Q1052584,History_and_Society.Politics_and_government,88.0,26361.22397949473,77.0,8.0,193.0,27.462687,-22.778502,-17.759659,244.0,3674.0,0.06641262928688077,Politics_and_government,History_and_Society,2388.687418460846,456588.6269776225,0.0052315964028116614
45,12.0,2585.0,René Dumont,0.275139719247818,Q927879,History_and_Society.Society,88.0,11644.469330740809,77.0,8.0,193.0,24.776120000000002,-5.82357,11.992691,142.0,3674.0,0.038649972781709306,Society,History_and_Society,468.8380815982818,456588.6269776225,0.0010268282079248104
46,22.0,2599.0,Rhythm and blues,0.7371681928634644,Q45981,Culture.Media.Media*,233.0,48717.56343827085,124.0,5.0,54.0,38.208954,14.068686499999998,-14.87169,261.0,1741.0,0.1499138426191844,Media*,Culture,4232.819763422011,312982.7715455517,0.013524130234133241
47,2.0,2624.0,Réseau téléphonique commuté,0.6584275364875793,Q243961,STEM.Technology,192.0,4832.0,192.0,8.0,192.0,11.343283999999999,-15.264965,-20.53635,52.0,3674.0,0.014153511159499184,Technology,STEM,68.47646379470825,456588.6269776225,0.0001499740899110575
48,2.0,2808.0,Sekhmet,0.9976868629455566,Q146104,History_and_Society.History,135.0,0.0,134.0,13.0,0.0,11.343283999999999,24.46545,-0.97383267,43.0,303.0,0.1419141914191419,History,History_and_Society,85.80107021331787,13524.163945958018,0.00634427906643067
49,1.0,2869.0,Syntaxe,0.9566442370414734,Q37437,Culture.Linguistics,192.0,0.0,192.0,30.0,192.0,10.0,9.740867999999999,6.7722874000000015,5.0,242.0,0.02066115702479339,Linguistics,Culture,4.783221185207367,1299.0534068271518,0.0036820820145416922
50,26.0,2898.0,Musique soul,0.8774868249893188,Q131272,Culture.Media.Media*,233.0,72188.95200812296,124.0,5.0,54.0,43.58209,13.203057999999999,3.428404,261.0,1741.0,0.1499138426191844,Media*,Culture,5954.625594377519,312982.7715455517,0.019025410136707402
51,21.0,2984.0,Télévision,0.7490972280502319,Q289,Culture.Media.Media*,192.0,202665.84948775766,192.0,1.0,192.0,36.86567,-5.3419595,-12.880219,109.0,1113.0,0.09793351302785264,Media*,Culture,1714.683555006981,38789.75428207964,0.04420454799836519
52,2.0,3158.0,V2 (missile),0.9871888160705566,Q174640,History_and_Society.Military_and_warfare,74.0,4832.0,134.0,1.0,0.0,11.343283999999999,10.684963,6.141977,30.0,1113.0,0.026954177897574125,Military_and_warfare,History_and_Society,59.2313289642334,38789.75428207964,0.0015269838662421613
53,4.0,3172.0,V. S. Naipaul,0.3073680400848389,Q44593,History_and_Society.Society,192.0,45438.436144686384,192.0,6.0,192.0,14.029851,17.476215,17.780119,55.0,814.0,0.06756756756756757,Society,History_and_Society,67.62096881866456,35399.01335705072,0.0019102501003801548
54,2.0,4064.0,Économie du Venezuela,0.9883227348327636,Q2091196,History_and_Society.Business_and_economics,107.0,0.0,0.0,6.0,253.0,11.343283999999999,11.790049,-23.10044,32.0,814.0,0.03931203931203931,Business_and_economics,History_and_Society,63.25265502929687,35399.01335705072,0.0017868479663910833
55,2.0,4284.0,Mouvement artistique,0.7826725244522095,Q968159,Culture.Visual_arts.Visual_arts*,10.0,1719.2702494525088,121.0,12.0,114.0,11.343283999999999,8.002414,5.3909407,23.0,1016.0,0.022637795275590556,Visual_arts*,Culture,36.00293612480164,53179.53765498847,0.0006770073173327862
56,4.0,4537.0,Henri Poincaré,0.287777841091156,Q81082,Culture.Philosophy_and_religion,245.0,37210.787689261415,148.0,8.0,0.0,14.029851,9.892813,-5.5866957,77.0,3674.0,0.020958083832335328,Philosophy_and_religion,Culture,88.63557505607605,456588.6269776225,0.00019412567422626603
57,3.0,4607.0,Malgache,0.9763205647468568,Q7930,Culture.Linguistics,172.0,5762.477351093563,126.0,23.0,0.0,12.686567,3.2858980000000004,-17.48909,2.0,257.0,0.007782101167315175,Linguistics,Culture,5.857923388481141,1996.4999613538384,0.002934096419670777
58,41.0,4657.0,Gouvernement de la République française,0.4610267877578736,Q1450662,History_and_Society.Politics_and_government,88.0,95761.81474248703,77.0,8.0,193.0,63.73134200000001,15.246125,-18.545069,244.0,3674.0,0.06641262928688077,Politics_and_government,History_and_Society,4612.111984729768,456588.6269776225,0.010101241494470708
59,3.0,4881.0,Neutron,0.585111141204834,Q2348,STEM.Physics,192.0,11795.668604101416,192.0,16.0,192.0,12.686567,21.157347,9.499888,50.0,592.0,0.08445945945945946,Physics,STEM,87.7666711807251,17782.848705500364,0.0049354674627343715
60,5.0,4909.0,Réserve fédérale des États-Unis,0.7718535065650941,Q53536,History_and_Society.Business_and_economics,160.0,34576.692159764585,96.0,17.0,153.0,15.373135000000001,23.841864,-9.079532,31.0,1158.0,0.02677029360967185,Business_and_economics,History_and_Society,119.63729351758957,71152.1575806737,0.0016814288924681235
61,1.0,4932.0,Nara,0.9019306898117064,Q169134,Geography.Regions.Asia.East_Asia,220.0,0.0,160.0,30.0,0.0,10.0,-8.859505,-10.157631,11.0,242.0,0.045454545454545456,East_Asia,Geography,0.0,1299.0534068271518,0.0
62,4.0,4966.0,Acapulco,0.11280541121959685,Q81398,Culture.Sports,192.0,3167.665327117736,192.0,7.0,192.0,14.029851,21.678766,-19.223604,85.0,410.0,0.2073170731707317,Sports,Culture,38.353839814662926,88018.85775660722,0.0004357457116828337
63,1.0,5060.0,Bradycardie,0.9988405108451844,Q217111,STEM.Medicine_&_Health,233.0,0.0,124.0,5.0,54.0,10.0,-23.376684,-1.4728093999999998,6.0,1741.0,0.0034462952326249287,Medicine_&_Health,STEM,5.993043065071107,312982.7715455517,1.9148156416011786e-05
64,2.0,5078.0,Pie X,0.9362950325012208,Q43739,Culture.Philosophy_and_religion,192.0,11737.745104838054,192.0,9.0,192.0,11.343283999999999,-22.344622,-9.523000999999999,13.0,524.0,0.024809160305343508,Philosophy_and_religion,Culture,24.34367084503175,4804.098115496337,0.005067271787499008
65,14.0,5137.0,Trygve Lie,0.4921981394290924,Q1271,History_and_Society.Politics_and_government,107.0,141.97538925924567,0.0,6.0,253.0,27.462687,-20.608763,-22.530473999999998,65.0,814.0,0.07985257985257985,Politics_and_government,History_and_Society,447.9003068804741,35399.01335705072,0.012652903694313334
66,3.0,5312.0,Oyonnax,0.9972090721130372,Q191856,Geography.Regions.Europe.Western_Europe,0.0,16636.11268982619,129.0,11.0,152.0,12.686567,1.9837901999999998,-16.192213,238.0,1240.0,0.19193548387096773,Western_Europe,Geography,0.0,32432.7577329427,0.0
67,4.0,5487.0,Vitamine,0.6513648629188538,Q34956,STEM.Medicine_&_Health,192.0,26358.445034623892,192.0,20.0,192.0,14.029851,-9.254168,7.836813,12.0,586.0,0.020477815699658702,Medicine_&_Health,STEM,31.26551342010498,5287.609232388437,0.005912977310916413
68,5.0,5532.0,Agriculture biologique,0.3007555902004242,Q165647,History_and_Society.Society,88.0,16249.588191689485,77.0,8.0,193.0,15.373135000000001,11.075789,3.5241434999999997,142.0,3674.0,0.038649972781709306,Society,History_and_Society,213.53646904230118,456588.6269776225,0.0004676780288107497
69,6.0,5624.0,Jean-Pierre Raffarin,0.6926519870758057,Q63263,History_and_Society.Politics_and_government,233.0,88494.96709877398,124.0,5.0,54.0,16.716417,8.694756,-11.110958,15.0,1741.0,0.00861573808156232,Politics_and_government,History_and_Society,62.33867883682251,312982.7715455517,0.00019917607135046315
70,7.0,6094.0,Virgile,0.6150978803634644,Q1398,History_and_Society.History,74.0,66280.26915376635,134.0,1.0,0.0,18.059701999999998,4.7184496,9.014683,45.0,1113.0,0.04043126684636118,History,History_and_Society,193.75583231449127,38789.75428207964,0.004995026029437985
71,12.0,6116.0,Nombre réel,0.11280541121959685,Q12916,Culture.Philosophy_and_religion,192.0,17525.497921972237,192.0,30.0,192.0,24.776120000000002,5.4056826,21.027473,10.0,242.0,0.04132231404958678,Philosophy_and_religion,Culture,13.536649346351618,1299.0534068271518,0.010420394785318296
72,2.0,6121.0,Liste des mouvements littéraires,0.14805719256401062,Q3083584,History_and_Society.Society,10.0,8764.326988266079,121.0,16.0,114.0,11.343283999999999,-11.97357,-12.097908,33.0,592.0,0.055743243243243236,Society,History_and_Society,9.7717747092247,17782.848705500364,0.0005495055865937958
73,5.0,6131.0,Fraternité sacerdotale Saint-Pie-X,0.8311530351638794,Q868160,Culture.Philosophy_and_religion,192.0,54109.55807189235,192.0,15.0,192.0,15.373135000000001,1.407916,-23.53152,20.0,1039.0,0.019249278152069296,Philosophy_and_religion,Culture,83.11530351638794,14991.83510798961,0.00554403799919686
74,11.0,6160.0,Accord de libre-échange nord-américain,0.7057950496673584,Q181574,History_and_Society.Politics_and_government,88.0,80915.07779625885,77.0,8.0,193.0,23.432835,-4.7071830000000014,12.913492999999999,244.0,3674.0,0.06641262928688077,Politics_and_government,History_and_Society,1894.35391330719,456588.6269776225,0.004148929257933602
75,2.0,6591.0,Chloroforme,0.9579222798347472,Q172275,STEM.Chemistry,10.0,0.0,121.0,16.0,114.0,11.343283999999999,-12.996179,24.47605,37.0,592.0,0.0625,Chemistry,STEM,70.8862487077713,17782.848705500364,0.003986214463256703
76,10.0,6755.0,Orgue,0.7310686111450195,Q281460,Culture.Media.Media*,233.0,119068.50500112335,124.0,5.0,54.0,22.089554,9.328896499999999,-9.366175,261.0,1741.0,0.1499138426191844,Media*,Culture,1908.089075088501,312982.7715455517,0.006096466798048008
77,6.0,6917.0,Numéro atomique,0.7606606483459473,Q23809,STEM.Physics,10.0,940.235045055405,121.0,16.0,114.0,16.716417,-1.9480442,-18.713797,50.0,592.0,0.08445945945945946,Physics,STEM,228.19819450378415,17782.848705500364,0.012832488105980502
78,4.0,7138.0,Étienne de La Boétie,0.5698626637458801,Q290227,Culture.Philosophy_and_religion,192.0,66104.6745815926,192.0,6.0,192.0,14.029851,-9.677699,-7.658829700000001,28.0,814.0,0.0343980343980344,Philosophy_and_religion,Culture,63.824618339538574,35399.01335705072,0.001803005572380624
79,19.0,7228.0,Thèbes (Égypte),0.94500470161438,Q101583,History_and_Society.History,135.0,135468.45427899287,134.0,13.0,0.0,34.179108,23.390048999999998,-16.341976000000006,43.0,303.0,0.1419141914191419,History,History_and_Society,772.0688412189485,13524.163945958018,0.05708810129070474
80,4.0,7331.0,Thalès,0.960371196269989,Q36303,Culture.Philosophy_and_religion,192.0,30570.62263546892,192.0,30.0,192.0,14.029851,-21.219458,23.684416,10.0,242.0,0.04132231404958678,Philosophy_and_religion,Culture,38.41484785079956,1299.0534068271518,0.029571415346675525
81,10.0,7355.0,Années 1920,0.9978272914886476,Q35736,History_and_Society.History,160.0,297338.8824392469,96.0,17.0,153.0,22.089554,-3.6869910000000004,-19.935457,31.0,1158.0,0.02677029360967185,History,History_and_Society,309.3264603614808,71152.1575806737,0.004347393963573915
82,44.0,7436.0,Compositeur,0.6513648629188538,Q36834,Culture.Media.Media*,233.0,404546.2106585421,124.0,5.0,54.0,67.76119,-10.908823,-4.5091724000000015,261.0,1741.0,0.1499138426191844,Media*,Culture,7480.2740857601175,312982.7715455517,0.023899954776492968
83,4.0,7491.0,Delaware,0.10088862478733064,Q1393,History_and_Society.Politics_and_government,192.0,77305.7612801557,192.0,15.0,192.0,14.029851,-20.502384,-0.5164039,33.0,1039.0,0.031761308950914335,Politics_and_government,History_and_Society,13.317298471927645,14991.83510798961,0.0008883034248976262
84,7.0,7526.0,Kansas,0.4532718360424042,Q1558,Geography.Regions.Americas.North_America,192.0,211833.26993507482,192.0,15.0,192.0,18.059701999999998,-11.053317,-6.134564,54.0,1039.0,0.0519730510105871,North_America,Geography,0.0,14991.83510798961,0.0
85,8.0,7541.0,Immigration,0.9304682612419128,Q131288,History_and_Society.Society,10.0,70236.50286435103,121.0,8.0,114.0,19.402985,2.9742289,1.1648313999999995,142.0,3674.0,0.038649972781709306,Society,History_and_Society,1057.011944770813,456588.6269776225,0.0023150203100057013
86,10.0,7677.0,Champ électrique,0.233716368675232,Q46221,STEM.Technology,10.0,14179.737159926985,121.0,16.0,114.0,22.089554,-15.529159,-13.308145999999999,48.0,592.0,0.08108108108108109,Technology,STEM,112.18385696411134,17782.848705500364,0.006308542507557411
87,1.0,7678.0,Yucatán,0.6723417043685913,Q60176,Geography.Geographical,192.0,0.0,192.0,2.0,192.0,10.0,3.4677648999999997,-19.115807,8.0,292.0,0.0273972602739726,Geographical,Geography,0.0,4456.749112650752,0.0
88,3.0,7810.0,Richard Feynman,0.7663036584854126,Q39246,STEM.Physics,192.0,60823.33979484735,192.0,15.0,192.0,12.686567,-14.833872,15.424892000000002,14.0,1039.0,0.013474494706448507,Physics,STEM,32.18475365638733,14991.83510798961,0.0021468188133442773
89,2.0,7852.0,Jeu de simulation,0.99753737449646,Q1610017,Culture.Media.Media*,192.0,0.0,192.0,9.0,192.0,11.343283999999999,-2.7923994,17.141325,15.0,524.0,0.02862595419847328,Media*,Culture,29.9261212348938,4804.098115496337,0.006229290184220555
90,8.0,7862.0,Liste des communes de la Manche,1.0,Q497726,Compilation.List_Disambig,192.0,564.7398798110706,192.0,18.0,192.0,19.402985,8.235126,24.516012,10.0,190.0,0.05263157894736842,List_Disambig,Compilation,0.0,446.0849453806877,0.0
91,5.0,7882.0,Liste des communes des Pyrénées-Orientales,1.0,Q743727,Compilation.List_Disambig,192.0,4832.0,192.0,18.0,192.0,15.373135000000001,-15.699523999999998,-4.6202635999999995,10.0,190.0,0.05263157894736842,List_Disambig,Compilation,0.0,446.0849453806877,0.0
92,6.0,7886.0,Liste des communes de la Haute-Saône,1.0,Q391114,Compilation.List_Disambig,192.0,0.0,192.0,18.0,192.0,16.716417,-10.312644,17.63791,10.0,190.0,0.05263157894736842,List_Disambig,Compilation,0.0,446.0849453806877,0.0
93,2.0,7892.0,Liste des communes de la Seine-Maritime,1.0,Q651590,Compilation.List_Disambig,74.0,4832.0,134.0,1.0,0.0,11.343283999999999,9.282349,-7.3414397,7.0,1113.0,0.006289308176100629,List_Disambig,Compilation,0.0,38789.75428207964,0.0
94,9.0,7893.0,Liste des communes de Seine-et-Marne,1.0,Q651624,Compilation.List_Disambig,192.0,27178.44425559607,192.0,18.0,192.0,20.746270000000006,-17.882832,19.905407,10.0,190.0,0.05263157894736842,List_Disambig,Compilation,0.0,446.0849453806877,0.0
95,3.0,7896.0,Liste des communes de la Somme,1.0,Q456522,Compilation.List_Disambig,74.0,14492.0,134.0,1.0,0.0,12.686567,-20.872587,-13.534139000000001,7.0,1113.0,0.006289308176100629,List_Disambig,Compilation,0.0,38789.75428207964,0.0
96,8.0,8006.0,Liste des communes du Finistère,1.0,Q320212,Compilation.List_Disambig,192.0,6525.000606324572,192.0,18.0,192.0,19.402985,2.8929669999999996,-6.2234297,10.0,190.0,0.05263157894736842,List_Disambig,Compilation,0.0,446.0849453806877,0.0
97,7.0,8008.0,Liste des communes de la Haute-Garonne,1.0,Q329672,Compilation.List_Disambig,192.0,10.484709024249616,192.0,18.0,192.0,18.059701999999998,5.2420735,0.27962798,10.0,190.0,0.05263157894736842,List_Disambig,Compilation,0.0,446.0849453806877,0.0
