,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y
21,33.0,2516.0,Philippe Pétain,6.0,0.3624016513824463,Q5721,Geography.Regions.Europe.Western_Europe,183.0,32593.39783575636,168.0,2.0,0.0,40.31579,17.314072,9.912496
22,29.0,2898.0,Musique soul,10.0,0.9987257122993469,Q131272,History_and_Society.Society,233.0,143.47316785786782,124.0,0.0,54.0,36.526314,8.653236,-9.598514999999999
23,29.0,2898.0,Musique soul,10.0,0.9450047016143799,Q131272,Culture.Media.Music,233.0,143.47316785786782,124.0,0.0,54.0,36.526314,8.653236,-9.598514999999999
24,29.0,2898.0,Musique soul,10.0,0.9219318628311157,Q131272,Culture.Biography.Biography*,233.0,143.47316785786782,124.0,0.0,54.0,36.526314,8.653236,-9.598514999999999
25,29.0,2898.0,Musique soul,10.0,0.8774868249893188,Q131272,Culture.Media.Media*,233.0,143.47316785786782,124.0,0.0,54.0,36.526314,8.653236,-9.598514999999999
26,29.0,2898.0,Musique soul,10.0,0.14034625887870789,Q131272,History_and_Society.Politics_and_government,233.0,143.47316785786782,124.0,0.0,54.0,36.526314,8.653236,-9.598514999999999
27,29.0,2898.0,Musique soul,10.0,0.1259327530860901,Q131272,Culture.Philosophy_and_religion,233.0,143.47316785786782,124.0,0.0,54.0,36.526314,8.653236,-9.598514999999999
28,29.0,2898.0,Musique soul,10.0,0.0,Q131272,Geography.Regions.Americas.North_America,233.0,143.47316785786782,124.0,0.0,54.0,36.526314,8.653236,-9.598514999999999
29,11.0,3998.0,Éphéméride,3.0,1.0,Q19355137,Compilation.List_Disambig,49.0,697.25,164.0,12.0,0.0,19.473684,-6.7202773,-18.644184
30,11.0,3998.0,Éphéméride,3.0,0.15611489117145538,Q19355137,STEM.STEM*,49.0,697.25,164.0,12.0,0.0,19.473684,-6.7202773,-18.644184
31,11.0,3998.0,Éphéméride,3.0,0.14805719256401062,Q19355137,History_and_Society.Transportation,49.0,697.25,164.0,12.0,0.0,19.473684,-6.7202773,-18.644184
32,11.0,3998.0,Éphéméride,3.0,0.11280541121959686,Q19355137,History_and_Society.Military_and_warfare,49.0,697.25,164.0,12.0,0.0,19.473684,-6.7202773,-18.644184
33,11.0,3998.0,Éphéméride,3.0,0.0,Q19355137,Geography.Regions.Asia.Asia*,49.0,697.25,164.0,12.0,0.0,19.473684,-6.7202773,-18.644184
34,11.0,3998.0,Éphéméride,3.0,0.0,Q19355137,Geography.Geographical,49.0,697.25,164.0,12.0,0.0,19.473684,-6.7202773,-18.644184
35,11.0,3998.0,Éphéméride,3.0,0.0,Q19355137,Geography.Regions.Asia.West_Asia,49.0,697.25,164.0,12.0,0.0,19.473684,-6.7202773,-18.644184
36,3.0,5069.0,Charles Maurras,1.0,0.9931061863899231,Q3048,Culture.Biography.Biography*,0.0,8221.937463965494,94.0,3.0,235.0,11.894737,-15.925111,3.3685935
37,3.0,5069.0,Charles Maurras,1.0,0.4089169969558716,Q3048,Geography.Regions.Europe.Western_Europe,0.0,8221.937463965494,94.0,3.0,235.0,11.894737,-15.925111,3.3685935
38,3.0,5069.0,Charles Maurras,1.0,0.4063222279548645,Q3048,Geography.Regions.Europe.Europe*,0.0,8221.937463965494,94.0,3.0,235.0,11.894737,-15.925111,3.3685935
39,3.0,5069.0,Charles Maurras,1.0,0.21734751760959625,Q3048,Culture.Literature,0.0,8221.937463965494,94.0,3.0,235.0,11.894737,-15.925111,3.3685935
40,3.0,5069.0,Charles Maurras,1.0,0.15611489117145538,Q3048,History_and_Society.Politics_and_government,0.0,8221.937463965494,94.0,3.0,235.0,11.894737,-15.925111,3.3685935
41,3.0,5069.0,Charles Maurras,1.0,0.11597072333097458,Q3048,Culture.Philosophy_and_religion,0.0,8221.937463965494,94.0,3.0,235.0,11.894737,-15.925111,3.3685935
42,3.0,5069.0,Charles Maurras,1.0,0.10088862478733063,Q3048,History_and_Society.Society,0.0,8221.937463965494,94.0,3.0,235.0,11.894737,-15.925111,3.3685935
43,4.0,7018.0,Kilomètre carré,18.0,0.9748311638832092,Q712226,STEM.STEM*,88.0,380.62226352079284,77.0,1.0,193.0,12.842105,9.267816999999999,-12.195305000000001
44,13.0,7483.0,Caroline du Sud,18.0,0.6150978803634644,Q1456,Geography.Regions.Americas.North_America,88.0,4154.4184716504515,77.0,1.0,193.0,21.36842,-0.8881242,17.677925
45,13.0,7483.0,Caroline du Sud,18.0,0.20690405368804932,Q1456,Geography.Geographical,88.0,4154.4184716504515,77.0,1.0,193.0,21.36842,-0.8881242,17.677925
46,8.0,7538.0,Rhode Island,14.0,0.9511522054672241,Q1387,Geography.Geographical,170.0,1176.4096407347258,44.0,4.0,235.0,16.631578,5.514793,-24.925016
47,8.0,7538.0,Rhode Island,14.0,0.9124462008476257,Q1387,Geography.Regions.Americas.North_America,170.0,1176.4096407347258,44.0,4.0,235.0,16.631578,5.514793,-24.925016
48,16.0,7568.0,New Hampshire,14.0,0.9924327731132507,Q759,Geography.Geographical,170.0,17467.88884152419,44.0,4.0,235.0,24.210526,22.221536999999998,-19.480247
49,16.0,7568.0,New Hampshire,14.0,0.9241518378257751,Q759,Geography.Regions.Americas.North_America,170.0,17467.88884152419,44.0,4.0,235.0,24.210526,22.221536999999998,-19.480247
50,16.0,7568.0,New Hampshire,14.0,0.11597072333097458,Q759,History_and_Society.Politics_and_government,170.0,17467.88884152419,44.0,4.0,235.0,24.210526,22.221536999999998,-19.480247
51,3.0,8089.0,Lapin domestique,18.0,0.4532718360424042,Q149017,History_and_Society.Society,88.0,1838.5276073202367,77.0,1.0,193.0,11.894737,12.222589,22.285429
52,3.0,8089.0,Lapin domestique,18.0,0.3629792034626007,Q149017,STEM.STEM*,88.0,1838.5276073202367,77.0,1.0,193.0,11.894737,12.222589,22.285429
53,3.0,8089.0,Lapin domestique,18.0,0.24509501457214355,Q149017,History_and_Society.Politics_and_government,88.0,1838.5276073202367,77.0,1.0,193.0,11.894737,12.222589,22.285429
54,3.0,8089.0,Lapin domestique,18.0,0.21207880973815918,Q149017,STEM.Biology,88.0,1838.5276073202367,77.0,1.0,193.0,11.894737,12.222589,22.285429
55,3.0,8089.0,Lapin domestique,18.0,0.1259327530860901,Q149017,History_and_Society.Business_and_economics,88.0,1838.5276073202367,77.0,1.0,193.0,11.894737,12.222589,22.285429
56,13.0,8749.0,Année (calendrier),3.0,0.7371681928634644,Q577,STEM.STEM*,49.0,10207.80251310614,164.0,12.0,0.0,21.36842,-0.092814095,-12.727085
57,13.0,8749.0,Année (calendrier),3.0,0.6150978803634644,Q577,History_and_Society.History,49.0,10207.80251310614,164.0,12.0,0.0,21.36842,-0.092814095,-12.727085
58,11.0,9405.0,Asie centrale,18.0,0.8080772161483765,Q27275,Geography.Geographical,88.0,4164.131894256559,77.0,1.0,193.0,19.473684,3.9155637999999997,4.059838
59,11.0,9405.0,Asie centrale,18.0,0.7186043858528137,Q27275,Geography.Regions.Asia.Asia*,88.0,4164.131894256559,77.0,1.0,193.0,19.473684,3.9155637999999997,4.059838
60,11.0,9405.0,Asie centrale,18.0,0.5621865391731262,Q27275,History_and_Society.Society,88.0,4164.131894256559,77.0,1.0,193.0,19.473684,3.9155637999999997,4.059838
61,11.0,9405.0,Asie centrale,18.0,0.2814156115055084,Q27275,Geography.Regions.Asia.Central_Asia,88.0,4164.131894256559,77.0,1.0,193.0,19.473684,3.9155637999999997,4.059838
62,11.0,9405.0,Asie centrale,18.0,0.1778208613395691,Q27275,History_and_Society.History,88.0,4164.131894256559,77.0,1.0,193.0,19.473684,3.9155637999999997,4.059838
63,11.0,9405.0,Asie centrale,18.0,0.14805719256401062,Q27275,Geography.Regions.Europe.Eastern_Europe,88.0,4164.131894256559,77.0,1.0,193.0,19.473684,3.9155637999999997,4.059838
64,11.0,9405.0,Asie centrale,18.0,0.14034625887870789,Q27275,Geography.Regions.Asia.North_Asia,88.0,4164.131894256559,77.0,1.0,193.0,19.473684,3.9155637999999997,4.059838
65,11.0,9405.0,Asie centrale,18.0,0.13661839067935944,Q27275,Geography.Regions.Asia.West_Asia,88.0,4164.131894256559,77.0,1.0,193.0,19.473684,3.9155637999999997,4.059838
66,11.0,9405.0,Asie centrale,18.0,0.1067005917429924,Q27275,History_and_Society.Politics_and_government,88.0,4164.131894256559,77.0,1.0,193.0,19.473684,3.9155637999999997,4.059838
67,6.0,9544.0,Classe (biologie),18.0,0.6513648629188538,Q37517,STEM.STEM*,88.0,721.7237490410744,77.0,1.0,193.0,14.736842000000001,22.80209,6.9542365
68,6.0,9544.0,Classe (biologie),18.0,0.607673168182373,Q37517,STEM.Biology,88.0,721.7237490410744,77.0,1.0,193.0,14.736842000000001,22.80209,6.9542365
69,8.0,9566.0,Ordre (biologie),18.0,0.9763205647468567,Q36602,STEM.Biology,88.0,2065.9106204877553,77.0,1.0,193.0,16.631578,7.524335000000001,24.605332999999998
70,8.0,9566.0,Ordre (biologie),18.0,0.9525841474533081,Q36602,STEM.STEM*,88.0,2065.9106204877553,77.0,1.0,193.0,16.631578,7.524335000000001,24.605332999999998
71,1.0,9679.0,À la claire fontaine,10.0,0.9124462008476257,Q3576761,Culture.Media.Media*,233.0,0.0,124.0,0.0,54.0,10.0,1.2677534,-19.545097
72,1.0,9679.0,À la claire fontaine,10.0,0.8175845146179199,Q3576761,Culture.Media.Music,233.0,0.0,124.0,0.0,54.0,10.0,1.2677534,-19.545097
73,1.0,9679.0,À la claire fontaine,10.0,0.3007555902004242,Q3576761,Culture.Literature,233.0,0.0,124.0,0.0,54.0,10.0,1.2677534,-19.545097
74,1.0,9679.0,À la claire fontaine,10.0,0.1097157895565033,Q3576761,Culture.Performing_arts,233.0,0.0,124.0,0.0,54.0,10.0,1.2677534,-19.545097
75,1.0,9679.0,À la claire fontaine,10.0,0.0,Q3576761,Geography.Regions.Europe.Western_Europe,233.0,0.0,124.0,0.0,54.0,10.0,1.2677534,-19.545097
76,1.0,9679.0,À la claire fontaine,10.0,0.0,Q3576761,Geography.Regions.Europe.Europe*,233.0,0.0,124.0,0.0,54.0,10.0,1.2677534,-19.545097
77,20.0,9985.0,Jacques Lafleur,19.0,0.9958112239837646,Q3159243,Culture.Biography.Biography*,160.0,8.869215267491127,96.0,6.0,153.0,28.0,-6.306913400000001,-4.3676014
78,20.0,9985.0,Jacques Lafleur,19.0,0.22816647589206696,Q3159243,History_and_Society.Politics_and_government,160.0,8.869215267491127,96.0,6.0,153.0,28.0,-6.306913400000001,-4.3676014
79,20.0,9985.0,Jacques Lafleur,19.0,0.18495945835113525,Q3159243,Geography.Regions.Europe.Western_Europe,160.0,8.869215267491127,96.0,6.0,153.0,28.0,-6.306913400000001,-4.3676014
80,20.0,9985.0,Jacques Lafleur,19.0,0.06886266374588013,Q3159243,Geography.Regions.Europe.Europe*,160.0,8.869215267491127,96.0,6.0,153.0,28.0,-6.306913400000001,-4.3676014
81,20.0,9985.0,Jacques Lafleur,19.0,0.0,Q3159243,Geography.Geographical,160.0,8.869215267491127,96.0,6.0,153.0,28.0,-6.306913400000001,-4.3676014
82,19.0,10182.0,Victoires de la musique,10.0,0.6654205918312073,Q2445029,History_and_Society.Society,233.0,8594.046299583226,124.0,0.0,54.0,27.052630999999998,0.79851985,14.278881
83,19.0,10182.0,Victoires de la musique,10.0,0.538993239402771,Q2445029,Culture.Media.Media*,233.0,8594.046299583226,124.0,0.0,54.0,27.052630999999998,0.79851985,14.278881
84,19.0,10182.0,Victoires de la musique,10.0,0.37308721446990967,Q2445029,Geography.Regions.Europe.Western_Europe,233.0,8594.046299583226,124.0,0.0,54.0,27.052630999999998,0.79851985,14.278881
85,19.0,10182.0,Victoires de la musique,10.0,0.33459946513175964,Q2445029,Culture.Media.Music,233.0,8594.046299583226,124.0,0.0,54.0,27.052630999999998,0.79851985,14.278881
86,19.0,10182.0,Victoires de la musique,10.0,0.28167252445220947,Q2445029,Geography.Regions.Europe.Europe*,233.0,8594.046299583226,124.0,0.0,54.0,27.052630999999998,0.79851985,14.278881
87,4.0,10293.0,Paul Quilès,6.0,1.0000100135803223,Q3372063,Culture.Biography.Biography*,183.0,29.411248081456822,168.0,2.0,0.0,12.842105,15.354485999999998,-16.134901
88,4.0,10293.0,Paul Quilès,6.0,0.4745869507789612,Q3372063,Geography.Regions.Europe.Western_Europe,183.0,29.411248081456822,168.0,2.0,0.0,12.842105,15.354485999999998,-16.134901
89,4.0,10293.0,Paul Quilès,6.0,0.4738311638832092,Q3372063,Geography.Regions.Europe.Europe*,183.0,29.411248081456822,168.0,2.0,0.0,12.842105,15.354485999999998,-16.134901
90,3.0,11960.0,Arthur C. Clarke,18.0,0.998977780342102,Q47087,Culture.Biography.Biography*,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
91,3.0,11960.0,Arthur C. Clarke,18.0,0.6654205918312073,Q47087,Culture.Media.Media*,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
92,3.0,11960.0,Arthur C. Clarke,18.0,0.5312193632125854,Q47087,Culture.Media.Entertainment,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
93,3.0,11960.0,Arthur C. Clarke,18.0,0.2689514458179474,Q47087,Culture.Literature,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
94,3.0,11960.0,Arthur C. Clarke,18.0,0.2689514458179474,Q47087,History_and_Society.Society,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
95,3.0,11960.0,Arthur C. Clarke,18.0,0.22271016240119934,Q47087,Culture.Biography.Women,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
96,3.0,11960.0,Arthur C. Clarke,18.0,0.21207880973815918,Q47087,Culture.Philosophy_and_religion,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
97,3.0,11960.0,Arthur C. Clarke,18.0,0.1778208613395691,Q47087,STEM.STEM*,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
98,3.0,11960.0,Arthur C. Clarke,18.0,0.1294127255678177,Q47087,History_and_Society.Military_and_warfare,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
99,3.0,11960.0,Arthur C. Clarke,18.0,0.11597072333097458,Q47087,History_and_Society.Education,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
100,3.0,11960.0,Arthur C. Clarke,18.0,0.1067005917429924,Q47087,History_and_Society.Politics_and_government,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
101,3.0,11960.0,Arthur C. Clarke,18.0,0.0,Q47087,Geography.Regions.Europe.Europe*,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
102,3.0,11960.0,Arthur C. Clarke,18.0,0.0,Q47087,Geography.Regions.Europe.Northern_Europe,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
103,3.0,11960.0,Arthur C. Clarke,18.0,0.0,Q47087,Geography.Regions.Americas.North_America,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
104,3.0,11960.0,Arthur C. Clarke,18.0,0.0,Q47087,Geography.Regions.Asia.Asia*,88.0,1021.7920476582241,77.0,1.0,193.0,11.894737,-16.505716,-22.989069
105,2.0,12202.0,Robert A. Heinlein,18.0,0.9986850023269653,Q123078,Culture.Biography.Biography*,88.0,0.0,77.0,1.0,193.0,10.947369,-1.1348221,-3.2342997
106,2.0,12202.0,Robert A. Heinlein,18.0,0.9173126816749573,Q123078,Culture.Media.Entertainment,88.0,0.0,77.0,1.0,193.0,10.947369,-1.1348221,-3.2342997
107,2.0,12202.0,Robert A. Heinlein,18.0,0.7431780099868774,Q123078,Culture.Media.Media*,88.0,0.0,77.0,1.0,193.0,10.947369,-1.1348221,-3.2342997
108,2.0,12202.0,Robert A. Heinlein,18.0,0.6442351341247559,Q123078,Culture.Literature,88.0,0.0,77.0,1.0,193.0,10.947369,-1.1348221,-3.2342997
109,2.0,12202.0,Robert A. Heinlein,18.0,0.16886694729328156,Q123078,Culture.Philosophy_and_religion,88.0,0.0,77.0,1.0,193.0,10.947369,-1.1348221,-3.2342997
110,2.0,12202.0,Robert A. Heinlein,18.0,0.16886694729328156,Q123078,History_and_Society.Society,88.0,0.0,77.0,1.0,193.0,10.947369,-1.1348221,-3.2342997
111,2.0,12202.0,Robert A. Heinlein,18.0,0.11921291798353195,Q123078,Culture.Biography.Women,88.0,0.0,77.0,1.0,193.0,10.947369,-1.1348221,-3.2342997
112,2.0,12202.0,Robert A. Heinlein,18.0,0.11409788036346435,Q123078,Geography.Regions.Americas.North_America,88.0,0.0,77.0,1.0,193.0,10.947369,-1.1348221,-3.2342997
113,2.0,12202.0,Robert A. Heinlein,18.0,0.0,Q123078,Geography.Regions.Europe.Europe*,88.0,0.0,77.0,1.0,193.0,10.947369,-1.1348221,-3.2342997
114,2.0,12202.0,Robert A. Heinlein,18.0,0.0,Q123078,Geography.Regions.Europe.Northern_Europe,88.0,0.0,77.0,1.0,193.0,10.947369,-1.1348221,-3.2342997
115,9.0,12621.0,Sacramento,4.0,0.9697954058647156,Q18013,Geography.Geographical,0.0,1038.074595056568,129.0,1.0,152.0,17.578947,22.716986,-9.607686
116,9.0,12621.0,Sacramento,4.0,0.7773098945617676,Q18013,Geography.Regions.Americas.North_America,0.0,1038.074595056568,129.0,1.0,152.0,17.578947,22.716986,-9.607686
117,9.0,12621.0,Sacramento,4.0,0.19194278120994568,Q18013,Geography.Regions.Asia.Asia*,0.0,1038.074595056568,129.0,1.0,152.0,17.578947,22.716986,-9.607686
118,5.0,13821.0,Maurice Genevoix,5.0,0.9965265989303589,Q22750,Culture.Biography.Biography*,239.0,10419.564519794827,97.0,13.0,185.0,13.789473999999998,14.80127,4.2349854
119,5.0,13821.0,Maurice Genevoix,5.0,0.37308721446990967,Q22750,Geography.Regions.Europe.Western_Europe,239.0,10419.564519794827,97.0,13.0,185.0,13.789473999999998,14.80127,4.2349854
120,5.0,13821.0,Maurice Genevoix,5.0,0.35486118698120117,Q22750,Geography.Regions.Europe.Europe*,239.0,10419.564519794827,97.0,13.0,185.0,13.789473999999998,14.80127,4.2349854
121,5.0,13821.0,Maurice Genevoix,5.0,0.1259327530860901,Q22750,Culture.Literature,239.0,10419.564519794827,97.0,13.0,185.0,13.789473999999998,14.80127,4.2349854
122,6.0,14406.0,Europe centrale,18.0,0.9946250915527344,Q27509,Geography.Regions.Europe.Europe*,88.0,1764.6905464618783,77.0,1.0,193.0,14.736842000000001,20.297659,-6.514302
123,6.0,14406.0,Europe centrale,18.0,0.6791887283325195,Q27509,Geography.Regions.Europe.Eastern_Europe,88.0,1764.6905464618783,77.0,1.0,193.0,14.736842000000001,20.297659,-6.514302
124,6.0,14406.0,Europe centrale,18.0,0.348655104637146,Q27509,History_and_Society.History,88.0,1764.6905464618783,77.0,1.0,193.0,14.736842000000001,20.297659,-6.514302
125,6.0,14406.0,Europe centrale,18.0,0.24509501457214355,Q27509,Geography.Geographical,88.0,1764.6905464618783,77.0,1.0,193.0,14.736842000000001,20.297659,-6.514302
126,6.0,14406.0,Europe centrale,18.0,0.1778208613395691,Q27509,History_and_Society.Politics_and_government,88.0,1764.6905464618783,77.0,1.0,193.0,14.736842000000001,20.297659,-6.514302
127,6.0,14406.0,Europe centrale,18.0,0.10088862478733063,Q27509,Geography.Regions.Europe.Western_Europe,88.0,1764.6905464618783,77.0,1.0,193.0,14.736842000000001,20.297659,-6.514302
128,3.0,15795.0,Collège de France,7.0,0.8706072568893433,Q202660,Geography.Regions.Europe.Western_Europe,135.0,4157.0,134.0,14.0,0.0,11.894737,-5.8739550000000005,10.727414
129,3.0,15795.0,Collège de France,7.0,0.8354935646057129,Q202660,Geography.Regions.Europe.Europe*,135.0,4157.0,134.0,14.0,0.0,11.894737,-5.8739550000000005,10.727414
130,3.0,15795.0,Collège de France,7.0,0.59267657995224,Q202660,History_and_Society.Education,135.0,4157.0,134.0,14.0,0.0,11.894737,-5.8739550000000005,10.727414
131,3.0,15795.0,Collège de France,7.0,0.1097157895565033,Q202660,STEM.STEM*,135.0,4157.0,134.0,14.0,0.0,11.894737,-5.8739550000000005,10.727414
132,3.0,17156.0,Suédois,18.0,0.9814634323120117,Q9027,Culture.Linguistics,88.0,0.5,77.0,1.0,193.0,11.894737,22.079501999999998,1.2670137
133,3.0,17156.0,Suédois,18.0,0.9099169969558716,Q9027,Geography.Regions.Europe.Europe*,88.0,0.5,77.0,1.0,193.0,11.894737,22.079501999999998,1.2670137
134,3.0,17156.0,Suédois,18.0,0.7606606483459473,Q9027,Geography.Regions.Europe.Northern_Europe,88.0,0.5,77.0,1.0,193.0,11.894737,22.079501999999998,1.2670137
135,3.0,17156.0,Suédois,18.0,0.10375863313674927,Q9027,History_and_Society.Society,88.0,0.5,77.0,1.0,193.0,11.894737,22.079501999999998,1.2670137
136,21.0,18655.0,Joseph Joffre,6.0,0.9963027834892273,Q207958,Culture.Biography.Biography*,183.0,15792.579138465222,168.0,2.0,0.0,28.947369000000002,10.398792,10.006294
137,21.0,18655.0,Joseph Joffre,6.0,0.8558611869812012,Q207958,History_and_Society.Military_and_warfare,183.0,15792.579138465222,168.0,2.0,0.0,28.947369000000002,10.398792,10.006294
138,21.0,18655.0,Joseph Joffre,6.0,0.37308721446990967,Q207958,Geography.Regions.Europe.Europe*,183.0,15792.579138465222,168.0,2.0,0.0,28.947369000000002,10.398792,10.006294
139,21.0,18655.0,Joseph Joffre,6.0,0.23616819286346435,Q207958,Geography.Regions.Europe.Western_Europe,183.0,15792.579138465222,168.0,2.0,0.0,28.947369000000002,10.398792,10.006294
140,1.0,19119.0,Le Croisic,18.0,1.0000100135803223,Q840597,Geography.Regions.Europe.Europe*,88.0,0.0,77.0,3.0,193.0,10.0,-13.7441845,5.132232
141,1.0,19119.0,Le Croisic,18.0,1.0000100135803223,Q840597,Geography.Regions.Europe.Western_Europe,88.0,0.0,77.0,3.0,193.0,10.0,-13.7441845,5.132232
142,1.0,19546.0,Vitry-le-François,18.0,0.9994572401046753,Q623374,Geography.Regions.Europe.Western_Europe,88.0,0.0,77.0,1.0,193.0,10.0,23.27894,4.131824
143,1.0,19546.0,Vitry-le-François,18.0,0.9984121918678284,Q623374,Geography.Regions.Europe.Europe*,88.0,0.0,77.0,1.0,193.0,10.0,23.27894,4.131824
144,1.0,19546.0,Vitry-le-François,18.0,0.10088862478733063,Q623374,Geography.Geographical,88.0,0.0,77.0,1.0,193.0,10.0,23.27894,4.131824
145,9.0,20033.0,Patriotisme,1.0,0.33459946513175964,Q6241,Culture.Philosophy_and_religion,0.0,38675.48714017418,94.0,3.0,235.0,17.578947,4.0929656,14.722697
146,9.0,20033.0,Patriotisme,1.0,0.3276783227920532,Q6241,History_and_Society.Society,0.0,38675.48714017418,94.0,3.0,235.0,17.578947,4.0929656,14.722697
147,9.0,20033.0,Patriotisme,1.0,0.287777841091156,Q6241,History_and_Society.Politics_and_government,0.0,38675.48714017418,94.0,3.0,235.0,17.578947,4.0929656,14.722697
148,9.0,20033.0,Patriotisme,1.0,0.18714269995689392,Q6241,History_and_Society.History,0.0,38675.48714017418,94.0,3.0,235.0,17.578947,4.0929656,14.722697
149,3.0,22550.0,Prix Médicis,12.0,0.4688006341457367,Q58352,History_and_Society.Society,13.0,0.5,95.0,7.0,175.0,11.894737,-8.892649,15.615364000000001
150,3.0,22550.0,Prix Médicis,12.0,0.3007555902004242,Q58352,Culture.Literature,13.0,0.5,95.0,7.0,175.0,11.894737,-8.892649,15.615364000000001
