,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views
143,142.0,20797.0,MusicBrainz,0.9219318628311156,Q14005,STEM.STEM*,3181351.0681636035,5.0,9108.0
144,142.0,20797.0,MusicBrainz,0.6076731681823729,Q14005,STEM.Computing,3181351.0681636035,5.0,9108.0
145,142.0,20797.0,MusicBrainz,0.4532718360424042,Q14005,Culture.Internet_culture,3181351.0681636035,5.0,9108.0
146,142.0,20797.0,MusicBrainz,0.41490885615348816,Q14005,STEM.Libraries_&_Information,3181351.0681636035,5.0,9108.0
147,142.0,20797.0,MusicBrainz,0.33459946513175964,Q14005,Culture.Media.Media*,3181351.0681636035,5.0,9108.0
148,142.0,20797.0,MusicBrainz,0.16886694729328156,Q14005,Culture.Media.Software,3181351.0681636035,5.0,9108.0
149,142.0,20797.0,MusicBrainz,0.12253321707248688,Q14005,STEM.Technology,3181351.0681636035,5.0,9108.0
150,129.0,20966.0,Marvel Comics,0.8311530351638794,Q173496,Culture.Literature,727554.1819431725,6.0,260022.0
151,129.0,20966.0,Marvel Comics,0.7248802781105042,Q173496,Culture.Visual_arts.Visual_arts*,727554.1819431725,6.0,260022.0
152,129.0,20966.0,Marvel Comics,0.7057950496673584,Q173496,Culture.Visual_arts.Comics_and_Anime,727554.1819431725,6.0,260022.0
153,129.0,20966.0,Marvel Comics,0.6654205918312073,Q173496,Culture.Media.Media*,727554.1819431725,6.0,260022.0
154,129.0,20966.0,Marvel Comics,0.3998216390609741,Q173496,History_and_Society.Business_and_economics,727554.1819431725,6.0,260022.0
155,129.0,20966.0,Marvel Comics,0.1259327530860901,Q173496,Culture.Media.Entertainment,727554.1819431725,6.0,260022.0
156,129.0,20966.0,Marvel Comics,0.0,Q173496,Geography.Regions.Americas.North_America,727554.1819431725,6.0,260022.0
157,56.0,20986.0,Marvel Universe,0.7981967926025391,Q931597,Culture.Media.Media*,3288.6944925549487,6.0,22236.0
158,56.0,20986.0,Marvel Universe,0.4843900501728058,Q931597,Culture.Literature,3288.6944925549487,6.0,22236.0
159,56.0,20986.0,Marvel Universe,0.2227101624011993,Q931597,Culture.Visual_arts.Visual_arts*,3288.6944925549487,6.0,22236.0
160,56.0,20986.0,Marvel Universe,0.21734751760959625,Q931597,Culture.Media.Films,3288.6944925549487,6.0,22236.0
161,56.0,20986.0,Marvel Universe,0.19194278120994568,Q931597,Culture.Media.Entertainment,3288.6944925549487,6.0,22236.0
162,56.0,20986.0,Marvel Universe,0.1732981950044632,Q931597,Culture.Visual_arts.Comics_and_Anime,3288.6944925549487,6.0,22236.0
163,2.0,21822.0,Natural Law Party,0.4455395638942719,Q491782,History_and_Society.Politics_and_government,145.3048204805338,0.0,3134.0
164,2.0,21822.0,Natural Law Party,0.0,Q491782,Geography.Regions.Europe.Europe*,145.3048204805338,0.0,3134.0
165,6.0,22591.0,Oracle Corporation,0.8558611869812012,Q19900,STEM.STEM*,80110.18622472306,14.0,87314.0
166,6.0,22591.0,Oracle Corporation,0.839743971824646,Q19900,History_and_Society.Business_and_economics,80110.18622472306,14.0,87314.0
167,6.0,22591.0,Oracle Corporation,0.6791887283325195,Q19900,Geography.Regions.Americas.North_America,80110.18622472306,14.0,87314.0
168,6.0,22591.0,Oracle Corporation,0.5234303474426271,Q19900,STEM.Computing,80110.18622472306,14.0,87314.0
169,6.0,22591.0,Oracle Corporation,0.4532718360424042,Q19900,STEM.Technology,80110.18622472306,14.0,87314.0
170,6.0,22591.0,Oracle Corporation,0.22816647589206696,Q19900,Culture.Media.Media*,80110.18622472306,14.0,87314.0
171,6.0,22591.0,Oracle Corporation,0.18714269995689392,Q19900,Culture.Media.Software,80110.18622472306,14.0,87314.0
172,1.0,22647.0,Hoy,0.9836069941520692,Q1139771,Geography.Regions.Europe.Europe*,0.0,3.0,1921.0
173,1.0,22647.0,Hoy,0.9830951094627379,Q1139771,Geography.Regions.Europe.Northern_Europe,0.0,3.0,1921.0
174,1.0,22647.0,Hoy,0.6654205918312073,Q1139771,Geography.Geographical,0.0,3.0,1921.0
175,5.0,22873.0,Presidential Medal of Freedom,0.22816647589206696,Q17144,History_and_Society.Society,15943.869410167605,11.0,50865.0
176,5.0,22873.0,Presidential Medal of Freedom,0.16027602553367615,Q17144,History_and_Society.Military_and_warfare,15943.869410167605,11.0,50865.0
177,5.0,22873.0,Presidential Medal of Freedom,0.11409788036346435,Q17144,Geography.Regions.Americas.North_America,15943.869410167605,11.0,50865.0
178,2.0,23447.0,Transportation in the Philippines,0.7879412174224854,Q14477550,History_and_Society.Transportation,12480.0,23.0,5780.0
179,2.0,23447.0,Transportation in the Philippines,0.4455395638942719,Q14477550,STEM.STEM*,12480.0,23.0,5780.0
180,2.0,23447.0,Transportation in the Philippines,0.4378334879875183,Q14477550,STEM.Engineering,12480.0,23.0,5780.0
181,2.0,23447.0,Transportation in the Philippines,0.22388027811050412,Q14477550,Geography.Regions.Asia.Asia*,12480.0,23.0,5780.0
182,2.0,23447.0,Transportation in the Philippines,0.19165198707580566,Q14477550,Geography.Regions.Asia.Southeast_Asia,12480.0,23.0,5780.0
183,18.0,23745.0,Pokémon,0.9939124584197998,Q864,Culture.Media.Media*,23112.642413679045,6.0,86812.0
184,18.0,23745.0,Pokémon,0.9755869507789612,Q864,Culture.Internet_culture,23112.642413679045,6.0,86812.0
185,18.0,23745.0,Pokémon,0.9284188151359558,Q864,Culture.Media.Video_games,23112.642413679045,6.0,86812.0
186,18.0,23745.0,Pokémon,0.7981967926025391,Q864,Culture.Visual_arts.Comics_and_Anime,23112.642413679045,6.0,86812.0
187,18.0,23745.0,Pokémon,0.59267657995224,Q864,Culture.Visual_arts.Visual_arts*,23112.642413679045,6.0,86812.0
188,18.0,23745.0,Pokémon,0.4610267877578736,Q864,Culture.Media.Entertainment,23112.642413679045,6.0,86812.0
189,18.0,23745.0,Pokémon,0.4455395638942719,Q864,Culture.Literature,23112.642413679045,6.0,86812.0
190,2.0,24680.0,Premier of Western Australia,0.4982059469223023,Q1550276,Geography.Regions.Oceania,6241.000000000003,5.0,2932.0
191,2.0,24680.0,Premier of Western Australia,0.2227101624011993,Q1550276,History_and_Society.Politics_and_government,6241.000000000003,5.0,2932.0
192,2.0,24680.0,Premier of Western Australia,0.0,Q1550276,Geography.Geographical,6241.000000000003,5.0,2932.0
193,25.0,24864.0,Professional wrestling,0.7773098945617676,Q131359,Culture.Media.Media*,102073.86238142061,15.0,50219.0
194,25.0,24864.0,Professional wrestling,0.6076731681823729,Q131359,Culture.Media.Entertainment,102073.86238142061,15.0,50219.0
195,25.0,24864.0,Professional wrestling,0.5234303474426271,Q131359,Culture.Sports,102073.86238142061,15.0,50219.0
196,25.0,24864.0,Professional wrestling,0.22816647589206696,Q131359,Culture.Media.Television,102073.86238142061,15.0,50219.0
197,25.0,24864.0,Professional wrestling,0.0,Q131359,Geography.Regions.Asia.East_Asia,102073.86238142061,15.0,50219.0
198,25.0,24864.0,Professional wrestling,0.0,Q131359,Geography.Regions.Asia.Asia*,102073.86238142061,15.0,50219.0
199,1.0,24972.0,Preacher,0.8267217874526978,Q432386,Culture.Philosophy_and_religion,0.0,0.0,3312.0
200,1.0,24972.0,Preacher,0.3998216390609741,Q432386,History_and_Society.Business_and_economics,0.0,0.0,3312.0
201,1.0,24972.0,Preacher,0.287777841091156,Q432386,Culture.Biography.Biography*,0.0,0.0,3312.0
202,1.0,24972.0,Preacher,0.2568419873714447,Q432386,History_and_Society.History,0.0,0.0,3312.0
203,1.0,24972.0,Preacher,0.16886694729328156,Q432386,History_and_Society.Politics_and_government,0.0,0.0,3312.0
204,2.0,25727.0,Reference work,0.5621865391731262,Q13136,STEM.STEM*,387.0705019094014,14.0,3541.0
205,2.0,25727.0,Reference work,0.18714269995689392,Q13136,Culture.Media.Media*,387.0705019094014,14.0,3541.0
206,2.0,25727.0,Reference work,0.1732981950044632,Q13136,STEM.Libraries_&_Information,387.0705019094014,14.0,3541.0
207,2.0,25727.0,Reference work,0.13297423720359802,Q13136,Culture.Literature,387.0705019094014,14.0,3541.0
208,2.0,25727.0,Reference work,0.1259327530860901,Q13136,Culture.Philosophy_and_religion,387.0705019094014,14.0,3541.0
209,2.0,25727.0,Reference work,0.12253321707248688,Q13136,Culture.Media.Books,387.0705019094014,14.0,3541.0
210,2.0,25727.0,Reference work,0.11597072333097458,Q13136,History_and_Society.History,387.0705019094014,14.0,3541.0
211,113.0,26582.0,Robert the Bruce,0.994098961353302,Q187312,Culture.Biography.Biography*,194996.18550117192,3.0,1844586.0
212,113.0,26582.0,Robert the Bruce,0.6513648629188538,Q187312,History_and_Society.History,194996.18550117192,3.0,1844586.0
213,113.0,26582.0,Robert the Bruce,0.3696072568893433,Q187312,Geography.Regions.Europe.Europe*,194996.18550117192,3.0,1844586.0
214,113.0,26582.0,Robert the Bruce,0.30218379402160644,Q187312,Geography.Regions.Europe.Northern_Europe,194996.18550117192,3.0,1844586.0
215,113.0,26582.0,Robert the Bruce,0.2069040536880493,Q187312,History_and_Society.Military_and_warfare,194996.18550117192,3.0,1844586.0
216,1.0,26907.0,Social engineering,1.0,Q299257,Compilation.List_Disambig,0.0,14.0,1243.0
217,1.0,26907.0,Social engineering,0.15611489117145538,Q299257,STEM.STEM*,0.0,14.0,1243.0
218,1.0,26907.0,Social engineering,0.14805719256401062,Q299257,History_and_Society.Transportation,0.0,14.0,1243.0
219,1.0,26907.0,Social engineering,0.11280541121959685,Q299257,History_and_Society.Military_and_warfare,0.0,14.0,1243.0
220,1.0,26907.0,Social engineering,0.0,Q299257,Geography.Regions.Asia.Asia*,0.0,14.0,1243.0
221,1.0,26907.0,Social engineering,0.0,Q299257,Geography.Geographical,0.0,14.0,1243.0
222,1.0,26907.0,Social engineering,0.0,Q299257,Geography.Regions.Asia.West_Asia,0.0,14.0,1243.0
