,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views
51,2.0,12799.0,Catalan,6.0,0.14034625887870789,Q7026,Geography.Regions.Africa.Africa*,0.0,1103.0,129.0,16.0,152.0,11.153846,4.6878605,-14.534206,3625.0
52,2.0,12799.0,Catalan,6.0,0.1294127255678177,Q7026,Geography.Regions.Americas.Central_America,0.0,1103.0,129.0,16.0,152.0,11.153846,4.6878605,-14.534206,3625.0
53,2.0,12799.0,Catalan,6.0,0.11921291798353195,Q7026,Geography.Regions.Europe.Eastern_Europe,0.0,1103.0,129.0,16.0,152.0,11.153846,4.6878605,-14.534206,3625.0
54,2.0,12799.0,Catalan,6.0,0.11280541121959685,Q7026,Geography.Regions.Americas.South_America,0.0,1103.0,129.0,16.0,152.0,11.153846,4.6878605,-14.534206,3625.0
55,2.0,12799.0,Catalan,6.0,0.1067005917429924,Q7026,Culture.Philosophy_and_religion,0.0,1103.0,129.0,16.0,152.0,11.153846,4.6878605,-14.534206,3625.0
56,3.0,13984.0,Drapeau du Japon,13.0,0.9879562258720398,Q43175,History_and_Society.History,107.0,6592.999999999997,0.0,17.0,253.0,12.307693,-17.333494,24.950773,2655.0
57,3.0,13984.0,Drapeau du Japon,13.0,0.12878464365005493,Q43175,Geography.Regions.Asia.East_Asia,107.0,6592.999999999997,0.0,17.0,253.0,12.307693,-17.333494,24.950773,2655.0
58,3.0,13984.0,Drapeau du Japon,13.0,0.07650540971755981,Q43175,Geography.Regions.Asia.Asia*,107.0,6592.999999999997,0.0,17.0,253.0,12.307693,-17.333494,24.950773,2655.0
59,4.0,15213.0,Étienne (martyr),6.0,0.9808859825134276,Q161775,Culture.Biography.Biography*,0.0,5495.5,129.0,16.0,152.0,13.461538,1.7976436999999998,14.057723,6989.0
60,4.0,15213.0,Étienne (martyr),6.0,0.7122421860694885,Q161775,Culture.Philosophy_and_religion,0.0,5495.5,129.0,16.0,152.0,13.461538,1.7976436999999998,14.057723,6989.0
61,4.0,15213.0,Étienne (martyr),6.0,0.13661839067935946,Q161775,History_and_Society.Society,0.0,5495.5,129.0,16.0,152.0,13.461538,1.7976436999999998,14.057723,6989.0
62,4.0,15213.0,Étienne (martyr),6.0,0.11597072333097458,Q161775,History_and_Society.History,0.0,5495.5,129.0,16.0,152.0,13.461538,1.7976436999999998,14.057723,6989.0
63,4.0,15213.0,Étienne (martyr),6.0,0.0,Q161775,Geography.Regions.Europe.Europe*,0.0,5495.5,129.0,16.0,152.0,13.461538,1.7976436999999998,14.057723,6989.0
64,2.0,15404.0,Richard III,12.0,0.9963027834892272,Q133028,Culture.Biography.Biography*,74.0,1136.0858726793222,134.0,3.0,0.0,11.153846,-14.850497,-5.713776599999999,3717.0
65,2.0,15404.0,Richard III,12.0,0.7931159734725952,Q133028,History_and_Society.History,74.0,1136.0858726793222,134.0,3.0,0.0,11.153846,-14.850497,-5.713776599999999,3717.0
66,2.0,15404.0,Richard III,12.0,0.4765896201133728,Q133028,History_and_Society.Military_and_warfare,74.0,1136.0858726793222,134.0,3.0,0.0,11.153846,-14.850497,-5.713776599999999,3717.0
67,2.0,15404.0,Richard III,12.0,0.15036486291885376,Q133028,Geography.Regions.Europe.Europe*,74.0,1136.0858726793222,134.0,3.0,0.0,11.153846,-14.850497,-5.713776599999999,3717.0
68,2.0,15404.0,Richard III,12.0,0.14034625887870789,Q133028,Culture.Biography.Women,74.0,1136.0858726793222,134.0,3.0,0.0,11.153846,-14.850497,-5.713776599999999,3717.0
69,2.0,15404.0,Richard III,12.0,0.10088862478733064,Q133028,Culture.Philosophy_and_religion,74.0,1136.0858726793222,134.0,3.0,0.0,11.153846,-14.850497,-5.713776599999999,3717.0
70,2.0,15404.0,Richard III,12.0,0.0,Q133028,Geography.Regions.Europe.Northern_Europe,74.0,1136.0858726793222,134.0,3.0,0.0,11.153846,-14.850497,-5.713776599999999,3717.0
71,2.0,15404.0,Richard III,12.0,0.0,Q133028,Geography.Regions.Europe.Western_Europe,74.0,1136.0858726793222,134.0,3.0,0.0,11.153846,-14.850497,-5.713776599999999,3717.0
72,7.0,15836.0,Bratislava,19.0,0.9836069941520692,Q1780,Geography.Regions.Europe.Europe*,170.0,7726.6331464354835,44.0,11.0,235.0,16.923077,-4.7696586,-16.06467,3907.0
73,7.0,15836.0,Bratislava,19.0,0.9073222279548644,Q1780,Geography.Regions.Europe.Eastern_Europe,170.0,7726.6331464354835,44.0,11.0,235.0,16.923077,-4.7696586,-16.06467,3907.0
74,7.0,15836.0,Bratislava,19.0,0.4688006341457367,Q1780,Geography.Geographical,170.0,7726.6331464354835,44.0,11.0,235.0,16.923077,-4.7696586,-16.06467,3907.0
75,7.0,15836.0,Bratislava,19.0,0.19194278120994568,Q1780,History_and_Society.History,170.0,7726.6331464354835,44.0,11.0,235.0,16.923077,-4.7696586,-16.06467,3907.0
76,4.0,20955.0,Jan Ullrich,8.0,0.9981998205184937,Q57959,Culture.Sports,172.0,0.0,126.0,10.0,0.0,13.461538,-8.956904,4.176023000000002,1798.0
77,4.0,20955.0,Jan Ullrich,8.0,0.9969346523284912,Q57959,Culture.Biography.Biography*,172.0,0.0,126.0,10.0,0.0,13.461538,-8.956904,4.176023000000002,1798.0
78,4.0,20955.0,Jan Ullrich,8.0,0.3923194279670715,Q57959,Geography.Regions.Europe.Western_Europe,172.0,0.0,126.0,10.0,0.0,13.461538,-8.956904,4.176023000000002,1798.0
79,4.0,20955.0,Jan Ullrich,8.0,0.3764868249893189,Q57959,Geography.Regions.Europe.Europe*,172.0,0.0,126.0,10.0,0.0,13.461538,-8.956904,4.176023000000002,1798.0
80,4.0,22453.0,Expédition du Mexique,0.0,0.7931159734725952,Q952881,History_and_Society.Military_and_warfare,88.0,9190.240026465088,77.0,11.0,193.0,13.461538,2.9485787999999995,12.23157,2581.0
81,4.0,22453.0,Expédition du Mexique,0.0,0.35867373847961426,Q952881,Geography.Regions.Americas.North_America,88.0,9190.240026465088,77.0,11.0,193.0,13.461538,2.9485787999999995,12.23157,2581.0
82,4.0,22453.0,Expédition du Mexique,0.0,0.23371636867523196,Q952881,History_and_Society.Politics_and_government,88.0,9190.240026465088,77.0,11.0,193.0,13.461538,2.9485787999999995,12.23157,2581.0
83,4.0,22453.0,Expédition du Mexique,0.0,0.1520422399044037,Q952881,History_and_Society.History,88.0,9190.240026465088,77.0,11.0,193.0,13.461538,2.9485787999999995,12.23157,2581.0
84,4.0,22453.0,Expédition du Mexique,0.0,0.1520422399044037,Q952881,History_and_Society.Society,88.0,9190.240026465088,77.0,11.0,193.0,13.461538,2.9485787999999995,12.23157,2581.0
85,4.0,22453.0,Expédition du Mexique,0.0,0.1067005917429924,Q952881,STEM.STEM*,88.0,9190.240026465088,77.0,11.0,193.0,13.461538,2.9485787999999995,12.23157,2581.0
86,4.0,22453.0,Expédition du Mexique,0.0,0.0,Q952881,Geography.Regions.Europe.Western_Europe,88.0,9190.240026465088,77.0,11.0,193.0,13.461538,2.9485787999999995,12.23157,2581.0
87,1.0,23504.0,Total Recall,11.0,0.9949496984481812,Q222018,Culture.Media.Media*,13.0,0.0,95.0,3.0,175.0,10.0,9.074565,10.682243,2701.0
88,1.0,23504.0,Total Recall,11.0,0.9890230894088744,Q222018,Culture.Media.Films,13.0,0.0,95.0,3.0,175.0,10.0,9.074565,10.682243,2701.0
89,1.0,23504.0,Total Recall,11.0,0.5312193632125854,Q222018,Culture.Media.Entertainment,13.0,0.0,95.0,3.0,175.0,10.0,9.074565,10.682243,2701.0
90,1.0,23504.0,Total Recall,11.0,0.0,Q222018,Geography.Regions.Americas.North_America,13.0,0.0,95.0,3.0,175.0,10.0,9.074565,10.682243,2701.0
91,11.0,24488.0,Miguel Indurain,8.0,0.9937201142311096,Q105542,Culture.Biography.Biography*,172.0,1111.2873737373739,126.0,10.0,0.0,21.538464,23.458378,8.600461,3703.0
92,11.0,24488.0,Miguel Indurain,8.0,0.9808859825134276,Q105542,Culture.Sports,172.0,1111.2873737373739,126.0,10.0,0.0,21.538464,23.458378,8.600461,3703.0
93,11.0,24488.0,Miguel Indurain,8.0,0.3981314172744751,Q105542,Geography.Regions.Europe.Europe*,172.0,1111.2873737373739,126.0,10.0,0.0,21.538464,23.458378,8.600461,3703.0
94,11.0,24488.0,Miguel Indurain,8.0,0.3862146010398865,Q105542,Geography.Regions.Europe.Southern_Europe,172.0,1111.2873737373739,126.0,10.0,0.0,21.538464,23.458378,8.600461,3703.0
95,11.0,24488.0,Miguel Indurain,8.0,0.0,Q105542,Geography.Regions.Europe.Western_Europe,172.0,1111.2873737373739,126.0,10.0,0.0,21.538464,23.458378,8.600461,3703.0
96,1.0,24702.0,Tolochenaz,0.0,1.0000100135803225,Q69398,Geography.Regions.Europe.Western_Europe,88.0,0.0,77.0,5.0,193.0,10.0,-4.255849400000002,-22.331831,1628.0
97,1.0,24702.0,Tolochenaz,0.0,0.9995517134666444,Q69398,Geography.Regions.Europe.Europe*,88.0,0.0,77.0,5.0,193.0,10.0,-4.255849400000002,-22.331831,1628.0
98,7.0,25125.0,Tournoi de Wimbledon,17.0,0.9715740084648132,Q41520,Culture.Sports,233.0,3116.7333333332617,124.0,6.0,54.0,16.923077,-17.703429999999994,17.004704999999998,3683.0
99,7.0,25125.0,Tournoi de Wimbledon,17.0,0.0,Q41520,Geography.Regions.Europe.Europe*,233.0,3116.7333333332617,124.0,6.0,54.0,16.923077,-17.703429999999994,17.004704999999998,3683.0
100,7.0,25125.0,Tournoi de Wimbledon,17.0,0.0,Q41520,Geography.Regions.Europe.Northern_Europe,233.0,3116.7333333332617,124.0,6.0,54.0,16.923077,-17.703429999999994,17.004704999999998,3683.0
101,3.0,25639.0,Horemheb,0.0,0.99219411611557,Q157995,Culture.Biography.Biography*,88.0,551.0,77.0,5.0,193.0,12.307693,19.31785,-15.076349,2860.0
102,3.0,25639.0,Horemheb,0.0,0.9836069941520692,Q157995,History_and_Society.History,88.0,551.0,77.0,5.0,193.0,12.307693,19.31785,-15.076349,2860.0
103,3.0,25639.0,Horemheb,0.0,0.2942249774932861,Q157995,History_and_Society.Military_and_warfare,88.0,551.0,77.0,5.0,193.0,12.307693,19.31785,-15.076349,2860.0
104,3.0,25641.0,Ptolémée XV,0.0,0.9919480085372924,Q39589,Culture.Biography.Biography*,88.0,3303.0,77.0,5.0,193.0,12.307693,23.607498,14.336206,3595.0
105,3.0,25641.0,Ptolémée XV,0.0,0.9763205647468568,Q39589,History_and_Society.History,88.0,3303.0,77.0,5.0,193.0,12.307693,23.607498,14.336206,3595.0
106,3.0,25641.0,Ptolémée XV,0.0,0.3007555902004242,Q39589,History_and_Society.Military_and_warfare,88.0,3303.0,77.0,5.0,193.0,12.307693,23.607498,14.336206,3595.0
107,3.0,25641.0,Ptolémée XV,0.0,0.0,Q39589,Geography.Regions.Europe.Europe*,88.0,3303.0,77.0,5.0,193.0,12.307693,23.607498,14.336206,3595.0
108,3.0,25641.0,Ptolémée XV,0.0,0.0,Q39589,Geography.Regions.Europe.Southern_Europe,88.0,3303.0,77.0,5.0,193.0,12.307693,23.607498,14.336206,3595.0
109,3.0,25641.0,Ptolémée XV,0.0,0.0,Q39589,Geography.Regions.Africa.Africa*,88.0,3303.0,77.0,5.0,193.0,12.307693,23.607498,14.336206,3595.0
110,3.0,25641.0,Ptolémée XV,0.0,0.0,Q39589,Geography.Regions.Africa.Northern_Africa,88.0,3303.0,77.0,5.0,193.0,12.307693,23.607498,14.336206,3595.0
111,4.0,28013.0,Emmanuelle Béart,14.0,0.9987257122993468,Q106458,Culture.Biography.Women,0.0,2204.0,163.0,4.0,60.0,13.461538,0.46292648,9.165388,38627.0
112,4.0,28013.0,Emmanuelle Béart,14.0,0.9949496984481812,Q106458,Culture.Biography.Biography*,0.0,2204.0,163.0,4.0,60.0,13.461538,0.46292648,9.165388,38627.0
113,4.0,28013.0,Emmanuelle Béart,14.0,0.4767238368988037,Q106458,Geography.Regions.Europe.Western_Europe,0.0,2204.0,163.0,4.0,60.0,13.461538,0.46292648,9.165388,38627.0
114,4.0,28013.0,Emmanuelle Béart,14.0,0.4556442370414734,Q106458,Geography.Regions.Europe.Europe*,0.0,2204.0,163.0,4.0,60.0,13.461538,0.46292648,9.165388,38627.0
115,3.0,29203.0,Marie-France Pisier,3.0,0.9995794296264648,Q239893,Culture.Biography.Biography*,135.0,4403.0,134.0,8.0,0.0,12.307693,17.570848,-9.751512,37066.0
116,3.0,29203.0,Marie-France Pisier,3.0,0.952584147453308,Q239893,Culture.Biography.Women,135.0,4403.0,134.0,8.0,0.0,12.307693,17.570848,-9.751512,37066.0
117,3.0,29203.0,Marie-France Pisier,3.0,0.2568419873714447,Q239893,History_and_Society.History,135.0,4403.0,134.0,8.0,0.0,12.307693,17.570848,-9.751512,37066.0
118,3.0,29203.0,Marie-France Pisier,3.0,0.15036486291885376,Q239893,Geography.Regions.Europe.Europe*,135.0,4403.0,134.0,8.0,0.0,12.307693,17.570848,-9.751512,37066.0
119,3.0,29203.0,Marie-France Pisier,3.0,0.14805719256401062,Q239893,Culture.Literature,135.0,4403.0,134.0,8.0,0.0,12.307693,17.570848,-9.751512,37066.0
120,3.0,29203.0,Marie-France Pisier,3.0,0.07650540971755981,Q239893,Geography.Regions.Europe.Western_Europe,135.0,4403.0,134.0,8.0,0.0,12.307693,17.570848,-9.751512,37066.0
121,3.0,29203.0,Marie-France Pisier,3.0,0.0,Q239893,Geography.Regions.Americas.North_America,135.0,4403.0,134.0,8.0,0.0,12.307693,17.570848,-9.751512,37066.0
122,3.0,29203.0,Marie-France Pisier,3.0,0.0,Q239893,Geography.Regions.Asia.Asia*,135.0,4403.0,134.0,8.0,0.0,12.307693,17.570848,-9.751512,37066.0
123,1.0,29233.0,Saint-Sylvestre,6.0,1.0,Q249911,Compilation.List_Disambig,0.0,0.0,129.0,16.0,152.0,10.0,-16.568428,-15.250283,3094.0
124,1.0,29233.0,Saint-Sylvestre,6.0,0.3557848632335663,Q249911,Culture.Linguistics,0.0,0.0,129.0,16.0,152.0,10.0,-16.568428,-15.250283,3094.0
125,3.0,30251.0,Le Pacte des loups,10.0,0.98678719997406,Q1123891,Culture.Media.Media*,10.0,1100.0,121.0,15.0,114.0,12.307693,18.40141,0.32302794,3629.0
126,3.0,30251.0,Le Pacte des loups,10.0,0.984585464000702,Q1123891,Culture.Media.Films,10.0,1100.0,121.0,15.0,114.0,12.307693,18.40141,0.32302794,3629.0
127,3.0,30251.0,Le Pacte des loups,10.0,0.0,Q1123891,Geography.Regions.Europe.Europe*,10.0,1100.0,121.0,15.0,114.0,12.307693,18.40141,0.32302794,3629.0
128,3.0,30251.0,Le Pacte des loups,10.0,0.0,Q1123891,Geography.Regions.Europe.Western_Europe,10.0,1100.0,121.0,15.0,114.0,12.307693,18.40141,0.32302794,3629.0
129,3.0,30251.0,Le Pacte des loups,10.0,0.0,Q1123891,Geography.Regions.Americas.North_America,10.0,1100.0,121.0,15.0,114.0,12.307693,18.40141,0.32302794,3629.0
130,2.0,30327.0,À bout de souffle,14.0,0.9970290064811708,Q86427,Culture.Media.Films,0.0,2204.0,163.0,0.0,60.0,11.153846,-22.081392,2.4053383,3785.0
131,2.0,30327.0,À bout de souffle,14.0,0.9955416321754456,Q86427,Culture.Media.Media*,0.0,2204.0,163.0,0.0,60.0,11.153846,-22.081392,2.4053383,3785.0
132,2.0,30327.0,À bout de souffle,14.0,0.053480433464050285,Q86427,Geography.Regions.Europe.Europe*,0.0,2204.0,163.0,0.0,60.0,11.153846,-22.081392,2.4053383,3785.0
133,2.0,30327.0,À bout de souffle,14.0,0.0,Q86427,Geography.Regions.Europe.Western_Europe,0.0,2204.0,163.0,0.0,60.0,11.153846,-22.081392,2.4053383,3785.0
134,3.0,31928.0,Dani (artiste),14.0,0.9960646033287048,Q548211,Culture.Biography.Biography*,0.0,7770.824543101544,163.0,4.0,60.0,12.307693,4.128742,-1.4228812,2802.0
135,3.0,31928.0,Dani (artiste),14.0,0.5698626637458801,Q548211,Culture.Biography.Women,0.0,7770.824543101544,163.0,4.0,60.0,12.307693,4.128742,-1.4228812,2802.0
136,3.0,31928.0,Dani (artiste),14.0,0.1520422399044037,Q548211,Culture.Media.Media*,0.0,7770.824543101544,163.0,4.0,60.0,12.307693,4.128742,-1.4228812,2802.0
137,3.0,31928.0,Dani (artiste),14.0,0.0991983880996704,Q548211,Geography.Regions.Europe.Western_Europe,0.0,7770.824543101544,163.0,4.0,60.0,12.307693,4.128742,-1.4228812,2802.0
138,3.0,31928.0,Dani (artiste),14.0,0.06118653917312623,Q548211,Geography.Regions.Europe.Europe*,0.0,7770.824543101544,163.0,4.0,60.0,12.307693,4.128742,-1.4228812,2802.0
139,3.0,32338.0,Aÿ,0.0,0.9905974268913268,Q146029,History_and_Society.History,88.0,551.0,77.0,5.0,193.0,12.307693,17.978592000000006,0.22231211,3962.0
140,3.0,32338.0,Aÿ,0.0,0.9706977605819702,Q146029,Culture.Biography.Biography*,88.0,551.0,77.0,5.0,193.0,12.307693,17.978592000000006,0.22231211,3962.0
141,3.0,32338.0,Aÿ,0.0,0.11921291798353195,Q146029,History_and_Society.Military_and_warfare,88.0,551.0,77.0,5.0,193.0,12.307693,17.978592000000006,0.22231211,3962.0
142,3.0,32338.0,Aÿ,0.0,0.0,Q146029,Geography.Regions.Africa.Africa*,88.0,551.0,77.0,5.0,193.0,12.307693,17.978592000000006,0.22231211,3962.0
143,6.0,32680.0,Duché de Lorraine,19.0,0.9399233460426332,Q155019,Geography.Regions.Europe.Europe*,170.0,0.45,44.0,11.0,235.0,15.769232,21.973312,-20.042452,2634.0
144,6.0,32680.0,Duché de Lorraine,19.0,0.8439050912857056,Q155019,Geography.Regions.Europe.Western_Europe,170.0,0.45,44.0,11.0,235.0,15.769232,21.973312,-20.042452,2634.0
