,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views,Weight,Main topic,Subtopic
10,3.0,11934.0,"Alien, la résurrection",11.0,0.9983615279197692,Q458314,Culture.Media.Films,13.0,4931.692177328066,95.0,3.0,175.0,12.307692999999999,-15.37631,8.9959,3062.0,2.9950845837593074,Culture,Films
11,2.0,12799.0,Catalan,6.0,0.9908843636512756,Q7026,Geography.Regions.Europe.Europe*,0.0,1103.0,129.0,16.0,152.0,11.153846000000001,4.6878605,-14.534206,3625.0,1.9817687273025513,Geography,Europe*
12,3.0,13984.0,Drapeau du Japon,13.0,0.9879562258720398,Q43175,History_and_Society.History,107.0,6592.999999999997,0.0,17.0,253.0,12.307692999999999,-17.333494,24.950773,2655.0,2.9638686776161194,History_and_Society,History
13,4.0,15213.0,Étienne (martyr),6.0,0.9808859825134276,Q161775,Culture.Biography.Biography*,0.0,5495.5,129.0,16.0,152.0,13.461538000000001,1.7976436999999998,14.057723000000001,6989.0,3.9235439300537105,Culture,Biography*
14,2.0,15404.0,Richard III,12.0,0.9963027834892272,Q133028,Culture.Biography.Biography*,74.0,1136.0858726793222,134.0,3.0,0.0,11.153846000000001,-14.850497,-5.713776599999999,3717.0,1.9926055669784544,Culture,Biography*
15,7.0,15836.0,Bratislava,19.0,0.9836069941520692,Q1780,Geography.Regions.Europe.Europe*,170.0,7726.6331464354835,44.0,11.0,235.0,16.923077,-4.7696586,-16.06467,3907.0,6.8852489590644845,Geography,Europe*
16,4.0,20955.0,Jan Ullrich,8.0,0.9981998205184937,Q57959,Culture.Sports,172.0,0.0,126.0,10.0,0.0,13.461538000000001,-8.956904,4.176023000000002,1798.0,3.9927992820739746,Culture,Sports
17,4.0,22453.0,Expédition du Mexique,0.0,0.7931159734725952,Q952881,History_and_Society.Military_and_warfare,88.0,9190.240026465088,77.0,11.0,193.0,13.461538000000001,2.9485787999999995,12.23157,2581.0,3.172463893890381,History_and_Society,Military_and_warfare
18,1.0,23504.0,Total Recall,11.0,0.9949496984481812,Q222018,Culture.Media.Media*,13.0,0.0,95.0,3.0,175.0,10.0,9.074565,10.682243,2701.0,0.9949496984481812,Culture,Media*
19,11.0,24488.0,Miguel Indurain,8.0,0.9937201142311096,Q105542,Culture.Biography.Biography*,172.0,1111.2873737373739,126.0,10.0,0.0,21.538464,23.458378,8.600461,3703.0,10.930921256542206,Culture,Biography*
20,1.0,24702.0,Tolochenaz,0.0,1.0000100135803225,Q69398,Geography.Regions.Europe.Western_Europe,88.0,0.0,77.0,5.0,193.0,10.0,-4.255849400000002,-22.331831,1628.0,1.0000100135803225,Geography,Western_Europe
21,7.0,25125.0,Tournoi de Wimbledon,17.0,0.9715740084648132,Q41520,Culture.Sports,233.0,3116.7333333332617,124.0,6.0,54.0,16.923077,-17.703429999999994,17.004704999999998,3683.0,6.801018059253693,Culture,Sports
22,3.0,25639.0,Horemheb,0.0,0.99219411611557,Q157995,Culture.Biography.Biography*,88.0,551.0,77.0,5.0,193.0,12.307692999999999,19.31785,-15.076348999999999,2860.0,2.9765823483467098,Culture,Biography*
23,3.0,25641.0,Ptolémée XV,0.0,0.9919480085372924,Q39589,Culture.Biography.Biography*,88.0,3303.0,77.0,5.0,193.0,12.307692999999999,23.607498,14.336205999999999,3595.0,2.975844025611877,Culture,Biography*
24,4.0,28013.0,Emmanuelle Béart,14.0,0.9987257122993468,Q106458,Culture.Biography.Women,0.0,2204.0,163.0,4.0,60.0,13.461538000000001,0.46292648,9.165388,38627.0,3.9949028491973873,Culture,Women
25,3.0,29203.0,Marie-France Pisier,3.0,0.9995794296264648,Q239893,Culture.Biography.Biography*,135.0,4403.0,134.0,8.0,0.0,12.307692999999999,17.570848,-9.751512,37066.0,2.9987382888793945,Culture,Biography*
26,1.0,29233.0,Saint-Sylvestre,6.0,0.3557848632335663,Q249911,Culture.Linguistics,0.0,0.0,129.0,16.0,152.0,10.0,-16.568428,-15.250283,3094.0,0.3557848632335663,Culture,Linguistics
27,3.0,30251.0,Le Pacte des loups,10.0,0.9867871999740601,Q1123891,Culture.Media.Media*,10.0,1100.0,121.0,15.0,114.0,12.307692999999999,18.401410000000002,0.32302794,3629.0,2.96036159992218,Culture,Media*
28,2.0,30327.0,À bout de souffle,14.0,0.9970290064811708,Q86427,Culture.Media.Films,0.0,2204.0,163.0,0.0,60.0,11.153846000000001,-22.081392,2.4053383,3785.0,1.9940580129623415,Culture,Films
29,3.0,31928.0,Dani (artiste),14.0,0.9960646033287048,Q548211,Culture.Biography.Biography*,0.0,7770.824543101544,163.0,4.0,60.0,12.307692999999999,4.128742,-1.4228812,2802.0,2.9881938099861145,Culture,Biography*
30,3.0,32338.0,Aÿ,0.0,0.9905974268913268,Q146029,History_and_Society.History,88.0,551.0,77.0,5.0,193.0,12.307692999999999,17.978592000000006,0.22231211,3962.0,2.9717922806739803,History_and_Society,History
31,6.0,32680.0,Duché de Lorraine,19.0,0.9399233460426332,Q155019,Geography.Regions.Europe.Europe*,170.0,0.45,44.0,11.0,235.0,15.769232,21.973312,-20.042451999999997,2634.0,5.639540076255799,Geography,Europe*
32,12.0,34212.0,Laurent Fignon,8.0,0.9926641583442688,Q13484,Culture.Biography.Biography*,172.0,129845.18269334715,126.0,10.0,0.0,22.692307999999997,20.130589,-4.730186,4396.0,11.911969900131226,Culture,Biography*
33,2.0,37847.0,Enola Gay,6.0,0.8479777574539185,Q204424,History_and_Society.Military_and_warfare,0.0,1068.4441551274015,129.0,16.0,152.0,11.153846000000001,-12.9728155,-14.247463,3718.0,1.695955514907837,History_and_Society,Military_and_warfare
34,3.0,40464.0,Paul Touvier,18.0,0.9965265989303588,Q688313,Culture.Biography.Biography*,245.0,20615.0,148.0,7.0,0.0,12.307692999999999,-22.72131700000001,-8.254825,4273.0,2.989579796791076,Culture,Biography*
35,6.0,40699.0,Rosaire,6.0,0.7371681928634644,Q132539,Culture.Philosophy_and_religion,0.0,3357.199999999999,129.0,16.0,152.0,15.769232,21.882505,0.8014149,3016.0,4.423009157180786,Culture,Philosophy_and_religion
36,3.0,40941.0,Rhodes,18.0,0.9511522054672241,Q43048,Geography.Geographical,245.0,2205.0,148.0,7.0,0.0,12.307692999999999,6.7160115000000005,-5.329472,3825.0,2.8534566164016724,Geography,Geographical
37,1.0,41436.0,Les Enfants du paradis,4.0,0.9715740084648132,Q865580,Culture.Media.Media*,0.0,0.0,94.0,1.0,235.0,10.0,22.421235999999997,-23.594894,3126.0,0.9715740084648132,Culture,Media*
38,2.0,41595.0,Christophe Malavoy,14.0,0.9993638396263124,Q2966368,Culture.Biography.Biography*,0.0,4400.0,163.0,4.0,60.0,11.153846000000001,1.0893344999999999,1.7029748,2161.0,1.9987276792526247,Culture,Biography*
39,10.0,41879.0,Alexandre Ier (empereur de Russie),0.0,0.9867871999740601,Q15193,Culture.Biography.Biography*,88.0,12035.362471378003,77.0,5.0,193.0,20.384617000000002,-12.485318,-1.4574505,4561.0,9.8678719997406,Culture,Biography*
40,15.0,43226.0,Maximilien Ier (empereur du Mexique),19.0,0.998309314250946,Q84192,Culture.Biography.Biography*,170.0,23075.373919499405,44.0,11.0,235.0,26.153847,-6.3696547,-9.334575,6533.0,14.97463971376419,Culture,Biography*
41,3.0,43265.0,Apollo 8,6.0,1.0000100135803225,Q184201,STEM.Space,0.0,551.0,129.0,16.0,152.0,12.307692999999999,0.48388132,-0.9119156999999999,8399.0,3.0000300407409677,STEM,Space
42,3.0,43560.0,Sylvestre Ier,6.0,0.9949496984481812,Q47149,Culture.Biography.Biography*,0.0,4403.0,129.0,16.0,152.0,12.307692999999999,23.032534,-14.463621,8317.0,2.9848490953445435,Culture,Biography*
43,1.0,44100.0,Geneviève Grad,0.0,0.9992306232452391,Q266147,Culture.Biography.Biography*,88.0,0.0,77.0,5.0,193.0,10.0,-5.011361,-14.795656,3673.0,0.9992306232452391,Culture,Biography*
44,3.0,44502.0,Hibernatus,12.0,0.984585464000702,Q568048,Culture.Media.Films,74.0,1103.0,134.0,5.0,0.0,12.307692999999999,-9.428886,-22.81555,4628.0,2.953756392002106,Culture,Films
45,9.0,45555.0,Paris Première,7.0,0.8634016513824463,Q2459910,Culture.Media.Media*,47.0,50518.39864887512,42.0,2.0,255.0,19.23077,19.116514000000002,7.394717999999999,2929.0,7.770614862442017,Culture,Media*
46,8.0,46179.0,Le Pont de la rivière Kwaï (film),0.0,0.990301549434662,Q188718,Culture.Media.Films,88.0,4522.312106159422,77.0,5.0,193.0,18.076923,12.578636999999999,-23.554499,2914.0,7.922412395477296,Culture,Films
47,4.0,46397.0,Oscar (film),12.0,0.9855064153671264,Q1754968,Culture.Media.Films,74.0,23273.90824978561,134.0,5.0,0.0,13.461538000000001,-23.171654,-18.984811999999998,2348.0,3.9420256614685054,Culture,Films
48,5.0,46450.0,Bulle Ogier,14.0,0.9993221759796144,Q204336,Culture.Biography.Biography*,0.0,4631.8977099654685,163.0,0.0,60.0,14.615385,-16.819202,-5.041086,3612.0,4.996610879898072,Culture,Biography*
49,5.0,46479.0,Rufus,14.0,0.9992059469223022,Q715111,Culture.Biography.Biography*,0.0,6164.288558983314,163.0,2.0,60.0,14.615385,0.6328416,13.7735815,2256.0,4.996029734611511,Culture,Biography*
50,2.0,46546.0,Anna Karina,14.0,0.9994397163391112,Q232113,Culture.Biography.Biography*,0.0,1103.0,163.0,0.0,60.0,11.153846000000001,20.044739,-14.141737,3335.0,1.9988794326782224,Culture,Biography*
51,4.0,46594.0,Gisèle Casadesus,15.0,0.9986429810523988,Q470027,Culture.Biography.Biography*,239.0,59679.0,97.0,8.0,185.0,13.461538000000001,12.423079,-0.47016296,6283.0,3.994571924209595,Culture,Biography*
52,3.0,47519.0,Fátima,6.0,0.9926641583442688,Q191133,Geography.Regions.Europe.Europe*,0.0,0.0,129.0,16.0,152.0,12.307692999999999,-7.1825023,21.32382,5660.0,2.9779924750328064,Geography,Europe*
53,6.0,47570.0,Tahitien,7.0,0.9959398508071899,Q34128,Culture.Linguistics,47.0,280.199124232374,42.0,14.0,255.0,15.769232,6.0734982,6.674735000000001,1968.0,5.97563910484314,Culture,Linguistics
54,9.0,51512.0,Rio Bravo (film),0.0,0.9926641583442688,Q1008351,Culture.Media.Media*,88.0,6567.595284063992,77.0,5.0,193.0,19.23077,-17.669329,20.347255999999998,17649.0,8.93397742509842,Culture,Media*
55,10.0,51799.0,Marco Pantani,8.0,0.9875783920288086,Q273860,Culture.Biography.Biography*,172.0,273.370707070707,126.0,10.0,0.0,20.384617000000002,-17.694256,8.764603,2382.0,9.875783920288086,Culture,Biography*
56,3.0,53747.0,Luc Plamondon,0.0,0.9972950220108032,Q591655,Culture.Biography.Biography*,88.0,12303.87886599372,77.0,5.0,193.0,12.307692999999999,14.846982999999998,20.348812,3424.0,2.9918850660324097,Culture,Biography*
57,4.0,55076.0,Christophe Gans,10.0,0.9996530413627625,Q950697,Culture.Biography.Biography*,10.0,2200.5,121.0,15.0,114.0,13.461538000000001,-16.728466,5.3598065,2608.0,3.99861216545105,Culture,Biography*
58,1.0,55153.0,Ceutrons (peuple celte des Alpes),8.0,0.5312193632125854,Q690987,History_and_Society.Society,172.0,0.0,126.0,10.0,0.0,10.0,-1.3658211,16.735394,4462.0,0.5312193632125854,History_and_Society,Society
59,13.0,55382.0,Montargis,2.0,0.9987651705741882,Q212352,Geography.Regions.Europe.Western_Europe,183.0,0.0,168.0,9.0,0.0,23.846153,0.18677220000000005,22.089516,148117.0,12.983947217464447,Geography,Western_Europe
60,4.0,55961.0,Claude Sautet,14.0,0.9960646033287048,Q106669,Culture.Biography.Biography*,0.0,6044.0,163.0,4.0,60.0,13.461538000000001,10.841863,-20.391714,3554.0,3.9842584133148193,Culture,Biography*
61,7.0,56302.0,John Kerry,6.0,0.9986850023269652,Q22316,Culture.Biography.Biography*,0.0,39711.0,129.0,16.0,152.0,16.923077,-1.7761409,-2.1403220000000003,3841.0,6.990795016288756,Culture,Biography*
62,15.0,56785.0,Tahiti,7.0,0.9990402460098268,Q42000,Geography.Geographical,47.0,2473.0342338485902,42.0,14.0,255.0,26.153847,13.316120999999999,-21.207667999999998,38890.0,14.985603690147402,Geography,Geographical
63,6.0,56989.0,Antonio López de Santa Anna,0.0,0.9984121918678284,Q189145,Culture.Biography.Biography*,88.0,20932.86336034001,77.0,11.0,193.0,15.769232,18.22267,20.503279,3571.0,5.99047315120697,Culture,Biography*
64,3.0,57832.0,Henry Purcell,17.0,0.99567848443985,Q9695,Culture.Biography.Biography*,233.0,2204.0,124.0,2.0,54.0,12.307692999999999,19.97901,-21.584164,4273.0,2.98703545331955,Culture,Biography*
65,1.0,58329.0,Bobigny,8.0,0.9994907379150392,Q154724,Geography.Regions.Europe.Western_Europe,172.0,0.0,126.0,7.0,0.0,10.0,-6.8807529999999995,-21.892717,3464.0,0.9994907379150392,Geography,Western_Europe
66,7.0,58684.0,Southampton,1.0,0.9615437984466552,Q79848,Geography.Regions.Europe.Europe*,49.0,33794.55961076645,164.0,7.0,0.0,16.923077,-6.684756,-17.701786,3181.0,6.730806589126586,Geography,Europe*
67,5.0,62274.0,Auguste Escoffier,17.0,0.9937201142311096,Q313744,Culture.Biography.Biography*,233.0,11046.960290670295,124.0,6.0,54.0,14.615385,7.014054,21.428901999999997,6830.0,4.968600571155548,Culture,Biography*
68,3.0,62413.0,Gouvernement Georges Pompidou (1),17.0,0.4973093142509461,Q940230,Geography.Regions.Europe.Western_Europe,233.0,551.0,124.0,6.0,54.0,12.307692999999999,-15.709826000000001,21.99511,2053.0,1.4919279427528382,Geography,Western_Europe
69,1.0,62913.0,Tōdai-ji,6.0,0.8311530351638794,Q460367,Geography.Regions.Asia.East_Asia,0.0,0.0,129.0,16.0,152.0,10.0,22.335863,2.7595494,2094.0,0.8311530351638794,Geography,East_Asia
70,2.0,63382.0,Guérande,6.0,0.9991540908813475,Q501971,Geography.Regions.Europe.Western_Europe,0.0,1103.0,129.0,16.0,152.0,11.153846000000001,-5.373351,-16.712835000000002,4191.0,1.998308181762695,Geography,Western_Europe
71,1.0,63409.0,"La Belle et la Bête (film, 1946)",10.0,0.9814634323120116,Q927048,Culture.Media.Media*,10.0,0.0,121.0,15.0,114.0,10.0,-22.163029,-22.012888,5849.0,0.9814634323120116,Culture,Media*
72,2.0,63793.0,Gouvernement Michel Debré,17.0,0.4957369437217712,Q1719828,Geography.Regions.Europe.Western_Europe,233.0,0.0,124.0,6.0,54.0,11.153846000000001,5.0555634000000005,-20.473816,1638.0,0.9914738874435424,Geography,Western_Europe
73,3.0,64140.0,Ang Lee,0.0,0.9991540908813475,Q160726,Culture.Biography.Biography*,88.0,1103.0,77.0,5.0,193.0,12.307692999999999,-3.4688906999999998,-16.402239,2673.0,2.9974622726440425,Culture,Biography*
74,12.0,66995.0,Mikhaïl Koutouzov,0.0,0.9863731861114502,Q185801,Culture.Biography.Biography*,88.0,8565.01026470712,77.0,5.0,193.0,22.692307999999997,-22.61065,1.2292184,2424.0,11.836478233337402,Culture,Biography*
75,4.0,67670.0,Madame Butterfly,14.0,0.997120440006256,Q19005,Culture.Performing_arts,0.0,3305.0,163.0,4.0,60.0,13.461538000000001,-24.780293,-2.8861048,3730.0,3.988481760025024,Culture,Performing_arts
76,7.0,68118.0,Vittorio Gassman,0.0,0.998309314250946,Q55452,Culture.Biography.Biography*,88.0,32817.698420448665,77.0,5.0,193.0,16.923077,19.21588,11.537867,2754.0,6.988165199756622,Culture,Biography*
77,1.0,68688.0,Thomas Becket,0.0,0.99753737449646,Q192236,Culture.Biography.Biography*,88.0,0.0,77.0,5.0,193.0,10.0,-0.14745167,-20.871847,2274.0,0.99753737449646,Culture,Biography*
78,2.0,69325.0,Affaire Robert Boulin,17.0,0.43892334604263306,Q537095,Geography.Regions.Europe.Western_Europe,233.0,0.0,124.0,6.0,54.0,11.153846000000001,-7.8269963,17.228082999999998,9997.0,0.8778466920852661,Geography,Western_Europe
79,1.0,69907.0,Achat Gadsden,0.0,0.8740872144699097,Q827212,Geography.Regions.Americas.North_America,88.0,0.0,77.0,11.0,193.0,10.0,19.98376,0.17859307,1568.0,0.8740872144699097,Geography,North_America
80,3.0,70289.0,Peter Bogdanovich,0.0,0.9995066523551941,Q158250,Culture.Biography.Biography*,88.0,1103.0,77.0,5.0,193.0,12.307692999999999,-0.28612816,15.449863,3165.0,2.9985199570655823,Culture,Biography*
81,1.0,71676.0,Éric Moussambani,8.0,0.9993638396263124,Q288305,Culture.Biography.Biography*,172.0,0.0,126.0,10.0,0.0,10.0,10.06592,22.40641,4086.0,0.9993638396263124,Culture,Biography*
82,6.0,72276.0,Bataille de la Moskova,0.0,0.8519628047943115,Q184320,History_and_Society.Military_and_warfare,88.0,242.181546608527,77.0,5.0,193.0,15.769232,23.067835000000002,-8.488138000000001,5218.0,5.111776828765869,History_and_Society,Military_and_warfare
83,2.0,74534.0,Sense and Sensibility,0.0,0.8740872144699097,Q274744,Culture.Literature,88.0,0.0,77.0,5.0,193.0,11.153846000000001,-23.630526,16.633963,2069.0,1.7481744289398193,Culture,Literature
84,1.0,75479.0,Lynchage,18.0,0.9814634323120116,Q486775,History_and_Society.Society,245.0,0.0,148.0,7.0,0.0,10.0,6.2757572999999995,12.364417,2747.0,0.9814634323120116,History_and_Society,Society
85,6.0,76721.0,Silésie,19.0,0.9553291201591492,Q81720,Geography.Regions.Europe.Europe*,170.0,4543.899185752877,44.0,11.0,235.0,15.769232,15.232667000000001,-7.976185000000001,4547.0,5.731974720954895,Geography,Europe*
86,3.0,77442.0,Ukiyo-e,13.0,0.5775054097175598,Q185905,Culture.Visual_arts.Visual_arts*,107.0,1100.9999999999998,0.0,17.0,253.0,12.307692999999999,21.39406,13.014054,3183.0,1.7325162291526794,Culture,Visual_arts*
87,8.0,78008.0,Coupe de la Ligue anglaise de football,16.0,0.997894287109375,Q11152,Culture.Sports,160.0,10977.0,96.0,12.0,153.0,18.076923,-3.0632136,-9.6479225,4379.0,7.983154296875,Culture,Sports
88,8.0,78958.0,Liste des ducs de Lorraine,19.0,0.5621865391731262,Q669958,Culture.Biography.Biography*,170.0,11.883354867012113,44.0,11.0,235.0,18.076923,-14.031820999999999,11.786739,2447.0,4.49749231338501,Culture,Biography*
89,9.0,79303.0,Alexandre III (empereur de Russie),0.0,0.9942797422409058,Q120180,Culture.Biography.Biography*,88.0,1207.143003917119,77.0,4.0,193.0,19.23077,22.966652,15.379710999999999,11139.0,8.948517680168152,Culture,Biography*
90,7.0,79331.0,Dagmar de Danemark,0.0,0.9926641583442688,Q153601,Culture.Biography.Biography*,88.0,3752.008497905524,77.0,4.0,193.0,16.923077,-23.897232000000002,0.11824481,3305.0,6.948649108409882,Culture,Biography*
91,6.0,79900.0,David Lean,0.0,0.9992059469223022,Q55260,Culture.Biography.Biography*,88.0,1398.3655149564902,77.0,5.0,193.0,15.769232,17.000854,-16.619426999999998,2403.0,5.9952356815338135,Culture,Biography*
92,2.0,81325.0,Pierre Joxe,16.0,1.0000100135803225,Q977974,Culture.Biography.Biography*,160.0,2204.0,96.0,12.0,153.0,11.153846000000001,3.5347357,-22.70796,3193.0,2.000020027160645,Culture,Biography*
93,1.0,81563.0,Barbara Bain,0.0,0.9994397163391112,Q263143,Culture.Biography.Biography*,88.0,0.0,77.0,5.0,193.0,10.0,19.535292000000002,16.982546,2399.0,0.9994397163391112,Culture,Biography*
94,8.0,84867.0,Guerre et Paix (série de films),0.0,0.9763205647468568,Q845176,Culture.Media.Media*,88.0,273.6570650217762,77.0,5.0,193.0,18.076923,-10.123808,14.483867000000002,0.0,7.810564517974854,Culture,Media*
95,3.0,85400.0,Nô,13.0,0.6791887283325195,Q226887,Culture.Performing_arts,107.0,1102.9999999999998,0.0,17.0,253.0,12.307692999999999,9.851249000000001,5.516004,2382.0,2.0375661849975586,Culture,Performing_arts
96,16.0,87138.0,John Ford,0.0,0.998309314250946,Q51114,Culture.Biography.Biography*,88.0,17065.926985275644,77.0,5.0,193.0,27.307693,20.104637,21.783567,3835.0,15.972949028015137,Culture,Biography*
97,4.0,87817.0,Lieutenant-colonel,17.0,0.9931061863899232,Q493898,History_and_Society.Military_and_warfare,233.0,3397.231868493181,124.0,6.0,54.0,13.461538000000001,-15.24664,7.780139,3352.0,3.972424745559693,History_and_Society,Military_and_warfare
98,5.0,88555.0,James Mason,0.0,0.9993433356285096,Q209186,Culture.Biography.Biography*,88.0,1570.1843065414841,77.0,5.0,193.0,14.615385,10.563281,-9.367479,8258.0,4.9967166781425485,Culture,Biography*
99,9.0,89410.0,Shrek 2,12.0,0.9967369437217712,Q485983,Culture.Media.Films,74.0,17445.221023968454,134.0,3.0,0.0,19.23077,5.564234,5.1286254,8210.0,8.970632493495941,Culture,Films
100,5.0,89728.0,Howard Hawks,0.0,0.9990402460098268,Q51581,Culture.Biography.Biography*,88.0,43.923162193067334,77.0,5.0,193.0,14.615385,2.3215377,11.404122000000001,2884.0,4.995201230049134,Culture,Biography*
101,5.0,90054.0,Donald Bellisario,11.0,0.9995066523551941,Q710739,Culture.Biography.Biography*,13.0,1103.0,95.0,0.0,175.0,14.615385,-20.925701,3.9184647000000004,2850.0,4.9975332617759705,Culture,Biography*
102,3.0,90580.0,Pascale Petit (actrice),4.0,0.998876452445984,Q461321,Culture.Biography.Biography*,0.0,1103.0,94.0,1.0,235.0,12.307692999999999,16.493248,17.261024,7338.0,2.996629357337952,Culture,Biography*
103,1.0,90805.0,Parfum de femme (film),0.0,0.960371196269989,Q128504,Culture.Media.Films,88.0,0.0,77.0,5.0,193.0,10.0,-21.261942,2.1562902999999998,1079.0,0.960371196269989,Culture,Films
104,4.0,91404.0,Anita Ekberg,0.0,1.0000100135803225,Q230662,Culture.Biography.Biography*,88.0,2204.0,77.0,5.0,193.0,13.461538000000001,22.555999999999997,-2.1091225,3197.0,4.00004005432129,Culture,Biography*
105,3.0,91810.0,Marcel Marceau,3.0,0.9985088109970092,Q157191,Culture.Biography.Biography*,135.0,0.0,134.0,8.0,0.0,12.307692999999999,22.271935,-19.5906,3127.0,2.9955264329910274,Culture,Biography*
106,7.0,92231.0,Monte-Carlo,17.0,0.8962613940238953,Q45240,Geography.Regions.Europe.Europe*,233.0,16829.615384615383,124.0,6.0,54.0,16.923077,23.938763,24.267044,3763.0,6.273829758167267,Geography,Europe*
107,1.0,93498.0,Affaire Seznec,3.0,0.6224693655967712,Q24478688,Culture.Biography.Biography*,135.0,0.0,134.0,8.0,0.0,10.0,11.643550999999999,3.9030072999999996,4208.0,0.6224693655967712,Culture,Biography*
108,2.0,93699.0,Daniel Darc,14.0,0.9893575310707092,Q3013907,Culture.Biography.Biography*,0.0,9.083333333333334,163.0,4.0,60.0,11.153846000000001,-17.979116,8.373550999999999,16382.0,1.9787150621414185,Culture,Biography*
109,1.0,94454.0,Paparazzi,0.0,0.7981967926025391,Q156624,Culture.Visual_arts.Visual_arts*,88.0,0.0,77.0,5.0,193.0,10.0,11.453502,-1.0786681,3079.0,0.7981967926025391,Culture,Visual_arts*
110,2.0,95173.0,Francis Lai,0.0,0.9990700483322144,Q223408,Culture.Biography.Biography*,88.0,11103.172588937448,77.0,5.0,193.0,11.153846000000001,-18.180813,-22.442698,2555.0,1.9981400966644287,Culture,Biography*
111,10.0,95451.0,Alec Guinness,0.0,0.9987257122993468,Q103894,Culture.Biography.Biography*,88.0,22077.547811833218,77.0,5.0,193.0,20.384617000000002,-0.09914031,1.5918614,4642.0,9.987257122993467,Culture,Biography*
112,11.0,96973.0,Richard Virenque,8.0,0.996837317943573,Q439088,Culture.Biography.Biography*,172.0,17231.051010101142,126.0,10.0,0.0,21.538464,-21.228279999999998,-0.8561711999999999,5140.0,10.965210497379303,Culture,Biography*
113,5.0,98097.0,Paul Belmondo (sculpteur),17.0,0.9883227348327636,Q1145608,Culture.Biography.Biography*,233.0,6573.120102637545,124.0,6.0,54.0,14.615385,3.8957856,8.828485,3984.0,4.9416136741638175,Culture,Biography*
114,7.0,98517.0,Martin Landau,0.0,0.9987257122993468,Q294641,Culture.Biography.Biography*,88.0,20621.83598838992,77.0,5.0,193.0,16.923077,20.166348,-6.5958467,10036.0,6.991079986095428,Culture,Biography*
115,7.0,99240.0,Brice Lalonde,6.0,0.9954004287719728,Q2512092,Culture.Biography.Biography*,0.0,4405.0,129.0,16.0,152.0,16.923077,-12.06077,5.7234316,9419.0,6.9678030014038095,Culture,Biography*
116,5.0,101546.0,Bernard Tapie,16.0,0.9951046109199524,Q728645,Culture.Biography.Biography*,160.0,68700.0,96.0,12.0,153.0,14.615385,3.8788316,19.87557,17900.0,4.975523054599762,Culture,Biography*
117,16.0,101551.0,François Ier (empereur du Saint-Empire),19.0,0.9935217499732972,Q151075,Culture.Biography.Biography*,170.0,941.7537357530342,44.0,11.0,235.0,27.307693,-8.132544000000001,16.590870000000002,13705.0,15.896347999572756,Culture,Biography*
118,2.0,102180.0,Yann Le Gac,4.0,0.9979592561721802,Q3571660,Culture.Biography.Biography*,0.0,3303.0,94.0,1.0,235.0,11.153846000000001,14.743229000000001,-7.7667800000000025,2624.0,1.9959185123443604,Culture,Biography*
