,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views
18,6.0,3080.0,Alexandria,0.2814156115055084,Q87,Geography.Regions.Asia.Asia*,145.0,135255.14044043294,163.0,37.0,0.0,16.089745,-11.561155,-24.92533,87665.0
19,6.0,3080.0,Alexandria,0.2227101624011993,Q87,Geography.Regions.Europe.Europe*,145.0,135255.14044043294,163.0,37.0,0.0,16.089745,-11.561155,-24.92533,87665.0
20,6.0,3080.0,Alexandria,0.21734751760959625,Q87,Culture.Philosophy_and_religion,145.0,135255.14044043294,163.0,37.0,0.0,16.089745,-11.561155,-24.92533,87665.0
21,6.0,3080.0,Alexandria,0.2069040536880493,Q87,Geography.Regions.Asia.West_Asia,145.0,135255.14044043294,163.0,37.0,0.0,16.089745,-11.561155,-24.92533,87665.0
22,6.0,3080.0,Alexandria,0.2069040536880493,Q87,Geography.Regions.Africa.Africa*,145.0,135255.14044043294,163.0,37.0,0.0,16.089745,-11.561155,-24.92533,87665.0
23,6.0,3080.0,Alexandria,0.11280541121959685,Q87,History_and_Society.Society,145.0,135255.14044043294,163.0,37.0,0.0,16.089745,-11.561155,-24.92533,87665.0
24,4.0,3112.0,Arianespace,0.8596737384796143,Q309867,History_and_Society.Business_and_economics,192.0,31755.0,192.0,26.0,192.0,13.653847,-5.0846767,-22.843502,3336.0
25,4.0,3112.0,Arianespace,0.6370407938957214,Q309867,History_and_Society.Transportation,192.0,31755.0,192.0,26.0,192.0,13.653847,-5.0846767,-22.843502,3336.0
26,4.0,3112.0,Arianespace,0.59267657995224,Q309867,STEM.STEM*,192.0,31755.0,192.0,26.0,192.0,13.653847,-5.0846767,-22.843502,3336.0
27,4.0,3112.0,Arianespace,0.3276783227920532,Q309867,STEM.Technology,192.0,31755.0,192.0,26.0,192.0,13.653847,-5.0846767,-22.843502,3336.0
28,4.0,3112.0,Arianespace,0.30218379402160644,Q309867,Geography.Regions.Europe.Europe*,192.0,31755.0,192.0,26.0,192.0,13.653847,-5.0846767,-22.843502,3336.0
29,4.0,3112.0,Arianespace,0.2653036584854126,Q309867,Geography.Regions.Europe.Western_Europe,192.0,31755.0,192.0,26.0,192.0,13.653847,-5.0846767,-22.843502,3336.0
30,4.0,3112.0,Arianespace,0.2393593490123749,Q309867,STEM.Space,192.0,31755.0,192.0,26.0,192.0,13.653847,-5.0846767,-22.843502,3336.0
31,4.0,3112.0,Arianespace,0.16452647745609286,Q309867,STEM.Engineering,192.0,31755.0,192.0,26.0,192.0,13.653847,-5.0846767,-22.843502,3336.0
32,15.0,3392.0,British Columbia,0.8706072568893433,Q1974,Geography.Regions.Americas.North_America,192.0,150677.68384087642,192.0,24.0,192.0,27.051283,-14.174606,-6.724975,56130.0
33,15.0,3392.0,British Columbia,0.7371681928634644,Q1974,Geography.Geographical,192.0,150677.68384087642,192.0,24.0,192.0,27.051283,-14.174606,-6.724975,56130.0
34,13.0,4054.0,Battleship,0.7931159734725952,Q182531,History_and_Society.Transportation,255.0,135437.62406415126,135.0,13.0,0.0,24.615385,-1.9980601,-15.96576,29480.0
35,13.0,4054.0,Battleship,0.6859594583511353,Q182531,History_and_Society.Military_and_warfare,255.0,135437.62406415126,135.0,13.0,0.0,24.615385,-1.9980601,-15.96576,29480.0
36,13.0,4054.0,Battleship,0.19194278120994568,Q182531,STEM.STEM*,255.0,135437.62406415126,135.0,13.0,0.0,24.615385,-1.9980601,-15.96576,29480.0
37,13.0,4054.0,Battleship,0.1520422399044037,Q182531,STEM.Technology,255.0,135437.62406415126,135.0,13.0,0.0,24.615385,-1.9980601,-15.96576,29480.0
38,26.0,4675.0,British Museum,0.7718535065650941,Q6373,Culture.Visual_arts.Visual_arts*,154.0,165773.04987104575,102.0,2.0,134.0,40.44872,-23.474747,0.5055208999999999,33706.0
39,26.0,4675.0,British Museum,0.7057950496673584,Q6373,Culture.Visual_arts.Architecture,154.0,165773.04987104575,102.0,2.0,134.0,40.44872,-23.474747,0.5055208999999999,33706.0
40,26.0,4675.0,British Museum,0.59267657995224,Q6373,Geography.Regions.Europe.Europe*,154.0,165773.04987104575,102.0,2.0,134.0,40.44872,-23.474747,0.5055208999999999,33706.0
41,26.0,4675.0,British Museum,0.20182321965694427,Q6373,Geography.Regions.Europe.Northern_Europe,154.0,165773.04987104575,102.0,2.0,134.0,40.44872,-23.474747,0.5055208999999999,33706.0
42,35.0,5247.0,Country music,0.6513648629188538,Q83440,Culture.Media.Media*,240.0,1103816.176799283,174.0,17.0,0.0,51.410255,-6.6651697,-1.7799999,37843.0
43,35.0,5247.0,Country music,0.585111141204834,Q83440,Culture.Media.Music,240.0,1103816.176799283,174.0,17.0,0.0,51.410255,-6.6651697,-1.7799999,37843.0
44,35.0,5247.0,Country music,0.022430347442626952,Q83440,Geography.Regions.Americas.North_America,240.0,1103816.176799283,174.0,17.0,0.0,51.410255,-6.6651697,-1.7799999,37843.0
45,11.0,5267.0,Constellation,0.9324633479118348,Q8928,STEM.STEM*,154.0,236810.79048226657,102.0,2.0,134.0,22.17949,21.22078,-10.195004,36719.0
46,11.0,5267.0,Constellation,0.8840492963790894,Q8928,STEM.Space,154.0,236810.79048226657,102.0,2.0,134.0,22.17949,21.22078,-10.195004,36719.0
47,11.0,5267.0,Constellation,0.10088862478733064,Q8928,Culture.Philosophy_and_religion,154.0,236810.79048226657,102.0,2.0,134.0,22.17949,21.22078,-10.195004,36719.0
48,2.0,6185.0,Chuck Yeager,0.997758150100708,Q271939,Culture.Biography.Biography*,255.0,5296.0,135.0,13.0,0.0,11.217949,2.016437,10.957729,130600.0
49,2.0,6185.0,Chuck Yeager,0.9688661694526672,Q271939,History_and_Society.Military_and_warfare,255.0,5296.0,135.0,13.0,0.0,11.217949,2.016437,10.957729,130600.0
50,2.0,6185.0,Chuck Yeager,0.8706072568893433,Q271939,History_and_Society.Transportation,255.0,5296.0,135.0,13.0,0.0,11.217949,2.016437,10.957729,130600.0
51,2.0,6185.0,Chuck Yeager,0.8479777574539185,Q271939,STEM.Engineering,255.0,5296.0,135.0,13.0,0.0,11.217949,2.016437,10.957729,130600.0
52,2.0,6185.0,Chuck Yeager,0.7186043858528137,Q271939,STEM.STEM*,255.0,5296.0,135.0,13.0,0.0,11.217949,2.016437,10.957729,130600.0
53,2.0,6185.0,Chuck Yeager,0.2653036584854126,Q271939,Geography.Regions.Americas.North_America,255.0,5296.0,135.0,13.0,0.0,11.217949,2.016437,10.957729,130600.0
54,2.0,6185.0,Chuck Yeager,0.0,Q271939,Geography.Regions.Asia.Asia*,255.0,5296.0,135.0,13.0,0.0,11.217949,2.016437,10.957729,130600.0
55,2.0,6187.0,Cologne,0.9553291201591492,Q365,Geography.Regions.Europe.Europe*,0.0,5296.000000000001,122.0,11.0,154.0,11.217949,-4.0939484,-24.61415,59900.0
56,2.0,6187.0,Cologne,0.9362950325012208,Q365,Geography.Regions.Europe.Western_Europe,0.0,5296.000000000001,122.0,11.0,154.0,11.217949,-4.0939484,-24.61415,59900.0
57,2.0,6187.0,Cologne,0.59267657995224,Q365,Geography.Geographical,0.0,5296.000000000001,122.0,11.0,154.0,11.217949,-4.0939484,-24.61415,59900.0
58,2.0,6187.0,Cologne,0.16452647745609286,Q365,History_and_Society.History,0.0,5296.000000000001,122.0,11.0,154.0,11.217949,-4.0939484,-24.61415,59900.0
59,6.0,6250.0,"Colorado Springs, Colorado",0.9748311638832092,Q49258,Geography.Geographical,97.0,98658.61851908914,136.0,32.0,0.0,16.089745,17.361407999999994,-15.701691,47823.0
60,6.0,6250.0,"Colorado Springs, Colorado",0.8354935646057129,Q49258,Geography.Regions.Americas.North_America,97.0,98658.61851908914,136.0,32.0,0.0,16.089745,17.361407999999994,-15.701691,47823.0
61,6.0,6250.0,"Colorado Springs, Colorado",0.1520422399044037,Q49258,History_and_Society.Society,97.0,98658.61851908914,136.0,32.0,0.0,16.089745,17.361407999999994,-15.701691,47823.0
62,11.0,6653.0,Cape Town,0.9496793746948242,Q5465,Geography.Geographical,154.0,201624.76781250368,102.0,2.0,134.0,22.17949,-13.784749,8.734847,45536.0
63,11.0,6653.0,Cape Town,0.880807101726532,Q5465,Geography.Regions.Africa.Africa*,154.0,201624.76781250368,102.0,2.0,134.0,22.17949,-13.784749,8.734847,45536.0
64,11.0,6653.0,Cape Town,0.38492217659950256,Q5465,Geography.Regions.Africa.Southern_Africa,154.0,201624.76781250368,102.0,2.0,134.0,22.17949,-13.784749,8.734847,45536.0
65,11.0,6653.0,Cape Town,0.1259327530860901,Q5465,History_and_Society.History,154.0,201624.76781250368,102.0,2.0,134.0,22.17949,-13.784749,8.734847,45536.0
66,9.0,7034.0,Cruiser,0.9124462008476256,Q104843,History_and_Society.Transportation,255.0,53818.882128409656,135.0,13.0,0.0,19.74359,-8.091894,19.657295,22779.0
67,9.0,7034.0,Cruiser,0.16027602553367615,Q104843,History_and_Society.Military_and_warfare,255.0,53818.882128409656,135.0,13.0,0.0,19.74359,-8.091894,19.657295,22779.0
68,3.0,7407.0,County town,0.037993239402771,Q1357964,Geography.Regions.Europe.Europe*,28.0,37655.9568253606,127.0,2.0,89.0,12.435898,0.8024982,1.4756441,11049.0
69,3.0,7407.0,County town,0.0,Q1357964,Geography.Regions.Europe.Northern_Europe,28.0,37655.9568253606,127.0,2.0,89.0,12.435898,0.8024982,1.4756441,11049.0
70,3.0,7407.0,County town,0.0,Q1357964,Geography.Regions.Asia.Asia*,28.0,37655.9568253606,127.0,2.0,89.0,12.435898,0.8024982,1.4756441,11049.0
71,3.0,7407.0,County town,0.0,Q1357964,Geography.Regions.Africa.Africa*,28.0,37655.9568253606,127.0,2.0,89.0,12.435898,0.8024982,1.4756441,11049.0
72,3.0,7407.0,County town,0.0,Q1357964,Geography.Regions.Asia.East_Asia,28.0,37655.9568253606,127.0,2.0,89.0,12.435898,0.8024982,1.4756441,11049.0
73,16.0,7592.0,Caldera,0.9046605229377748,Q159954,STEM.Earth_and_environment,232.0,23802.54356389444,108.0,25.0,146.0,28.269232,1.3589416,-20.440403,35861.0
74,16.0,7592.0,Caldera,0.839743971824646,Q159954,STEM.STEM*,232.0,23802.54356389444,108.0,25.0,146.0,28.269232,1.3589416,-20.440403,35861.0
75,16.0,7592.0,Caldera,0.2047950496673584,Q159954,Geography.Geographical,232.0,23802.54356389444,108.0,25.0,146.0,28.269232,1.3589416,-20.440403,35861.0
76,3.0,7906.0,Destry Rides Again,0.997120440006256,Q607524,Culture.Media.Films,192.0,10591.0,192.0,1.0,192.0,12.435898,-18.19172,-6.2803874,7377.0
77,3.0,7906.0,Destry Rides Again,0.9963027834892272,Q607524,Culture.Media.Media*,192.0,10591.0,192.0,1.0,192.0,12.435898,-18.19172,-6.2803874,7377.0
78,3.0,7906.0,Destry Rides Again,0.0,Q607524,Geography.Regions.Americas.North_America,192.0,10591.0,192.0,1.0,192.0,12.435898,-18.19172,-6.2803874,7377.0
79,13.0,8166.0,Devon,0.9963027834892272,Q23156,Geography.Regions.Europe.Northern_Europe,28.0,154707.45693971563,127.0,2.0,89.0,24.615385,12.282826,-8.956896,27419.0
80,13.0,8166.0,Devon,0.9951046109199524,Q23156,Geography.Regions.Europe.Europe*,28.0,154707.45693971563,127.0,2.0,89.0,24.615385,12.282826,-8.956896,27419.0
81,13.0,8166.0,Devon,0.7186043858528137,Q23156,Geography.Geographical,28.0,154707.45693971563,127.0,2.0,89.0,24.615385,12.282826,-8.956896,27419.0
82,7.0,8167.0,Dartmoor,0.9481645226478576,Q214823,Geography.Regions.Europe.Northern_Europe,28.0,11912.226188530043,127.0,2.0,89.0,17.307693,12.505457,-7.519501700000001,13163.0
83,7.0,8167.0,Dartmoor,0.9099169969558716,Q214823,Geography.Regions.Europe.Europe*,28.0,11912.226188530043,127.0,2.0,89.0,17.307693,12.505457,-7.519501700000001,13163.0
84,7.0,8167.0,Dartmoor,0.839743971824646,Q214823,Geography.Geographical,28.0,11912.226188530043,127.0,2.0,89.0,17.307693,12.505457,-7.519501700000001,13163.0
85,2.0,8586.0,Dyson sphere,0.7310686111450195,Q469,STEM.STEM*,192.0,5296.0,192.0,26.0,192.0,11.217949,12.147151,-5.7379346,62940.0
86,2.0,8586.0,Dyson sphere,0.6150978803634644,Q469,Culture.Media.Media*,192.0,5296.0,192.0,26.0,192.0,11.217949,12.147151,-5.7379346,62940.0
87,2.0,8586.0,Dyson sphere,0.4225146472454071,Q469,Culture.Internet_culture,192.0,5296.0,192.0,26.0,192.0,11.217949,12.147151,-5.7379346,62940.0
88,2.0,8586.0,Dyson sphere,0.40734341740608215,Q469,STEM.Technology,192.0,5296.0,192.0,26.0,192.0,11.217949,12.147151,-5.7379346,62940.0
89,2.0,8586.0,Dyson sphere,0.33459946513175964,Q469,STEM.Space,192.0,5296.0,192.0,26.0,192.0,11.217949,12.147151,-5.7379346,62940.0
90,2.0,8586.0,Dyson sphere,0.22816647589206696,Q469,Culture.Media.Entertainment,192.0,5296.0,192.0,26.0,192.0,11.217949,12.147151,-5.7379346,62940.0
91,2.0,8586.0,Dyson sphere,0.1778208613395691,Q469,STEM.Biology,192.0,5296.0,192.0,26.0,192.0,11.217949,12.147151,-5.7379346,62940.0
92,2.0,8586.0,Dyson sphere,0.11597072333097458,Q469,Culture.Media.Video_games,192.0,5296.0,192.0,26.0,192.0,11.217949,12.147151,-5.7379346,62940.0
93,2.0,10315.0,Edwin Howard Armstrong,0.9984612464904784,Q333987,Culture.Biography.Biography*,192.0,142290.0,192.0,26.0,192.0,11.217949,2.8136408,6.0960693,5708.0
94,2.0,10315.0,Edwin Howard Armstrong,0.6513648629188538,Q333987,STEM.STEM*,192.0,142290.0,192.0,26.0,192.0,11.217949,2.8136408,6.0960693,5708.0
95,2.0,10315.0,Edwin Howard Armstrong,0.3007555902004242,Q333987,STEM.Physics,192.0,142290.0,192.0,26.0,192.0,11.217949,2.8136408,6.0960693,5708.0
96,2.0,10315.0,Edwin Howard Armstrong,0.2689514458179474,Q333987,STEM.Engineering,192.0,142290.0,192.0,26.0,192.0,11.217949,2.8136408,6.0960693,5708.0
97,2.0,10315.0,Edwin Howard Armstrong,0.22816647589206696,Q333987,STEM.Technology,192.0,142290.0,192.0,26.0,192.0,11.217949,2.8136408,6.0960693,5708.0
98,2.0,10315.0,Edwin Howard Armstrong,0.0,Q333987,Geography.Regions.Americas.North_America,192.0,142290.0,192.0,26.0,192.0,11.217949,2.8136408,6.0960693,5708.0
99,2.0,10315.0,Edwin Howard Armstrong,0.0,Q333987,Geography.Regions.Europe.Europe*,192.0,142290.0,192.0,26.0,192.0,11.217949,2.8136408,6.0960693,5708.0
100,1.0,11260.0,Relax (song),0.9991540908813475,Q492180,Culture.Media.Music,192.0,0.0,192.0,17.0,192.0,10.0,9.614379,-18.790728,14163.0
101,1.0,11260.0,Relax (song),0.9985549449920654,Q492180,Culture.Media.Media*,192.0,0.0,192.0,17.0,192.0,10.0,9.614379,-18.790728,14163.0
102,1.0,13487.0,Hermann Göring,0.996185541152954,Q47906,Culture.Biography.Biography*,34.0,0.0,94.0,13.0,176.0,10.0,-3.9644754,-16.315323,60972.0
103,1.0,13487.0,Hermann Göring,0.8840492963790894,Q47906,History_and_Society.Military_and_warfare,34.0,0.0,94.0,13.0,176.0,10.0,-3.9644754,-16.315323,60972.0
104,1.0,13487.0,Hermann Göring,0.4423575868606568,Q47906,Geography.Regions.Europe.Europe*,34.0,0.0,94.0,13.0,176.0,10.0,-3.9644754,-16.315323,60972.0
105,1.0,13487.0,Hermann Göring,0.4352950325012207,Q47906,Geography.Regions.Europe.Western_Europe,34.0,0.0,94.0,13.0,176.0,10.0,-3.9644754,-16.315323,60972.0
106,5.0,14644.0,Geography of Indonesia,0.4792908897399902,Q1977576,Geography.Regions.Asia.Asia*,232.0,561.2770335526731,108.0,25.0,146.0,14.871795,9.586264,1.3751149,4271.0
107,5.0,14644.0,Geography of Indonesia,0.4659240117073059,Q1977576,Geography.Regions.Asia.Southeast_Asia,232.0,561.2770335526731,108.0,25.0,146.0,14.871795,9.586264,1.3751149,4271.0
108,5.0,14644.0,Geography of Indonesia,0.0,Q1977576,Geography.Geographical,232.0,561.2770335526731,108.0,25.0,146.0,14.871795,9.586264,1.3751149,4271.0
109,6.0,14878.0,International Astronomical Union,0.38492217659950256,Q6867,History_and_Society.Business_and_economics,154.0,15884.333333333332,102.0,2.0,134.0,16.089745,14.746716500000002,2.2142243,6120.0
110,6.0,14878.0,International Astronomical Union,0.3629792034626007,Q6867,STEM.STEM*,154.0,15884.333333333332,102.0,2.0,134.0,16.089745,14.746716500000002,2.2142243,6120.0
111,6.0,14878.0,International Astronomical Union,0.3415925204753876,Q6867,History_and_Society.Education,154.0,15884.333333333332,102.0,2.0,134.0,16.089745,14.746716500000002,2.2142243,6120.0
112,6.0,14878.0,International Astronomical Union,0.2568419873714447,Q6867,History_and_Society.Politics_and_government,154.0,15884.333333333332,102.0,2.0,134.0,16.089745,14.746716500000002,2.2142243,6120.0
113,6.0,14878.0,International Astronomical Union,0.14034625887870789,Q6867,STEM.Earth_and_environment,154.0,15884.333333333332,102.0,2.0,134.0,16.089745,14.746716500000002,2.2142243,6120.0
114,6.0,14878.0,International Astronomical Union,0.0,Q6867,Geography.Regions.Europe.Europe*,154.0,15884.333333333332,102.0,2.0,134.0,16.089745,14.746716500000002,2.2142243,6120.0
115,6.0,14878.0,International Astronomical Union,0.0,Q6867,Geography.Regions.Europe.Western_Europe,154.0,15884.333333333332,102.0,2.0,134.0,16.089745,14.746716500000002,2.2142243,6120.0
116,3.0,15907.0,Jabberwocky,0.7931159734725952,Q250371,Culture.Literature,97.0,11375.35339287042,136.0,0.0,0.0,12.435898,5.1896143,19.852638,39175.0
117,3.0,15907.0,Jabberwocky,0.59267657995224,Q250371,Culture.Media.Media*,97.0,11375.35339287042,136.0,0.0,0.0,12.435898,5.1896143,19.852638,39175.0
118,3.0,15907.0,Jabberwocky,0.4843900501728058,Q250371,Culture.Media.Music,97.0,11375.35339287042,136.0,0.0,0.0,12.435898,5.1896143,19.852638,39175.0
119,3.0,15907.0,Jabberwocky,0.16027602553367615,Q250371,Culture.Media.Books,97.0,11375.35339287042,136.0,0.0,0.0,12.435898,5.1896143,19.852638,39175.0
120,2.0,16020.0,"Jackson, Michigan",0.9875783920288086,Q984374,Geography.Regions.Americas.North_America,240.0,5296.000000000001,174.0,4.0,0.0,11.217949,15.030212,-6.704808,3481.0
121,2.0,16020.0,"Jackson, Michigan",0.812877357006073,Q984374,Geography.Geographical,240.0,5296.000000000001,174.0,4.0,0.0,11.217949,15.030212,-6.704808,3481.0
122,15.0,16768.0,Kevin Spacey,0.998977780342102,Q25144,Culture.Biography.Biography*,192.0,570417.6653677927,192.0,3.0,192.0,27.051283,-10.555944,-23.612324,436074.0
123,15.0,16768.0,Kevin Spacey,0.4301573634147644,Q25144,History_and_Society.Society,192.0,570417.6653677927,192.0,3.0,192.0,27.051283,-10.555944,-23.612324,436074.0
124,15.0,16768.0,Kevin Spacey,0.3775506913661957,Q25144,Culture.Performing_arts,192.0,570417.6653677927,192.0,3.0,192.0,27.051283,-10.555944,-23.612324,436074.0
125,15.0,16768.0,Kevin Spacey,0.2814156115055084,Q25144,Culture.Media.Media*,192.0,570417.6653677927,192.0,3.0,192.0,27.051283,-10.555944,-23.612324,436074.0
126,15.0,16768.0,Kevin Spacey,0.11409788036346435,Q25144,Geography.Regions.Americas.North_America,192.0,570417.6653677927,192.0,3.0,192.0,27.051283,-10.555944,-23.612324,436074.0
127,15.0,16768.0,Kevin Spacey,0.0,Q25144,Geography.Regions.Europe.Europe*,192.0,570417.6653677927,192.0,3.0,192.0,27.051283,-10.555944,-23.612324,436074.0
128,4.0,17168.0,Kathmandu,0.9381340146064758,Q3037,Geography.Regions.Asia.Asia*,0.0,21172.0,122.0,11.0,154.0,13.653847,16.884304,17.828160999999994,182698.0
129,4.0,17168.0,Kathmandu,0.6513648629188538,Q3037,Geography.Geographical,0.0,21172.0,122.0,11.0,154.0,13.653847,16.884304,17.828160999999994,182698.0
130,4.0,17168.0,Kathmandu,0.3073680400848389,Q3037,Geography.Regions.Asia.South_Asia,0.0,21172.0,122.0,11.0,154.0,13.653847,16.884304,17.828160999999994,182698.0
131,30.0,17276.0,Krakatoa,0.98678719997406,Q82613,Geography.Geographical,232.0,90217.04141023496,108.0,25.0,146.0,45.320515,3.2323003,-1.616162,562357.0
132,30.0,17276.0,Krakatoa,0.7663036584854126,Q82613,Geography.Regions.Asia.Asia*,232.0,90217.04141023496,108.0,25.0,146.0,45.320515,3.2323003,-1.616162,562357.0
133,30.0,17276.0,Krakatoa,0.6859594583511353,Q82613,Geography.Regions.Asia.Southeast_Asia,232.0,90217.04141023496,108.0,25.0,146.0,45.320515,3.2323003,-1.616162,562357.0
134,30.0,17276.0,Krakatoa,0.6859594583511353,Q82613,STEM.STEM*,232.0,90217.04141023496,108.0,25.0,146.0,45.320515,3.2323003,-1.616162,562357.0
135,30.0,17276.0,Krakatoa,0.5312193632125854,Q82613,STEM.Earth_and_environment,232.0,90217.04141023496,108.0,25.0,146.0,45.320515,3.2323003,-1.616162,562357.0
136,30.0,17276.0,Krakatoa,0.10375863313674928,Q82613,Geography.Regions.Europe.Europe*,232.0,90217.04141023496,108.0,25.0,146.0,45.320515,3.2323003,-1.616162,562357.0
137,14.0,17717.0,Locomotive,0.8267217874526978,Q93301,History_and_Society.Transportation,192.0,38414.56270024093,192.0,24.0,192.0,25.833334,22.897202,7.1091485,17864.0
138,14.0,17717.0,Locomotive,0.4455395638942719,Q93301,STEM.STEM*,192.0,38414.56270024093,192.0,24.0,192.0,25.833334,22.897202,7.1091485,17864.0
139,14.0,17717.0,Locomotive,0.275139719247818,Q93301,STEM.Engineering,192.0,38414.56270024093,192.0,24.0,192.0,25.833334,22.897202,7.1091485,17864.0
140,1.0,18476.0,London Post Office Railway,0.9994742274284364,Q1415097,History_and_Society.Transportation,154.0,0.0,102.0,2.0,134.0,10.0,-4.95148,14.556645,2884.0
141,1.0,18476.0,London Post Office Railway,0.037993239402771,Q1415097,Geography.Regions.Europe.Northern_Europe,154.0,0.0,102.0,2.0,134.0,10.0,-4.95148,14.556645,2884.0
142,1.0,18476.0,London Post Office Railway,0.0,Q1415097,Geography.Regions.Europe.Europe*,154.0,0.0,102.0,2.0,134.0,10.0,-4.95148,14.556645,2884.0
143,1.0,18476.0,London Post Office Railway,0.0,Q1415097,Geography.Regions.Asia.Asia*,154.0,0.0,102.0,2.0,134.0,10.0,-4.95148,14.556645,2884.0
144,1.0,18476.0,London Post Office Railway,0.0,Q1415097,Geography.Regions.Europe.Western_Europe,154.0,0.0,102.0,2.0,134.0,10.0,-4.95148,14.556645,2884.0
145,6.0,18896.0,Human spaceflight,1.0000100135803225,Q752783,History_and_Society.Transportation,192.0,8056.0,192.0,26.0,192.0,16.089745,-21.991056,-22.605268,15919.0
146,6.0,18896.0,Human spaceflight,1.0000100135803225,Q752783,STEM.Space,192.0,8056.0,192.0,26.0,192.0,16.089745,-21.991056,-22.605268,15919.0
147,6.0,18896.0,Human spaceflight,1.0000100135803225,Q752783,STEM.Technology,192.0,8056.0,192.0,26.0,192.0,16.089745,-21.991056,-22.605268,15919.0
148,6.0,18896.0,Human spaceflight,0.997894287109375,Q752783,STEM.STEM*,192.0,8056.0,192.0,26.0,192.0,16.089745,-21.991056,-22.605268,15919.0
149,6.0,18896.0,Human spaceflight,0.16886694729328156,Q752783,History_and_Society.Military_and_warfare,192.0,8056.0,192.0,26.0,192.0,16.089745,-21.991056,-22.605268,15919.0
150,6.0,18896.0,Human spaceflight,0.12253321707248688,Q752783,History_and_Society.Society,192.0,8056.0,192.0,26.0,192.0,16.089745,-21.991056,-22.605268,15919.0
151,6.0,18896.0,Human spaceflight,0.11280541121959685,Q752783,STEM.Physics,192.0,8056.0,192.0,26.0,192.0,16.089745,-21.991056,-22.605268,15919.0
152,6.0,18896.0,Human spaceflight,0.0,Q752783,Geography.Regions.Americas.North_America,192.0,8056.0,192.0,26.0,192.0,16.089745,-21.991056,-22.605268,15919.0
153,6.0,18896.0,Human spaceflight,0.0,Q752783,Geography.Regions.Asia.Asia*,192.0,8056.0,192.0,26.0,192.0,16.089745,-21.991056,-22.605268,15919.0
