Index,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
15516,13.0,38320233.0,A. J. Klein,0.9324633479118348,Q4647935,Culture.Sports,1660.7199247035876,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4424.538585841657,670848.8498932347,0.006595432915396397
2656,12.0,596801.0,Pete Carroll,1.0000100135803225,Q1758777,Culture.Sports,161287.51436799238,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4380.043859481812,670848.8498932347,0.006529106907135482
18327,12.0,53284730.0,Tomahawk chop,0.9996417164802552,Q29093777,Culture.Sports,45253.990893838505,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4378.430718183518,670848.8498932347,0.0065267022800744815
14970,12.0,35641667.0,Demario Davis,0.9978272914886476,Q3705263,Culture.Sports,586.3001746269217,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4370.483536720277,670848.8498932347,0.006514855823954737
18347,12.0,53358282.0,Jake Kumerow,0.9939124584197998,Q29545669,Culture.Sports,10634.951056828095,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4353.336567878723,670848.8498932347,0.006489295716272831
17601,12.0,49028331.0,Sheldon Rankins,0.9637899398803712,Q22095844,Culture.Sports,1529.1118874682377,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4221.399936676026,670848.8498932347,0.006292624541799335
16167,12.0,41971154.0,P. J. Williams,0.9615437984466552,Q16983514,Culture.Sports,1252.8065753379676,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4211.561837196349,670848.8498932347,0.006277959391100719
6002,11.0,2110795.0,Joe Ferguson,0.9994397163391112,Q6209803,Culture.Sports,3627.159727132245,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4012.7504611015315,670848.8498932347,0.005981601461700589
11194,11.0,14775644.0,Matt Barkley,0.9992306232452391,Q5360177,Culture.Sports,19238.50886548352,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4011.910952329635,670848.8498932347,0.005980350048998563
8388,11.0,4700098.0,Mason Crosby,0.9990989565849304,Q968240,Culture.Sports,3561.3300507493846,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4011.3823106884956,670848.8498932347,0.005979562029996631
15294,11.0,37484443.0,Cordarrelle Patterson,0.9990700483322144,Q5169899,Culture.Sports,11182.379226394502,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4011.2662440538406,670848.8498932347,0.005979389015412685
18149,11.0,52290428.0,Ryan Ramczyk,0.9966334104537964,Q27899324,Culture.Sports,0.0,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,4001.4831429719925,670848.8498932347,0.005964805848007084
17784,11.0,50375283.0,Blake Martinez,0.9886782765388488,Q24053585,Culture.Sports,1575.0003586879354,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3969.543280303478,670848.8498932347,0.005917194731622822
15552,11.0,38626073.0,Terron Armstead,0.9871888160705566,Q7703823,Culture.Sports,0.0,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3963.563096523285,670848.8498932347,0.005908280378141938
14750,11.0,34217293.0,2012 Cleveland Browns season,0.984585464000702,Q4625182,Culture.Sports,61146.42619854204,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3953.1106379628186,670848.8498932347,0.0058926994338470646
18399,11.0,53686475.0,Alex Anzalone,0.9802908897399902,Q29452614,Culture.Sports,0.0,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3935.867922306061,670848.8498932347,0.005866996601294692
16870,11.0,44714259.0,Arik Armstead,0.9481645226478576,Q18684248,Culture.Sports,12181.897086337705,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3806.880558431148,670848.8498932347,0.005674721748478829
18044,11.0,51842132.0,Austin Carr (American football),0.91965252161026,Q27306074,Culture.Sports,0.0,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3692.404874265194,670848.8498932347,0.005504078712891642
10459,10.0,10966926.0,2008 Washington Redskins season,1.0000100135803225,Q4612245,Culture.Sports,13556.907522142395,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3650.0365495681767,670848.8498932347,0.005440922422612901
9438,10.0,7386179.0,History of the Green Bay Packers,0.998599648475647,Q5869474,Culture.Sports,287788.2374107221,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3644.8887169361115,670848.8498932347,0.005433248812331115
7585,10.0,3396379.0,Lawrence Guy,0.997894287109375,Q3828143,Culture.Sports,4353.090884035489,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3642.3141479492188,670848.8498932347,0.005429411034287219
4510,10.0,1306367.0,Steve Tasker,0.994098961353302,Q2347350,Culture.Sports,22638.645973073384,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3628.4612089395523,670848.8498932347,0.005408761168058975
18111,10.0,52195227.0,2017 Houston Texans season,0.992888569831848,Q28448615,Culture.Sports,54743.82125529482,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3624.0432798862453,670848.8498932347,0.005402175587634995
10395,10.0,10652328.0,2001 Cleveland Browns season,0.9924327731132508,Q4598573,Culture.Sports,14173.338761288363,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3622.3796218633656,670848.8498932347,0.005399695657881602
17220,10.0,47082557.0,David Andrews (American football),0.9908843636512756,Q20630502,Culture.Sports,4353.090884035489,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3616.727927327156,670848.8498932347,0.005391270966481879
14876,10.0,34940839.0,Mitchell Schwartz,0.9802908897399902,Q3317088,Culture.Sports,261033.5379857698,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3578.0617475509644,670848.8498932347,0.0053336332739042655
13619,10.0,26599826.0,NFL RedZone,0.966924011707306,Q18152900,Culture.Sports,228851.25800768327,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3529.272642731667,670848.8498932347,0.005260905855757746
16130,10.0,41699833.0,Jimmie Ward,0.9553291201591492,Q16233884,Culture.Sports,6324.927016195652,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3486.9512885808945,670848.8498932347,0.005197819582065083
7991,9.0,3984911.0,Zac Taylor,0.9996179938316344,Q8063726,Culture.Sports,2662.444857879348,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3283.745109736919,670848.8498932347,0.00489491054543736
18448,9.0,53917703.0,Harrison Butker,0.9987651705741882,Q29618209,Culture.Sports,7863.998789963892,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3280.9435853362083,670848.8498932347,0.004890734456589393
6989,9.0,2734331.0,Al Saunders,0.9972090721130372,Q637648,Culture.Sports,6517.4287949631835,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3275.8318018913274,670848.8498932347,0.004883114582983446
14160,9.0,30296294.0,2011 Oakland Raiders season,0.9965265989303588,Q3880358,Culture.Sports,16572.46724414933,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3273.5898774862285,670848.8498932347,0.004879772661169828
15170,9.0,36770157.0,Matt LaFleur,0.996185541152954,Q6788934,Culture.Sports,2459.577727716477,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3272.4695026874538,670848.8498932347,0.004878102575875723
11036,9.0,13927421.0,Dennis Allen (American football),0.9951046109199524,Q1112571,Culture.Sports,616.8072496163869,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3268.9186468720436,670848.8498932347,0.004872809497090575
8144,10.0,4285719.0,Brad Nessler,0.8933194279670715,Q3247369,Culture.Sports,16502.972005252574,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3260.615912079811,670848.8498932347,0.004860433035845164
7753,9.0,3589972.0,Booger McFarland,0.98678719997406,Q4773063,Culture.Sports,24207.10085181625,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3241.595951914787,670848.8498932347,0.00483208095598686
18829,9.0,55906057.0,Josh Jackson (cornerback),0.98678719997406,Q44749654,Culture.Sports,141.55575574195282,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3241.595951914787,670848.8498932347,0.00483208095598686
16863,9.0,44684041.0,Laken Tomlinson,0.9808859825134276,Q18638104,Culture.Sports,108640.79445923828,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3222.2104525566097,670848.8498932347,0.004803183985586951
16701,9.0,44023802.0,Joey Bosa,0.9724247455596924,Q18205271,Culture.Sports,17902.990683602333,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3194.4152891635895,670848.8498932347,0.004761751159999722
16124,9.0,41648125.0,"Tony Brown (defensive back, born 1995)",0.9697954058647156,Q16229847,Culture.Sports,7979.054589289767,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3185.7779082655907,670848.8498932347,0.004748875858954824
17453,9.0,48213996.0,Sheldon Day,0.9615437984466552,Q21621144,Culture.Sports,1668.927016195687,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3158.671377897262,670848.8498932347,0.00470846954332554
18362,9.0,53414211.0,Kevin King (American football),0.946606695652008,Q29789611,Culture.Sports,4155.231233276887,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3109.602995216846,670848.8498932347,0.0046353258199842455
10352,9.0,10392544.0,List of Buffalo Bills seasons,0.9263137578964232,Q6565166,Culture.Sports,346.1152361385324,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,3042.94069468975,670848.8498932347,0.004535955744984929
7857,8.0,3703499.0,Dan Campbell,0.9993638396263124,Q5213225,Culture.Sports,621.8868353374742,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2918.1424117088322,670848.8498932347,0.004349925340370269
11292,8.0,15352703.0,1990 Buffalo Bills season,0.998803436756134,Q4585876,Culture.Sports,2451.2638989019338,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2916.5060353279114,670848.8498932347,0.004347486077962379
9951,8.0,8920426.0,Lorenzo Alexander,0.9985549449920654,Q6680616,Culture.Sports,3954.8976336234473,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2915.780439376831,670848.8498932347,0.00434640446926439
17447,8.0,48156098.0,Kenny Clark (defensive tackle),0.9976868629455566,Q21503711,Culture.Sports,2245.5651191704656,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2913.2456398010254,670848.8498932347,0.0043426259734434475
6005,8.0,2110853.0,Kent Hull,0.99753737449646,Q6391777,Culture.Sports,2451.2638989019338,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2912.809133529663,670848.8498932347,0.00434197529591537
19056,8.0,56978479.0,Devin White,0.99745911359787,Q51104625,Culture.Sports,14190.381595061492,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2912.5806117057805,670848.8498932347,0.004341634650144092
9052,8.0,6208991.0,Jerome Boger,0.9939124584197998,Q3177402,Culture.Sports,30748.748600155766,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2902.2243785858154,670848.8498932347,0.004326197144181887
5768,8.0,1987977.0,Dustin Colquitt,0.9890230894088744,Q5317085,Culture.Sports,38983.05140485125,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2887.947421073913,670848.8498932347,0.004304915215303014
14772,8.0,34438832.0,Raheem Mostert,0.9879562258720398,Q7283359,Culture.Sports,646.3623658245651,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2884.832179546356,670848.8498932347,0.00430027148441184
8072,11.0,4136278.0,Sunday NFL Countdown,0.7122421860694885,Q7639480,Culture.Sports,7215.017253580055,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2859.6523770689964,670848.8498932347,0.004262737243306162
12420,8.0,20535226.0,Jerry Hughes,0.9715740084648132,Q964378,Culture.Sports,6068.816528736182,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2836.9961047172546,670848.8498932347,0.004228964699229583
15668,8.0,39235022.0,New Era Field II,0.9706977605819702,Q16251517,Culture.Sports,10.96001972023249,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2834.437460899353,670848.8498932347,0.004225150660018949
12553,8.0,20962988.0,Patrick Peterson,0.9659096002578736,Q1753941,Culture.Sports,15123.889304004162,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2820.456032752991,670848.8498932347,0.004204309261619612
14968,8.0,35641424.0,Olivier Vernon,0.951152205467224,Q3881858,Culture.Sports,48226.68759675234,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2777.364439964294,670848.8498932347,0.004140074832663588
17404,8.0,47799112.0,Will Fuller,0.9433575868606568,Q21066912,Culture.Sports,23312.255802519878,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2754.604153633118,670848.8498932347,0.00410614724027851
15187,8.0,36893859.0,Garrett Celek,0.9241518378257751,Q3758417,Culture.Sports,646.3623658245651,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2698.5233664512634,670848.8498932347,0.0040225504849277635
7048,9.0,2813515.0,NFL Sunday Ticket,0.8175845146179199,Q258579,Culture.Sports,28773.570771404917,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2685.765130519867,670848.8498932347,0.004003532436475527
11387,9.0,16390201.0,List of Minnesota Vikings head coaches,0.8175845146179199,Q6590447,Culture.Sports,868.7852987420604,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2685.765130519867,670848.8498932347,0.004003532436475527
17613,8.0,49036095.0,"Chris Jones (defensive tackle, born 1994)",0.8991314172744751,Q22005681,Culture.Sports,13104.00630764663,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2625.4637384414673,670848.8498932347,0.0039136442417085585
18453,8.0,53921236.0,Adrian Colbert,0.8840492963790894,Q29628205,Culture.Sports,646.3623658245651,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2581.423945426941,670848.8498932347,0.003847996379270492
10249,7.0,9918523.0,Terrelle Pryor,1.0000100135803225,Q2021706,Culture.Sports,10722.881900781993,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2555.025584697724,670848.8498932347,0.003808645695829031
13679,7.0,27028082.0,Josh Lambo,0.9992545843124391,Q3810317,Culture.Sports,21665.41544197949,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2553.095462918282,670848.8498932347,0.0038057685622098123
14691,7.0,33478835.0,Dwayne Allen,0.9987257122993468,Q3041875,Culture.Sports,0.0,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2551.744194924831,670848.8498932347,0.0038037542962635175
15919,7.0,40568202.0,James Develin,0.997758150100708,Q14950133,Culture.Sports,18339.020265761195,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2549.272073507309,670848.8498932347,0.003800069231560917
18896,7.0,56140847.0,Jaire Alexander,0.9976868629455566,Q46963740,Culture.Sports,857.497659399463,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2549.089934825897,670848.8498932347,0.0037997977267630167
12630,7.0,21267930.0,Mike Pettine,0.997120440006256,Q14950101,Culture.Sports,4536.813876903041,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2547.642724215984,670848.8498932347,0.0037976404440753534
17962,7.0,51505885.0,Jonathan Jones (American football),0.994455099105835,Q27306046,Culture.Sports,0.0,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2540.8327782154083,670848.8498932347,0.0037874892065772802
16497,7.0,43399688.0,Dante Fowler,0.9886782765388488,Q17513029,Culture.Sports,7373.99266674033,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2526.0729965567584,670848.8498932347,0.0037654875564872505
14725,7.0,33968216.0,Alex Okafor,0.9883227348327636,Q4717577,Culture.Sports,1149.436712534145,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2525.1645874977107,670848.8498932347,0.003764133437658259
19009,7.0,56717830.0,J. C. Jackson,0.9830951094627379,Q50283035,Culture.Sports,0.0,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2511.8080046772952,670848.8498932347,0.003744223464163423
15204,7.0,36936765.0,Johnny Hekker,0.967909336090088,Q6238555,Culture.Sports,11860.527915161609,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2473.008353710175,670848.8498932347,0.003686386812921798
11273,7.0,15239884.0,Boston Celtics Radio Network,0.952584147453308,Q4947798,Culture.Sports,49130.36732539271,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2433.8524967432018,670848.8498932347,0.0036280191836515012
17788,8.0,50375473.0,Ronald Blair,0.8267217874526978,Q24007165,Culture.Sports,646.3623658245651,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2414.0276193618774,670848.8498932347,0.003598467254950305
11524,7.0,17061319.0,Pete Carmichael Jr.,0.9399233460426332,Q7171883,Culture.Sports,1244.8405702094647,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2401.504149138928,670848.8498932347,0.0035797991597080717
8893,7.0,5970428.0,Terry McAulay,0.9284188151359558,Q7704753,Culture.Sports,8752.396703535936,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2372.110072672367,670848.8498932347,0.0035359829163452952
7020,7.0,2752810.0,Melissa Stark,0.8962613940238953,Q6812883,Culture.Sports,5367.281002318273,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2289.9478617310524,670848.8498932347,0.003413507919251105
6718,9.0,2518372.0,Sam Rosen (sportscaster),0.6926519870758057,Q7408092,Culture.Sports,14274.764762495688,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2275.3617775440216,670848.8498932347,0.0033917651910801436
17338,7.0,47574231.0,Emmanuel Ogbah,0.8596737384796143,Q21064388,Culture.Sports,10772.057759987514,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2196.4664018154144,670848.8498932347,0.0032741598978145094
2223,6.0,445854.0,Elroy Hirsch,1.0000100135803225,Q440433,Culture.Sports,15150.773155419942,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2190.021929740906,670848.8498932347,0.003264553453567741
18964,6.0,56428168.0,2018 Boston College Eagles football team,1.0000100135803225,Q48854718,Culture.Sports,12078.492604420244,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2190.021929740906,670848.8498932347,0.003264553453567741
19480,6.0,58759079.0,Gardner Minshew,0.9991804361343384,Q57339590,Culture.Sports,10064.071175120516,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2188.205155134201,670848.8498932347,0.0032618452807699574
3173,6.0,759825.0,Alumni Stadium,0.9965265989303588,Q598070,Culture.Sports,9933.768650834163,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2182.3932516574855,670848.8498932347,0.003253181774113219
17558,6.0,48732001.0,Kareem Hunt,0.9963027834892272,Q22005429,Culture.Sports,31853.552613475484,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2181.9030958414073,670848.8498932347,0.003252451123958335
19115,6.0,57266492.0,Foyesade Oluokun,0.99567848443985,Q52300672,Culture.Sports,6404.117682290343,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2180.5358809232716,670848.8498932347,0.0032504130867486813
17498,6.0,48447944.0,2016 Arizona Cardinals season,0.994098961353302,Q22021759,Culture.Sports,4678.550150243405,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2177.0767253637314,670848.8498932347,0.003245256700835385
16479,7.0,43301263.0,Robert Saleh,0.8519628047943115,Q17403072,Culture.Sports,31522.114986596363,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2176.764966249466,670848.8498932347,0.003244791977501187
14800,6.0,34562644.0,Mario Edwards Jr.,0.9935217499732972,Q16236111,Culture.Sports,4791.944799253704,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2175.812632441521,670848.8498932347,0.0032433723823001273
17941,6.0,51311209.0,Ted Karras (offensive lineman),0.99219411611557,Q26706915,Culture.Sports,6.634126984126984,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2172.905114293098,670848.8498932347,0.0032390382940045512
4588,6.0,1332219.0,Mark Chmura,0.9916942119598388,Q4907219,Culture.Sports,2985.665409910029,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2171.8103241920467,670848.8498932347,0.0032374063465081433
3979,6.0,1101258.0,Doak Campbell Stadium,0.9796776771545409,Q1233077,Culture.Sports,13126.099402919355,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2145.4941129684444,670848.8498932347,0.003198178119124597
18992,6.0,56641469.0,D. J. Chark,0.9777238368988036,Q49476322,Culture.Sports,5893.815991728689,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2141.2152028083797,670848.8498932347,0.003191799767040151
14686,6.0,33442872.0,Whitney Mercilus,0.9748311638832092,Q767424,Culture.Sports,4696.422469186419,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2134.880248904228,670848.8498932347,0.003182356575917203
16082,6.0,41343020.0,Vernon Hargreaves,0.91965252161026,Q16729645,Culture.Sports,8942.874299687299,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,2014.0390223264694,670848.8498932347,0.0030022247524863505
8383,7.0,4680285.0,Craig Simpson,0.7773098945617676,Q923430,Culture.Sports,27911.0,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,1986.0267806053162,670848.8498932347,0.002960468339360486
13981,6.0,28745198.0,Marcus Sherels,0.8840492963790894,Q6758446,Culture.Sports,4029.68503359874,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,1936.0679590702057,670848.8498932347,0.002885997284452869
4434,5.0,1270276.0,Sam Wyche,1.0000100135803225,Q4107283,Culture.Sports,9530.861590966288,0.0,365.0,1346.0,0.2711738484398217,Sports,Culture,1825.0182747840884,670848.8498932347,0.0027204612113064506
