Index,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
1740,7.0,416325.0,Casino Royale (roman),0.9859463572502136,Q1047711,Culture.Literature,10.0,5300.039536248532,121.0,0.0,114.0,27.419353000000005,-5.125354,1.2065516,6.0,99.0,0.06060606060606061,Literature,Culture,41.40974700450897,998.7927885651588,0.04145979774643467
2882,7.0,1304665.0,Le Chiffre,0.9732507467269896,Q2136439,Culture.Literature,10.0,2601.1996722575627,121.0,0.0,114.0,27.419353000000005,10.69974,-17.278412,6.0,99.0,0.06060606060606061,Literature,Culture,40.87653136253356,998.7927885651588,0.040925937622412936
2082,7.0,654944.0,René Mathis,0.9073222279548644,Q3426611,Culture.Literature,10.0,1756.345322582431,121.0,0.0,114.0,27.419353000000005,11.877198,-2.9813259,6.0,99.0,0.06060606060606061,Literature,Culture,38.1075335741043,998.7927885651588,0.038153593027887844
2771,6.0,1194143.0,Vesper Lynd,0.9972090721130372,Q2608715,Culture.Literature,10.0,725.2776726885068,121.0,0.0,114.0,24.516129,14.523491,-19.342804,6.0,99.0,0.06060606060606061,Literature,Culture,35.89952659606934,998.7927885651588,0.03594291729683163
1739,7.0,416325.0,Casino Royale (roman),0.9899964332580566,Q1047711,Culture.Media.Books,10.0,5300.039536248532,121.0,0.0,114.0,27.419353000000005,-5.125354,1.2065516,5.0,99.0,0.050505050505050504,Books,Culture,34.64987516403198,998.7927885651588,0.03469175544790341
4018,3.0,5439450.0,Mr. White (James Bond),0.9863731861114502,Q2533047,Culture.Media.Films,10.0,0.0,121.0,0.0,114.0,15.806451999999998,-8.403098,18.315224,10.0,99.0,0.10101010101010101,Films,Culture,29.591195583343506,998.7927885651588,0.02962696159015474
4019,3.0,5439450.0,Mr. White (James Bond),0.984585464000702,Q2533047,Culture.Media.Media*,10.0,0.0,121.0,0.0,114.0,15.806451999999998,-8.403098,18.315224,10.0,99.0,0.10101010101010101,Media*,Culture,29.537563920021064,998.7927885651588,0.029573265103819985
4020,3.0,5439450.0,Mr. White (James Bond),0.8740872144699097,Q2533047,Culture.Literature,10.0,0.0,121.0,0.0,114.0,15.806451999999998,-8.403098,18.315224,6.0,99.0,0.06060606060606061,Literature,Culture,15.733569860458374,998.7927885651588,0.015752586563085657
457,1.0,69236.0,Uranus (film),0.9688661694526672,Q374235,Culture.Media.Media*,135.0,0.0,134.0,0.0,0.0,10.0,20.58736,14.401301,10.0,99.0,0.10101010101010101,Media*,Culture,9.688661694526672,998.7927885651588,0.009700372094641538
4506,1.0,8031505.0,La Tête haute (film),0.967909336090088,Q17632280,Culture.Media.Films,135.0,0.0,134.0,0.0,0.0,10.0,19.309958,-22.551609,10.0,99.0,0.10101010101010101,Films,Culture,9.67909336090088,998.7927885651588,0.009690792196052626
458,1.0,69236.0,Uranus (film),0.9637899398803712,Q374235,Culture.Media.Films,135.0,0.0,134.0,0.0,0.0,10.0,20.58736,14.401301,10.0,99.0,0.10101010101010101,Films,Culture,9.637899398803713,998.7927885651588,0.009649548444026395
4507,1.0,8031505.0,La Tête haute (film),0.9566442370414734,Q17632280,Culture.Media.Media*,135.0,0.0,134.0,0.0,0.0,10.0,19.309958,-22.551609,10.0,99.0,0.10101010101010101,Media*,Culture,9.566442370414734,998.7927885651588,0.0095780050476312
1355,4.0,276003.0,Florian Zeller,0.2227101624011993,Q3074245,Culture.Media.Media*,135.0,1151.7777777777776,134.0,0.0,0.0,18.709677,-2.419757,16.151723999999998,10.0,99.0,0.10101010101010101,Media*,Culture,8.908406496047972,998.7927885651588,0.00891917382467846
4973,4.0,11313128.0,Le Fils (pièce de théâtre),0.9996055364608764,Q48754465,Culture.Performing_arts,135.0,7647.274169584654,134.0,0.0,0.0,18.709677,-2.187221,-8.185921,2.0,99.0,0.020202020202020204,Performing_arts,Culture,7.996844291687011,998.7927885651588,0.008006509841921347
2773,6.0,1194143.0,Vesper Lynd,0.2509227991104126,Q2608715,Culture.Media.Books,10.0,725.2776726885068,121.0,0.0,114.0,24.516129,14.523491,-19.342804,5.0,99.0,0.050505050505050504,Books,Culture,7.527683973312378,998.7927885651588,0.007536782463283965
2242,5.0,776972.0,Martin Campbell,0.1259327530860901,Q282033,Culture.Media.Media*,10.0,3400.786328568708,121.0,0.0,114.0,21.612904,-19.913855,-1.5035988,10.0,99.0,0.10101010101010101,Media*,Culture,6.296637654304504,998.7927885651588,0.006304248214837533
2883,7.0,1304665.0,Le Chiffre,0.16452647745609286,Q2136439,Culture.Media.Books,10.0,2601.1996722575627,121.0,0.0,114.0,27.419353000000005,10.69974,-17.278412,5.0,99.0,0.050505050505050504,Books,Culture,5.75842671096325,998.7927885651588,0.005765386751776276
1354,4.0,276003.0,Florian Zeller,0.2393593490123749,Q3074245,Culture.Literature,135.0,1151.7777777777776,134.0,0.0,0.0,18.709677,-2.419757,16.151723999999998,6.0,99.0,0.06060606060606061,Literature,Culture,5.744624376296998,998.7927885651588,0.005751567734634512
3563,3.0,3228929.0,Vesper (cocktail),0.14805719256401062,Q590793,Culture.Media.Films,10.0,0.0,121.0,0.0,114.0,15.806451999999998,-0.9378351,-20.726109,10.0,99.0,0.10101010101010101,Films,Culture,4.441715776920319,998.7927885651588,0.004447084347996923
2084,7.0,654944.0,René Mathis,0.10088862478733064,Q3426611,Culture.Media.Books,10.0,1756.345322582431,121.0,0.0,114.0,27.419353000000005,11.877198,-2.9813259,5.0,99.0,0.050505050505050504,Books,Culture,3.531101867556573,998.7927885651588,0.003535369806413267
3562,3.0,3228929.0,Vesper (cocktail),0.9985549449920654,Q590793,Culture.Food_and_drink,10.0,0.0,121.0,0.0,114.0,15.806451999999998,-0.9378351,-20.726109,1.0,99.0,0.010101010101010102,Food_and_drink,Culture,2.9956648349761963,998.7927885651588,0.0029992856068571487
4021,3.0,5439450.0,Mr. White (James Bond),0.10375863313674928,Q2533047,Culture.Media.Books,10.0,0.0,121.0,0.0,114.0,15.806451999999998,-8.403098,18.315224,5.0,99.0,0.050505050505050504,Books,Culture,1.5563794970512395,998.7927885651588,0.0015582606471229092
744,5.0,104259.0,"Casino Royale (film, 1967)",0.14034625887870789,Q591272,History_and_Society.Military_and_warfare,10.0,14346.289322478833,121.0,0.0,114.0,21.612904,-1.5741464,22.066938,2.0,99.0,0.020202020202020204,Military_and_warfare,History_and_Society,1.4034625887870789,998.7927885651588,0.0014051589126942523
3616,1.0,3402879.0,Aston Martin DBS V12,0.13661839067935946,Q204633,Culture.Media.Films,10.0,0.0,121.0,0.0,114.0,10.0,-20.740438,9.065504,10.0,99.0,0.10101010101010101,Films,Culture,1.3661839067935946,998.7927885651588,0.001367835173055485
2798,3.0,1224474.0,Florence Darel,0.1732981950044632,Q3073956,History_and_Society.History,135.0,1117.0,134.0,0.0,0.0,15.806451999999998,5.8608136,-7.025416000000001,2.0,99.0,0.020202020202020204,History,History_and_Society,1.0397891700267792,998.7927885651588,0.0010410459325807856
3611,1.0,3402879.0,Aston Martin DBS V12,0.990301549434662,Q204633,STEM.Engineering,10.0,0.0,121.0,0.0,114.0,10.0,-20.740438,9.065504,1.0,99.0,0.010101010101010102,Engineering,STEM,0.990301549434662,998.7927885651588,0.0009914984977587842
3613,1.0,3402879.0,Aston Martin DBS V12,0.9790457487106324,Q204633,History_and_Society.Transportation,10.0,0.0,121.0,0.0,114.0,10.0,-20.740438,9.065504,1.0,99.0,0.010101010101010102,Transportation,History_and_Society,0.9790457487106324,998.7927885651588,0.000980229092479838
3614,1.0,3402879.0,Aston Martin DBS V12,0.8903042674064636,Q204633,History_and_Society.Business_and_economics,10.0,0.0,121.0,0.0,114.0,10.0,-20.740438,9.065504,1.0,99.0,0.010101010101010102,Business_and_economics,History_and_Society,0.8903042674064636,998.7927885651588,0.0008913803519601427
1812,2.0,466443.0,Isaac de Bankolé,0.14415885508060455,Q1342843,History_and_Society.Society,10.0,1258.6561136532882,121.0,0.0,114.0,12.903226,10.875866,-16.376257,3.0,99.0,0.030303030303030304,Society,History_and_Society,0.8649531304836273,998.7927885651588,0.0008659985738645528
743,5.0,104259.0,"Casino Royale (film, 1967)",0.14415885508060455,Q591272,Culture.Media.Entertainment,10.0,14346.289322478833,121.0,0.0,114.0,21.612904,-1.5741464,22.066938,1.0,99.0,0.010101010101010102,Entertainment,Culture,0.7207942754030228,998.7927885651588,0.0007216654782204607
3302,1.0,2615313.0,Villa Balbianello,0.6859594583511353,Q1759446,Culture.Visual_arts.Visual_arts*,10.0,0.0,121.0,0.0,114.0,10.0,1.3535258,2.4244905,1.0,99.0,0.010101010101010102,Visual_arts*,Culture,0.6859594583511353,998.7927885651588,0.0006867885573508873
3303,1.0,2615313.0,Villa Balbianello,0.6859594583511353,Q1759446,Culture.Visual_arts.Architecture,10.0,0.0,121.0,0.0,114.0,10.0,1.3535258,2.4244905,1.0,99.0,0.010101010101010102,Architecture,Culture,0.6859594583511353,998.7927885651588,0.0006867885573508873
124,1.0,17278.0,Liste des chefs du gouvernement allemand,0.546748161315918,Q980706,History_and_Society.Politics_and_government,10.0,0.0,121.0,0.0,114.0,10.0,22.75266,11.786951,1.0,99.0,0.010101010101010102,Politics_and_government,History_and_Society,0.546748161315918,998.7927885651588,0.0005474089997199148
128,1.0,17278.0,Liste des chefs du gouvernement allemand,0.14805719256401062,Q980706,History_and_Society.Society,10.0,0.0,121.0,0.0,114.0,10.0,22.75266,11.786951,3.0,99.0,0.030303030303030304,Society,History_and_Society,0.44417157769203186,998.7927885651588,0.0004447084347996924
127,1.0,17278.0,Liste des chefs du gouvernement allemand,0.16886694729328156,Q980706,History_and_Society.Military_and_warfare,10.0,0.0,121.0,0.0,114.0,10.0,22.75266,11.786951,2.0,99.0,0.020202020202020204,Military_and_warfare,History_and_Society,0.3377338945865631,998.7927885651588,0.00033814210360063105
3615,1.0,3402879.0,Aston Martin DBS V12,0.33459946513175964,Q204633,Culture.Sports,10.0,0.0,121.0,0.0,114.0,10.0,-20.740438,9.065504,1.0,99.0,0.010101010101010102,Sports,Culture,0.33459946513175964,998.7927885651588,0.00033500388565323646
2766,1.0,1192332.0,Jeffrey Wright,0.10375863313674928,Q343059,History_and_Society.Society,10.0,0.0,121.0,0.0,114.0,10.0,-10.6595125,14.393408,3.0,99.0,0.030303030303030304,Society,History_and_Society,0.31127589941024786,998.7927885651588,0.00031165212942458183
129,1.0,17278.0,Liste des chefs du gouvernement allemand,0.1294127255678177,Q980706,History_and_Society.History,10.0,0.0,121.0,0.0,114.0,10.0,22.75266,11.786951,2.0,99.0,0.020202020202020204,History,History_and_Society,0.2588254511356354,998.7927885651588,0.0002591382858375035
2765,1.0,1192332.0,Jeffrey Wright,0.1067005917429924,Q343059,Culture.Performing_arts,10.0,0.0,121.0,0.0,114.0,10.0,-10.6595125,14.393408,2.0,99.0,0.020202020202020204,Performing_arts,Culture,0.2134011834859848,998.7927885651588,0.00021365911521302802
122,1.0,17278.0,Liste des chefs du gouvernement allemand,1.0,Q980706,Compilation.List_Disambig,10.0,0.0,121.0,0.0,114.0,10.0,22.75266,11.786951,1.0,99.0,0.010101010101010102,List_Disambig,Compilation,0.0,998.7927885651588,0.0
123,1.0,17278.0,Liste des chefs du gouvernement allemand,0.7490972280502319,Q980706,Culture.Biography.Biography*,10.0,0.0,121.0,0.0,114.0,10.0,22.75266,11.786951,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
125,1.0,17278.0,Liste des chefs du gouvernement allemand,0.2816725244522095,Q980706,Geography.Regions.Europe.Europe*,10.0,0.0,121.0,0.0,114.0,10.0,22.75266,11.786951,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
126,1.0,17278.0,Liste des chefs du gouvernement allemand,0.23616819286346435,Q980706,Geography.Regions.Europe.Western_Europe,10.0,0.0,121.0,0.0,114.0,10.0,22.75266,11.786951,10.0,99.0,0.10101010101010101,Western_Europe,Geography,0.0,998.7927885651588,0.0
130,1.0,17278.0,Liste des chefs du gouvernement allemand,0.0,Q980706,Geography.Regions.Europe.Eastern_Europe,10.0,0.0,121.0,0.0,114.0,10.0,22.75266,11.786951,1.0,99.0,0.010101010101010102,Eastern_Europe,Geography,0.0,998.7927885651588,0.0
131,1.0,17278.0,Liste des chefs du gouvernement allemand,0.0,Q980706,Geography.Regions.Asia.Asia*,10.0,0.0,121.0,0.0,114.0,10.0,22.75266,11.786951,1.0,99.0,0.010101010101010102,Asia*,Geography,0.0,998.7927885651588,0.0
459,1.0,69236.0,Uranus (film),0.08411114120483397,Q374235,Geography.Regions.Europe.Western_Europe,135.0,0.0,134.0,0.0,0.0,10.0,20.58736,14.401301,10.0,99.0,0.10101010101010101,Western_Europe,Geography,0.0,998.7927885651588,0.0
460,1.0,69236.0,Uranus (film),0.0,Q374235,Geography.Regions.Europe.Europe*,135.0,0.0,134.0,0.0,0.0,10.0,20.58736,14.401301,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
745,5.0,104259.0,"Casino Royale (film, 1967)",0.0,Q591272,Geography.Regions.Europe.Europe*,10.0,14346.289322478833,121.0,0.0,114.0,21.612904,-1.5741464,22.066938,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
1352,4.0,276003.0,Florian Zeller,0.9924327731132508,Q3074245,Culture.Biography.Biography*,135.0,1151.7777777777776,134.0,0.0,0.0,18.709677,-2.419757,16.151723999999998,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
1353,4.0,276003.0,Florian Zeller,0.2921159734725952,Q3074245,Geography.Regions.Europe.Western_Europe,135.0,1151.7777777777776,134.0,0.0,0.0,18.709677,-2.419757,16.151723999999998,10.0,99.0,0.10101010101010101,Western_Europe,Geography,0.0,998.7927885651588,0.0
1356,4.0,276003.0,Florian Zeller,0.19826446676254272,Q3074245,Geography.Regions.Europe.Europe*,135.0,1151.7777777777776,134.0,0.0,0.0,18.709677,-2.419757,16.151723999999998,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
1811,2.0,466443.0,Isaac de Bankolé,1.0000100135803225,Q1342843,Culture.Biography.Biography*,10.0,1258.6561136532882,121.0,0.0,114.0,12.903226,10.875866,-16.376257,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
1813,2.0,466443.0,Isaac de Bankolé,0.0,Q1342843,Geography.Regions.Europe.Europe*,10.0,1258.6561136532882,121.0,0.0,114.0,12.903226,10.875866,-16.376257,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
1814,2.0,466443.0,Isaac de Bankolé,0.0,Q1342843,Geography.Regions.Europe.Western_Europe,10.0,1258.6561136532882,121.0,0.0,114.0,12.903226,10.875866,-16.376257,10.0,99.0,0.10101010101010101,Western_Europe,Geography,0.0,998.7927885651588,0.0
2085,7.0,654944.0,René Mathis,0.0,Q3426611,Geography.Regions.Europe.Europe*,10.0,1756.345322582431,121.0,0.0,114.0,27.419353000000005,11.877198,-2.9813259,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
2086,7.0,654944.0,René Mathis,0.0,Q3426611,Geography.Regions.Europe.Western_Europe,10.0,1756.345322582431,121.0,0.0,114.0,27.419353000000005,11.877198,-2.9813259,10.0,99.0,0.10101010101010101,Western_Europe,Geography,0.0,998.7927885651588,0.0
2098,3.0,680895.0,Catherine Hiegel,0.9993836879730223,Q1050982,Culture.Biography.Biography*,135.0,9682.760268447148,134.0,0.0,0.0,15.806451999999998,-23.056957,24.804214,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
2099,3.0,680895.0,Catherine Hiegel,0.9304682612419128,Q1050982,Culture.Biography.Women,135.0,9682.760268447148,134.0,0.0,0.0,15.806451999999998,-23.056957,24.804214,2.0,99.0,0.020202020202020204,Women,Culture,0.0,998.7927885651588,0.0
2100,3.0,680895.0,Catherine Hiegel,0.24217800998687744,Q1050982,Geography.Regions.Europe.Europe*,135.0,9682.760268447148,134.0,0.0,0.0,15.806451999999998,-23.056957,24.804214,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
2101,3.0,680895.0,Catherine Hiegel,0.18495945835113525,Q1050982,Geography.Regions.Europe.Western_Europe,135.0,9682.760268447148,134.0,0.0,0.0,15.806451999999998,-23.056957,24.804214,10.0,99.0,0.10101010101010101,Western_Europe,Geography,0.0,998.7927885651588,0.0
2241,5.0,776972.0,Martin Campbell,1.0000100135803225,Q282033,Culture.Biography.Biography*,10.0,3400.786328568708,121.0,0.0,114.0,21.612904,-19.913855,-1.5035988,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
2243,5.0,776972.0,Martin Campbell,0.0,Q282033,Geography.Regions.Oceania,10.0,3400.786328568708,121.0,0.0,114.0,21.612904,-19.913855,-1.5035988,1.0,99.0,0.010101010101010102,Oceania,Geography,0.0,998.7927885651588,0.0
2244,5.0,776972.0,Martin Campbell,0.0,Q282033,Geography.Regions.Europe.Europe*,10.0,3400.786328568708,121.0,0.0,114.0,21.612904,-19.913855,-1.5035988,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
2245,5.0,776972.0,Martin Campbell,0.0,Q282033,Geography.Regions.Europe.Northern_Europe,10.0,3400.786328568708,121.0,0.0,114.0,21.612904,-19.913855,-1.5035988,2.0,99.0,0.020202020202020204,Northern_Europe,Geography,0.0,998.7927885651588,0.0
2246,5.0,776972.0,Martin Campbell,0.0,Q282033,Geography.Regions.Americas.North_America,10.0,3400.786328568708,121.0,0.0,114.0,21.612904,-19.913855,-1.5035988,2.0,99.0,0.020202020202020204,North_America,Geography,0.0,998.7927885651588,0.0
2631,2.0,1056006.0,Giancarlo Giannini,0.9994572401046752,Q315258,Culture.Biography.Biography*,10.0,20.410507036822825,121.0,0.0,114.0,12.903226,-11.152698,-8.406584,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
2632,2.0,1056006.0,Giancarlo Giannini,0.0,Q315258,Geography.Regions.Europe.Europe*,10.0,20.410507036822825,121.0,0.0,114.0,12.903226,-11.152698,-8.406584,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
2633,2.0,1056006.0,Giancarlo Giannini,0.0,Q315258,Geography.Regions.Europe.Southern_Europe,10.0,20.410507036822825,121.0,0.0,114.0,12.903226,-11.152698,-8.406584,2.0,99.0,0.020202020202020204,Southern_Europe,Geography,0.0,998.7927885651588,0.0
2764,1.0,1192332.0,Jeffrey Wright,0.9995927214622498,Q343059,Culture.Biography.Biography*,10.0,0.0,121.0,0.0,114.0,10.0,-10.6595125,14.393408,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
2767,1.0,1192332.0,Jeffrey Wright,0.037993239402771,Q343059,Geography.Regions.Americas.North_America,10.0,0.0,121.0,0.0,114.0,10.0,-10.6595125,14.393408,2.0,99.0,0.020202020202020204,North_America,Geography,0.0,998.7927885651588,0.0
2796,3.0,1224474.0,Florence Darel,0.9992778301239014,Q3073956,Culture.Biography.Biography*,135.0,1117.0,134.0,0.0,0.0,15.806451999999998,5.8608136,-7.025416000000001,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
2797,3.0,1224474.0,Florence Darel,0.7057950496673584,Q3073956,Culture.Biography.Women,135.0,1117.0,134.0,0.0,0.0,15.806451999999998,5.8608136,-7.025416000000001,2.0,99.0,0.020202020202020204,Women,Culture,0.0,998.7927885651588,0.0
2799,3.0,1224474.0,Florence Darel,0.0,Q3073956,Geography.Regions.Europe.Europe*,135.0,1117.0,134.0,0.0,0.0,15.806451999999998,5.8608136,-7.025416000000001,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
2800,3.0,1224474.0,Florence Darel,0.0,Q3073956,Geography.Regions.Europe.Western_Europe,135.0,1117.0,134.0,0.0,0.0,15.806451999999998,5.8608136,-7.025416000000001,10.0,99.0,0.10101010101010101,Western_Europe,Geography,0.0,998.7927885651588,0.0
2866,1.0,1285720.0,Bernard Yerlès,0.9984612464904784,Q822791,Culture.Biography.Biography*,135.0,0.0,134.0,0.0,0.0,10.0,24.469152,10.8973255,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
2867,1.0,1285720.0,Bernard Yerlès,0.0,Q822791,Geography.Regions.Europe.Western_Europe,135.0,0.0,134.0,0.0,0.0,10.0,24.469152,10.8973255,10.0,99.0,0.10101010101010101,Western_Europe,Geography,0.0,998.7927885651588,0.0
2868,1.0,1285720.0,Bernard Yerlès,0.0,Q822791,Geography.Regions.Europe.Europe*,135.0,0.0,134.0,0.0,0.0,10.0,24.469152,10.8973255,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
3300,1.0,2615313.0,Villa Balbianello,0.9099169969558716,Q1759446,Geography.Regions.Europe.Europe*,10.0,0.0,121.0,0.0,114.0,10.0,1.3535258,2.4244905,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
3301,1.0,2615313.0,Villa Balbianello,0.8558611869812012,Q1759446,Geography.Regions.Europe.Southern_Europe,10.0,0.0,121.0,0.0,114.0,10.0,1.3535258,2.4244905,2.0,99.0,0.020202020202020204,Southern_Europe,Geography,0.0,998.7927885651588,0.0
3395,1.0,2821897.0,Jesper Christensen,0.9972090721130372,Q530997,Culture.Biography.Biography*,10.0,0.0,121.0,0.0,114.0,10.0,-2.5664477000000003,-23.876312,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
3396,1.0,2821897.0,Jesper Christensen,0.4406641592979431,Q530997,Geography.Regions.Europe.Northern_Europe,10.0,0.0,121.0,0.0,114.0,10.0,-2.5664477000000003,-23.876312,2.0,99.0,0.020202020202020204,Northern_Europe,Geography,0.0,998.7927885651588,0.0
3397,1.0,2821897.0,Jesper Christensen,0.4209318628311157,Q530997,Geography.Regions.Europe.Europe*,10.0,0.0,121.0,0.0,114.0,10.0,-2.5664477000000003,-23.876312,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
3612,1.0,3402879.0,Aston Martin DBS V12,0.9836069941520692,Q204633,STEM.STEM*,10.0,0.0,121.0,0.0,114.0,10.0,-20.740438,9.065504,1.0,99.0,0.010101010101010102,STEM*,STEM,0.0,998.7927885651588,0.0
4508,1.0,8031505.0,La Tête haute (film),0.1713417043685913,Q17632280,Geography.Regions.Europe.Western_Europe,135.0,0.0,134.0,0.0,0.0,10.0,19.309958,-22.551609,10.0,99.0,0.10101010101010101,Western_Europe,Geography,0.0,998.7927885651588,0.0
4509,1.0,8031505.0,La Tête haute (film),0.08411114120483397,Q17632280,Geography.Regions.Europe.Europe*,135.0,0.0,134.0,0.0,0.0,10.0,19.309958,-22.551609,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
4619,4.0,9123110.0,Rod Paradot,0.9972950220108032,Q19945198,Culture.Biography.Biography*,135.0,2746.171462732693,134.0,0.0,0.0,18.709677,-20.722876,-17.462310000000002,11.0,99.0,0.1111111111111111,Biography*,Culture,0.0,998.7927885651588,0.0
4620,4.0,9123110.0,Rod Paradot,0.022430347442626952,Q19945198,Geography.Regions.Europe.Europe*,135.0,2746.171462732693,134.0,0.0,0.0,18.709677,-20.722876,-17.462310000000002,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
4621,4.0,9123110.0,Rod Paradot,0.0,Q19945198,Geography.Regions.Europe.Western_Europe,135.0,2746.171462732693,134.0,0.0,0.0,18.709677,-20.722876,-17.462310000000002,10.0,99.0,0.10101010101010101,Western_Europe,Geography,0.0,998.7927885651588,0.0
4974,4.0,11313128.0,Le Fils (pièce de théâtre),0.0,Q48754465,Geography.Regions.Europe.Europe*,135.0,7647.274169584654,134.0,0.0,0.0,18.709677,-2.187221,-8.185921,16.0,99.0,0.16161616161616163,Europe*,Geography,0.0,998.7927885651588,0.0
2922,6.0,1378323.0,Yakuza (film),0.99219411611557,Q2044064,Culture.Media.Media*,47.0,2779.954866571366,42.0,1.0,255.0,24.516129,1.4200773000000002,16.195166,26.0,297.0,0.08754208754208755,Media*,Culture,154.7822821140289,1812.6317173093557,0.08539091567027497
4611,6.0,8807731.0,"Chocolat (film, 2016)",0.966924011707306,Q19521218,Culture.Media.Media*,10.0,29778.00435961733,121.0,1.0,114.0,24.516129,-3.2021406000000003,0.75424856,26.0,297.0,0.08754208754208755,Media*,Culture,150.84014582633975,1812.6317173093557,0.08321610197257537
