,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y
42,7.0,11782.0,François Cavanna,9.0,0.379807101726532,Q324820,Geography.Regions.Europe.Europe*,183.0,50732.94251435818,168.0,6.0,0.0,26.875,9.136578,9.8539505
43,7.0,11782.0,François Cavanna,9.0,0.37648682498931885,Q324820,Geography.Regions.Europe.Western_Europe,183.0,50732.94251435818,168.0,6.0,0.0,26.875,9.136578,9.8539505
44,7.0,11782.0,François Cavanna,9.0,0.14415885508060455,Q324820,Culture.Literature,183.0,50732.94251435818,168.0,6.0,0.0,26.875,9.136578,9.8539505
45,5.0,13315.0,Maurice Druon,8.0,0.998803436756134,Q223949,Culture.Biography.Biography*,0.0,10543.461063884633,163.0,4.0,60.0,21.25,19.827710999999997,4.412953
46,5.0,13315.0,Maurice Druon,8.0,0.35486118698120117,Q223949,Geography.Regions.Europe.Europe*,0.0,10543.461063884633,163.0,4.0,60.0,21.25,19.827710999999997,4.412953
47,5.0,13315.0,Maurice Druon,8.0,0.3301530351638794,Q223949,Geography.Regions.Europe.Western_Europe,0.0,10543.461063884633,163.0,4.0,60.0,21.25,19.827710999999997,4.412953
48,5.0,13315.0,Maurice Druon,8.0,0.10375863313674927,Q223949,Culture.Literature,0.0,10543.461063884633,163.0,4.0,60.0,21.25,19.827710999999997,4.412953
49,4.0,13892.0,Max Jacob,21.0,0.997758150100708,Q156214,Culture.Biography.Biography*,107.0,5255.86519460072,0.0,14.0,253.0,18.4375,16.577267000000003,-22.981136
50,4.0,13892.0,Max Jacob,21.0,0.23006861114501953,Q156214,Geography.Regions.Europe.Europe*,107.0,5255.86519460072,0.0,14.0,253.0,18.4375,16.577267000000003,-22.981136
51,4.0,13892.0,Max Jacob,21.0,0.19194278120994568,Q156214,Culture.Literature,107.0,5255.86519460072,0.0,14.0,253.0,18.4375,16.577267000000003,-22.981136
52,4.0,13892.0,Max Jacob,21.0,0.12146936559677124,Q156214,Geography.Regions.Europe.Western_Europe,107.0,5255.86519460072,0.0,14.0,253.0,18.4375,16.577267000000003,-22.981136
53,5.0,17598.0,Édouard Herriot,0.0,0.9973783493041992,Q274344,Culture.Biography.Biography*,233.0,688.8819928337332,124.0,2.0,54.0,21.25,20.478626000000002,-8.879535
54,5.0,17598.0,Édouard Herriot,0.0,0.3660457601547241,Q274344,Geography.Regions.Europe.Europe*,233.0,688.8819928337332,124.0,2.0,54.0,21.25,20.478626000000002,-8.879535
55,5.0,17598.0,Édouard Herriot,0.0,0.270853506565094,Q274344,Geography.Regions.Europe.Western_Europe,233.0,688.8819928337332,124.0,2.0,54.0,21.25,20.478626000000002,-8.879535
56,5.0,17598.0,Édouard Herriot,0.0,0.1968362182378769,Q274344,History_and_Society.Politics_and_government,233.0,688.8819928337332,124.0,2.0,54.0,21.25,20.478626000000002,-8.879535
57,3.0,23409.0,Francisque Collomb,0.0,0.983095109462738,Q800007,Culture.Biography.Biography*,233.0,0.0,124.0,2.0,54.0,15.625,22.644484,-14.614061999999999
58,3.0,23409.0,Francisque Collomb,0.0,0.7773098945617676,Q800007,History_and_Society.Politics_and_government,233.0,0.0,124.0,2.0,54.0,15.625,22.644484,-14.614061999999999
59,3.0,23409.0,Francisque Collomb,0.0,0.4209318628311157,Q800007,Geography.Regions.Europe.Europe*,233.0,0.0,124.0,2.0,54.0,15.625,22.644484,-14.614061999999999
60,3.0,23409.0,Francisque Collomb,0.0,0.3660457601547241,Q800007,Geography.Regions.Europe.Western_Europe,233.0,0.0,124.0,2.0,54.0,15.625,22.644484,-14.614061999999999
61,3.0,23410.0,Michel Noir,0.0,0.9996055364608765,Q3310469,Culture.Biography.Biography*,233.0,0.0,124.0,2.0,54.0,15.625,-24.704546,20.882595000000002
62,3.0,23410.0,Michel Noir,0.0,0.4063222279548645,Q3310469,Geography.Regions.Europe.Europe*,233.0,0.0,124.0,2.0,54.0,15.625,-24.704546,20.882595000000002
63,3.0,23410.0,Michel Noir,0.0,0.3862146010398865,Q3310469,Geography.Regions.Europe.Western_Europe,233.0,0.0,124.0,2.0,54.0,15.625,-24.704546,20.882595000000002
64,12.0,27555.0,Open de France,5.0,0.9871888160705566,Q1780193,Culture.Sports,0.0,67979.38422228744,129.0,10.0,152.0,40.9375,-0.28235668,18.509233
65,12.0,27555.0,Open de France,5.0,0.24809722805023193,Q1780193,Geography.Regions.Europe.Western_Europe,0.0,67979.38422228744,129.0,10.0,152.0,40.9375,-0.28235668,18.509233
66,12.0,27555.0,Open de France,5.0,0.18495945835113525,Q1780193,Geography.Regions.Europe.Europe*,0.0,67979.38422228744,129.0,10.0,152.0,40.9375,-0.28235668,18.509233
67,1.0,27824.0,Épicure,11.0,0.9958112239837646,Q43216,Culture.Biography.Biography*,172.0,0.0,126.0,11.0,0.0,10.0,5.403721,-8.673583
68,1.0,27824.0,Épicure,11.0,0.960371196269989,Q43216,Culture.Philosophy_and_religion,172.0,0.0,126.0,11.0,0.0,10.0,5.403721,-8.673583
69,1.0,27824.0,Épicure,11.0,0.6926519870758057,Q43216,History_and_Society.History,172.0,0.0,126.0,11.0,0.0,10.0,5.403721,-8.673583
70,1.0,27824.0,Épicure,11.0,0.4139109721183777,Q43216,Geography.Regions.Europe.Europe*,172.0,0.0,126.0,11.0,0.0,10.0,5.403721,-8.673583
71,1.0,27824.0,Épicure,11.0,0.270853506565094,Q43216,Geography.Regions.Europe.Southern_Europe,172.0,0.0,126.0,11.0,0.0,10.0,5.403721,-8.673583
72,1.0,27824.0,Épicure,11.0,0.1097157895565033,Q43216,STEM.STEM*,172.0,0.0,126.0,11.0,0.0,10.0,5.403721,-8.673583
73,1.0,27824.0,Épicure,11.0,0.0,Q43216,Geography.Regions.Europe.Western_Europe,172.0,0.0,126.0,11.0,0.0,10.0,5.403721,-8.673583
74,4.0,28013.0,Emmanuelle Béart,21.0,0.9987257122993469,Q106458,Culture.Biography.Women,107.0,4604.0,0.0,14.0,253.0,18.4375,-5.246246299999999,-8.65591
75,4.0,28013.0,Emmanuelle Béart,21.0,0.9949496984481812,Q106458,Culture.Biography.Biography*,107.0,4604.0,0.0,14.0,253.0,18.4375,-5.246246299999999,-8.65591
76,4.0,28013.0,Emmanuelle Béart,21.0,0.4767238368988037,Q106458,Geography.Regions.Europe.Western_Europe,107.0,4604.0,0.0,14.0,253.0,18.4375,-5.246246299999999,-8.65591
77,4.0,28013.0,Emmanuelle Béart,21.0,0.4556442370414734,Q106458,Geography.Regions.Europe.Europe*,107.0,4604.0,0.0,14.0,253.0,18.4375,-5.246246299999999,-8.65591
78,9.0,28189.0,Laurent Jalabert,10.0,0.9967369437217712,Q13485,Culture.Biography.Biography*,74.0,1502.979166666651,134.0,16.0,0.0,32.5,3.750742,16.983221
79,9.0,28189.0,Laurent Jalabert,10.0,0.982567548751831,Q13485,Culture.Sports,74.0,1502.979166666651,134.0,16.0,0.0,32.5,3.750742,16.983221
80,9.0,28189.0,Laurent Jalabert,10.0,0.253925012588501,Q13485,Geography.Regions.Europe.Europe*,74.0,1502.979166666651,134.0,16.0,0.0,32.5,3.750742,16.983221
81,9.0,28189.0,Laurent Jalabert,10.0,0.10667316818237305,Q13485,Geography.Regions.Europe.Western_Europe,74.0,1502.979166666651,134.0,16.0,0.0,32.5,3.750742,16.983221
82,5.0,33318.0,Philippe Geluck,9.0,0.9955416321754456,Q2264505,Culture.Biography.Biography*,183.0,30289.024191728207,168.0,6.0,0.0,21.25,-24.020144000000002,2.4212084
83,5.0,33318.0,Philippe Geluck,9.0,0.8267217874526978,Q2264505,Culture.Literature,183.0,30289.024191728207,168.0,6.0,0.0,21.25,-24.020144000000002,2.4212084
84,5.0,33318.0,Philippe Geluck,9.0,0.4765896201133728,Q2264505,Culture.Visual_arts.Comics_and_Anime,183.0,30289.024191728207,168.0,6.0,0.0,21.25,-24.020144000000002,2.4212084
85,5.0,33318.0,Philippe Geluck,9.0,0.41490885615348816,Q2264505,Culture.Visual_arts.Visual_arts*,183.0,30289.024191728207,168.0,6.0,0.0,21.25,-24.020144000000002,2.4212084
86,5.0,33318.0,Philippe Geluck,9.0,0.12146936559677124,Q2264505,Geography.Regions.Europe.Western_Europe,183.0,30289.024191728207,168.0,6.0,0.0,21.25,-24.020144000000002,2.4212084
87,5.0,33318.0,Philippe Geluck,9.0,0.04574816131591797,Q2264505,Geography.Regions.Europe.Europe*,183.0,30289.024191728207,168.0,6.0,0.0,21.25,-24.020144000000002,2.4212084
88,4.0,34425.0,Roland Dumas,27.0,0.9991540908813477,Q547525,Culture.Biography.Biography*,192.0,3456.0,192.0,2.0,192.0,18.4375,-24.24209,12.105523
89,4.0,34425.0,Roland Dumas,27.0,0.48930154943466186,Q547525,Geography.Regions.Europe.Western_Europe,192.0,3456.0,192.0,2.0,192.0,18.4375,-24.24209,12.105523
90,4.0,34425.0,Roland Dumas,27.0,0.4835854640007019,Q547525,Geography.Regions.Europe.Europe*,192.0,3456.0,192.0,2.0,192.0,18.4375,-24.24209,12.105523
91,4.0,34425.0,Roland Dumas,27.0,0.1968362182378769,Q547525,History_and_Society.Military_and_warfare,192.0,3456.0,192.0,2.0,192.0,18.4375,-24.24209,12.105523
92,4.0,34425.0,Roland Dumas,27.0,0.14034625887870789,Q547525,History_and_Society.Politics_and_government,192.0,3456.0,192.0,2.0,192.0,18.4375,-24.24209,12.105523
93,3.0,37008.0,Jacques Villeneuve,24.0,0.9971204400062561,Q172843,Culture.Biography.Biography*,116.0,557.8604644192419,157.0,18.0,0.0,15.625,15.328772,-21.908657
94,3.0,37008.0,Jacques Villeneuve,24.0,0.9820237755775452,Q172843,Culture.Sports,116.0,557.8604644192419,157.0,18.0,0.0,15.625,15.328772,-21.908657
95,3.0,37008.0,Jacques Villeneuve,24.0,0.014629947185516357,Q172843,Geography.Regions.Americas.North_America,116.0,557.8604644192419,157.0,18.0,0.0,15.625,15.328772,-21.908657
96,3.0,37008.0,Jacques Villeneuve,24.0,0.0,Q172843,Geography.Regions.Europe.Europe*,116.0,557.8604644192419,157.0,18.0,0.0,15.625,15.328772,-21.908657
97,2.0,38929.0,Tonie Marshall,12.0,0.9980222582817078,Q2555171,Culture.Biography.Biography*,13.0,3293.559827753945,95.0,9.0,175.0,12.8125,-21.014389,-4.9298496
98,2.0,38929.0,Tonie Marshall,12.0,0.5775054097175598,Q2555171,Culture.Biography.Women,13.0,3293.559827753945,95.0,9.0,175.0,12.8125,-21.014389,-4.9298496
99,2.0,38929.0,Tonie Marshall,12.0,0.12146936559677124,Q2555171,Geography.Regions.Europe.Europe*,13.0,3293.559827753945,95.0,9.0,175.0,12.8125,-21.014389,-4.9298496
100,2.0,38929.0,Tonie Marshall,12.0,0.10667316818237305,Q2555171,Geography.Regions.Europe.Western_Europe,13.0,3293.559827753945,95.0,9.0,175.0,12.8125,-21.014389,-4.9298496
101,4.0,39095.0,Machine à écrire,11.0,0.5312193632125854,Q46335,STEM.STEM*,172.0,2305.0,126.0,11.0,0.0,18.4375,-22.821413,19.94715
102,4.0,39095.0,Machine à écrire,11.0,0.275139719247818,Q46335,STEM.Technology,172.0,2305.0,126.0,11.0,0.0,18.4375,-22.821413,19.94715
103,4.0,39095.0,Machine à écrire,11.0,0.1294127255678177,Q46335,History_and_Society.Society,172.0,2305.0,126.0,11.0,0.0,18.4375,-22.821413,19.94715
104,4.0,39095.0,Machine à écrire,11.0,0.11280541121959686,Q46335,STEM.Engineering,172.0,2305.0,126.0,11.0,0.0,18.4375,-22.821413,19.94715
105,9.0,40371.0,Rio de Janeiro,18.0,0.960371196269989,Q8678,Geography.Geographical,10.0,28859.998166539328,121.0,19.0,114.0,32.5,-20.158014,-13.585498000000001
106,9.0,40371.0,Rio de Janeiro,18.0,0.4843900501728058,Q8678,Geography.Regions.Americas.South_America,10.0,28859.998166539328,121.0,19.0,114.0,32.5,-20.158014,-13.585498000000001
107,9.0,40371.0,Rio de Janeiro,18.0,0.1067005917429924,Q8678,Culture.Sports,10.0,28859.998166539328,121.0,19.0,114.0,32.5,-20.158014,-13.585498000000001
108,1.0,41438.0,Mylène Demongeot,8.0,1.0000100135803223,Q239868,Culture.Biography.Biography*,0.0,0.0,163.0,4.0,60.0,10.0,10.298809,16.971682
109,1.0,41438.0,Mylène Demongeot,8.0,0.8175845146179199,Q239868,Culture.Biography.Women,0.0,0.0,163.0,4.0,60.0,10.0,10.298809,16.971682
110,1.0,41438.0,Mylène Demongeot,8.0,0.311877357006073,Q239868,Geography.Regions.Europe.Europe*,0.0,0.0,163.0,4.0,60.0,10.0,10.298809,16.971682
111,1.0,41438.0,Mylène Demongeot,8.0,0.29719679260253906,Q239868,Geography.Regions.Europe.Western_Europe,0.0,0.0,163.0,4.0,60.0,10.0,10.298809,16.971682
112,3.0,42488.0,Bernard Le Coq,8.0,0.9990094900131226,Q346121,Culture.Biography.Biography*,0.0,8529.19897124166,163.0,4.0,60.0,15.625,3.154731,-13.655641000000001
113,3.0,42488.0,Bernard Le Coq,8.0,0.0,Q346121,Geography.Regions.Europe.Europe*,0.0,8529.19897124166,163.0,4.0,60.0,15.625,3.154731,-13.655641000000001
114,3.0,42488.0,Bernard Le Coq,8.0,0.0,Q346121,Geography.Regions.Europe.Western_Europe,0.0,8529.19897124166,163.0,4.0,60.0,15.625,3.154731,-13.655641000000001
115,5.0,42703.0,Maria Schneider (actrice),22.0,0.9995517134666443,Q224071,Culture.Biography.Biography*,135.0,16013.0,134.0,8.0,0.0,21.25,19.283426000000002,-16.492409
116,5.0,42703.0,Maria Schneider (actrice),22.0,0.8439050912857056,Q224071,Culture.Biography.Women,135.0,16013.0,134.0,8.0,0.0,21.25,19.283426000000002,-16.492409
117,5.0,42703.0,Maria Schneider (actrice),22.0,0.30707721614837646,Q224071,Geography.Regions.Europe.Europe*,135.0,16013.0,134.0,8.0,0.0,21.25,19.283426000000002,-16.492409
118,5.0,42703.0,Maria Schneider (actrice),22.0,0.30218379402160644,Q224071,Geography.Regions.Europe.Western_Europe,135.0,16013.0,134.0,8.0,0.0,21.25,19.283426000000002,-16.492409
119,5.0,42703.0,Maria Schneider (actrice),22.0,0.2509227991104126,Q224071,History_and_Society.History,135.0,16013.0,134.0,8.0,0.0,21.25,19.283426000000002,-16.492409
120,5.0,42703.0,Maria Schneider (actrice),22.0,0.0,Q224071,Geography.Regions.Americas.North_America,135.0,16013.0,134.0,8.0,0.0,21.25,19.283426000000002,-16.492409
121,4.0,42706.0,Daniel Duval,22.0,0.9994907379150391,Q778573,Culture.Biography.Biography*,135.0,43487.550913007435,134.0,8.0,0.0,18.4375,-4.557671,-17.851898000000002
122,4.0,42706.0,Daniel Duval,22.0,0.13604079389572143,Q778573,Geography.Regions.Europe.Europe*,135.0,43487.550913007435,134.0,8.0,0.0,18.4375,-4.557671,-17.851898000000002
123,4.0,42706.0,Daniel Duval,22.0,0.037993239402770995,Q778573,Geography.Regions.Europe.Western_Europe,135.0,43487.550913007435,134.0,8.0,0.0,18.4375,-4.557671,-17.851898000000002
124,5.0,43865.0,Sophie Daumier,8.0,0.9982553720474243,Q3490902,Culture.Biography.Biography*,0.0,2301.141390724305,163.0,4.0,60.0,21.25,13.326238,6.4202275
125,5.0,43865.0,Sophie Daumier,8.0,0.6992644667625427,Q3490902,Culture.Biography.Women,0.0,2301.141390724305,163.0,4.0,60.0,21.25,13.326238,6.4202275
126,5.0,43865.0,Sophie Daumier,8.0,0.2814156115055084,Q3490902,History_and_Society.History,0.0,2301.141390724305,163.0,4.0,60.0,21.25,13.326238,6.4202275
127,5.0,43865.0,Sophie Daumier,8.0,0.08411114120483398,Q3490902,Geography.Regions.Europe.Western_Europe,0.0,2301.141390724305,163.0,4.0,60.0,21.25,13.326238,6.4202275
128,5.0,43865.0,Sophie Daumier,8.0,0.03021936321258545,Q3490902,Geography.Regions.Europe.Europe*,0.0,2301.141390724305,163.0,4.0,60.0,21.25,13.326238,6.4202275
129,9.0,43866.0,Danielle Darrieux,8.0,0.9992059469223022,Q234149,Culture.Biography.Biography*,0.0,48100.500875130594,163.0,4.0,60.0,32.5,1.2733836,4.872977
130,9.0,43866.0,Danielle Darrieux,8.0,0.9525841474533081,Q234149,Culture.Biography.Women,0.0,48100.500875130594,163.0,4.0,60.0,32.5,1.2733836,4.872977
131,9.0,43866.0,Danielle Darrieux,8.0,0.24217800998687744,Q234149,Geography.Regions.Europe.Europe*,0.0,48100.500875130594,163.0,4.0,60.0,32.5,1.2733836,4.872977
132,9.0,43866.0,Danielle Darrieux,8.0,0.16452647745609283,Q234149,Culture.Media.Media*,0.0,48100.500875130594,163.0,4.0,60.0,32.5,1.2733836,4.872977
133,9.0,43866.0,Danielle Darrieux,8.0,0.14805719256401062,Q234149,History_and_Society.History,0.0,48100.500875130594,163.0,4.0,60.0,32.5,1.2733836,4.872977
134,9.0,43866.0,Danielle Darrieux,8.0,0.12146936559677124,Q234149,Geography.Regions.Europe.Western_Europe,0.0,48100.500875130594,163.0,4.0,60.0,32.5,1.2733836,4.872977
135,9.0,43866.0,Danielle Darrieux,8.0,0.10375863313674927,Q234149,Culture.Literature,0.0,48100.500875130594,163.0,4.0,60.0,32.5,1.2733836,4.872977
136,9.0,43866.0,Danielle Darrieux,8.0,0.0,Q234149,Geography.Regions.Americas.North_America,0.0,48100.500875130594,163.0,4.0,60.0,32.5,1.2733836,4.872977
137,3.0,43889.0,Caroline Cellier,8.0,0.9981998205184937,Q273292,Culture.Biography.Biography*,0.0,368.05012389571226,163.0,4.0,60.0,15.625,4.8024510000000005,3.047529
138,3.0,43889.0,Caroline Cellier,8.0,0.8439050912857056,Q273292,Culture.Biography.Women,0.0,368.05012389571226,163.0,4.0,60.0,15.625,4.8024510000000005,3.047529
139,3.0,43889.0,Caroline Cellier,8.0,0.37308721446990967,Q273292,Geography.Regions.Europe.Western_Europe,0.0,368.05012389571226,163.0,4.0,60.0,15.625,4.8024510000000005,3.047529
140,3.0,43889.0,Caroline Cellier,8.0,0.311877357006073,Q273292,Geography.Regions.Europe.Europe*,0.0,368.05012389571226,163.0,4.0,60.0,15.625,4.8024510000000005,3.047529
141,4.0,43897.0,Danièle Delorme,9.0,0.9991269707679749,Q290517,Culture.Biography.Biography*,183.0,22364.363806040143,168.0,6.0,0.0,18.4375,14.617156,9.03476
142,4.0,43897.0,Danièle Delorme,9.0,0.585111141204834,Q290517,Culture.Biography.Women,183.0,22364.363806040143,168.0,6.0,0.0,18.4375,14.617156,9.03476
143,4.0,43897.0,Danièle Delorme,9.0,0.44553956389427185,Q290517,History_and_Society.History,183.0,22364.363806040143,168.0,6.0,0.0,18.4375,14.617156,9.03476
144,4.0,43897.0,Danièle Delorme,9.0,0.3862146010398865,Q290517,Geography.Regions.Europe.Western_Europe,183.0,22364.363806040143,168.0,6.0,0.0,18.4375,14.617156,9.03476
145,4.0,43897.0,Danièle Delorme,9.0,0.2921159734725952,Q290517,Geography.Regions.Europe.Europe*,183.0,22364.363806040143,168.0,6.0,0.0,18.4375,14.617156,9.03476
146,2.0,43899.0,Un éléphant ça trompe énormément,9.0,0.9755869507789612,Q534447,Culture.Media.Media*,183.0,0.0,168.0,6.0,0.0,12.8125,16.992426000000002,23.454725
147,2.0,43899.0,Un éléphant ça trompe énormément,9.0,0.9688661694526672,Q534447,Culture.Media.Films,183.0,0.0,168.0,6.0,0.0,12.8125,16.992426000000002,23.454725
148,2.0,43899.0,Un éléphant ça trompe énormément,9.0,0.0,Q534447,Geography.Regions.Europe.Europe*,183.0,0.0,168.0,6.0,0.0,12.8125,16.992426000000002,23.454725
149,2.0,43899.0,Un éléphant ça trompe énormément,9.0,0.0,Q534447,Geography.Regions.Europe.Western_Europe,183.0,0.0,168.0,6.0,0.0,12.8125,16.992426000000002,23.454725
150,10.0,43912.0,Jean Poiret,8.0,0.9980832934379578,Q1685772,Culture.Biography.Biography*,0.0,2195.152735742703,163.0,4.0,60.0,35.3125,19.199713,-1.0121803
151,10.0,43912.0,Jean Poiret,8.0,0.15742753648757934,Q1685772,Geography.Regions.Europe.Europe*,0.0,2195.152735742703,163.0,4.0,60.0,35.3125,19.199713,-1.0121803
