,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
45903,"Жюно, Жан Андош",45903,1,16,0.0,Q353907
46075,"Близнецы (фильм, 1988)",46075,3,26,13600.0,Q785157
46731,Заговенье,46731,3,29,3894.0,Q4183474
47864,"Кончаловский, Андрей Сергеевич",47864,11,10,14757.064118036358,Q55208
47887,Генерал армии,47887,3,0,1157.1671582830043,Q15730331
50179,Дармштадтий,50179,6,31,17460.0,Q1266
51778,"Матвеев, Артамон Сергеевич",51778,4,4,1864.9525211940731,Q706079
52200,Миротворческие силы ООН,52200,2,20,0.0,Q219575
52340,Открытое море,52340,12,20,10588.599853313479,Q25855
52348,Территориальные воды,52348,17,20,2829.795354562131,Q213204
52883,Поляне,52883,2,14,1947.9999999999998,Q722913
52943,Баскский язык,52943,1,5,0.0,Q8752
53405,"Мотыль, Владимир Яковлевич",53405,4,2,2561.836294694438,Q1927433
53525,Вице-адмирал,53525,6,20,130220.24949757535,Q23023949
53872,Азазель (фильм),53872,2,19,17460.0,Q4058098
53879,Московский Художественный академический театр имени М. Горького,53879,3,3,3895.0,Q4304019
53986,"Паскевич, Иван Фёдорович",53986,6,16,22264.644051384472,Q126656
54796,"Бобров, Всеволод Михайлович",54796,2,7,1947.9999999999998,Q433391
54913,Генеральный штаб Вооружённых сил Российской Федерации,54913,9,0,1026.7246359822775,Q2914820
55048,Пост (религия),55048,3,29,7783.0,Q44602
55126,Брюс Всемогущий,55126,2,9,0.0,Q207816
55183,"Бестужев-Рюмин, Алексей Петрович",55183,4,16,3894.0,Q632874
56403,Пехота,56403,4,16,5347.57630129838,Q29171
56891,Флаги международного свода сигналов,56891,3,20,973.5000000000001,Q1671640
57928,Черниговская область,57928,14,14,12760.476405990561,Q167874
57988,"Зубов, Платон Александрович",57988,1,29,0.0,Q2315917
58409,Салават Юлаев (хоккейный клуб),58409,5,22,11650.466666666665,Q1142030
59036,Фюзеляж,59036,2,30,1948.0000000000002,Q1110579
59114,"Кеннеди, Эдвард",59114,5,9,1.3333333333333333,Q134549
59216,Приштина,59216,2,8,1948.0,Q25270
60108,"Мукасей, Михаил Исаакович",60108,2,3,0.0,Q941556
60656,"Никитин, Сергей Яковлевич",60656,3,12,7804.953036404086,Q1029521
61211,Хунвейбины,61211,4,6,20603.021785537127,Q821788
61916,"Каменский, Михаил Федотович",61916,2,16,0.0,Q932448
63259,Посольский приказ,63259,4,4,1948.0,Q3251723
63493,Польская православная церковь,63493,1,24,0.0,Q463406
63536,Внеземная цивилизация,63536,5,13,1.5666666666666667,Q10991287
63573,Николаевская железная дорога,63573,1,20,0.0,Q803184
67051,Костный мозг,67051,3,9,15798.284613611833,Q546523
67564,Воеводина,67564,1,12,0.0,Q44749
68876,"Табаков, Олег Павлович",68876,20,3,112841.2729921912,Q466139
69870,"Будрайтис, Юозас Станиславас",69870,5,3,32665.493265694568,Q2992071
70349,Хива,70349,2,20,3893.999999999999,Q486195
70667,Кубок России по футболу,70667,22,7,33661.70162093955,Q326160
70731,"Ушаков, Андрей Иванович",70731,1,19,0.0,Q13404040
72170,"Кано, Дзигоро",72170,3,1,0.5,Q190141
72742,"Белохвостикова, Наталия Николаевна",72742,2,10,0.0,Q273150
73781,Трактор (хоккейный клуб),73781,4,22,3895.0,Q887198
74242,Не могу сказать «прощай»,74242,2,3,3894.0,Q4315417
75328,Эль-Регистан,75328,3,10,0.0,Q453447
75378,Ансамбль песни и пляски Российской армии имени А. В. Александрова,75378,2,10,1948.0,Q620990
75604,Таран,75604,1,20,0.0,Q208129
76222,Ледокол,76222,4,20,3899.8116337136066,Q14978
76749,"Коршунов, Александр Викторович",76749,4,3,9726.0,Q4234584
79128,Лхаса,79128,2,5,3894.0,Q5869
79412,"Агапкин, Василий Иванович",79412,1,24,0.0,Q2585526
79775,"Козырев, Андрей Владимирович",79775,5,4,10627.601945119477,Q502746
80287,"Смирнов, Иван Николаевич (композитор)",80287,1,10,0.0,Q4424682
80639,Каспийск,80639,1,0,0.0,Q145507
81255,Круги на полях,81255,1,13,0.0,Q193330
81601,"Долина, Вероника Аркадьевна",81601,1,10,0.0,Q1413233
82572,Скафандр,82572,1,15,0.0,Q223571
82955,"Аленичев, Дмитрий Анатольевич",82955,10,8,5734.186026038598,Q526233
82973,"Уваров, Сергей Семёнович",82973,2,3,7780.0,Q704501
82977,Крымск,82977,2,7,1947.9999999999998,Q16978
83003,"Пек, Грегори",83003,4,5,13594.0,Q108366
83224,"Батистута, Габриэль",83224,9,7,9709.164332539542,Q170376
83918,"Анюков, Александр Геннадьевич",83918,6,7,4598.374663461536,Q188918
83921,"Радимов, Владислав Николаевич",83921,6,7,3996.6614781713665,Q2286919
84373,Тиса,84373,2,12,1948.0,Q134350
84482,"Габриадзе, Леван Ревазович",84482,2,4,6803.830836545856,Q4130936
84838,Межгорье (Башкортостан),84838,1,9,0.0,Q158731
85519,Муз-ТВ,85519,5,2,27440.716989532353,Q471265
85871,Корона,85871,4,31,28884.536055572768,Q170984
86272,"Круа, Карл-Евгений",86272,3,16,3260.7816058060594,Q696637
87303,Нихоний,87303,8,31,1947.9999999999998,Q1301
87459,Вооружённые силы Юга России,87459,1,14,0.0,Q2992254
88369,Святополк Изяславич,88369,1,14,0.0,Q143099
92546,Метеорология,92546,4,25,7785.0,Q25261
93536,Женское обрезание,93536,7,9,10995.404033348765,Q208373
94084,Буксир,94084,8,20,1129.3563202428334,Q191826
95031,Лондонское королевское общество,95031,4,25,19419.0,Q123885
95126,Гардемарин,95126,2,3,0.0,Q330399
95180,Корвет,95180,27,20,16737.159440312353,Q170013
95889,"Долматов, Олег Васильевич",95889,5,7,6803.495963710885,Q625202
97359,Тральщик,97359,23,20,7123.3894988642705,Q202527
98256,"Ромм, Михаил Ильич",98256,2,4,1948.0,Q461726
98294,"Бердыев, Курбан Бекиевич",98294,3,7,3895.0,Q368902
98528,Чрезвычайное положение,98528,5,14,2136.0496447524274,Q216227
99743,Сбежавшая невеста,99743,1,9,0.0,Q1160813
99763,На десять минут старше,99763,17,6,0.0625,Q2301828
99932,"Тихонов, Виктор Васильевич",99932,3,22,3895.0,Q392127
100241,Узбек-хан,100241,1,10,0.0,Q335097
101666,"1,1-Диметилгидразин",101666,1,15,0.0,Q161296
101874,Таманский полуостров,101874,7,20,17600.744817942006,Q216664
102804,"Россель, Эдуард Эргартович",102804,4,10,11805.044590813786,Q569362
104093,"Носов, Николай Николаевич",104093,15,3,25634.958743516854,Q653320
104860,Святой Дух,104860,2,29,3578.494139709398,Q37302
104894,"Архипов, Василий Александрович",104894,4,20,3874.015537917107,Q1395757
106108,Главное управление Генерального штаба,106108,18,0,41406.74622626346,Q115782
107064,"Вашингтон, Керри",107064,1,10,0.0,Q232104
107161,Пелопоннес,107161,4,29,7422.452041272781,Q78967
107276,Дамбо,107276,8,9,14830.0273663357,Q40895
107416,Спящая красавица (мультфильм),107416,3,9,18378.130587570828,Q215617
107752,Алмаз (космическая программа),107752,2,18,3894.0,Q17143
108448,Надежда (песня),108448,2,2,5946.860223220845,Q4311863
108751,Вересковые,108751,3,25,3895.0,Q975872
109881,Последнее танго в Париже,109881,21,6,726.9547776355764,Q570567
109909,Близкие контакты третьей степени,109909,3,9,19399.0,Q320588
109948,Коммандо (фильм),109948,3,9,14562.833333333332,Q744551
110092,Братья Блюз (фильм),110092,1,27,0.0,Q109767
110149,Последний император,110149,24,6,44529.263931484755,Q212775
110299,Под покровом небес (фильм),110299,18,6,1.3125,Q1619096
110346,Синий бархат,110346,1,6,0.0,Q660950
110364,Конформист (фильм),110364,22,6,49731.632759610286,Q1198812
110645,"Двадцатый век (фильм, 1976)",110645,21,6,763.6143672510526,Q124697
110897,Детсадовский полицейский,110897,6,26,9730.0,Q257630
111111,Крепкий орешек 2,111111,4,9,11667.0,Q105993
111285,"Луна (фильм, 1979)",111285,19,6,261.57196851589663,Q612628
112203,Лимонадный Джо,112203,2,5,1948.0,Q1791872
112212,"На последнем дыхании (фильм, 1960)",112212,3,6,0.0,Q86427
112800,Большие гонки (фильм),112800,2,6,1948.0000000000002,Q304366
112994,Трагедия смешного человека,112994,17,6,0.0625,Q1216853
114829,Маленький Будда,114829,18,6,1.3125,Q1141873
115473,За шкуру полицейского,115473,3,26,3895.0,Q1513821
116179,Покахонтас (мультфильм),116179,3,9,79.60178571428568,Q218894
116497,Стратегия паука,116497,19,6,261.57196851589663,Q1216528
117129,Достать коротышку,117129,1,5,0.0,Q261923
118174,"Богатырёв, Юрий Георгиевич",118174,5,10,113991.52064016291,Q4089118
118478,"Светин, Михаил Семёнович",118478,3,12,3443.7796867167854,Q4410277
118638,"Дворжецкая, Нина Игоревна",118638,1,3,0.0,Q4155990
119021,"Шагалова, Людмила Александровна",119021,3,3,29829.64048598245,Q1962914
121484,"Висконти, Лукино",121484,3,6,0.2,Q13888
123510,Земля Санникова (фильм),123510,3,3,7783.0,Q261240
123710,"Гурзо, Наталья Сергеевна",123710,5,4,44139.12835493974,Q4152342
124895,Подданство,124895,2,9,1948.0,Q837395
125454,Балто (мультфильм),125454,2,3,1948.0,Q764116
126105,"Ковалевски, Войцех",126105,2,7,6349.258213520393,Q704297
127050,"Кончаловский, Пётр Петрович",127050,5,10,0.0,Q2626131
127912,Патриотическая песня,127912,2,10,318.6457875457875,Q2058180
128906,Верные друзья (фильм),128906,7,3,26669.445204215517,Q4107955
128923,"Женитьба Бальзаминова (фильм, 1964)",128923,1,12,0.0,Q1963018
128930,Джерри Магуайер,128930,2,26,19390.0,Q329131
128941,Девушка без адреса,128941,11,12,6897.910081522021,Q3178033
129364,Комната страха,129364,1,9,0.0,Q741042
132010,Орден Александра Невского (СССР),132010,2,20,23.45534977841648,Q11798924
132416,"Мечтатели (фильм, 2003)",132416,18,6,351.50573654439575,Q822946
133925,Военное положение,133925,8,14,5552.319344989542,Q715625
133987,Секс-символ,133987,2,9,1.3333333333333333,Q330742
134473,"Руби, Джек",134473,3,9,3894.0,Q192519
134866,Ку! Кин-дза-дза,134866,2,4,2655.960669468783,Q4243413
135229,Тутси,135229,1,9,0.0,Q193092
135883,Геноцид в Руанде,135883,2,9,1948.0,Q131297
136794,"Корнилов, Владимир Алексеевич",136794,1,20,0.0,Q928921
137578,Красные кхмеры,137578,4,6,9724.0,Q191764
138494,Очаков,138494,7,20,21425.928139123724,Q850072
138544,Комиссар (в воинском подразделении),138544,7,20,11186.872054644784,Q168559
140183,Северяне,140183,2,29,6440.4762453961885,Q640444
141553,Страз,141553,2,31,21318.0,Q615476
142979,Моя ужасная няня,142979,1,5,0.0,Q523249
144320,"Безруков, Сергей Витальевич",144320,11,19,496769.49192908127,Q473580
144394,Акваланги на дне (фильм),144394,2,4,1948.0,Q4059405
144460,"Десять негритят (фильм, 1987)",144460,1,3,0.0,Q1775194
145417,"Плиев, Исса Александрович",145417,1,4,0.0,Q670030
145508,"Блюмкин, Яков Григорьевич",145508,3,5,9848.174655397248,Q1679623
145974,Джанкой,145974,2,28,2688.4935796979394,Q161978
146210,"Кожевников, Александр Викторович",146210,1,22,0.0,Q1373900
146266,"Хиллари, Эдмунд",146266,2,9,0.0,Q33817
146562,"Бестемьянова, Наталья Филимоновна",146562,11,1,577.4377418542703,Q271535
146571,"Дмитриев, Артур Валерьевич",146571,14,1,62.4952110620078,Q714964
147018,Ускользающая красота,147018,18,6,68.03750292274665,Q749191
148215,Красноперекопск,148215,2,20,14.10057813984088,Q161987
148680,"Миллер, Артур",148680,5,3,18592.49758108653,Q80596
148957,"Букин, Андрей Анатольевич",148957,9,1,67317.20575906041,Q501729
148958,"Климова, Марина Владимировна",148958,6,1,0.0,Q271556
148959,"Пономаренко, Сергей Владиленович",148959,9,1,138.20877168696836,Q955168
149507,"Гайдар, Мария Егоровна",149507,3,10,539.246955701702,Q1964282
151108,Бульдозерная выставка,151108,2,9,1948.0,Q1574911
151554,Гренобль,151554,5,19,192229.57563584816,Q1289
152620,"Траньков, Максим Леонидович",152620,17,1,10515.103292541064,Q429509
152781,"Петров, Андрей Павлович",152781,7,12,31003.72436481083,Q502390
152783,"Набоков, Евгений Викторович",152783,1,22,0.0,Q390913
152826,Бой у высоты 776,152826,1,10,0.0,Q1530585
152991,"Высота (фильм, 1957)",152991,2,12,3894.0,Q4129506
153067,Разрядный приказ,153067,1,10,0.0,Q4388760
153405,"Баюл, Оксана Сергеевна",153405,8,1,97.08272581272462,Q232995
153823,Женское одиночное фигурное катание,153823,31,1,3687.529800516591,Q4179462
154499,Раба любви,154499,10,10,6430.555762428087,Q1528336
154950,"Менглет, Майя Георгиевна",154950,3,3,4586.476555014788,Q4290347
156832,Бой с тенью (фильм),156832,2,19,22448.21525530728,Q2369836
156857,Благословите женщину,156857,1,10,0.0,Q4087907
156886,Большая семья,156886,1,3,0.0,Q1634714
156896,Бронзовая птица (фильм),156896,1,4,0.0,Q4096981
157278,Баллада о солдате,157278,4,3,32103.272561376278,Q1305092
157300,Деловые люди,157300,1,5,0.0,Q4157228
157316,Родня,157316,10,10,8164.236275308719,Q4395981
157323,Спортлото-82,157323,5,5,13609.0,Q1964207
157326,Утомлённые солнцем,157326,10,10,725.4234161064129,Q1127167
157888,"Хейворт, Рита",157888,3,9,6.333333333333333,Q42745
157941,Вертикаль (фильм),157941,2,3,1948.0,Q4108123
158140,Тулуп (прыжок),158140,15,1,1370.3370723506189,Q1895063
158141,Лутц (прыжок),158141,11,1,11.099716832747278,Q1545606
158445,Летние Олимпийские игры 1956,158445,3,8,66209.13379790135,Q8411
158779,"Верьте мне, люди",158779,3,3,5825.096031746026,Q4109288
158792,"Виват, гардемарины!",158792,4,3,11196.23773529428,Q4110507
158822,Вокзал для двоих,158822,12,12,120157.07901117258,Q1965523
160085,Милтон-Кинс,160085,1,8,0.0,Q204234
160642,"Гардемарины, вперёд!",160642,5,3,17488.431484734792,Q4133643
160644,Где находится нофелет?,160644,5,3,28506.3651486239,Q4134604
160685,"Графиня (фильм, 1991)",160685,1,4,0.0,Q4148060
160691,Гусарская баллада,160691,9,12,3819.2178338737394,Q2369847
160718,Девять дней одного года,160718,3,9,182695.72140436675,Q1530651
160722,Дамы приглашают кавалеров,160722,2,12,1948.0,Q4154454
161306,Олимп (Марс),161306,12,15,215.69681598015447,Q520
161308,Дни хирурга Мишкина,161308,2,12,3894.0,Q4163305
161547,Аресибо (обсерватория),161547,14,13,3229.128643578693,Q44547
161983,"Женя, Женечка и «катюша»",161983,4,2,5119.7118416172925,Q4179509
162000,Журналист (фильм),162000,4,12,8888.104582567094,Q1194623
163621,"Бган, Ольга Павловна",163621,1,12,0.0,Q4080374
163770,"Здравствуйте, я ваша тётя!",163770,2,4,3894.0,Q4190055
163776,Зигзаг удачи,163776,12,12,6485.844391571121,Q4191769
163831,И это всё о нём (фильм),163831,4,3,5841.0,Q4195103
163923,Карьера Димы Горина,163923,3,12,8196.284077841665,Q4216432
163936,"Ко мне, Мухтар!",163936,2,12,252.47976190476166,Q4225030
164264,Так говорил Заратустра (Штраус),164264,1,19,0.0,Q35720
164571,Берегите женщин,164571,1,5,0.0,Q4084224
164995,Криминальный квартет,164995,2,12,7444.089867452829,Q4241041
165011,Кубанские казаки (фильм),165011,2,3,2667.3086637493743,Q2368465
165049,"Летучая мышь (фильм, 1979)",165049,2,12,501.4405513784452,Q4260282
165731,"Мама (фильм, 1976)",165731,1,2,0.0,Q2368529
166087,Подкова,166087,1,23,0.0,Q192130
166103,"Маслаченко, Владимир Никитович",166103,3,14,3895.0,Q576975
166252,"Мачеха (фильм, 1973)",166252,3,12,5838.0,Q4286007
166868,"Липатов, Виль Владимирович",166868,1,3,0.0,Q344887
167342,Горячие денёчки,167342,2,3,1948.0,Q1601646
167836,Аскания-Нова (заповедник),167836,3,21,0.0,Q708096
168568,Молодая жена,168568,4,9,171637.01400898435,Q4300557
168573,"Монолог (фильм, 1972)",168573,1,3,0.0,Q4301835
168594,Мужики!..,168594,2,12,9965.392197601352,Q4305815
168615,Мушкетёры двадцать лет спустя,168615,2,26,1948.0,Q4309114
168625,"На Дерибасовской хорошая погода, или На Брайтон-Бич опять идут дожди",168625,1,12,0.0,Q2370102
169506,Старые клячи,169506,11,12,6610.382723501008,Q718486
169508,О бедном гусаре замолвите слово,169508,9,12,85.22817541935137,Q4328827
170241,Комиссар Мегрэ,170241,1,10,0.0,Q830561
171578,Школьный вальс (фильм),171578,6,3,12646.230036032575,Q4525296
174270,"Билялетдинов, Динияр Ринатович",174270,8,8,33.62055524558769,Q192825
175531,"Ибаррури, Долорес",175531,3,5,25180.0,Q238955
177197,"Конюхова, Татьяна Георгиевна",177197,3,12,3456.538924713265,Q4232068
178906,Арзамас (литературное общество),178906,2,3,5838.0,Q1964755
182047,Лефортовская тюрьма,182047,1,20,0.0,Q1346321
182713,"Меркурий (бриг, 1820)",182713,3,20,973.0,Q4291027
183876,"Красилов, Пётр Анатольевич",183876,2,19,15528.0,Q247997
184135,"Человек в железной маске (фильм, 1998)",184135,4,26,40596.0,Q1123463
187570,Летяги,187570,2,9,1105.5992305506632,Q9490
191354,Пльзень,191354,3,7,177.81403962725298,Q43453
191814,"Басов, Владимир Владимирович",191814,2,3,3894.0,Q4079110
192014,Три тополя на Плющихе,192014,2,3,10491.623364400817,Q4462912
193059,Феникс (космический аппарат),193059,17,15,1409.1334378052784,Q129091
193753,METI,193753,16,13,5008.987229437239,Q1368086
194821,"Семакин,_Артём_Сергеевич",194821,1,3,0.0,-1
195739,"Борисов, Александр Фёдорович",195739,2,3,1526.1918627492016,Q4093818
196440,"Ронинсон, Готлиб Михайлович",196440,3,12,0.0,Q4397668
196523,Алексий I,196523,5,24,7785.0,Q547702
197874,Русская православная церковь заграницей,197874,5,24,14129.77655259392,Q912932
199026,"Ламбьель, Стефан",199026,6,1,186.8321836561862,Q298616
199405,Парад Победы,199405,3,5,105524.04687339587,Q2001685
199631,"Акопян, Амаяк Арутюнович",199631,1,3,0.0,Q4059737
201333,Каспийская флотилия ВМФ России,201333,18,20,11538.087109961672,Q1359797
201495,"Санда, Доминик",201495,5,6,208.13943457825906,Q179152
201564,"Литвин, Владимир Михайлович",201564,14,14,6534.724859815203,Q463095
201738,"Косиор, Станислав Викентьевич",201738,1,14,0.0,Q725267
202734,"Цымбаларь, Илья Владимирович",202734,4,8,9002.191829638161,Q551609
202950,"Зелёный фургон (фильм, 1983)",202950,1,12,0.0,Q4190966
203140,"Нигматуллин, Руслан Каримович",203140,2,8,1948.0,Q559136
204002,"Селезнёва, Наталья Игоревна",204002,1,3,0.0,Q2370733
204798,"Штраус, Рихард",204798,2,19,1948.0,Q13894
205465,"Белов, Юрий Андреевич",205465,5,12,1142.081608494923,Q4082228
205970,"Дюжева, Марина Михайловна",205970,3,3,13923.48188850897,Q4172184
206296,"Ханеке, Михаэль",206296,4,6,15621.189846525858,Q84199
206501,Десять сталинских ударов,206501,1,14,0.0,Q4159297
207611,Путёвка в жизнь,207611,1,12,0.0,Q1967124
207682,Небеса обетованные,207682,14,12,22201.969228024238,Q4315505
208006,"Лебедев, Евгений Алексеевич",208006,3,3,220.16669543994936,Q1967736
208203,Белорусский вокзал (фильм),208203,1,10,0.0,Q1969508
211443,"Рязанова, Раиса Ивановна",211443,3,3,11557.487997456168,Q4402599
215048,"Лавров, Пётр Лаврович",215048,1,10,0.0,Q337628
218482,"Ильинский, Игорь Владимирович",218482,1,3,0.0,Q2358989
224071,Хайфон,224071,2,6,1948.0,Q72818
224156,Залещики,224156,3,14,100.03781015770603,Q213183
224170,Сборная Польши по футболу,224170,19,8,6495.112382525144,Q166196
224223,Почаев,224223,2,29,3893.999999999999,Q149060
226409,Полнолуние,226409,3,15,0.0,Q104641
226643,Сборная Швеции по футболу,226643,41,8,66079.76172022425,Q160826
228190,"Евсеев, Вадим Валентинович",228190,4,8,3747.204359619325,Q2548154
229628,Золотая пластинка «Вояджера»,229628,11,13,2269.7666666666205,Q156315
229984,Сборная США по футболу,229984,17,8,58066.02063161139,Q164134
233580,"Иванович, Бранислав",233580,6,8,14090.693712751385,Q181921
234139,Дорогой мой человек,234139,1,3,0.0,Q4166827
234852,Борнмут,234852,3,7,427200.64380241465,Q170478
237655,Храм народов,237655,2,5,0.0,Q477125
238770,Первые на Луне (фильм),238770,1,15,0.0,Q1967705
242006,"Кнорозов, Юрий Валентинович",242006,1,14,0.0,Q407741
243093,Walmart,243093,2,9,1948.0,Q483551
244482,С-400,244482,5,28,4161.896314053105,Q861006
244564,"Лифарь, Серж",244564,3,4,7783.0,Q360420
244575,С-125,244575,4,28,4902.571593761308,Q312471
245787,Сборная Турции по футболу,245787,42,8,76554.97085022589,Q483856
248181,The New York Times,248181,52,9,696783.4414559717,Q9684
248201,"Ван Боммел, Марк",248201,5,7,131.14291326399623,Q151853
248519,"Кронберг, Лариса Ивановна",248519,1,3,0.0,Q4241614
248626,Чёрные полковники,248626,2,6,1948.0,Q504081
249576,КОНМЕБОЛ,249576,8,7,169.11933160006788,Q58733
249964,"Синявская, Тамара Ильинична",249964,1,2,0.0,Q3742244
250251,Овраг,250251,3,14,5840.0,Q1361400
250644,Арабатская Стрелка,250644,1,20,0.0,Q623684
252315,"Альенде, Сальвадор",252315,1,9,0.0,Q440
252342,Сейнер,252342,2,20,1948.0,Q7887273
252513,"Турчинов, Александр Валентинович",252513,30,14,23519.16631292717,Q15850
252910,Катастрофа Ту-154 над Чёрным морем,252910,5,14,27808.392040038692,Q2475745
253624,Краснодон,253624,3,14,3893.9999999999995,Q158053
253924,"Боровой, Константин Натанович",253924,1,20,0.0,Q26869394
255637,Кабинет министров Украины,255637,29,14,20620.619503016773,Q613729
256380,Цыси,256380,6,6,9091.485385716791,Q47842
257859,"Воскресенская, Зоя Ивановна",257859,1,20,0.0,Q4126173
257927,Сборная Белоруссии по футболу,257927,30,8,29376.817231773617,Q186252
258105,"Менжинский, Вячеслав Рудольфович",258105,4,5,44244.07177804162,Q241969
259105,"Перфилов, Лев Алексеевич",259105,4,4,35498.916429070356,Q4359316
259145,Семафорная азбука,259145,2,20,0.0,Q250796
259996,Ту-334,259996,3,30,9726.0,Q617843
260646,"Водорезова, Елена Германовна",260646,14,1,8630.526093851284,Q273999
260743,"Ливанов, Игорь Евгеньевич",260743,5,4,44285.8289057878,Q4260938
261212,Beastie Boys,261212,1,2,0.0,Q214039
263191,Иларион Киевский,263191,3,29,2617.476245396213,Q562243
