,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views,Weight,Main topic,Subtopic
57,7.0,42489.0,Capitaine Conan,0.91965252161026,Q919635,Culture.Media.Media*,88.0,8809.628528895706,77.0,5.0,193.0,25.0,-18.38577,-22.672537,15934.0,6.43756765127182,Culture,Media*
58,3.0,42990.0,Montserrat (Antilles),0.12253321707248688,Q13353,History_and_Society.Society,233.0,4101.0,124.0,3.0,54.0,15.0,-9.02158,-13.714310000000001,6699.0,0.36759965121746063,History_and_Society,Society
59,1.0,43315.0,Juliette Drouet,0.6076731681823729,Q440119,History_and_Society.History,183.0,0.0,168.0,12.0,0.0,10.0,-14.32745,14.369102499999999,3944.0,0.6076731681823729,History_and_Society,History
60,4.0,43681.0,Jeux interdits,0.967909336090088,Q976558,Culture.Media.Media*,74.0,5039.245472472418,134.0,4.0,0.0,17.5,-9.511201,-15.3283415,2255.0,3.871637344360352,Culture,Media*
61,4.0,43686.0,Jean-Laurent Cochet,0.9961855411529541,Q999960,Culture.Biography.Biography*,88.0,1362.8702726259185,77.0,5.0,193.0,17.5,-14.01931,0.7707108,1370.0,0.0,Culture,Biography*
62,8.0,43889.0,Caroline Cellier,0.9981998205184937,Q273292,Culture.Biography.Biography*,88.0,14815.928021621421,77.0,5.0,193.0,27.5,4.1627893,15.929482,8683.0,0.0,Culture,Biography*
63,13.0,43892.0,Mille milliards de dollars,0.960371196269989,Q2397349,Culture.Media.Media*,88.0,9333.40943310786,77.0,5.0,193.0,40.0,16.419311999999998,-23.90161,25369.0,12.484825551509857,Culture,Media*
64,8.0,43912.0,Jean Poiret,0.13661839067935946,Q1685772,Culture.Performing_arts,88.0,16499.597163071165,77.0,5.0,193.0,27.5,-12.558912,19.429205,3322.0,1.0929471254348757,Culture,Performing_arts
65,6.0,44107.0,Nicole Garcia,0.9970290064811708,Q434060,Culture.Biography.Biography*,88.0,28553.46266478813,77.0,5.0,193.0,22.5,16.74464,15.241553,15296.0,0.0,Culture,Biography*
66,2.0,44281.0,Jean-Claude Dauphin,0.9972090721130372,Q1684746,Culture.Biography.Biography*,172.0,299.77777777777754,126.0,5.0,0.0,12.5,-3.9688790000000003,-18.121302,6115.0,0.0,Culture,Biography*
67,3.0,45154.0,Jean-Jacques Annaud,0.9992778301239014,Q154490,Culture.Biography.Biography*,135.0,19609.904264520606,134.0,5.0,0.0,15.0,0.668612,0.619035,4413.0,0.0,Culture,Biography*
68,1.0,45267.0,Organisation communiste internationaliste,0.5698626637458801,Q1828329,History_and_Society.Politics_and_government,183.0,0.0,168.0,12.0,0.0,10.0,-6.06669,14.598494,2009.0,0.5698626637458801,History_and_Society,Politics_and_government
69,18.0,45507.0,Robert Faurisson,0.4765896201133728,Q312519,Culture.Philosophy_and_religion,192.0,13606.84603174603,192.0,11.0,192.0,52.5,-2.9393873,14.5357065,103694.0,8.57861316204071,Culture,Philosophy_and_religion
70,5.0,45864.0,Affaire des fiches (France),0.348655104637146,Q2825979,Culture.Philosophy_and_religion,47.0,0.0,42.0,8.0,255.0,20.0,-21.067705,-16.202545,1937.0,1.74327552318573,Culture,Philosophy_and_religion
71,3.0,46069.0,Économie du Brésil,0.9770326614379884,Q845120,History_and_Society.Business_and_economics,245.0,2736.0,148.0,15.0,0.0,15.0,5.6832533,-7.481951,3005.0,2.9310979843139653,History_and_Society,Business_and_economics
72,2.0,46187.0,"La Ligne rouge (film, 1998)",0.9879562258720398,Q221491,Culture.Media.Films,233.0,1369.0,124.0,3.0,54.0,12.5,1.4069014,3.3195326,3847.0,1.9759124517440796,Culture,Films
73,1.0,46546.0,Anna Karina,0.13297423720359802,Q232113,Culture.Media.Media*,0.0,0.0,129.0,5.0,152.0,10.0,6.475412,13.932248999999999,4122.0,0.13297423720359802,Culture,Media*
74,6.0,46767.0,Valérie Stroh,0.1097157895565033,Q3554312,Culture.Literature,0.0,0.0,129.0,5.0,152.0,22.5,-15.149351999999999,24.89268,2361.0,0.6582947373390198,Culture,Literature
75,12.0,47749.0,Pierre Tchernia,0.14415885508060455,Q1894524,Culture.Media.Media*,239.0,53630.101120779815,97.0,5.0,185.0,37.5,-17.86352,18.666320000000002,2587.0,1.7299062609672546,Culture,Media*
76,1.0,49754.0,Les Indes galantes,0.9899964332580566,Q583297,Culture.Performing_arts,88.0,0.0,77.0,5.0,193.0,10.0,-15.491285000000001,-13.928392,1694.0,0.9899964332580566,Culture,Performing_arts
77,8.0,49927.0,Abdellatif Kechiche,0.994455099105835,Q307996,Culture.Biography.Biography*,135.0,17983.270091461327,134.0,5.0,0.0,27.5,-18.2103,2.3405093999999997,7836.0,0.0,Culture,Biography*
78,4.0,50058.0,Jacques François,0.998142421245575,Q162701,Culture.Biography.Biography*,88.0,1815.198485188634,77.0,5.0,193.0,17.5,-9.607835000000001,4.2390550000000005,2118.0,0.0,Culture,Biography*
79,4.0,51386.0,Erich von Stroheim,0.998803436756134,Q78508,Culture.Biography.Biography*,0.0,0.0,139.0,14.0,41.0,17.5,13.061568,-22.645958,5655.0,0.0,Culture,Biography*
80,4.0,51847.0,Bernard Campan,0.9989450573921204,Q822345,Culture.Biography.Biography*,172.0,34381.929323726275,126.0,5.0,0.0,17.5,-1.2639303,14.616326999999998,5087.0,0.0,Culture,Biography*
81,1.0,53073.0,Alex Métayer,0.22816647589206696,Q2832997,Culture.Media.Media*,192.0,0.0,192.0,7.0,192.0,10.0,-20.048085999999998,-23.715528,5618.0,0.22816647589206696,Culture,Media*
82,1.0,53627.0,Pilat,0.992888569831848,Q2622219,Geography.Regions.Europe.Western_Europe,192.0,0.0,192.0,24.0,192.0,10.0,15.357742000000002,-24.997467,2192.0,0.0,Geography,Western_Europe
83,3.0,54136.0,Yann Tiersen,0.40734341740608215,Q157256,Culture.Media.Music,0.0,8919.567075693176,129.0,0.0,152.0,15.0,-22.126518,-9.059876,3691.0,1.2220302522182465,Culture,Music
84,5.0,54256.0,Giacomo Puccini,0.880807101726532,Q7311,Culture.Media.Music,88.0,8197.0,77.0,5.0,193.0,20.0,-24.860935,10.404821,2687.0,4.40403550863266,Culture,Music
85,1.0,55098.0,Louis Leprince-Ringuet,0.3557848632335663,Q554018,STEM.Physics,116.0,0.0,157.0,23.0,0.0,10.0,-13.422592999999999,-4.121843,1659.0,0.3557848632335663,STEM,Physics
86,3.0,55483.0,Anguilla,0.3415925204753876,Q25228,History_and_Society.Society,233.0,1369.0,124.0,3.0,54.0,15.0,23.091528,-11.093224000000001,8586.0,1.0247775614261627,History_and_Society,Society
87,2.0,55500.0,Harry Belafonte,0.6001983880996704,Q214959,Culture.Media.Media*,74.0,11182.41220023495,134.0,24.0,0.0,12.5,-11.458688,13.505772,3643.0,1.2003967761993408,Culture,Media*
88,3.0,55929.0,Entente cordiale,0.4378334879875183,Q464399,History_and_Society.Military_and_warfare,47.0,4103.0,42.0,8.0,255.0,15.0,-16.371208,14.826260999999999,1998.0,1.313500463962555,History_and_Society,Military_and_warfare
89,5.0,58431.0,Newcastle upon Tyne,0.8267217874526978,Q1425428,Geography.Regions.Europe.Europe*,170.0,4104.0,44.0,9.0,235.0,20.0,15.977691,8.566730499999998,2530.0,0.0,Geography,Europe*
90,1.0,58453.0,Sunderland,0.839743971824646,Q188304,Geography.Regions.Europe.Europe*,170.0,0.0,44.0,9.0,235.0,10.0,-19.1077,-19.469404,1810.0,0.0,Geography,Europe*
91,2.0,58939.0,Colin McRae,0.9724247455596924,Q201291,Culture.Sports,192.0,0.0,192.0,25.0,192.0,12.5,13.697466,-21.596888,2556.0,1.9448494911193848,Culture,Sports
92,4.0,59107.0,Groupe du Rassemblement démocratique et social européen,0.7371681928634644,Q2330141,History_and_Society.Politics_and_government,183.0,6.013333333333335,168.0,12.0,0.0,17.5,-14.454082000000001,9.398665,6268.0,2.9486727714538574,History_and_Society,Politics_and_government
93,2.0,59380.0,Diane Dufresne,0.5698626637458801,Q3026211,Culture.Media.Music,160.0,1369.0,96.0,19.0,153.0,12.5,-10.894527,24.970545,2585.0,1.1397253274917603,Culture,Music
94,7.0,59426.0,Bruno Gollnisch,0.9890230894088744,Q463260,History_and_Society.Politics_and_government,192.0,685.7603174603174,192.0,11.0,192.0,25.0,-14.713018,-6.4651837,2791.0,6.923161625862121,History_and_Society,Politics_and_government
95,3.0,61177.0,Arletty,0.585111141204834,Q235617,History_and_Society.History,88.0,602.3482240357008,77.0,5.0,193.0,15.0,3.0401144,-2.198794,3078.0,1.755333423614502,History_and_Society,History
96,1.0,61453.0,Hortense de Beauharnais,0.59267657995224,Q229875,History_and_Society.History,47.0,0.0,42.0,8.0,255.0,10.0,-5.4592333,-19.12315,2569.0,0.59267657995224,History_and_Society,History
97,8.0,62929.0,Angel (série télévisée),0.9481645226478576,Q212156,Culture.Media.Media*,107.0,18189.408487826222,0.0,7.0,253.0,27.5,-21.666399,21.718622,3266.0,7.58531618118286,Culture,Media*
98,1.0,63904.0,Liste des membres du Conseil constitutionnel français,0.18714269995689392,Q3251719,History_and_Society.Politics_and_government,183.0,0.0,168.0,12.0,0.0,10.0,-18.516223999999998,22.183569,3667.0,0.18714269995689392,History_and_Society,Politics_and_government
99,2.0,64509.0,Rox et Rouky,0.9919480085372924,Q40302,Culture.Media.Media*,172.0,0.0,126.0,21.0,0.0,12.5,-24.468891,2.5554723999999998,2882.0,1.9838960170745847,Culture,Media*
100,4.0,65374.0,Desmond Llewelyn,0.15611489117145538,Q29092,Culture.Media.Media*,220.0,0.0,160.0,17.0,0.0,17.5,24.296026,2.7074666,2962.0,0.6244595646858215,Culture,Media*
101,1.0,65975.0,"Les Rois maudits (mini-série, 1972)",0.9626831412315368,Q4380312,Culture.Media.Media*,239.0,0.0,97.0,5.0,185.0,10.0,-9.855528,-2.639844,2673.0,0.9626831412315368,Culture,Media*
102,3.0,68084.0,"Massacre à la tronçonneuse (film, 1974)",0.9973783493041992,Q886597,Culture.Media.Media*,88.0,24358.639934300933,77.0,0.0,193.0,15.0,6.4629145,23.75218,4728.0,2.9921350479125977,Culture,Media*
103,5.0,68188.0,Blasphème,0.9715740084648132,Q200481,History_and_Society.Society,88.0,27713.757236577967,77.0,16.0,193.0,20.0,2.804366,-1.0638777,7087.0,4.857870042324066,History_and_Society,Society
104,2.0,69852.0,Tueur à gages,0.26285186409950256,Q378770,History_and_Society.Business_and_economics,116.0,1369.0,157.0,23.0,0.0,12.5,22.522465,-7.925605,1653.0,0.5257037281990051,History_and_Society,Business_and_economics
105,1.0,70289.0,Peter Bogdanovich,0.2509227991104126,Q158250,Culture.Media.Media*,239.0,0.0,97.0,18.0,185.0,10.0,-16.25291,-2.0523422,3018.0,0.2509227991104126,Culture,Media*
106,4.0,70729.0,Vallabhbhai Patel,0.21734751760959625,Q9455,History_and_Society.Politics_and_government,88.0,4.833333333333334,77.0,16.0,193.0,17.5,14.24985,7.520158,5338.0,0.869390070438385,History_and_Society,Politics_and_government
107,10.0,71124.0,André Téchiné,0.9951046109199524,Q523144,Culture.Biography.Biography*,116.0,29476.048597603407,157.0,23.0,0.0,32.5,14.309220999999999,-4.8121314,5707.0,0.0,Culture,Biography*
108,18.0,72202.0,Claude Zidi,1.0000100135803225,Q471010,Culture.Biography.Biography*,239.0,69688.84226661043,97.0,5.0,185.0,52.5,-23.600454,-11.984564,3853.0,0.0,Culture,Biography*
109,3.0,72374.0,Frank Miller,0.4688006341457367,Q207676,Culture.Literature,233.0,2427.277965585286,124.0,3.0,54.0,15.0,-9.706988,12.69448,3856.0,1.40640190243721,Culture,Literature
110,3.0,75323.0,Victor Lanoux,0.16027602553367615,Q1585313,Culture.Media.Media*,239.0,3052.9948937980384,97.0,5.0,185.0,15.0,23.158087,2.8840654,3536.0,0.48082807660102844,Culture,Media*
111,6.0,76425.0,Alain Resnais,0.9958112239837646,Q218022,Culture.Biography.Biography*,135.0,2578.107765062779,134.0,5.0,0.0,22.5,0.5936225,-15.109860999999999,3788.0,0.0,Culture,Biography*
112,1.0,76994.0,Carnaval,0.3629792034626007,Q4618,History_and_Society.Society,74.0,0.0,134.0,4.0,0.0,10.0,22.926657000000002,-2.1520784,3913.0,0.3629792034626007,History_and_Society,Society
113,8.0,77303.0,Pittsburgh,0.9688661694526672,Q1342,Geography.Geographical,74.0,49704.864461004756,134.0,4.0,0.0,27.5,-4.207575299999999,-9.1061325,22713.0,0.0,Geography,Geographical
114,6.0,78008.0,Coupe de la Ligue anglaise de football,0.997894287109375,Q11152,Culture.Sports,13.0,8720.613010162471,95.0,6.0,175.0,22.5,22.208345,-6.4093227,2067.0,5.98736572265625,Culture,Sports
115,1.0,78090.0,Cent mille dollars au soleil,0.9939124584197998,Q164770,Culture.Media.Films,88.0,0.0,77.0,5.0,193.0,10.0,-4.4215465,-15.551504999999999,2018.0,0.9939124584197998,Culture,Films
116,1.0,78123.0,Last Action Hero,0.9973783493041992,Q858840,Culture.Media.Films,135.0,0.0,134.0,5.0,0.0,10.0,-11.049837,-22.295044,3185.0,0.9973783493041992,Culture,Films
117,14.0,79408.0,"Van Gogh (film, 1991)",0.9893575310707092,Q2301836,Culture.Media.Films,135.0,1975.1590536619065,134.0,5.0,0.0,42.5,14.020648999999999,11.992816,22654.0,13.85100543498993,Culture,Films
118,5.0,79916.0,Né en 17 à Leidenstadt,0.91965252161026,Q3346795,Culture.Media.Media*,0.0,2602.353243099323,129.0,0.0,152.0,20.0,23.185602,-13.202710999999999,1788.0,4.5982626080513,Culture,Media*
119,1.0,81131.0,Jean-Claude Carrière,0.9993638396263124,Q551429,Culture.Biography.Biography*,88.0,0.0,77.0,5.0,193.0,10.0,-17.817282000000006,-12.260444999999999,2785.0,0.0,Culture,Biography*
120,3.0,81806.0,Étienne Roda-Gil,0.320831298828125,Q2253112,Culture.Literature,172.0,4142.336406177426,126.0,0.0,0.0,15.0,24.034273000000002,0.6660268,6760.0,0.962493896484375,Culture,Literature
121,33.0,82087.0,Antoine de Caunes,0.9976133108139038,Q648036,Culture.Biography.Biography*,0.0,76346.6819929308,94.0,1.0,235.0,90.0,-4.479243299999999,-6.083178,31418.0,0.0,Culture,Biography*
122,2.0,84107.0,Dominique Baudis,0.3923468291759491,Q1238159,History_and_Society.Politics_and_government,0.0,1368.9999999999998,94.0,1.0,235.0,12.5,3.2613065,-24.128565,2782.0,0.7846936583518982,History_and_Society,Politics_and_government
123,1.0,85292.0,Walther PP,0.9173126816749572,Q311237,STEM.Technology,220.0,0.0,160.0,17.0,0.0,10.0,-23.873642,13.012885,3565.0,0.9173126816749572,STEM,Technology
124,37.0,85880.0,Philippe Gildas,0.7773098945617676,Q3379911,Culture.Media.Media*,0.0,132630.15054089052,94.0,1.0,235.0,100.0,10.735693,23.283424,401095.0,28.7604660987854,Culture,Media*
125,2.0,86775.0,Tueurs nés,0.9926641583442688,Q748986,Culture.Media.Films,74.0,2736.0,134.0,0.0,0.0,12.5,-16.194653,-22.038021,2787.0,1.9853283166885376,Culture,Films
126,8.0,90018.0,Irlandais,0.9879562258720398,Q9142,Culture.Linguistics,172.0,13609.25,126.0,21.0,0.0,27.5,-5.8612459999999995,-10.00652,2913.0,7.903649806976318,Culture,Linguistics
