,Id,Label,modularity_class,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Qid
33,46645512,Liam Duggan,1,23,28,0.092403,0.11957899999999999,1247.912725,Q19873019
34,37690434,Jesse Panuccio,36,3,37,0.056470000000000006,0.061671000000000004,0.0,Q6186730
35,577172,Cambridge Apostles,20,5,28,0.088659,0.099052,316.72033,Q1028290
36,6080132,Cotton Mary,7,2,28,0.07817,0.091388,21696.0,Q5175709
37,1268524,Ann Doran,9,1,33,0.063468,0.071713,0.0,Q450047
38,611800,"Collingwood, Victoria",1,2,31,0.07610700000000001,0.090415,0.0,Q1109698
39,927946,Peter Alliss,32,16,30,0.08721799999999999,0.107975,356.380254,Q2626334
40,49550066,Dominic Thiem career statistics,35,2,33,0.067616,0.075766,0.0,Q23039229
41,27261798,Chris Skidmore,20,2,28,0.080911,0.088978,3621.0,Q391526
42,13560134,Brian McClure,23,1,27,0.094407,0.110751,0.0,Q4964663
43,17317680,Holly Holy,22,3,30,0.083261,0.092504,0.0,Q14646804
44,963528,Nita Lowey,4,6,33,0.06940299999999999,0.077261,4826.0,Q460652
45,407626,National Anthem of Saudi Arabia,20,2,30,0.075455,0.0822,0.0,Q235316
46,57065704,Jack Higgins (Australian footballer),1,1,30,0.080416,0.096886,0.0,Q51641652
47,29082886,2011 Milwaukee Brewers season,11,9,28,0.093546,0.113434,7035.187228,Q3468123
48,35807714,Eddie Pepperell,32,1,31,0.08022699999999999,0.09375800000000001,0.0,Q2669209
49,56105320,2018 Illinois Fighting Illini football team,8,5,27,0.102172,0.125893,1379.203986,Q48845483
50,45117360,Rafael Gaglianone,24,5,26,0.108602,0.137494,4828.971239,Q18921756
51,10136164,Pat Grassley,4,3,30,0.089262,0.105271,0.5,Q7143493
52,2317530,Tommy McDonald (American football),24,4,26,0.1109,0.133298,6707.199462,Q2441031
53,11716212,Rani Yahya,26,1,30,0.073478,0.081706,0.0,Q4134787
54,19846772,Valtteri Bottas,18,8,29,0.098459,0.116221,16949.186697999998,Q138745
55,55937112,List of Penn State Nittany Lions head football coaches,8,4,26,0.104182,0.12645,0.0,Q48977097
56,6025794,Vinnie Paz,27,7,33,0.0695,0.07911499999999999,25305.0,Q529289
57,31689854,List of U.S. Open Cup finals,0,2,29,0.093524,0.106353,7240.0,Q6600871
58,1988802,Robert Karlsson,32,14,30,0.08719500000000001,0.107376,29.272031,Q1385511
59,18983946,Volodymyr Chesnakov,42,3,30,0.078123,0.094243,7240.0,Q594153
60,8827552,Kevin Wilson (American football),8,7,27,0.10508599999999998,0.133882,17940.877571,Q6397297
61,2424650,The Super Bowl Shuffle,24,13,25,0.12028,0.156254,16642.226103999998,Q7767458
62,294496,Prediction market,3,1,27,0.08851200000000001,0.10747899999999999,0.0,Q282283
63,37180146,Kelly Sue DeConnick,40,6,27,0.100922,0.124877,36539.685357,Q6386311
64,55333048,Ellie Roebuck,19,1,31,0.071324,0.080242,0.0,Q40891711
65,15403368,Mike Perez (boxer),15,1,35,0.060565999999999995,0.065653,0.0,Q4350855
66,43524956,Dana Boente,36,3,38,0.05346,0.058016,3621.0,Q17989631
67,12619170,The Stars Look Down (film),30,1,36,0.058290999999999996,0.063082,0.0,Q995363
68,47912420,Matt Canada,8,3,27,0.10516500000000001,0.129375,933.983845,Q21934210
69,1687000,Bob Pettit,16,9,27,0.11307400000000001,0.137337,268992.390367,Q368561
70,14092434,Bibcode,3,49,26,0.097105,0.12880999999999998,370573.961987,Q25754
71,9281894,Mike Cowan,32,3,30,0.086994,0.10280299999999999,50.090903000000004,Q6846429
72,2372820,King Fahd International Stadium,42,3,29,0.08428,0.102049,3976.3121490000003,Q763077
73,57518970,Suphanat Mueanta,12,1,31,0.076905,0.087197,0.0,Q54241583
74,8805604,1978 FA Cup Final,2,5,30,0.078293,0.09160800000000001,0.0,Q4484509
75,37858030,Anthony Lopes,37,6,30,0.081118,0.09969,10658.366982,Q1392235
76,558474,Joe Kinnear,12,2,30,0.085284,0.099748,0.0,Q556620
77,227456,National Hot Rod Association,38,3,26,0.10416099999999999,0.125898,72059.0,Q1536294
78,1102404,Jimmie Johnson,18,5,26,0.113817,0.13856500000000002,160007.371766,Q217238
79,3783162,Honiara International Airport,28,11,36,0.062354999999999994,0.076295,34310.143469,Q859876
80,34911226,James Tedesco,14,17,31,0.085043,0.10489200000000001,233.887352,Q6144069
81,25961532,Visa requirements for Hungarian citizens,39,7,38,0.055763,0.0709,10623.135878000001,Q7935463
82,17373774,Henry Mountcharles,20,3,31,0.087359,0.09699400000000001,10857.0,Q15072588
83,948716,List of car-free places,20,1,27,0.073564,0.081585,0.0,Q6608810
84,1874546,Arizona Stadium,8,5,26,0.105429,0.130021,2678.7616989999997,Q947065
85,19184656,List of USC Trojans football seasons,8,3,27,0.103913,0.125655,1666.169568,Q6601279
86,7294454,Jack Lengyel,8,4,27,0.10240899999999999,0.12255999999999999,8976.508334999999,Q6113651
87,46297820,Isaac Heeney,1,4,30,0.078354,0.09471,17.517813,Q19874641
88,21099348,Darren Soto,4,5,33,0.069404,0.077192,1.066667,Q5225162
89,10652530,2004 Cleveland Browns season,24,15,25,0.11620899999999999,0.147464,3449.437633,Q4602640
90,25978550,Visa requirements for Bruneian citizens,39,29,39,0.052938,0.069904,545.192223,Q7935424
91,34771400,Roger Tuivasa-Sheck,14,4,31,0.08052999999999999,0.09611900000000001,0.0,Q7359037
92,38303544,Datone Jones,24,4,26,0.10642,0.131048,440.533705,Q5227696
93,2360862,More4,20,4,28,0.10194199999999999,0.11922,749649.287731,Q2219852
94,342996,Bishop Auckland,29,2,35,0.067771,0.075266,10857.0,Q866339
95,1842246,Shako,28,2,37,0.05861,0.067438,3621.0,Q153389
96,363274,Ben Nelson,4,2,28,0.102673,0.12076600000000001,1803.855709,Q718542
97,48476130,AFL Coaches Association awards,1,7,29,0.084912,0.10638099999999999,4926.948151,Q24090201
98,3948394,Randy Lerner,24,2,26,0.106127,0.129549,0.0,Q719324
99,43376092,Ryan Costello,4,1,35,0.060952,0.06564500000000001,0.0,Q18631846
100,34768842,Veena Sud,7,2,28,0.09401699999999999,0.11478599999999999,8049.898184999999,Q1460369
101,16416528,Brian Hoyer,24,17,25,0.12179300000000001,0.160883,144625.533318,Q912370
102,46543522,Constant Lestienne,35,1,34,0.063348,0.069904,0.0,Q16300830
103,8581626,1964 NFL Championship Game,24,16,25,0.110893,0.14002699999999998,6735.205229000001,Q1960122
104,4602548,Kim Jones (reporter),24,2,28,0.099486,0.11704,1499.344795,Q6408931
105,40226218,Broncos–Chiefs rivalry,24,2,28,0.10013,0.11721,3621.0,Q16985427
106,26221076,Visa requirements for Marshall Islands citizens,39,27,39,0.052909000000000005,0.069097,1453.9527289999999,Q7935491
107,43950,Interstate Highway System,4,1,29,0.10253699999999999,0.119648,0.0,Q94247
108,239210,University of Waikato,11,1,31,0.074545,0.083509,0.0,Q606140
109,11004726,The Big Lift,40,1,29,0.086634,0.10174,0.0,Q495924
110,10055648,1981 Ryder Cup,32,20,30,0.087199,0.10795199999999999,459.09282199999996,Q3453900
111,870738,Dominic Kinnear,22,5,27,0.105746,0.129139,209.482416,Q978882
112,398490,List of post-confederation New Brunswick general elections,21,15,40,0.04458,0.051577,21.608838000000002,Q3586947
113,50622262,Ross Martin (American football),24,1,26,0.099843,0.119771,0.0,Q25189950
114,780596,Lake Wanapitei,3,2,28,0.081333,0.094935,0.0,Q688897
115,167288,Michael Powell,30,4,36,0.058301,0.06373999999999999,18092.0,Q55234
116,48442606,Dallas Wings,8,4,27,0.113532,0.136749,47188.847816,Q21334944
117,3320006,Williamstown Football Club,10,3,29,0.087482,0.10338800000000001,0.0,Q8021296
118,2257592,Allyce Beasley,27,1,35,0.061036,0.06668500000000001,0.0,Q467908
119,42626598,Jeremy McGovern,1,25,28,0.092481,0.120928,2747.9411370000003,Q16738999
120,13514348,List of West Australian Football League premiers,1,4,28,0.091794,0.115374,26.529503000000002,Q6603939
121,3924940,Brett Keisel,24,2,26,0.107052,0.130855,0.0,Q2481576
122,55499298,Jonathan Klinsmann,0,5,29,0.092689,0.10485599999999999,0.0,Q32905221
123,38173632,Nathaniel Hackett,8,4,26,0.103085,0.129951,5111.060671,Q6969650
124,453688,North Sulawesi,17,7,35,0.063644,0.072225,4.766667,Q5068
125,1849092,Early Cretaceous,20,3,27,0.073572,0.081999,1.0,Q752187
126,50446564,Austin Blythe,23,6,29,0.083701,0.096609,0.0,Q24053943
127,1207626,North Adelaide Football Club,10,5,29,0.08480800000000001,0.10511199999999998,14561.937168999999,Q7053662
128,6278792,Robyn (album),34,4,34,0.059076,0.066653,0.0,Q3284281
129,38179758,Robert Foulk,9,3,30,0.078074,0.096584,14479.236138999999,Q3435123
130,3758886,Zenobia (film),7,3,30,0.077139,0.092487,14489.154193,Q189687
131,11431746,List of Dally M Awards winners,14,11,31,0.082957,0.100177,4086.813477,Q6568457
132,4227394,Levadiakos F.C.,42,5,31,0.073885,0.08859299999999999,10111.639297,Q824450
133,29548146,Omar El Kaddouri,37,8,31,0.073989,0.08783400000000001,0.0,Q2056827
134,801484,Elton Brand,16,4,27,0.098951,0.117627,32251.08073,Q310281
135,10054694,1989 Ryder Cup,32,20,30,0.087201,0.10806199999999999,360.914563,Q965054
136,56945796,Daniel Venables,1,23,28,0.092405,0.119625,1675.7592300000001,Q50977790
137,1895252,Dudley Sutton,9,4,33,0.06335,0.072502,21701.0,Q2473636
138,27745876,Rosie Shuster,7,4,28,0.088995,0.109423,3.438889,Q7368916
139,752314,2003 NBA draft,24,1,28,0.091754,0.106359,0.0,Q1352101
140,28178642,Dzsenifer Marozsán,12,7,29,0.087363,0.101528,8.007143,Q450592
141,16802106,"Xisco (footballer, born 1986)",2,1,31,0.07900399999999999,0.095266,0.0,Q350466
142,49503072,Dušan Vlahović,42,1,32,0.06705499999999999,0.074692,0.0,Q23762815
143,4170380,Jack McKinney (basketball),16,3,28,0.099978,0.11613,8993.588956,Q2328118
144,17512190,List of Seattle Seahawks head coaches,23,9,26,0.11061900000000001,0.14408800000000002,20065.465025,Q6596620
145,36811642,Mindy Grossman,4,1,31,0.080857,0.089104,0.0,Q6864021
146,15667248,Samy Kamkar,7,2,28,0.08845399999999999,0.101148,3621.0,Q7413165
147,16885650,Show Boat (1951 film),9,5,30,0.08173899999999999,0.098541,19484.079153,Q2556456
148,31159404,List of Auburn Tigers head football coaches,8,1,27,0.097887,0.115726,0.0,Q6562610
149,13281082,List of Virginia Tech IMG Sports Network stations,24,5,26,0.107376,0.13433699999999998,9360.573261,Q6603599
150,57264472,Bilal Nichols,24,3,26,0.1053,0.128157,0.0,Q52286170
151,16135942,Aron Gunnarsson,2,4,33,0.072603,0.084678,14475.0,Q781755
152,42856788,2014–15 A.C. Milan season,19,5,32,0.07011,0.084191,10096.98836,Q16973384
153,56717830,J. C. Jackson,23,6,25,0.11306400000000001,0.142353,1036.98163,Q50283035
154,58491764,2018 St. Petersburg Open – Singles,35,6,34,0.063389,0.071298,3653.583333,Q56635452
155,56808650,Greedy Williams,8,4,27,0.107519,0.133352,11098.718777,Q50505722
156,57146910,Dick Van Dyke filmography,7,3,29,0.08425,0.105867,0.0,Q55609539
157,20128366,Cassandra Butts,36,2,32,0.079901,0.091066,0.0,Q5049227
158,9609362,Moselle Open,35,2,37,0.05331,0.05803,0.833333,Q299582
159,3222934,Tony Shaw,1,8,29,0.084936,0.107583,2333.332199,Q7823390
160,8626854,Actions along the Matanikau,28,12,37,0.058732000000000006,0.070359,3624.8635280000003,Q1646284
161,44211952,Jocelyne Roy-Vienneau,21,13,40,0.044578,0.051301,3.757648,Q17631083
162,6994068,Brandon Morrow,11,2,30,0.08038300000000001,0.092051,5.420635,Q2923772
163,456168,Mark Lamarr,7,1,30,0.076306,0.086952,0.0,Q15072754
164,16996908,U.S. Route 25 in Michigan,0,15,29,0.097497,0.11773299999999999,20467.033333000003,Q19867697
165,5407094,Stade Jos Nosbaum,37,2,30,0.078775,0.093432,0.0,Q1040373
166,27090320,Sherrick McManis,24,6,25,0.11270799999999999,0.14292,1381.13589,Q3481974
167,35410766,George McCaskey,24,12,25,0.120276,0.156116,13888.688567,Q5542279
168,12161422,List of VFL/AFL records,1,14,30,0.08287,0.104796,1443.742558,Q6603361
169,1008050,Alejandro Rey,9,1,30,0.078042,0.095765,0.0,Q2832466
170,51411910,Myles Gaskin,8,1,28,0.095308,0.11233399999999999,0.0,Q26705087
171,4841830,Walk-on (sports),24,3,27,0.101707,0.128049,106581.712951,Q2542352
172,27258624,Patrício Freire,15,6,41,0.044827,0.050544,22705.15,Q7145945
173,24169174,Steve Belichick,23,2,26,0.104003,0.126937,428.55438399999997,Q7611909
174,746584,USL League Two,0,12,27,0.11268,0.137276,578906.8094609999,Q976491
175,25972666,Visa requirements for Azerbaijani citizens,39,22,40,0.050308,0.064364,9.020980999999999,Q1151924
176,417528,Adam Price,20,3,33,0.062707,0.067332,7241.0,Q3405033
177,53507928,Eleven Sports,8,2,27,0.111759,0.133512,0.0,Q29562591
178,20369866,Atlanta Braves Radio Network,24,4,27,0.09968400000000001,0.12054300000000001,7249.334405,Q4816020
179,23304432,Jared Waerea-Hargreaves,14,7,31,0.083983,0.10080399999999999,87.463629,Q3162709
180,39118272,Gang of Eight (immigration),4,4,30,0.089238,0.106427,96.781696,Q16834778
181,23024320,Jim Brogan (footballer),12,3,30,0.082845,0.095635,7241.0,Q3808303
182,43397324,Alex Woodward,1,6,29,0.087264,0.10948800000000002,100.549527,Q18166258
183,28939090,Pierre-Michel Lasogga,2,1,34,0.06769,0.076669,0.0,Q574009
184,1056544,Jeonbuk Hyundai Motors,42,1,29,0.083031,0.097472,0.0,Q483152
185,34256214,Elliot Yeo,1,29,28,0.092504,0.121742,4330.821329,Q5365590
186,495562,Blue Water Bridge,0,4,30,0.088851,0.102881,0.0,Q885931
187,28962788,James Bond Beach,6,2,31,0.08633099999999999,0.09740900000000001,0.0,Q6129978
188,11389882,Alternative versions of Lex Luthor,41,2,29,0.085618,0.100665,0.0,Q4736583
189,24226942,Mountain Justice (1937 film),9,5,41,0.042377,0.047137,28927.0,Q6925020
190,3423448,Marco Andretti,18,4,29,0.093773,0.10662999999999999,0.0,Q529156
191,652132,Joseph Wiseman,6,6,31,0.086388,0.09869299999999999,28932.0,Q448271
192,18159852,Floyd Ayité,22,3,29,0.098773,0.11360799999999999,6716.819154000001,Q218730
193,1149816,Jesse Camp,23,1,29,0.081377,0.091708,0.0,Q6186209
194,5905228,The Immortals (rugby league),14,17,30,0.09058200000000001,0.113728,2131.5415780000003,Q3233297
195,425264,Phobos 1,3,2,27,0.088514,0.107617,0.0,Q2912121
196,33172640,2011 Brownlow Medal,1,20,29,0.084968,0.108705,3.726054,Q4620564
197,58227674,Carles Cuadrat,5,4,31,0.075625,0.086876,43320.0,Q56249752
198,2034236,Organization XIII,7,3,30,0.076964,0.091805,0.0,Q2389013
199,439014,Dinorwig Power Station,17,1,35,0.063595,0.07020499999999999,0.0,Q1146238
200,6133988,Cameron Smith,14,31,30,0.087551,0.111719,15126.23981,Q2934778
201,24420088,2009 Brownlow Medal,1,21,29,0.08497,0.10884300000000001,5.691433999999999,Q4613396
202,3260258,List of Jewish American politicians,4,4,29,0.10406800000000001,0.12557100000000002,41842.232231,Q6575317
203,3489770,Ian Harte,2,5,31,0.084731,0.10493599999999999,69170.007962,Q358793
204,446872,Tha Dogg Pound,15,2,44,0.039529,0.043247,0.0,Q1070141
205,9674182,Glenn Grothman,4,3,32,0.074505,0.082995,0.0,Q5568836
206,25763548,Loris Benito,42,1,30,0.077861,0.092248,0.0,Q676721
207,13286294,Otto the Orange,8,1,28,0.095426,0.11226300000000002,0.0,Q7109905
208,37764702,Nemanja Lakić-Pešić,5,6,34,0.061679,0.068213,0.2,Q6990944
209,55263014,J. K. Dobbins,8,1,27,0.101511,0.12311,0.0,Q40059201
210,41923028,Last Week Tonight with John Oliver,7,3,28,0.094293,0.116373,0.0,Q16735585
211,44801688,Ferial Govashiri,36,3,32,0.080023,0.091752,34.5,Q18686434
212,17441602,Jimena Barón,2,1,32,0.073223,0.085189,0.0,Q3808395
213,262734,Hoatzin,25,3,38,0.048658,0.052329999999999995,0.2,Q188660
214,23182570,List of cities proper by population density,27,2,30,0.08530599999999999,0.09719,56956.763854,Q6609875
215,5243170,Wayne Riley,32,1,30,0.087015,0.10307000000000001,0.0,Q2579229
216,27360000,Puzzle Agent,34,9,33,0.062828,0.07401,5711.9,Q2127932
217,48268960,Daniil Medvedev,35,2,34,0.06339299999999999,0.070649,50.0,Q21622022
218,9753416,Antonio McKee,15,1,44,0.039517000000000004,0.042237000000000004,0.0,Q4776797
219,52103630,Seven Seconds (TV series),7,4,29,0.088049,0.106821,7430.013642,Q28225870
220,3823100,Wuthering Heights (1939 film),9,2,37,0.050885,0.056183000000000004,10857.0,Q1140611
221,298284,Operation Pegasus,20,4,27,0.076536,0.083459,0.25,Q542093
222,1354806,Effect of the 2004 Indian Ocean earthquake on Sri Lanka,17,2,34,0.067912,0.076826,0.0,Q5347234
223,24170062,"Primetime Emmy Award for Outstanding Writing for a Limited Series, Movie, or Dramatic Special",7,33,27,0.103326,0.135678,95142.101158,Q3403230
224,408584,Jerry Moran,4,17,29,0.09790800000000001,0.12166400000000001,14544.432254,Q1365787
225,4939460,Violent by Design,27,6,34,0.064992,0.072502,0.0,Q3235342
226,7027786,Live and Let Die (novel),6,14,30,0.094473,0.11073499999999999,586.808442,Q368432
227,57443674,Arizona Hotshots,0,8,26,0.10373800000000001,0.121201,3242.658934,Q55074938
228,1717396,Telltale Games,34,16,33,0.062836,0.074976,26812.0,Q1383563
229,54255618,Jeff Wall (lawyer),4,1,33,0.070496,0.07765599999999999,0.0,Q30611817
230,7482670,General Secretary of the Communist Party of Vietnam,33,13,42,0.045778,0.055452999999999995,1806.584957,Q848786
231,2399994,Matt Skelton,15,1,39,0.048848,0.051678999999999996,0.0,Q1355952
232,51115400,Nazanin Zaghari-Ratcliffe,20,1,33,0.061574000000000004,0.06526799999999999,0.0,Q24175773
233,2475738,Gus Johnson (sportscaster),24,6,26,0.114352,0.147649,28588.934658,Q5620699
234,16175978,Kurt Tippett,1,6,30,0.080487,0.098957,7399.767128,Q6447090
235,1328236,2004 Indian Ocean earthquake and tsunami,17,16,33,0.072857,0.086198,115107.04134200001,Q130754
236,253410,Dickinsonia,3,4,28,0.081338,0.095225,1206.666667,Q292078
237,4314398,Split decision,15,10,33,0.06857,0.076973,27207.256349,Q4388397
238,52438070,Scooby Apocalypse,41,3,36,0.053729,0.058208,0.0,Q28054022
239,54727972,Harmeet Dhillon,4,1,31,0.08657999999999999,0.101076,0.0,Q34413987
240,58523472,2018 Chengdu Open,35,6,34,0.06341799999999999,0.071859,64872.0,Q56678812
241,260376,"Middleton, Wisconsin",24,1,26,0.103574,0.124793,0.0,Q1570640
242,34016928,Jesús Dueñas,2,3,30,0.082091,0.094338,0.0,Q5930049
243,13505268,1989 VFL Grand Final,1,11,30,0.081067,0.09991699999999999,109.71489199999999,Q4585492
244,4136278,Sunday NFL Countdown,24,21,26,0.119993,0.15733,91064.935676,Q7639480
245,868762,Virginia Bruce,9,2,40,0.044208,0.048069,3621.0,Q242462
246,43330132,2015 Rugby Championship,19,8,33,0.064286,0.073888,13794.132143,Q18166034
247,1466074,Nile Kinnick,32,7,27,0.109519,0.140663,366125.32543200004,Q321573
248,1918652,Justin Morneau,11,7,27,0.104585,0.13055999999999998,33267.562832999996,Q127585
249,495792,Rob Marshall,7,6,27,0.091204,0.116074,42417.695457,Q353501
250,32578,Vermont,4,14,28,0.114248,0.14141800000000002,1219102.6204620001,Q16551
251,1602620,John Garamendi,4,6,32,0.074564,0.084276,16250.566667,Q1340268
252,12186216,108 Hospital,33,3,43,0.043778,0.050752,0.0,Q4546769
253,37792454,Álex Márquez,38,7,32,0.064287,0.070841,9030.6,Q5977231
254,54697334,Miyuu Yamamoto,26,3,30,0.07347999999999999,0.081982,0.0,Q11469295
255,2199898,Jack Buetel,7,1,32,0.06373999999999999,0.071792,0.0,Q524266
256,58063540,2018–19 Sevilla FC season,42,10,30,0.077261,0.093235,37904.076646,Q56042830
257,13438492,My Kind of Town,9,1,32,0.067591,0.078171,0.0,Q1878370
258,19007664,Héctor Olivera (baseball),11,1,30,0.07883,0.089236,0.0,Q3267236
259,1520730,Tony Jacklin,32,35,29,0.095361,0.122727,44432.405948,Q712884
260,56324158,2018 Big Ten Conference football season,8,21,26,0.112976,0.14743299999999998,81302.254748,Q48851406
261,2130120,Cory Booker,4,25,29,0.100852,0.12655,105900.767819,Q1135767
262,224690,Richard C. Blum,4,2,31,0.081861,0.093475,3621.0,Q7324532
263,34657938,Gretel Bueta,1,2,31,0.074496,0.08741399999999999,3621.0,Q5607747
264,1328536,C. Aubrey Smith,9,2,31,0.07529,0.086978,7240.0,Q552813
265,2012872,New York Yacht Club,25,3,32,0.068391,0.074745,3621.0,Q282897
266,833550,Lloyd Doggett,4,3,34,0.06490900000000001,0.07112,1.666667,Q363817
267,58064246,Austin Bold FC,0,5,27,0.106938,0.12600899999999998,3862.0276700000004,Q56062930
268,17038284,Patricia Breslin,9,2,30,0.078055,0.096078,14472.0,Q439022
269,31383664,Rashid Magomedov,15,4,41,0.044837,0.050702,5377.566667,Q4274176
270,919076,To Have and Have Not,6,1,34,0.068622,0.073835,0.0,Q538390
271,2895976,Brutus Buckeye,8,3,28,0.09723,0.11791700000000001,3621.0,Q4979890
272,34013108,Dino Babers,8,7,27,0.102037,0.125828,2206.0883059999996,Q5278486
273,28396856,Suhaili,25,3,33,0.064169,0.070813,0.0,Q7635206
274,1342124,Paul McGinley,32,14,30,0.087216,0.10774500000000001,109.563034,Q369945
275,2613208,Aníbal Sánchez,24,1,29,0.083121,0.093987,0.0,Q936661
276,20592752,Neville Jetta,1,8,28,0.09237000000000001,0.11755499999999999,4045.045167,Q7004741
277,11066856,Will Schofield,1,23,28,0.09245,0.120352,1602.9214769999999,Q8003073
278,2010638,Keith Traylor,24,1,29,0.091019,0.10323099999999999,0.0,Q4307582
279,244828,Don Budge,32,4,28,0.10117899999999999,0.12555,160965.0,Q53343
280,752194,Matt Helm,6,7,31,0.08737400000000001,0.100926,200650.433333,Q16663769
281,24565004,List of Paris Saint-Germain F.C. players,42,4,28,0.097086,0.118099,59876.766836,Q2299395
282,3795402,Henderson Field (Guadalcanal),28,8,37,0.058838,0.072104,26.472821000000003,Q12259031
283,641246,Charles Strouse,7,4,28,0.090039,0.11099300000000001,11178.514277,Q2960275
284,48695744,Joe Schobert,24,7,26,0.104395,0.129209,6290.402107,Q22095904
285,57285626,46th International Emmy Awards,7,9,28,0.095449,0.117878,328.451025,Q54214272
286,30282614,Lorenzo Ebecilio,42,2,29,0.083897,0.101064,3621.0,Q128909
287,48897086,Justin Yoon,8,2,26,0.105814,0.127634,589.692758,Q22097322
288,58516408,Deepak Ahuja,4,1,31,0.089174,0.10421300000000001,0.0,Q17628694
289,2836270,Robin Lee Graham,28,1,38,0.055672,0.066991,0.0,Q1580039
290,654136,Hal Sutton,32,16,29,0.09529299999999999,0.119559,11715.351128,Q179752
291,236104,Imperial Japanese Navy,28,17,35,0.066202,0.07996,517611.607992,Q219712
292,1371556,26858 Misterrogers,9,2,30,0.076948,0.09059299999999999,0.0,Q1189803
293,49310124,A. J. McKee,15,2,43,0.041142000000000005,0.04458,3621.0,Q23008208
294,3097784,Captain Marvel (Mar-Vell),40,22,27,0.101012,0.12726400000000002,37214.46181,Q927598
295,8162204,Last Holiday (1950 film),30,1,36,0.058273,0.062666,0.0,Q6494413
296,21957616,Cary Joji Fukunaga,27,4,34,0.064998,0.072364,3615.0,Q512103
297,428052,Sagittarius Dwarf Spheroidal Galaxy,3,1,27,0.08851200000000001,0.10747899999999999,0.0,Q32885
298,17873624,Alabama–Mississippi State football rivalry,8,6,27,0.104236,0.129496,6486.275753,Q4705395
299,44418276,Ohio State Buckeyes football statistical leaders,8,8,27,0.103723,0.132452,17084.965977,Q18748790
300,163514,Buckeye,8,1,29,0.088616,0.103218,0.0,Q349594
301,50209968,Suliasi Vunivalu,14,10,30,0.086403,0.10582899999999999,1.22725,Q23887846
302,58540376,2018 Chengdu Open – Singles,35,12,35,0.059662,0.067807,19882.733333,Q56697541
303,52774914,Jay Clayton (attorney),4,1,31,0.089174,0.10421300000000001,0.0,Q28122984
304,3675206,Josh Carr,10,2,28,0.091081,0.113705,10660.772078,Q6288742
305,56296354,Dakar 18,27,1,32,0.071573,0.0813,0.0,Q47353136
306,22134952,USGA Museum,32,3,31,0.0803,0.095014,47.149179,Q7866415
