,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views
48,4.0,12059.0,Étienne Chatiliez,12.0,0.19826446676254272,Q289512,Geography.Regions.Europe.Europe*,0.0,2016.5,163.0,5.0,60.0,12.571428,-0.33479583,13.57632,1627.0
49,11.0,12123.0,Georges Lautner,6.0,1.0000100135803225,Q1351715,Culture.Biography.Biography*,47.0,97909.77140707539,42.0,13.0,255.0,18.571428,13.885867,-17.518656,3820.0
50,11.0,12123.0,Georges Lautner,6.0,0.14323513412475586,Q1351715,Geography.Regions.Europe.Europe*,47.0,97909.77140707539,42.0,13.0,255.0,18.571428,13.885867,-17.518656,3820.0
51,11.0,12123.0,Georges Lautner,6.0,0.10667316818237303,Q1351715,Geography.Regions.Europe.Western_Europe,47.0,97909.77140707539,42.0,13.0,255.0,18.571428,13.885867,-17.518656,3820.0
52,2.0,12587.0,Magdebourg,4.0,0.9970290064811708,Q1733,Geography.Regions.Europe.Western_Europe,172.0,1345.0,126.0,2.0,0.0,10.857142,20.537458,-9.810476,2497.0
53,2.0,12587.0,Magdebourg,4.0,0.9926641583442688,Q1733,Geography.Regions.Europe.Europe*,172.0,1345.0,126.0,2.0,0.0,10.857142,20.537458,-9.810476,2497.0
54,2.0,12587.0,Magdebourg,4.0,0.4688006341457367,Q1733,Geography.Geographical,172.0,1345.0,126.0,2.0,0.0,10.857142,20.537458,-9.810476,2497.0
55,2.0,12587.0,Magdebourg,4.0,0.18714269995689392,Q1733,History_and_Society.History,172.0,1345.0,126.0,2.0,0.0,10.857142,20.537458,-9.810476,2497.0
56,13.0,13138.0,Carcassonne,1.0,0.9836069941520692,Q6582,Geography.Regions.Europe.Europe*,0.0,16755.48957446054,94.0,8.0,235.0,20.285713,2.141964,-13.9439945,11053.0
57,13.0,13138.0,Carcassonne,1.0,0.9626831412315368,Q6582,Geography.Regions.Europe.Western_Europe,0.0,16755.48957446054,94.0,8.0,235.0,20.285713,2.141964,-13.9439945,11053.0
58,13.0,13138.0,Carcassonne,1.0,0.6297846436500549,Q6582,Geography.Geographical,0.0,16755.48957446054,94.0,8.0,235.0,20.285713,2.141964,-13.9439945,11053.0
59,1.0,13939.0,Simetierre (roman),16.0,0.9994742274284364,Q742226,Culture.Media.Books,0.0,0.0,129.0,6.0,152.0,10.0,-7.70285,12.020119,9608.0
60,1.0,13939.0,Simetierre (roman),16.0,0.9993836879730223,Q742226,Culture.Literature,0.0,0.0,129.0,6.0,152.0,10.0,-7.70285,12.020119,9608.0
61,1.0,13939.0,Simetierre (roman),16.0,0.9992306232452391,Q742226,Culture.Media.Media*,0.0,0.0,129.0,6.0,152.0,10.0,-7.70285,12.020119,9608.0
62,6.0,14268.0,Lanceur (astronautique),11.0,1.0000100135803225,Q697175,STEM.Space,13.0,10919.357366501325,95.0,11.0,175.0,14.285714000000002,22.584124,-12.169388,2123.0
63,6.0,14268.0,Lanceur (astronautique),11.0,0.9994572401046752,Q697175,STEM.Technology,13.0,10919.357366501325,95.0,11.0,175.0,14.285714000000002,22.584124,-12.169388,2123.0
64,6.0,14268.0,Lanceur (astronautique),11.0,0.9991540908813475,Q697175,History_and_Society.Transportation,13.0,10919.357366501325,95.0,11.0,175.0,14.285714000000002,22.584124,-12.169388,2123.0
65,6.0,14268.0,Lanceur (astronautique),11.0,0.9989450573921204,Q697175,STEM.STEM*,13.0,10919.357366501325,95.0,11.0,175.0,14.285714000000002,22.584124,-12.169388,2123.0
66,6.0,14397.0,Gibraltar,14.0,0.9648651480674744,Q1410,Geography.Geographical,74.0,9392.0,134.0,4.0,0.0,14.285714000000002,5.593043,24.183039,10816.0
67,6.0,14397.0,Gibraltar,14.0,0.952584147453308,Q1410,Geography.Regions.Europe.Europe*,74.0,9392.0,134.0,4.0,0.0,14.285714000000002,5.593043,24.183039,10816.0
68,6.0,14397.0,Gibraltar,14.0,0.5775054097175598,Q1410,Geography.Regions.Europe.Southern_Europe,74.0,9392.0,134.0,4.0,0.0,14.285714000000002,5.593043,24.183039,10816.0
69,6.0,14397.0,Gibraltar,14.0,0.287777841091156,Q1410,Geography.Regions.Europe.Northern_Europe,74.0,9392.0,134.0,4.0,0.0,14.285714000000002,5.593043,24.183039,10816.0
70,6.0,14397.0,Gibraltar,14.0,0.18714269995689392,Q1410,History_and_Society.History,74.0,9392.0,134.0,4.0,0.0,14.285714000000002,5.593043,24.183039,10816.0
71,6.0,14397.0,Gibraltar,14.0,0.13297423720359802,Q1410,Geography.Regions.Africa.Africa*,74.0,9392.0,134.0,4.0,0.0,14.285714000000002,5.593043,24.183039,10816.0
72,6.0,14397.0,Gibraltar,14.0,0.1259327530860901,Q1410,History_and_Society.Military_and_warfare,74.0,9392.0,134.0,4.0,0.0,14.285714000000002,5.593043,24.183039,10816.0
73,6.0,14397.0,Gibraltar,14.0,0.11597072333097458,Q1410,History_and_Society.Politics_and_government,74.0,9392.0,134.0,4.0,0.0,14.285714000000002,5.593043,24.183039,10816.0
74,18.0,14837.0,Partis politiques belges,8.0,1.0,Q792375,Compilation.List_Disambig,160.0,2767.494008580337,96.0,7.0,153.0,24.57143,13.404213,7.796676,2389.0
75,18.0,14837.0,Partis politiques belges,8.0,0.5312193632125854,Q792375,History_and_Society.Politics_and_government,160.0,2767.494008580337,96.0,7.0,153.0,24.57143,13.404213,7.796676,2389.0
76,18.0,14837.0,Partis politiques belges,8.0,0.0,Q792375,Geography.Regions.Europe.Europe*,160.0,2767.494008580337,96.0,7.0,153.0,24.57143,13.404213,7.796676,2389.0
77,18.0,14837.0,Partis politiques belges,8.0,0.0,Q792375,Geography.Regions.Asia.Asia*,160.0,2767.494008580337,96.0,7.0,153.0,24.57143,13.404213,7.796676,2389.0
78,26.0,14839.0,Ecolo,8.0,0.8175845146179199,Q655611,History_and_Society.Politics_and_government,160.0,12175.49186179638,96.0,7.0,153.0,31.428572,-22.740725,-3.0057395,5190.0
79,26.0,14839.0,Ecolo,8.0,0.21760438585281366,Q655611,Geography.Regions.Europe.Europe*,160.0,12175.49186179638,96.0,7.0,153.0,31.428572,-22.740725,-3.0057395,5190.0
80,26.0,14839.0,Ecolo,8.0,0.14323513412475586,Q655611,Geography.Regions.Europe.Western_Europe,160.0,12175.49186179638,96.0,7.0,153.0,31.428572,-22.740725,-3.0057395,5190.0
81,4.0,15327.0,Édouard III,1.0,0.9954004287719728,Q129247,Culture.Biography.Biography*,0.0,24658.371955053022,94.0,8.0,235.0,12.571428,15.65085,16.592882,3263.0
82,4.0,15327.0,Édouard III,1.0,0.7490972280502319,Q129247,History_and_Society.History,0.0,24658.371955053022,94.0,8.0,235.0,12.571428,15.65085,16.592882,3263.0
83,4.0,15327.0,Édouard III,1.0,0.3775506913661957,Q129247,History_and_Society.Military_and_warfare,0.0,24658.371955053022,94.0,8.0,235.0,12.571428,15.65085,16.592882,3263.0
84,4.0,15327.0,Édouard III,1.0,0.275139719247818,Q129247,History_and_Society.Politics_and_government,0.0,24658.371955053022,94.0,8.0,235.0,12.571428,15.65085,16.592882,3263.0
85,4.0,15327.0,Édouard III,1.0,0.1520422399044037,Q129247,Culture.Biography.Women,0.0,24658.371955053022,94.0,8.0,235.0,12.571428,15.65085,16.592882,3263.0
86,4.0,15327.0,Édouard III,1.0,0.14805719256401062,Q129247,Culture.Philosophy_and_religion,0.0,24658.371955053022,94.0,8.0,235.0,12.571428,15.65085,16.592882,3263.0
87,4.0,15327.0,Édouard III,1.0,0.10667316818237303,Q129247,Geography.Regions.Europe.Europe*,0.0,24658.371955053022,94.0,8.0,235.0,12.571428,15.65085,16.592882,3263.0
88,4.0,15327.0,Édouard III,1.0,0.006821857929229736,Q129247,Geography.Regions.Europe.Northern_Europe,0.0,24658.371955053022,94.0,8.0,235.0,12.571428,15.65085,16.592882,3263.0
89,4.0,16934.0,Moruroa,5.0,0.9980222582817078,Q318446,Geography.Regions.Europe.Western_Europe,170.0,1.0,44.0,5.0,235.0,12.571428,13.939285,-22.51979,2885.0
90,4.0,16934.0,Moruroa,5.0,0.9883227348327636,Q318446,Geography.Regions.Europe.Europe*,170.0,1.0,44.0,5.0,235.0,12.571428,13.939285,-22.51979,2885.0
91,4.0,16934.0,Moruroa,5.0,0.9688661694526672,Q318446,Geography.Regions.Oceania,170.0,1.0,44.0,5.0,235.0,12.571428,13.939285,-22.51979,2885.0
92,4.0,16934.0,Moruroa,5.0,0.6926519870758057,Q318446,Geography.Geographical,170.0,1.0,44.0,5.0,235.0,12.571428,13.939285,-22.51979,2885.0
93,5.0,17270.0,Politique en Allemagne,8.0,0.9970290064811708,Q159493,History_and_Society.Politics_and_government,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
94,5.0,17270.0,Politique en Allemagne,8.0,0.348655104637146,Q159493,Culture.Visual_arts.Comics_and_Anime,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
95,5.0,17270.0,Politique en Allemagne,8.0,0.287777841091156,Q159493,History_and_Society.Military_and_warfare,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
96,5.0,17270.0,Politique en Allemagne,8.0,0.21124218606948847,Q159493,Geography.Regions.Europe.Europe*,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
97,5.0,17270.0,Politique en Allemagne,8.0,0.21124218606948847,Q159493,Geography.Regions.Europe.Eastern_Europe,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
98,5.0,17270.0,Politique en Allemagne,8.0,0.1968362182378769,Q159493,Culture.Literature,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
99,5.0,17270.0,Politique en Allemagne,8.0,0.16886694729328156,Q159493,STEM.Biology,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
100,5.0,17270.0,Politique en Allemagne,8.0,0.1294127255678177,Q159493,Culture.Visual_arts.Visual_arts*,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
101,5.0,17270.0,Politique en Allemagne,8.0,0.1067005917429924,Q159493,STEM.Earth_and_environment,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
102,5.0,17270.0,Politique en Allemagne,8.0,0.10667316818237303,Q159493,Geography.Regions.Europe.Western_Europe,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
103,5.0,17270.0,Politique en Allemagne,8.0,0.0,Q159493,Geography.Regions.Asia.Asia*,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
104,5.0,17270.0,Politique en Allemagne,8.0,0.0,Q159493,Geography.Regions.Asia.North_Asia,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
105,5.0,17270.0,Politique en Allemagne,8.0,0.0,Q159493,Geography.Regions.Asia.East_Asia,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
106,5.0,17270.0,Politique en Allemagne,8.0,0.0,Q159493,Geography.Regions.Africa.Africa*,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
107,5.0,17270.0,Politique en Allemagne,8.0,0.0,Q159493,Geography.Regions.Asia.Central_Asia,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,3065.0
108,5.0,17424.0,IIe concile œcuménique du Vatican,1.0,0.546748161315918,Q169789,Culture.Philosophy_and_religion,0.0,6075.813336703092,94.0,8.0,235.0,13.428572,13.360810999999998,0.28572288,3522.0
109,5.0,17424.0,IIe concile œcuménique du Vatican,1.0,0.23371636867523196,Q169789,History_and_Society.Politics_and_government,0.0,6075.813336703092,94.0,8.0,235.0,13.428572,13.360810999999998,0.28572288,3522.0
110,5.0,17424.0,IIe concile œcuménique du Vatican,1.0,0.16442059183120727,Q169789,Geography.Regions.Europe.Europe*,0.0,6075.813336703092,94.0,8.0,235.0,13.428572,13.360810999999998,0.28572288,3522.0
111,5.0,17424.0,IIe concile œcuménique du Vatican,1.0,0.1294127255678177,Q169789,History_and_Society.Military_and_warfare,0.0,6075.813336703092,94.0,8.0,235.0,13.428572,13.360810999999998,0.28572288,3522.0
112,5.0,17424.0,IIe concile œcuménique du Vatican,1.0,0.0,Q169789,Geography.Regions.Europe.Southern_Europe,0.0,6075.813336703092,94.0,8.0,235.0,13.428572,13.360810999999998,0.28572288,3522.0
113,5.0,17424.0,IIe concile œcuménique du Vatican,1.0,0.0,Q169789,Geography.Regions.Europe.Western_Europe,0.0,6075.813336703092,94.0,8.0,235.0,13.428572,13.360810999999998,0.28572288,3522.0
114,5.0,17424.0,IIe concile œcuménique du Vatican,1.0,0.0,Q169789,Geography.Regions.Americas.North_America,0.0,6075.813336703092,94.0,8.0,235.0,13.428572,13.360810999999998,0.28572288,3522.0
115,5.0,17424.0,IIe concile œcuménique du Vatican,1.0,0.0,Q169789,Geography.Regions.Asia.Asia*,0.0,6075.813336703092,94.0,8.0,235.0,13.428572,13.360810999999998,0.28572288,3522.0
116,5.0,17791.0,Robert Guédiguian,18.0,0.9982553720474244,Q718596,Culture.Biography.Biography*,88.0,3458.1329216702593,77.0,3.0,193.0,13.428572,-10.301871,6.601016499999999,3455.0
117,5.0,17791.0,Robert Guédiguian,18.0,0.3469777574539185,Q718596,Geography.Regions.Europe.Western_Europe,88.0,3458.1329216702593,77.0,3.0,193.0,13.428572,-10.301871,6.601016499999999,3455.0
118,5.0,17791.0,Robert Guédiguian,18.0,0.2921159734725952,Q718596,Geography.Regions.Europe.Europe*,88.0,3458.1329216702593,77.0,3.0,193.0,13.428572,-10.301871,6.601016499999999,3455.0
119,7.0,17824.0,Alliance 90 / Les Verts,8.0,0.7879412174224854,Q49766,History_and_Society.Politics_and_government,160.0,5863.589832776107,96.0,7.0,153.0,15.142857,-16.456638,20.317877,0.0
120,7.0,17824.0,Alliance 90 / Les Verts,8.0,0.3893042674064636,Q49766,Geography.Regions.Europe.Western_Europe,160.0,5863.589832776107,96.0,7.0,153.0,15.142857,-16.456638,20.317877,0.0
121,7.0,17824.0,Alliance 90 / Les Verts,8.0,0.3509628047943115,Q49766,Geography.Regions.Europe.Europe*,160.0,5863.589832776107,96.0,7.0,153.0,15.142857,-16.456638,20.317877,0.0
122,7.0,17824.0,Alliance 90 / Les Verts,8.0,0.1097157895565033,Q49766,History_and_Society.Society,160.0,5863.589832776107,96.0,7.0,153.0,15.142857,-16.456638,20.317877,0.0
123,2.0,18718.0,Spectre,16.0,1.0,Q11471034,Compilation.List_Disambig,0.0,0.0,129.0,6.0,152.0,10.857142,-18.05848,-1.1234121,1762.0
124,2.0,18718.0,Spectre,16.0,0.15611489117145538,Q11471034,STEM.STEM*,0.0,0.0,129.0,6.0,152.0,10.857142,-18.05848,-1.1234121,1762.0
125,2.0,18718.0,Spectre,16.0,0.14805719256401062,Q11471034,History_and_Society.Transportation,0.0,0.0,129.0,6.0,152.0,10.857142,-18.05848,-1.1234121,1762.0
126,2.0,18718.0,Spectre,16.0,0.11280541121959685,Q11471034,History_and_Society.Military_and_warfare,0.0,0.0,129.0,6.0,152.0,10.857142,-18.05848,-1.1234121,1762.0
127,2.0,18718.0,Spectre,16.0,0.0,Q11471034,Geography.Regions.Asia.Asia*,0.0,0.0,129.0,6.0,152.0,10.857142,-18.05848,-1.1234121,1762.0
128,2.0,18718.0,Spectre,16.0,0.0,Q11471034,Geography.Geographical,0.0,0.0,129.0,6.0,152.0,10.857142,-18.05848,-1.1234121,1762.0
129,2.0,18718.0,Spectre,16.0,0.0,Q11471034,Geography.Regions.Asia.West_Asia,0.0,0.0,129.0,6.0,152.0,10.857142,-18.05848,-1.1234121,1762.0
130,17.0,19250.0,Schaerbeek,8.0,0.9980222582817078,Q12887,Geography.Regions.Europe.Western_Europe,160.0,23920.130380081766,96.0,7.0,153.0,23.714287,22.979555,15.935137,3518.0
131,17.0,19250.0,Schaerbeek,8.0,0.9905974268913268,Q12887,Geography.Regions.Europe.Europe*,160.0,23920.130380081766,96.0,7.0,153.0,23.714287,22.979555,15.935137,3518.0
132,17.0,19250.0,Schaerbeek,8.0,0.14415885508060455,Q12887,Geography.Geographical,160.0,23920.130380081766,96.0,7.0,153.0,23.714287,22.979555,15.935137,3518.0
133,1.0,20890.0,Vaison-la-Romaine,1.0,0.9993836879730223,Q504887,Geography.Regions.Europe.Western_Europe,0.0,0.0,94.0,8.0,235.0,10.0,19.917362,-4.198742,4238.0
134,1.0,20890.0,Vaison-la-Romaine,1.0,0.9987257122993468,Q504887,Geography.Regions.Europe.Europe*,0.0,0.0,94.0,8.0,235.0,10.0,19.917362,-4.198742,4238.0
135,2.0,22205.0,Ergot du seigle,5.0,0.9995657801628112,Q217227,STEM.Biology,170.0,0.0,44.0,13.0,235.0,10.857142,14.078005,20.432549,5562.0
136,2.0,22205.0,Ergot du seigle,5.0,0.9995221495628356,Q217227,STEM.STEM*,170.0,0.0,44.0,13.0,235.0,10.857142,14.078005,20.432549,5562.0
137,1.0,23504.0,Total Recall,5.0,0.9949496984481812,Q222018,Culture.Media.Media*,170.0,0.0,44.0,5.0,235.0,10.0,-19.694370000000006,-0.62274307,4059.0
138,1.0,23504.0,Total Recall,5.0,0.9890230894088744,Q222018,Culture.Media.Films,170.0,0.0,44.0,5.0,235.0,10.0,-19.694370000000006,-0.62274307,4059.0
139,1.0,23504.0,Total Recall,5.0,0.5312193632125854,Q222018,Culture.Media.Entertainment,170.0,0.0,44.0,5.0,235.0,10.0,-19.694370000000006,-0.62274307,4059.0
140,1.0,23504.0,Total Recall,5.0,0.0,Q222018,Geography.Regions.Americas.North_America,170.0,0.0,44.0,5.0,235.0,10.0,-19.694370000000006,-0.62274307,4059.0
141,1.0,24701.0,Saint-Sulpice (Vaud),18.0,1.0000100135803225,Q68019,Geography.Regions.Europe.Western_Europe,88.0,0.0,77.0,3.0,193.0,10.0,-15.636910999999998,12.041547,3001.0
142,1.0,24701.0,Saint-Sulpice (Vaud),18.0,0.9990094900131226,Q68019,Geography.Regions.Europe.Europe*,88.0,0.0,77.0,3.0,193.0,10.0,-15.636910999999998,12.041547,3001.0
143,4.0,24935.0,Louis Pasteur,3.0,0.997894287109375,Q529,Culture.Biography.Biography*,220.0,2688.9999999999995,160.0,12.0,0.0,12.571428,22.521667,-4.538189,29365.0
144,4.0,24935.0,Louis Pasteur,3.0,0.5621865391731262,Q529,STEM.STEM*,220.0,2688.9999999999995,160.0,12.0,0.0,12.571428,22.521667,-4.538189,29365.0
